Table Name:,2017 Loaded CSO Nonsmoker Gender-Blended 80% Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00071,0.00073,0.00074,0.00074,0.00073,0.00072,0.00072,0.0007,0.00061,0.00056,0.00055,0.00053,0.00051,0.00055,0.00059,0.00066,0.00076,0.00088,0.00102,0.00114,0.00125,0.00132,0.00137,0.00145,0.00153
19,0.00064,0.00065,0.00069,0.00066,0.00065,0.00064,0.00063,0.00059,0.00053,0.00051,0.00051,0.00051,0.00051,0.00056,0.00062,0.00068,0.00078,0.00091,0.00105,0.00118,0.00128,0.00134,0.00141,0.00149,0.00157
20,0.00054,0.0006,0.0006,0.00059,0.00057,0.00055,0.00054,0.0005,0.00047,0.00049,0.00049,0.0005,0.00052,0.00057,0.00064,0.00071,0.00081,0.00094,0.00107,0.00121,0.0013,0.00136,0.00142,0.00151,0.00161
21,0.00048,0.00055,0.0005,0.00048,0.00047,0.00046,0.00045,0.00044,0.00043,0.00046,0.00048,0.0005,0.00054,0.00059,0.00067,0.00074,0.00084,0.00097,0.0011,0.00123,0.00131,0.00137,0.00143,0.00153,0.00165
22,0.00043,0.00046,0.00042,0.0004,0.00039,0.00039,0.00039,0.00039,0.0004,0.00045,0.00048,0.00052,0.00055,0.00063,0.0007,0.00077,0.00087,0.001,0.00114,0.00125,0.00131,0.00137,0.00143,0.00156,0.0017
23,0.00037,0.00039,0.00035,0.00034,0.00034,0.00034,0.00035,0.00037,0.00039,0.00045,0.00049,0.00053,0.00058,0.00066,0.00073,0.0008,0.0009,0.00104,0.00117,0.00126,0.00132,0.00137,0.00145,0.00159,0.00176
24,0.00032,0.00033,0.0003,0.00029,0.0003,0.0003,0.00033,0.00036,0.0004,0.00046,0.0005,0.00056,0.00062,0.0007,0.00077,0.00083,0.00095,0.00108,0.00119,0.00126,0.00133,0.00137,0.00149,0.00166,0.00184
25,0.00027,0.00029,0.00027,0.00028,0.00028,0.0003,0.00033,0.00037,0.00041,0.00048,0.00053,0.0006,0.00066,0.00074,0.00082,0.00088,0.00101,0.00113,0.00121,0.00127,0.00134,0.00142,0.00158,0.00176,0.00196
26,0.00024,0.00026,0.00025,0.00026,0.00027,0.0003,0.00034,0.00038,0.00042,0.00051,0.00057,0.00064,0.00071,0.00079,0.00087,0.00095,0.00108,0.00118,0.00124,0.0013,0.00139,0.00152,0.0017,0.0019,0.00211
27,0.0002,0.00024,0.00024,0.00026,0.00028,0.00031,0.00035,0.0004,0.00045,0.00055,0.00062,0.0007,0.00077,0.00086,0.00094,0.00102,0.00114,0.00122,0.00128,0.00137,0.00149,0.00165,0.00184,0.00206,0.0023
28,0.00019,0.00022,0.00024,0.00027,0.0003,0.00033,0.00037,0.00043,0.00049,0.00059,0.00068,0.00076,0.00082,0.00091,0.00101,0.00108,0.00119,0.00127,0.00136,0.00146,0.00161,0.00179,0.00201,0.00225,0.00252
29,0.00018,0.0002,0.00024,0.00028,0.00031,0.00035,0.00039,0.00046,0.00051,0.00063,0.00072,0.00079,0.00085,0.00096,0.00104,0.00113,0.00125,0.00134,0.00145,0.00157,0.00175,0.00196,0.00219,0.00246,0.00276
30,0.00016,0.00018,0.00024,0.00029,0.00031,0.00036,0.0004,0.00046,0.00055,0.00066,0.00073,0.0008,0.00087,0.00097,0.00106,0.00118,0.00132,0.00143,0.00156,0.00171,0.00191,0.00214,0.0024,0.0027,0.00302
31,0.00015,0.00018,0.00025,0.00029,0.00033,0.00036,0.00042,0.00049,0.00059,0.00069,0.00077,0.00083,0.00091,0.001,0.00112,0.00126,0.00141,0.00153,0.00167,0.00185,0.00207,0.00234,0.00263,0.00294,0.00327
32,0.00015,0.00018,0.00027,0.00031,0.00035,0.00039,0.00046,0.00054,0.00065,0.00075,0.00081,0.00087,0.00096,0.00106,0.0012,0.00135,0.0015,0.00164,0.0018,0.002,0.00226,0.00255,0.00287,0.0032,0.00351
33,0.00016,0.00019,0.00029,0.00034,0.00037,0.00043,0.00051,0.00059,0.0007,0.00078,0.00084,0.00091,0.00101,0.00115,0.00129,0.00145,0.00161,0.00176,0.00194,0.00217,0.00246,0.00279,0.00313,0.00345,0.00375
34,0.00016,0.0002,0.00031,0.00036,0.00041,0.00048,0.00055,0.00065,0.00074,0.00082,0.00088,0.00096,0.0011,0.00124,0.00138,0.00155,0.00172,0.00188,0.00209,0.00236,0.0027,0.00305,0.0034,0.00372,0.00402
35,0.00017,0.00021,0.00033,0.0004,0.00046,0.00053,0.0006,0.0007,0.00079,0.00086,0.00093,0.00105,0.00119,0.00134,0.00149,0.00166,0.00184,0.00203,0.00227,0.00259,0.00296,0.00333,0.00368,0.004,0.00433
36,0.00017,0.00023,0.00036,0.00044,0.00051,0.00057,0.00066,0.00076,0.00083,0.00091,0.00102,0.00115,0.0013,0.00145,0.00161,0.00178,0.00198,0.0022,0.00249,0.00285,0.00325,0.00363,0.00398,0.00433,0.00472
37,0.00017,0.00024,0.00039,0.00048,0.00055,0.00063,0.00072,0.0008,0.00088,0.00099,0.00112,0.00126,0.00141,0.00157,0.00173,0.00192,0.00214,0.00239,0.00274,0.00315,0.00358,0.00397,0.00432,0.00472,0.00519
38,0.00017,0.00028,0.00043,0.00051,0.0006,0.00068,0.00077,0.00085,0.00095,0.00109,0.00123,0.00137,0.00154,0.00171,0.00188,0.00208,0.00233,0.00265,0.00304,0.00349,0.00394,0.00432,0.00472,0.00517,0.00574
39,0.00018,0.00031,0.00047,0.00056,0.00065,0.00074,0.00083,0.00092,0.00104,0.0012,0.00135,0.00151,0.00168,0.00187,0.00205,0.00228,0.00258,0.00295,0.00339,0.00387,0.00431,0.00472,0.00515,0.00569,0.00639
40,0.0002,0.00036,0.0005,0.00061,0.0007,0.0008,0.00089,0.001,0.00114,0.00132,0.00148,0.00164,0.00184,0.00204,0.00226,0.00252,0.00288,0.00331,0.00379,0.00427,0.00472,0.00515,0.00564,0.00631,0.00707
41,0.00023,0.00041,0.00054,0.00065,0.00076,0.00085,0.00095,0.00108,0.00125,0.00144,0.00161,0.00178,0.00201,0.00224,0.00249,0.00281,0.00323,0.00371,0.00422,0.0047,0.00515,0.00561,0.0062,0.00697,0.0078
42,0.00027,0.00045,0.00057,0.0007,0.00082,0.00091,0.00101,0.00116,0.00136,0.00155,0.00173,0.00193,0.00219,0.00247,0.00276,0.00314,0.00363,0.00416,0.00467,0.00513,0.00558,0.00613,0.00683,0.00766,0.00858
43,0.00031,0.00048,0.00062,0.00077,0.00088,0.00096,0.00109,0.00127,0.00147,0.00167,0.00186,0.00211,0.00241,0.00272,0.00306,0.00351,0.00406,0.0046,0.0051,0.00556,0.00607,0.00674,0.00755,0.00847,0.00947
44,0.00036,0.00051,0.00066,0.00083,0.00093,0.00103,0.00118,0.00138,0.00159,0.00179,0.00202,0.00231,0.00265,0.003,0.0034,0.00391,0.0045,0.00505,0.00552,0.00604,0.00663,0.00745,0.00839,0.0094,0.01049
45,0.00041,0.00053,0.00072,0.00091,0.001,0.00112,0.00131,0.00151,0.00171,0.00194,0.00221,0.00254,0.00292,0.00331,0.00376,0.00432,0.00495,0.0055,0.006,0.00658,0.00729,0.00829,0.00934,0.01045,0.01169
46,0.00046,0.00055,0.00078,0.00098,0.00108,0.00125,0.00145,0.00166,0.00186,0.00212,0.00244,0.00281,0.00321,0.00363,0.00414,0.00476,0.00541,0.00598,0.00653,0.00718,0.00808,0.00927,0.01041,0.01165,0.01308
47,0.0005,0.00058,0.00086,0.00106,0.0012,0.00139,0.00161,0.00181,0.00203,0.00234,0.00271,0.0031,0.00353,0.00398,0.00454,0.00521,0.00591,0.0065,0.00712,0.00789,0.00901,0.01038,0.01164,0.01305,0.01468
48,0.00053,0.00063,0.00095,0.00116,0.00134,0.00156,0.00178,0.00197,0.00223,0.0026,0.00301,0.00341,0.00385,0.00434,0.00495,0.00569,0.00641,0.00707,0.00779,0.00874,0.01006,0.01161,0.01304,0.01465,0.01653
49,0.00055,0.0007,0.00105,0.00127,0.00149,0.00174,0.00194,0.00214,0.00246,0.0029,0.00333,0.00372,0.00417,0.00472,0.0054,0.00618,0.00696,0.00768,0.00855,0.0097,0.01125,0.01293,0.01459,0.0165,0.01868
50,0.00055,0.0008,0.00117,0.00139,0.00166,0.0019,0.00209,0.00233,0.00273,0.00322,0.00366,0.00406,0.00451,0.00514,0.00589,0.00674,0.00757,0.00838,0.00942,0.0108,0.01254,0.01435,0.01629,0.01855,0.02111
51,0.00056,0.00093,0.00129,0.00154,0.00183,0.00204,0.00223,0.00255,0.00303,0.00358,0.00399,0.00444,0.00492,0.00563,0.00648,0.0074,0.00828,0.00921,0.01047,0.01207,0.01399,0.01595,0.01815,0.02077,0.02375
52,0.00057,0.00106,0.00142,0.0017,0.00199,0.00218,0.00241,0.00281,0.00338,0.00395,0.00438,0.00485,0.00541,0.00625,0.00719,0.00818,0.00916,0.01032,0.01173,0.01354,0.01565,0.01782,0.02032,0.02329,0.02667
53,0.00058,0.00118,0.00156,0.00191,0.00215,0.00235,0.00265,0.00312,0.00376,0.00434,0.00479,0.00531,0.00605,0.00703,0.00807,0.00913,0.01029,0.01166,0.01327,0.01526,0.01755,0.02011,0.02303,0.02639,0.03006
54,0.00058,0.00126,0.00172,0.00208,0.00232,0.00254,0.00291,0.00349,0.00417,0.00477,0.00527,0.00591,0.00686,0.00798,0.00908,0.01025,0.01158,0.01313,0.01508,0.01736,0.01984,0.02287,0.02624,0.02998,0.03411
55,0.00063,0.00132,0.00188,0.00224,0.0025,0.00277,0.00324,0.00394,0.00463,0.00524,0.00586,0.00669,0.00781,0.00901,0.01018,0.01152,0.01305,0.01492,0.01721,0.01978,0.02263,0.02606,0.02984,0.03408,0.03871
56,0.00073,0.00136,0.00204,0.00241,0.00273,0.00307,0.00368,0.00443,0.00512,0.00578,0.00656,0.0076,0.00887,0.01011,0.01141,0.01296,0.01482,0.017,0.01959,0.02249,0.02574,0.02956,0.03399,0.03871,0.04387
57,0.00087,0.00141,0.00219,0.00261,0.003,0.00344,0.00418,0.00495,0.00564,0.0064,0.00736,0.00861,0.00999,0.01132,0.0128,0.01463,0.01686,0.01938,0.02228,0.02555,0.02933,0.03371,0.03864,0.04387,0.0497
58,0.00106,0.00148,0.00232,0.00285,0.00329,0.0039,0.00472,0.00547,0.00619,0.0071,0.00828,0.00968,0.01119,0.01272,0.01443,0.01657,0.01921,0.02208,0.02529,0.02895,0.03334,0.03841,0.04387,0.0497,0.05627
59,0.00126,0.00158,0.00245,0.00306,0.0036,0.00439,0.00522,0.00596,0.00678,0.0079,0.00929,0.01087,0.01252,0.01425,0.01623,0.01876,0.02183,0.02508,0.02872,0.03297,0.03798,0.0437,0.0497,0.05627,0.06387
60,0.00145,0.00174,0.00259,0.00322,0.00397,0.00486,0.00569,0.00647,0.00744,0.00877,0.01037,0.01212,0.01392,0.01586,0.01822,0.02122,0.02472,0.02842,0.03265,0.03763,0.04339,0.0497,0.05627,0.06387,0.07295
61,0.00158,0.00197,0.00277,0.00341,0.00436,0.0053,0.00613,0.00701,0.00818,0.00973,0.0115,0.01338,0.01535,0.01761,0.02044,0.02392,0.02791,0.03225,0.03729,0.043,0.04945,0.05627,0.06387,0.07295,0.08345
62,0.00167,0.00225,0.00302,0.00371,0.00478,0.00574,0.0066,0.00762,0.00901,0.01078,0.0127,0.01472,0.01694,0.0196,0.02292,0.02691,0.03149,0.03651,0.04244,0.04891,0.05627,0.06387,0.07295,0.08345,0.09527
63,0.00175,0.00257,0.00335,0.00411,0.00524,0.0062,0.00715,0.00836,0.00998,0.01194,0.01399,0.01617,0.01869,0.02179,0.0256,0.03024,0.03564,0.04165,0.04839,0.05579,0.06387,0.07295,0.08345,0.09527,0.10875
64,0.00183,0.00294,0.00373,0.00458,0.00578,0.00674,0.00783,0.00924,0.01108,0.01327,0.01545,0.01779,0.02067,0.02419,0.0285,0.03396,0.04033,0.04744,0.05528,0.06387,0.07295,0.08345,0.09527,0.10875,0.12374
65,0.00193,0.00329,0.00416,0.00509,0.00639,0.0074,0.00864,0.01027,0.01238,0.01483,0.0172,0.01975,0.02301,0.02702,0.03186,0.03837,0.0462,0.05434,0.06336,0.07295,0.08345,0.09527,0.10875,0.12374,0.13991
66,0.00204,0.0036,0.00463,0.00567,0.00712,0.00819,0.00959,0.01147,0.01388,0.01669,0.01936,0.02224,0.0259,0.03047,0.03587,0.04347,0.05305,0.06247,0.07295,0.08345,0.09527,0.10875,0.12374,0.13991,0.15694
67,0.00219,0.00387,0.00513,0.00634,0.00785,0.00911,0.01072,0.01288,0.01568,0.01895,0.02206,0.02551,0.0296,0.03475,0.04068,0.04948,0.06056,0.07154,0.08345,0.09527,0.10875,0.12374,0.13991,0.15694,0.17437
68,0.00237,0.00416,0.00568,0.00713,0.00869,0.01018,0.012,0.0145,0.01793,0.02166,0.02537,0.02949,0.03422,0.04013,0.04697,0.05715,0.06959,0.08204,0.09527,0.10875,0.12374,0.13991,0.15694,0.17437,0.19198
69,0.00257,0.00442,0.00624,0.00794,0.00964,0.01126,0.01336,0.01654,0.02041,0.02468,0.02932,0.03403,0.0399,0.04684,0.05576,0.06694,0.0808,0.0945,0.10875,0.12374,0.13991,0.15694,0.17437,0.19198,0.20926
70,0.00278,0.00465,0.00677,0.00874,0.01052,0.01235,0.01499,0.01878,0.02291,0.02787,0.03378,0.03968,0.04661,0.05528,0.06514,0.07788,0.09337,0.10875,0.12374,0.13991,0.15694,0.17437,0.19198,0.20926,0.22554
71,0.00299,0.00488,0.00733,0.00961,0.01145,0.01379,0.01694,0.02098,0.02582,0.0319,0.0392,0.04629,0.05462,0.06437,0.07448,0.0894,0.10675,0.12374,0.13991,0.15694,0.17437,0.19198,0.20926,0.22554,0.24291
72,0.00324,0.00518,0.00797,0.01061,0.0128,0.01559,0.01908,0.02354,0.02959,0.03696,0.04582,0.05415,0.06364,0.0739,0.08719,0.1044,0.12266,0.13991,0.15694,0.17437,0.19198,0.20926,0.22554,0.24291,0.26314
73,0.00356,0.00562,0.00881,0.01188,0.0145,0.01765,0.02169,0.02686,0.03421,0.04295,0.05375,0.06315,0.07328,0.08565,0.10244,0.12182,0.13991,0.15694,0.17437,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494
74,0.00396,0.00619,0.00985,0.01341,0.01639,0.0201,0.02489,0.03099,0.03971,0.04993,0.06263,0.07256,0.08443,0.10027,0.11892,0.13917,0.15694,0.17437,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836
75,0.00436,0.0068,0.01099,0.01515,0.01863,0.02301,0.02863,0.03591,0.04616,0.05771,0.07191,0.08348,0.09881,0.11755,0.13799,0.15694,0.17437,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296
76,0.00468,0.00726,0.01192,0.01672,0.02086,0.02587,0.03244,0.04169,0.05339,0.0661,0.08251,0.09749,0.11649,0.13741,0.15694,0.17437,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715
77,0.00495,0.00768,0.01275,0.01815,0.02287,0.02881,0.03635,0.04824,0.06129,0.0754,0.09564,0.11463,0.13622,0.15694,0.17437,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799
78,0.00523,0.00813,0.01372,0.01969,0.02501,0.03199,0.0408,0.05464,0.06915,0.08619,0.11097,0.13339,0.15611,0.17437,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024
79,0.00545,0.00863,0.01476,0.02134,0.02733,0.03501,0.04559,0.06056,0.07724,0.09869,0.12837,0.15422,0.17437,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424
80,0.00578,0.00935,0.0163,0.02369,0.03038,0.03912,0.05177,0.06807,0.08853,0.11469,0.14783,0.17437,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504
81,0.00631,0.01042,0.01852,0.02696,0.03483,0.0449,0.06017,0.07979,0.10483,0.13755,0.17017,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441
82,0.00711,0.01191,0.02158,0.03154,0.04113,0.05302,0.07187,0.09727,0.12906,0.16682,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527
83,0.00829,0.01412,0.02617,0.03866,0.05059,0.06595,0.09008,0.12425,0.16311,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136
84,0.00975,0.01697,0.03223,0.04795,0.06329,0.08408,0.11576,0.15463,0.19198,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882
85,0.01152,0.02061,0.03996,0.05981,0.08037,0.10912,0.14634,0.18384,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771
86,0.01365,0.02526,0.04985,0.07568,0.10394,0.14108,0.18105,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771,0.59812
87,0.01596,0.03068,0.0616,0.09552,0.13382,0.17872,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771,0.59812,0.6301
88,0.01835,0.03647,0.07487,0.11908,0.16775,0.20926,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771,0.59812,0.6301,0.66373
89,0.02097,0.04277,0.09064,0.14787,0.20113,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771,0.59812,0.6301,0.66373,0.69907
90,0.02532,0.05794,0.12423,0.18965,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771,0.59812,0.6301,0.66373,0.69907,0.73621
91,0.03434,0.08743,0.18221,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771,0.59812,0.6301,0.66373,0.69907,0.73621,0.7752
92,0.05035,0.12871,0.22554,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771,0.59812,0.6301,0.66373,0.69907,0.73621,0.7752,0.81612
93,0.07469,0.16676,0.24291,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771,0.59812,0.6301,0.66373,0.69907,0.73621,0.7752,0.81612,0.85902
94,0.1084,0.21423,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771,0.59812,0.6301,0.66373,0.69907,0.73621,0.7752,0.81612,0.85902,0.90395
95,0.1524,0.26314,0.28494,0.30836,0.33296,0.35715,0.3799,0.4024,0.42424,0.44504,0.46441,0.48527,0.51136,0.53882,0.56771,0.59812,0.6301,0.66373,0.69907,0.73621,0.7752,0.81612,0.85902,0.90395,0.95094

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Nonsmoker Gender-Blended, 80%, Male, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0007,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00061,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00051,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00059,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00066,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00088,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00102,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00114,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00125,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00132,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00137,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00145,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00153,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00161,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00166,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00171,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00177,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00184,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00193,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00203,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00215,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00234,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00256,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00281,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00306,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00331,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00354,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00378,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00403,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00434,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00472,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00521,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00578,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00643,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00713,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00789,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0087,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00959,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01058,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01173,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01309,,,,,,,,,,,,,,,,,,,,,,,,
71,0.0147,,,,,,,,,,,,,,,,,,,,,,,,
72,0.0166,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01879,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02127,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02402,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02706,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03044,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03428,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03871,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04387,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0497,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05627,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06387,,,,,,,,,,,,,,,,,,,,,,,,
