Table Name:,"2001 VBT Select and Ultimate - Female Nonsmoker, ALB ",,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,0.0003,0.00031,0.00032,0.00034,0.00035,0.00036,0.00037,0.00038,0.00038,0.00039,0.00041,0.00044
4,,,,,,,,,,,,,0.00029,0.00031,0.00032,0.00033,0.00034,0.00036,0.00037,0.00037,0.00038,0.00039,0.00041,0.00044,0.00046
5,,,,,,,,,,,,0.00029,0.0003,0.00031,0.00033,0.00034,0.00035,0.00037,0.00037,0.00038,0.00039,0.00041,0.00044,0.00046,0.00048
6,,,,,,,,,,,0.00028,0.0003,0.00031,0.00032,0.00033,0.00035,0.00036,0.00037,0.00038,0.00039,0.00041,0.00044,0.00046,0.00047,0.0005
7,,,,,,,,,,0.00028,0.00029,0.0003,0.00032,0.00033,0.00034,0.00036,0.00036,0.00038,0.00039,0.00041,0.00044,0.00046,0.00047,0.0005,0.00053
8,,,,,,,,,0.00027,0.00029,0.0003,0.00031,0.00033,0.00033,0.00035,0.00036,0.00038,0.00039,0.00041,0.00044,0.00046,0.00047,0.0005,0.00053,0.00056
9,,,,,,,,0.00027,0.00028,0.00029,0.00031,0.00032,0.00033,0.00034,0.00035,0.00037,0.00039,0.00041,0.00043,0.00046,0.00047,0.0005,0.00053,0.00056,0.0006
10,,,,,,,0.00026,0.00028,0.00028,0.0003,0.00031,0.00032,0.00034,0.00035,0.00037,0.00038,0.0004,0.00043,0.00046,0.00047,0.00049,0.00053,0.00055,0.0006,0.00065
11,,,,,,0.00025,0.00027,0.00028,0.00029,0.0003,0.00031,0.00033,0.00035,0.00036,0.00038,0.0004,0.00042,0.00045,0.00047,0.00049,0.00052,0.00055,0.00059,0.00065,0.0007
12,,,,,0.00025,0.00026,0.00027,0.00028,0.00029,0.0003,0.00032,0.00034,0.00035,0.00037,0.00039,0.00042,0.00045,0.00047,0.00049,0.00052,0.00055,0.00059,0.00065,0.0007,0.00075
13,,,,0.00025,0.00026,0.00026,0.00027,0.00028,0.00029,0.00031,0.00033,0.00034,0.00037,0.00039,0.00041,0.00045,0.00047,0.00049,0.00052,0.00055,0.00059,0.00065,0.0007,0.00075,0.0008
14,,,0.00025,0.00026,0.00026,0.00026,0.00028,0.00028,0.0003,0.00031,0.00033,0.00036,0.00038,0.00041,0.00044,0.00047,0.00049,0.00052,0.00055,0.00059,0.00065,0.0007,0.00074,0.00079,0.00084
15,,0.00025,0.00026,0.00026,0.00026,0.00027,0.00028,0.00028,0.0003,0.00031,0.00034,0.00037,0.0004,0.00043,0.00046,0.00049,0.00052,0.00055,0.00059,0.00065,0.0007,0.00074,0.00079,0.00084,0.00089
16,0.00025,0.00026,0.00026,0.00025,0.00026,0.00027,0.00028,0.00029,0.00031,0.00033,0.00036,0.00039,0.00042,0.00046,0.00049,0.00052,0.00055,0.00059,0.00065,0.0007,0.00074,0.00079,0.00084,0.00089,0.00094
17,0.00026,0.00025,0.00025,0.00025,0.00026,0.00027,0.00028,0.0003,0.00032,0.00035,0.00038,0.00041,0.00045,0.00049,0.00052,0.00055,0.00059,0.00065,0.0007,0.00074,0.00079,0.00084,0.00089,0.00094,0.001
18,0.00024,0.00024,0.00024,0.00025,0.00026,0.00027,0.00028,0.00031,0.00034,0.00037,0.00041,0.00044,0.00048,0.00052,0.00055,0.00059,0.00065,0.0007,0.00074,0.00079,0.00084,0.00089,0.00094,0.001,0.00108
19,0.00022,0.00023,0.00024,0.00025,0.00026,0.00027,0.0003,0.00033,0.00036,0.00039,0.00043,0.00048,0.00052,0.00055,0.00059,0.00065,0.0007,0.00074,0.00079,0.00084,0.00089,0.00094,0.001,0.00108,0.00116
20,0.0002,0.00021,0.00023,0.00024,0.00025,0.00028,0.00032,0.00034,0.00038,0.00042,0.00046,0.00051,0.00055,0.00059,0.00064,0.0007,0.00074,0.00079,0.00083,0.00089,0.00094,0.001,0.00108,0.00116,0.00127
21,0.00018,0.0002,0.00022,0.00024,0.00026,0.0003,0.00033,0.00036,0.00041,0.00045,0.00049,0.00054,0.00058,0.00063,0.00068,0.00073,0.00078,0.00083,0.00088,0.00094,0.001,0.00108,0.00116,0.00127,0.0014
22,0.00016,0.00019,0.00022,0.00024,0.00027,0.00031,0.00035,0.00039,0.00043,0.00048,0.00052,0.00057,0.00062,0.00067,0.00071,0.00077,0.00082,0.00088,0.00094,0.001,0.00108,0.00116,0.00127,0.0014,0.00155
23,0.00015,0.00018,0.00021,0.00024,0.00028,0.00032,0.00037,0.00041,0.00046,0.0005,0.00055,0.0006,0.00065,0.0007,0.00075,0.00081,0.00086,0.00092,0.001,0.00108,0.00116,0.00127,0.0014,0.00155,0.00173
24,0.00014,0.00018,0.00021,0.00025,0.00029,0.00034,0.00039,0.00043,0.00049,0.00053,0.00058,0.00063,0.00068,0.00073,0.00078,0.00085,0.00091,0.00098,0.00107,0.00116,0.00127,0.0014,0.00155,0.00173,0.00193
25,0.00013,0.00018,0.00021,0.00026,0.0003,0.00036,0.00041,0.00045,0.00051,0.00056,0.00061,0.00065,0.00071,0.00076,0.00082,0.00089,0.00097,0.00105,0.00116,0.00127,0.0014,0.00155,0.00173,0.00193,0.00216
26,0.00013,0.00018,0.00022,0.00027,0.00032,0.00037,0.00042,0.00047,0.00053,0.00058,0.00063,0.00068,0.00074,0.0008,0.00087,0.00095,0.00104,0.00114,0.00126,0.0014,0.00155,0.00173,0.00193,0.00216,0.00242
27,0.00014,0.00018,0.00023,0.00028,0.00033,0.00038,0.00044,0.00049,0.00054,0.00059,0.00065,0.00071,0.00078,0.00085,0.00093,0.00103,0.00112,0.00125,0.00139,0.00154,0.00173,0.00193,0.00216,0.00242,0.00272
28,0.00015,0.0002,0.00025,0.00029,0.00034,0.0004,0.00045,0.00051,0.00056,0.00061,0.00068,0.00074,0.00082,0.0009,0.001,0.00111,0.00123,0.00138,0.00153,0.00171,0.00193,0.00216,0.00242,0.00272,0.00305
29,0.00016,0.00021,0.00026,0.00031,0.00035,0.00041,0.00046,0.00052,0.00057,0.00064,0.00071,0.00078,0.00087,0.00097,0.00108,0.00121,0.00136,0.00152,0.0017,0.00191,0.00216,0.00242,0.00271,0.00304,0.0034
30,0.00018,0.00023,0.00027,0.00032,0.00037,0.00042,0.00048,0.00053,0.00059,0.00067,0.00075,0.00084,0.00094,0.00106,0.00119,0.00134,0.0015,0.00169,0.0019,0.00214,0.00241,0.00271,0.00303,0.00339,0.00377
31,0.00019,0.00024,0.00028,0.00033,0.00038,0.00044,0.0005,0.00056,0.00063,0.00071,0.0008,0.00091,0.00103,0.00116,0.00132,0.00148,0.00167,0.00189,0.00212,0.00238,0.00269,0.00302,0.00338,0.00376,0.00418
32,0.0002,0.00024,0.00029,0.00034,0.0004,0.00046,0.00053,0.00059,0.00067,0.00077,0.00088,0.001,0.00114,0.00129,0.00146,0.00165,0.00187,0.0021,0.00236,0.00265,0.00299,0.00335,0.00375,0.00416,0.00463
33,0.00021,0.00025,0.0003,0.00036,0.00042,0.00049,0.00056,0.00065,0.00073,0.00085,0.00097,0.00111,0.00127,0.00143,0.00163,0.00185,0.00208,0.00234,0.00263,0.00295,0.00332,0.0037,0.00414,0.0046,0.0051
34,0.00021,0.00025,0.0003,0.00037,0.00044,0.00052,0.00061,0.00071,0.00081,0.00094,0.00108,0.00124,0.00141,0.0016,0.00182,0.00206,0.00232,0.00261,0.00292,0.00327,0.00367,0.00409,0.00455,0.00505,0.00558
35,0.00021,0.00026,0.00032,0.00039,0.00047,0.00056,0.00067,0.00078,0.00091,0.00105,0.0012,0.00138,0.00158,0.00179,0.00203,0.00229,0.00259,0.0029,0.00325,0.00362,0.00405,0.00451,0.005,0.00553,0.00609
36,0.00021,0.00027,0.00033,0.00042,0.00051,0.00062,0.00073,0.00086,0.00101,0.00117,0.00134,0.00154,0.00176,0.002,0.00227,0.00255,0.00288,0.00322,0.0036,0.00401,0.00446,0.00496,0.00548,0.00604,0.00664
37,0.00021,0.00028,0.00035,0.00045,0.00055,0.00067,0.00081,0.00095,0.00112,0.0013,0.0015,0.00172,0.00196,0.00222,0.00252,0.00284,0.00319,0.00357,0.00398,0.00442,0.00491,0.00544,0.006,0.00659,0.00723
38,0.00022,0.0003,0.00038,0.00049,0.00061,0.00074,0.00089,0.00106,0.00124,0.00144,0.00166,0.00191,0.00218,0.00247,0.00279,0.00314,0.00353,0.00394,0.00439,0.00487,0.0054,0.00596,0.00655,0.00718,0.00785
39,0.00024,0.00033,0.00042,0.00054,0.00067,0.00082,0.00099,0.00118,0.00137,0.0016,0.00184,0.00211,0.00241,0.00274,0.00308,0.00347,0.0039,0.00435,0.00483,0.00536,0.00592,0.00652,0.00715,0.00782,0.00853
40,0.00027,0.00037,0.00048,0.0006,0.00075,0.00091,0.00109,0.0013,0.00152,0.00177,0.00204,0.00234,0.00267,0.00303,0.00341,0.00384,0.0043,0.00479,0.00531,0.00588,0.00649,0.00713,0.00781,0.00851,0.00926
41,0.0003,0.00041,0.00054,0.00068,0.00084,0.00102,0.00122,0.00144,0.00168,0.00196,0.00225,0.00259,0.00294,0.00334,0.00376,0.00423,0.00473,0.00526,0.00584,0.00645,0.00711,0.00779,0.00851,0.00925,0.01006
42,0.00034,0.00047,0.00061,0.00076,0.00095,0.00114,0.00136,0.0016,0.00187,0.00216,0.00249,0.00285,0.00324,0.00368,0.00415,0.00465,0.0052,0.00578,0.00641,0.00707,0.00777,0.0085,0.00925,0.01005,0.01094
43,0.00039,0.00053,0.00069,0.00087,0.00107,0.00128,0.00152,0.00178,0.00207,0.00239,0.00275,0.00314,0.00357,0.00405,0.00456,0.00511,0.00571,0.00635,0.00703,0.00775,0.00849,0.00924,0.01004,0.01093,0.0119
44,0.00044,0.0006,0.00078,0.00098,0.0012,0.00144,0.00169,0.00198,0.0023,0.00264,0.00303,0.00345,0.00393,0.00444,0.005,0.0056,0.00626,0.00695,0.0077,0.00848,0.00924,0.01004,0.01091,0.0119,0.01297
45,0.0005,0.00068,0.00088,0.0011,0.00134,0.0016,0.00189,0.0022,0.00254,0.00292,0.00333,0.0038,0.0043,0.00486,0.00547,0.00613,0.00684,0.0076,0.00842,0.00924,0.01004,0.01091,0.01188,0.01296,0.01416
46,0.00056,0.00076,0.00099,0.00122,0.00149,0.00177,0.00209,0.00242,0.00279,0.0032,0.00365,0.00416,0.0047,0.0053,0.00597,0.00668,0.00745,0.00828,0.00919,0.01003,0.01091,0.01188,0.01296,0.01414,0.01551
47,0.00062,0.00084,0.00109,0.00135,0.00164,0.00194,0.00228,0.00265,0.00305,0.0035,0.00399,0.00453,0.00512,0.00577,0.00649,0.00726,0.0081,0.00902,0.01001,0.01091,0.01187,0.01295,0.01414,0.0155,0.01703
48,0.00067,0.00091,0.00119,0.00148,0.00178,0.00211,0.00248,0.00288,0.00331,0.00379,0.00433,0.00491,0.00556,0.00627,0.00706,0.0079,0.00881,0.00982,0.01089,0.01187,0.01294,0.01413,0.0155,0.01703,0.01871
49,0.0007,0.00098,0.0013,0.00159,0.00192,0.00227,0.00267,0.00309,0.00356,0.00409,0.00467,0.00531,0.00601,0.00679,0.00765,0.00858,0.00959,0.0107,0.01186,0.01294,0.01413,0.0155,0.01703,0.01871,0.02057
50,0.00073,0.00109,0.00141,0.00171,0.00206,0.00243,0.00285,0.00331,0.00382,0.00439,0.00502,0.00571,0.00648,0.00734,0.00828,0.00931,0.01043,0.01166,0.01292,0.01413,0.0155,0.01703,0.01871,0.02057,0.0226
51,0.00077,0.00123,0.00153,0.00183,0.00219,0.00258,0.00302,0.00352,0.00407,0.00469,0.00538,0.00614,0.00698,0.00793,0.00897,0.0101,0.01135,0.01273,0.0141,0.0155,0.01703,0.01871,0.02057,0.0226,0.02483
52,0.00081,0.00134,0.00165,0.00196,0.00232,0.00273,0.0032,0.00373,0.00433,0.00501,0.00575,0.00659,0.00752,0.00856,0.00972,0.01098,0.01239,0.01393,0.01545,0.01703,0.01871,0.02057,0.0226,0.02483,0.02728
53,0.00086,0.00144,0.00177,0.00208,0.00246,0.00289,0.00338,0.00395,0.0046,0.00533,0.00616,0.00708,0.00812,0.00927,0.01056,0.01197,0.01354,0.01527,0.01697,0.0187,0.02056,0.0226,0.02483,0.02728,0.02997
54,0.0009,0.00154,0.00191,0.00222,0.00261,0.00306,0.00358,0.00419,0.00489,0.00569,0.0066,0.00763,0.00878,0.01007,0.01151,0.0131,0.01485,0.0168,0.01864,0.02055,0.02259,0.02483,0.02728,0.02997,0.03295
55,0.00098,0.00166,0.00206,0.00239,0.00279,0.00326,0.00382,0.00448,0.00524,0.00612,0.00712,0.00825,0.00953,0.01098,0.01258,0.01438,0.01636,0.01853,0.02048,0.02258,0.02482,0.02728,0.02997,0.03293,0.0362
56,0.00106,0.00178,0.00224,0.00259,0.00301,0.00351,0.00412,0.00483,0.00566,0.00662,0.00772,0.00897,0.0104,0.01202,0.01381,0.01582,0.01806,0.02041,0.02249,0.02479,0.02725,0.02995,0.03293,0.03616,0.03974
57,0.0011,0.00191,0.00243,0.0028,0.00326,0.00381,0.00447,0.00525,0.00615,0.00721,0.00841,0.0098,0.01138,0.01319,0.01519,0.01745,0.01997,0.02241,0.02469,0.02722,0.02992,0.0329,0.03616,0.03972,0.04367
58,0.00117,0.00204,0.00263,0.00303,0.00353,0.00414,0.00487,0.00573,0.00672,0.00789,0.00922,0.01076,0.01251,0.01452,0.01676,0.01929,0.02209,0.02461,0.02711,0.02989,0.03287,0.03612,0.0397,0.04364,0.04797
59,0.00125,0.00216,0.00284,0.00328,0.00383,0.00451,0.00531,0.00627,0.00738,0.00867,0.01016,0.01186,0.01382,0.01603,0.01853,0.02134,0.02443,0.02702,0.02976,0.03283,0.03609,0.03966,0.04362,0.04795,0.05267
60,0.00131,0.00229,0.00305,0.00352,0.00413,0.00489,0.00579,0.00686,0.00811,0.00955,0.01122,0.01311,0.0153,0.01777,0.02054,0.02367,0.0269,0.02967,0.03269,0.03603,0.03962,0.04355,0.04792,0.05267,0.05786
61,0.00139,0.00242,0.00325,0.00377,0.00444,0.00529,0.0063,0.0075,0.00891,0.01053,0.01241,0.01455,0.01699,0.01975,0.02286,0.02634,0.02955,0.03259,0.0359,0.03953,0.04351,0.04785,0.05262,0.05782,0.06359
62,0.00152,0.00256,0.00344,0.004,0.00475,0.00569,0.00683,0.00818,0.00978,0.01162,0.01374,0.01617,0.01891,0.02201,0.02549,0.0293,0.03245,0.03579,0.03941,0.04341,0.04777,0.05256,0.05777,0.06352,0.06985
63,0.00171,0.003,0.00364,0.00424,0.00505,0.0061,0.00738,0.00892,0.01072,0.01282,0.01522,0.01798,0.02107,0.02454,0.02844,0.03235,0.03563,0.03929,0.04328,0.04764,0.05245,0.05771,0.06346,0.06978,0.07669
64,0.00193,0.00347,0.00385,0.00448,0.00537,0.00653,0.00798,0.00972,0.01176,0.01414,0.01688,0.01999,0.02348,0.02739,0.03174,0.03552,0.03913,0.04314,0.0475,0.05228,0.05759,0.06336,0.0697,0.07661,0.08424
65,0.00211,0.00371,0.00408,0.00475,0.00573,0.00702,0.00865,0.01062,0.01295,0.01564,0.01874,0.02226,0.02619,0.03061,0.03531,0.03904,0.04303,0.0474,0.05218,0.05747,0.06326,0.0696,0.07657,0.08416,0.09253
66,0.00219,0.00397,0.00434,0.00507,0.00616,0.00761,0.00945,0.01167,0.01431,0.01737,0.02087,0.02484,0.02929,0.03425,0.03902,0.04299,0.04738,0.05216,0.05741,0.0632,0.06953,0.07649,0.08412,0.09248,0.10158
67,0.00238,0.00426,0.00465,0.00546,0.00667,0.00831,0.01039,0.0129,0.01588,0.01935,0.0233,0.02775,0.03277,0.03831,0.04297,0.04733,0.05213,0.05738,0.06317,0.06949,0.07641,0.08407,0.09239,0.10158,0.11158
68,0.00269,0.00458,0.00503,0.00593,0.00731,0.00915,0.0115,0.01435,0.01771,0.02161,0.02605,0.03106,0.03664,0.04273,0.04731,0.05207,0.05735,0.0631,0.06946,0.07641,0.08403,0.09239,0.10153,0.11158,0.12254
69,0.00303,0.00493,0.00547,0.00651,0.00808,0.01018,0.01283,0.01605,0.01983,0.02421,0.02917,0.03477,0.04098,0.04731,0.05207,0.05732,0.0631,0.06942,0.07638,0.08398,0.09234,0.10148,0.11152,0.12254,0.13458
70,0.00344,0.00533,0.00599,0.00721,0.00902,0.01141,0.01441,0.01804,0.02229,0.02719,0.03272,0.03893,0.04584,0.05207,0.05702,0.06294,0.06931,0.07634,0.08398,0.09229,0.10143,0.11141,0.12242,0.13458,0.14773
71,0.00461,0.00578,0.00661,0.00806,0.01015,0.01289,0.01628,0.02036,0.02512,0.03059,0.03674,0.04361,0.05123,0.05671,0.06245,0.06906,0.07614,0.08394,0.09229,0.10143,0.11141,0.12236,0.13445,0.14766,0.162
72,0.00578,0.0063,0.00735,0.00907,0.01151,0.01463,0.01847,0.02304,0.02837,0.03445,0.04127,0.04885,0.05619,0.06196,0.06878,0.07602,0.08386,0.09229,0.10143,0.11141,0.12236,0.13445,0.14758,0.16183,0.17754
73,0.00628,0.00693,0.00824,0.0103,0.01311,0.01668,0.02101,0.02613,0.03206,0.0388,0.04633,0.05463,0.06151,0.06849,0.07587,0.08377,0.09225,0.10143,0.11135,0.12229,0.13438,0.14752,0.16183,0.17745,0.19456
74,0.00684,0.00771,0.00934,0.01178,0.01502,0.01907,0.02394,0.02968,0.03626,0.04371,0.05196,0.06104,0.06825,0.07571,0.08373,0.0922,0.10138,0.11135,0.12223,0.13431,0.14744,0.16175,0.17745,0.19456,0.21321
75,0.0075,0.00867,0.01068,0.01353,0.01724,0.02181,0.02726,0.03363,0.04089,0.04905,0.05805,0.06797,0.0756,0.08369,0.0922,0.10133,0.11135,0.12223,0.13424,0.14744,0.16168,0.17736,0.19447,0.21321,0.23362
76,0.00838,0.0099,0.0123,0.01561,0.01981,0.02494,0.03099,0.03799,0.04594,0.05486,0.06465,0.07542,0.0836,0.0922,0.10133,0.11129,0.12217,0.13424,0.14729,0.16168,0.17727,0.19437,0.2131,0.23362,0.25598
77,0.00958,0.01148,0.01431,0.01808,0.02282,0.0285,0.0352,0.04289,0.05155,0.06129,0.07189,0.08354,0.09216,0.10133,0.11124,0.12217,0.13411,0.14729,0.16151,0.17727,0.19437,0.2131,0.23351,0.25598,0.28032
78,0.01053,0.01348,0.01676,0.02103,0.02631,0.03261,0.03996,0.04835,0.05778,0.06832,0.07979,0.09211,0.10127,0.11124,0.12205,0.13411,0.14714,0.16151,0.17709,0.19437,0.2131,0.23351,0.25585,0.28032,0.30681
79,0.01144,0.016,0.01973,0.02452,0.03035,0.03728,0.04532,0.05443,0.06465,0.076,0.08835,0.10117,0.11112,0.12198,0.13391,0.14714,0.16135,0.17709,0.19417,0.21301,0.23351,0.25585,0.28032,0.30654,0.33601
80,0.01286,0.0191,0.02329,0.02859,0.03502,0.04256,0.05129,0.06115,0.07217,0.08439,0.09762,0.11106,0.12192,0.13384,0.14692,0.16135,0.177,0.19417,0.21289,0.23339,0.25585,0.28032,0.30641,0.33563,0.36802
81,0.01448,0.02286,0.02751,0.03332,0.04033,0.04851,0.05792,0.06853,0.08038,0.09349,0.10765,0.12186,0.13377,0.14692,0.16127,0.17692,0.19417,0.21289,0.23339,0.25585,0.28032,0.30614,0.33544,0.36802,0.40134
82,0.01619,0.02734,0.03245,0.03878,0.04634,0.05517,0.06524,0.07662,0.0893,0.10332,0.1184,0.1337,0.14677,0.16118,0.17692,0.19407,0.21289,0.23339,0.25585,0.28032,0.30587,0.33506,0.36802,0.40134,0.43542
83,0.01912,0.03241,0.03818,0.04499,0.0531,0.06256,0.07332,0.08548,0.09895,0.1138,0.12984,0.14677,0.1611,0.17682,0.19398,0.21289,0.23339,0.25573,0.28032,0.3056,0.33469,0.36802,0.40134,0.43542,0.47002
84,0.02335,0.03814,0.04473,0.05199,0.06064,0.07068,0.08216,0.09508,0.10934,0.12502,0.14201,0.16044,0.17674,0.19398,0.21268,0.23339,0.25573,0.28017,0.30547,0.33431,0.36802,0.40134,0.43542,0.47002,0.5052
85,0.02952,0.04469,0.05195,0.05983,0.06899,0.07963,0.09179,0.10541,0.12047,0.13705,0.15499,0.17443,0.19388,0.21268,0.23315,0.25573,0.28017,0.3052,0.33412,0.36802,0.40134,0.43542,0.47002,0.5052,0.54149
86,0.03648,0.0519,0.05979,0.06855,0.07817,0.08938,0.10219,0.1165,0.13237,0.14984,0.16874,0.1892,0.21112,0.2327,0.25559,0.28017,0.30493,0.33375,0.36802,0.40118,0.43525,0.47002,0.5052,0.54149,0.57784
87,0.04446,0.05976,0.06847,0.07801,0.08823,0.09994,0.11335,0.12836,0.14503,0.16338,0.18315,0.20466,0.22759,0.25214,0.27776,0.30477,0.33074,0.36483,0.39795,0.43189,0.46713,0.5033,0.54052,0.57784,0.61295
88,0.05544,0.06847,0.07797,0.08814,0.09912,0.11135,0.12532,0.14102,0.15848,0.17762,0.19831,0.22074,0.24477,0.2705,0.29792,0.32691,0.35738,0.38947,0.42318,0.4585,0.49541,0.5339,0.57395,0.61295,0.64651
89,0.06717,0.07797,0.08814,0.09907,0.11081,0.1236,0.13814,0.15446,0.1727,0.1926,0.21424,0.23757,0.26269,0.2896,0.31817,0.34831,0.38017,0.41373,0.449,0.48596,0.52458,0.56484,0.60674,0.64651,0.68104
90,0.07797,0.08814,0.09907,0.11081,0.12334,0.13668,0.1518,0.1687,0.18761,0.20836,0.2308,0.25513,0.28124,0.30933,0.33898,0.37044,0.40372,0.43878,0.47564,0.51425,0.55462,0.5967,0.64049,0.68094,0.72372
91,0.08814,0.09907,0.11081,0.12334,0.13661,0.15054,0.16621,0.18374,0.20319,0.22476,0.24811,0.27332,0.30047,0.32961,0.36051,0.39331,0.42802,0.46461,0.50307,0.54339,0.58553,0.62947,0.67519,0.72263,0.76443
92,0.09907,0.11081,0.12334,0.13661,0.15054,0.16525,0.18136,0.19949,0.21964,0.24191,0.26604,0.29221,0.32047,0.35061,0.38277,0.41693,0.45309,0.49123,0.53132,0.57336,0.61731,0.66314,0.71082,0.76029,0.80687
93,0.11081,0.12334,0.13661,0.15054,0.16525,0.18081,0.1973,0.21592,0.23687,0.2597,0.28466,0.31185,0.34102,0.37232,0.40575,0.44128,0.47891,0.51862,0.56037,0.60417,0.64996,0.69771,0.74737,0.79889,0.8518
94,0.12334,0.13661,0.15054,0.16525,0.18081,0.19715,0.21406,0.23312,0.25463,0.27818,0.30405,0.33204,0.36227,0.39474,0.42945,0.46636,0.50548,0.54678,0.59022,0.63579,0.68345,0.73314,0.78483,0.83844,0.89387
95,0.13661,0.15054,0.16525,0.18081,0.19715,0.21406,0.23152,0.25109,0.27311,0.29743,0.32399,0.35293,0.38422,0.41787,0.45386,0.49218,0.5328,0.57571,0.62086,0.66824,0.71779,0.76946,0.82319,0.87889,0.93776
96,0.15054,0.16525,0.18081,0.19715,0.21406,0.23152,0.24976,0.26985,0.29237,0.31725,0.34463,0.37451,0.40687,0.44171,0.479,0.51873,0.56087,0.6054,0.65229,0.70149,0.75296,0.80663,0.86241,0.92323,1
97,0.16525,0.18081,0.19715,0.21406,0.23152,0.24976,0.26881,0.28925,0.31219,0.33777,0.36598,0.3968,0.43023,0.46625,0.50485,0.546,0.58968,0.63586,0.6845,0.73555,0.78895,0.84463,0.90792,1,
98,0.18081,0.19715,0.21406,0.23152,0.24976,0.26881,0.28852,0.30925,0.33274,0.359,0.38802,0.41978,0.45428,0.4915,0.53141,0.574,0.61923,0.66707,0.71748,0.77039,0.82575,0.89208,1,,
99,0.19683,0.2139,0.23117,0.24941,0.26846,0.28831,0.30854,0.32968,0.35372,0.38066,0.41049,0.4432,0.47877,0.5172,0.55844,0.60248,0.6493,0.69884,0.75105,0.80587,0.86321,1,,,

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,2001 Valuation Basic Table (VBT) Select and Ultimate Table - Female Nonsmoker. Basis: Age Last Birthday. Minimum Ultimate Age: 25. Maximum Ultimate Age: 120,,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
