Table Name:,2015 VBT Male Non-Smoker RR90 ALB,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00016,0.00019,0.0002,0.00023,0.00025,0.00028,0.00031,0.00035,0.0004,0.0005,0.00056,0.00063,0.00068,0.00076,0.00084,0.00091,0.00101,0.00108,0.00115,0.00124,0.00137,0.00154,0.00173,0.00195,0.00219
29,0.00015,0.00017,0.00021,0.00024,0.00026,0.00029,0.00032,0.00037,0.00042,0.00052,0.00059,0.00065,0.0007,0.00079,0.00087,0.00095,0.00106,0.00114,0.00122,0.00133,0.00149,0.00168,0.00189,0.00212,0.00238
30,0.00014,0.00015,0.00021,0.00024,0.00026,0.00029,0.00032,0.00037,0.00044,0.00054,0.00061,0.00066,0.00072,0.00081,0.00089,0.001,0.00112,0.00121,0.00131,0.00144,0.00162,0.00183,0.00206,0.00231,0.00259
31,0.00013,0.00014,0.00021,0.00025,0.00027,0.0003,0.00034,0.0004,0.00048,0.00057,0.00063,0.00068,0.00075,0.00083,0.00093,0.00106,0.00118,0.00128,0.0014,0.00156,0.00175,0.00198,0.00224,0.00251,0.00279
32,0.00013,0.00014,0.00022,0.00026,0.00028,0.00032,0.00037,0.00043,0.00053,0.00061,0.00066,0.00071,0.00078,0.00087,0.00099,0.00112,0.00125,0.00137,0.0015,0.00168,0.0019,0.00215,0.00243,0.00271,0.00298
33,0.00013,0.00015,0.00023,0.00027,0.0003,0.00035,0.0004,0.00048,0.00057,0.00065,0.00069,0.00074,0.00082,0.00094,0.00106,0.00119,0.00133,0.00146,0.00161,0.00181,0.00206,0.00234,0.00263,0.00292,0.00318
34,0.00014,0.00016,0.00025,0.00029,0.00033,0.00038,0.00044,0.00052,0.00061,0.00068,0.00072,0.00078,0.00088,0.001,0.00113,0.00127,0.00141,0.00155,0.00173,0.00195,0.00223,0.00254,0.00285,0.00313,0.00339
35,0.00014,0.00017,0.00027,0.00032,0.00037,0.00042,0.00047,0.00057,0.00064,0.0007,0.00076,0.00084,0.00096,0.00108,0.00121,0.00135,0.0015,0.00166,0.00187,0.00213,0.00244,0.00277,0.00308,0.00336,0.00364
36,0.00014,0.00018,0.00029,0.00035,0.0004,0.00045,0.00053,0.00061,0.00067,0.00074,0.00082,0.00092,0.00104,0.00117,0.0013,0.00145,0.00161,0.00179,0.00203,0.00233,0.00268,0.00302,0.00333,0.00362,0.00397
37,0.00014,0.00019,0.00031,0.00037,0.00043,0.00049,0.00058,0.00065,0.00071,0.0008,0.0009,0.001,0.00113,0.00126,0.0014,0.00155,0.00173,0.00195,0.00223,0.00258,0.00295,0.00329,0.00361,0.00395,0.00436
38,0.00014,0.00022,0.00034,0.0004,0.00047,0.00054,0.00062,0.00069,0.00077,0.00088,0.00098,0.00109,0.00123,0.00137,0.00151,0.00168,0.00189,0.00215,0.00249,0.00287,0.00325,0.00359,0.00393,0.00432,0.00482
39,0.00015,0.00025,0.00037,0.00044,0.00051,0.00059,0.00066,0.00074,0.00084,0.00096,0.00108,0.00119,0.00134,0.00149,0.00165,0.00184,0.00209,0.0024,0.00278,0.00319,0.00356,0.00391,0.00428,0.00475,0.00537
40,0.00016,0.00029,0.0004,0.00048,0.00055,0.00063,0.0007,0.00079,0.00091,0.00105,0.00117,0.0013,0.00146,0.00163,0.00181,0.00204,0.00233,0.0027,0.00312,0.00353,0.00389,0.00426,0.00468,0.00527,0.00594
41,0.00018,0.00033,0.00043,0.00051,0.00059,0.00067,0.00075,0.00085,0.00099,0.00114,0.00127,0.00141,0.00159,0.00179,0.002,0.00227,0.00263,0.00305,0.00348,0.00387,0.00424,0.00463,0.00514,0.00581,0.00654
42,0.00022,0.00037,0.00046,0.00055,0.00063,0.0007,0.00079,0.00092,0.00108,0.00122,0.00136,0.00153,0.00175,0.00197,0.00221,0.00254,0.00296,0.00342,0.00385,0.00422,0.00459,0.00505,0.00565,0.00639,0.00721
43,0.00025,0.00039,0.00049,0.0006,0.00067,0.00074,0.00085,0.001,0.00116,0.00131,0.00147,0.00167,0.00191,0.00217,0.00246,0.00284,0.00332,0.00379,0.0042,0.00456,0.00497,0.00554,0.00625,0.00707,0.00797
44,0.00029,0.00041,0.00053,0.00065,0.00072,0.00079,0.00092,0.00109,0.00125,0.00141,0.00159,0.00183,0.0021,0.00239,0.00273,0.00317,0.00368,0.00416,0.00454,0.00494,0.00542,0.00614,0.00697,0.00787,0.00885
45,0.00033,0.00044,0.00057,0.0007,0.00077,0.00086,0.00102,0.00119,0.00134,0.00152,0.00174,0.00201,0.00232,0.00264,0.00302,0.00351,0.00405,0.00451,0.00492,0.00538,0.00596,0.00686,0.00779,0.00879,0.00989
46,0.00037,0.00045,0.00062,0.00076,0.00083,0.00096,0.00114,0.0013,0.00146,0.00167,0.00193,0.00222,0.00254,0.00289,0.00332,0.00386,0.00442,0.00489,0.00534,0.00587,0.00662,0.0077,0.00872,0.00983,0.0111
47,0.00041,0.00048,0.00067,0.00082,0.00092,0.00108,0.00126,0.00142,0.00159,0.00184,0.00215,0.00245,0.00279,0.00317,0.00364,0.00422,0.00481,0.00531,0.00581,0.00646,0.00742,0.00867,0.00979,0.01105,0.0125
48,0.00043,0.00051,0.00073,0.00088,0.00103,0.00122,0.00139,0.00155,0.00175,0.00206,0.00239,0.0027,0.00304,0.00345,0.00398,0.0046,0.00522,0.00577,0.00637,0.00718,0.00834,0.00974,0.01101,0.01244,0.01412
49,0.00045,0.00056,0.00079,0.00096,0.00115,0.00136,0.00152,0.00168,0.00194,0.0023,0.00264,0.00294,0.00329,0.00375,0.00433,0.00501,0.00567,0.00627,0.007,0.008,0.00937,0.01089,0.01236,0.01407,0.01603
50,0.00045,0.00062,0.00087,0.00106,0.00128,0.00148,0.00163,0.00183,0.00216,0.00257,0.00291,0.00322,0.00357,0.00409,0.00474,0.00547,0.00617,0.00686,0.00775,0.00895,0.01048,0.01211,0.01383,0.01587,0.01818
51,0.00045,0.00071,0.00097,0.00117,0.00141,0.00158,0.00173,0.002,0.00241,0.00286,0.00318,0.00353,0.00391,0.00452,0.00524,0.00602,0.00677,0.00758,0.00866,0.01006,0.01173,0.01348,0.01545,0.01781,0.02051
52,0.00046,0.0008,0.00107,0.00131,0.00154,0.00168,0.00187,0.0022,0.00269,0.00315,0.00349,0.00387,0.00434,0.00505,0.00585,0.0067,0.00753,0.00855,0.00976,0.01133,0.01316,0.0151,0.01733,0.02002,0.02309
53,0.00046,0.0009,0.00119,0.00148,0.00166,0.00181,0.00205,0.00245,0.00299,0.00347,0.00383,0.00426,0.00489,0.00573,0.00661,0.00751,0.00851,0.00969,0.01108,0.01282,0.0148,0.0171,0.01973,0.02278,0.02611
54,0.00047,0.00097,0.00133,0.00163,0.00178,0.00195,0.00224,0.00275,0.00332,0.00381,0.00423,0.00478,0.0056,0.00656,0.00749,0.00848,0.00962,0.01096,0.01266,0.01462,0.01681,0.01954,0.0226,0.026,0.02982
55,0.00051,0.00102,0.00147,0.00176,0.00192,0.00212,0.0025,0.0031,0.00369,0.0042,0.00474,0.00547,0.00644,0.00746,0.00844,0.00957,0.01088,0.01251,0.0145,0.01672,0.01927,0.02239,0.02583,0.02976,0.03401
56,0.0006,0.00106,0.00162,0.00189,0.00208,0.00234,0.00286,0.00351,0.0041,0.00467,0.00536,0.00628,0.00737,0.00841,0.00948,0.0108,0.0124,0.01431,0.01658,0.01911,0.02204,0.02552,0.02955,0.03401,0.03861
57,0.00073,0.0011,0.00176,0.00205,0.00229,0.00263,0.00327,0.00394,0.00454,0.00522,0.00608,0.00719,0.00836,0.00945,0.01068,0.01224,0.01418,0.0164,0.01895,0.02183,0.02525,0.02923,0.03383,0.03861,0.04385
58,0.0009,0.00116,0.00187,0.00222,0.00249,0.003,0.00371,0.00438,0.00503,0.00585,0.0069,0.00813,0.00939,0.01065,0.01207,0.0139,0.01623,0.01878,0.02162,0.02483,0.02883,0.03343,0.03861,0.04385,0.04983
59,0.00108,0.00125,0.00196,0.00235,0.00272,0.0034,0.00415,0.00482,0.00556,0.00657,0.00781,0.00916,0.01053,0.01195,0.01361,0.0158,0.01853,0.02144,0.02465,0.02842,0.03297,0.03828,0.04385,0.04983,0.05674
60,0.00123,0.0014,0.00205,0.00245,0.003,0.0038,0.00456,0.00527,0.00615,0.00735,0.00875,0.01022,0.0117,0.01329,0.0153,0.01793,0.02107,0.02441,0.02815,0.03257,0.03778,0.04385,0.04983,0.05674,0.06477
61,0.00134,0.00159,0.00216,0.00259,0.00333,0.00419,0.00496,0.00575,0.0068,0.00818,0.0097,0.01125,0.01287,0.01476,0.0172,0.02029,0.02388,0.02775,0.03221,0.03734,0.04342,0.04983,0.05674,0.06477,0.07413
62,0.0014,0.00183,0.00232,0.00282,0.0037,0.00458,0.00537,0.00628,0.00752,0.00906,0.01067,0.01234,0.01417,0.01644,0.01934,0.02291,0.02699,0.03146,0.03672,0.04264,0.04983,0.05674,0.06477,0.07413,0.08494
63,0.00146,0.00209,0.00256,0.00316,0.00413,0.00499,0.00583,0.0069,0.00833,0.01001,0.01172,0.0135,0.01562,0.0183,0.02166,0.02579,0.03058,0.03594,0.04208,0.04914,0.05674,0.06477,0.07413,0.08494,0.09728
64,0.00152,0.00236,0.00287,0.00357,0.00462,0.00546,0.00638,0.00762,0.00924,0.01109,0.01289,0.01483,0.01728,0.02038,0.0242,0.02899,0.03471,0.04111,0.04844,0.05674,0.06477,0.07413,0.08494,0.09728,0.11099
65,0.00159,0.00265,0.00325,0.00405,0.00519,0.00601,0.00705,0.00847,0.01029,0.01235,0.01431,0.01646,0.01929,0.02283,0.02712,0.03287,0.03994,0.04748,0.05606,0.06477,0.07413,0.08494,0.09728,0.11099,0.12578
66,0.00168,0.00293,0.00368,0.0046,0.00585,0.00668,0.00785,0.00946,0.01152,0.01388,0.01613,0.01859,0.02185,0.02587,0.03067,0.03746,0.04612,0.05496,0.06477,0.07413,0.08494,0.09728,0.11099,0.12578,0.14141
67,0.0018,0.00319,0.00415,0.00522,0.00649,0.00747,0.00879,0.01063,0.013,0.01577,0.01844,0.02148,0.02509,0.02966,0.03505,0.04288,0.05295,0.06302,0.07413,0.08494,0.09728,0.11099,0.12578,0.14141,0.15746
68,0.00196,0.00346,0.00467,0.00593,0.00722,0.00838,0.00987,0.01199,0.01493,0.0181,0.02136,0.02501,0.02916,0.03453,0.04064,0.04966,0.06097,0.07241,0.08494,0.09728,0.11099,0.12578,0.14141,0.15746,0.17351
69,0.00213,0.00371,0.0052,0.00667,0.00804,0.00929,0.01102,0.01375,0.01706,0.02071,0.02487,0.02901,0.03432,0.04056,0.04835,0.05823,0.0711,0.08403,0.09728,0.11099,0.12578,0.14141,0.15746,0.17351,0.18911
70,0.0023,0.00393,0.00571,0.00739,0.00877,0.01022,0.01244,0.01571,0.01919,0.02348,0.0288,0.03417,0.04039,0.04805,0.05653,0.06803,0.08273,0.09728,0.11099,0.12578,0.14141,0.15746,0.17351,0.18911,0.20352
71,0.00248,0.00414,0.00623,0.00814,0.00955,0.01149,0.01418,0.01763,0.02173,0.02704,0.03373,0.04028,0.04766,0.05615,0.06474,0.07855,0.09502,0.11099,0.12578,0.14141,0.15746,0.17351,0.18911,0.20352,0.21845
72,0.00269,0.00441,0.00683,0.009,0.01076,0.01314,0.01611,0.01989,0.02508,0.03163,0.03986,0.04751,0.05584,0.0646,0.07637,0.09255,0.1098,0.12578,0.14141,0.15746,0.17351,0.18911,0.20352,0.21845,0.23554
73,0.00297,0.00481,0.00761,0.01012,0.01232,0.01506,0.01853,0.0229,0.02927,0.03709,0.04727,0.05577,0.06453,0.07522,0.09046,0.10883,0.12578,0.14141,0.15746,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392
74,0.0033,0.00533,0.00857,0.0115,0.01408,0.01737,0.02152,0.02669,0.03429,0.04351,0.05564,0.06448,0.07479,0.08877,0.10577,0.12494,0.14141,0.15746,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364
75,0.00362,0.00587,0.00959,0.01309,0.01619,0.02012,0.02501,0.03118,0.04014,0.05063,0.06414,0.07436,0.08802,0.10484,0.12371,0.14141,0.15746,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431
76,0.00386,0.00626,0.01039,0.01451,0.01827,0.02277,0.02846,0.03643,0.04664,0.05821,0.07354,0.08697,0.10419,0.12329,0.14141,0.15746,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552
77,0.00404,0.00656,0.01103,0.01573,0.02008,0.02544,0.03191,0.04234,0.05372,0.06654,0.08542,0.10267,0.12221,0.14141,0.15746,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699
78,0.00423,0.00689,0.01175,0.01705,0.02197,0.02825,0.0358,0.04794,0.06058,0.076,0.09923,0.1196,0.14054,0.15746,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854
79,0.00439,0.0072,0.0125,0.01844,0.02397,0.03079,0.03986,0.0528,0.06729,0.08669,0.11458,0.13867,0.15746,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981
80,0.00467,0.00772,0.0137,0.02049,0.02665,0.03427,0.04514,0.05902,0.077,0.10082,0.13176,0.15746,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044
81,0.00511,0.00853,0.01553,0.02344,0.03053,0.03921,0.05243,0.06925,0.09143,0.1216,0.15273,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009
82,0.00575,0.00973,0.01813,0.02747,0.03602,0.04625,0.06263,0.08468,0.11308,0.14938,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384
83,0.0067,0.01158,0.0222,0.03375,0.04448,0.05787,0.07853,0.10868,0.14556,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501
84,0.00789,0.014,0.02752,0.04201,0.05594,0.07408,0.10102,0.1357,0.17351,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956
85,0.00942,0.01705,0.03427,0.05267,0.0714,0.09592,0.12827,0.16389,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817
86,0.01131,0.02094,0.04304,0.06728,0.09255,0.12385,0.16156,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107
87,0.01333,0.02547,0.05349,0.08526,0.11861,0.15947,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731
88,0.0154,0.03023,0.06532,0.10602,0.14817,0.18911,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5
89,0.01764,0.03539,0.07884,0.1308,0.17971,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5
90,0.02126,0.04884,0.10797,0.16949,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5
91,0.02865,0.0747,0.16216,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5
92,0.04168,0.11076,0.20352,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5
93,0.06131,0.14345,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5
94,0.08814,0.18857,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.12258,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Male 90% Non-Smoker, Age Last Birthday, Ultimate",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00066,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00066,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00062,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00049,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00045,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00046,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00049,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00096,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00105,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00111,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00117,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00124,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00132,,,,,,,,,,,,,,,,,,,,,,,,
43,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00146,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00151,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00156,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00162,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00169,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00178,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00189,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00204,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00223,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00243,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00264,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00284,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00303,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00321,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00342,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00367,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00398,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00439,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00488,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00542,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00602,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00667,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00736,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00812,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00897,,,,,,,,,,,,,,,,,,,,,,,,
69,0.00997,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01115,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01257,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01425,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01619,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0184,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02086,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02358,,,,,,,,,,,,,,,,,,,,,,,,
77,0.02661,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03005,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03401,,,,,,,,,,,,,,,,,,,,,,,,
80,0.03861,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04385,,,,,,,,,,,,,,,,,,,,,,,,
82,0.04983,,,,,,,,,,,,,,,,,,,,,,,,
83,0.05674,,,,,,,,,,,,,,,,,,,,,,,,
84,0.06477,,,,,,,,,,,,,,,,,,,,,,,,
85,0.07413,,,,,,,,,,,,,,,,,,,,,,,,
86,0.08494,,,,,,,,,,,,,,,,,,,,,,,,
87,0.09728,,,,,,,,,,,,,,,,,,,,,,,,
88,0.11099,,,,,,,,,,,,,,,,,,,,,,,,
89,0.12578,,,,,,,,,,,,,,,,,,,,,,,,
90,0.14141,,,,,,,,,,,,,,,,,,,,,,,,
91,0.15746,,,,,,,,,,,,,,,,,,,,,,,,
