Table Name:,2017 Loaded CSO Composite Gender-Blended 40% Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00021,0.00032,0.00047,0.00057,0.00066,0.00076,0.00085,0.00094,0.00101,0.00114,0.0013,0.00148,0.00168,0.00187,0.00206,0.00228,0.00254,0.00282,0.00316,0.00354,0.00395,0.00432,0.00475,0.00523,0.00578
37,0.00022,0.00034,0.0005,0.00063,0.00072,0.00081,0.0009,0.00098,0.00108,0.00126,0.00144,0.00163,0.00184,0.00204,0.00225,0.00249,0.00277,0.00309,0.00347,0.00389,0.00432,0.00475,0.00523,0.00578,0.00641
38,0.00024,0.00037,0.00055,0.00067,0.00078,0.00087,0.00095,0.00106,0.00121,0.00139,0.00158,0.00178,0.00201,0.00222,0.00245,0.00272,0.00304,0.0034,0.00383,0.00429,0.00475,0.00523,0.00578,0.0064,0.00712
39,0.00025,0.00041,0.00059,0.00072,0.00083,0.00092,0.00103,0.00117,0.00133,0.00154,0.00175,0.00196,0.0022,0.00243,0.00269,0.00299,0.00334,0.00375,0.00423,0.00472,0.00523,0.00578,0.0064,0.0071,0.00791
40,0.00027,0.00044,0.00062,0.00076,0.00088,0.001,0.00113,0.00128,0.00147,0.0017,0.00192,0.00214,0.0024,0.00267,0.00295,0.0033,0.00369,0.00416,0.00468,0.00521,0.00578,0.0064,0.00709,0.00788,0.00877
41,0.00029,0.00048,0.00066,0.00081,0.00095,0.00109,0.00123,0.0014,0.00162,0.00187,0.0021,0.00234,0.00263,0.00293,0.00326,0.00365,0.00411,0.00462,0.00515,0.00575,0.0064,0.00708,0.00784,0.00873,0.0097
42,0.00032,0.00051,0.0007,0.00087,0.00104,0.00119,0.00134,0.00154,0.00178,0.00204,0.00229,0.00256,0.00289,0.00323,0.0036,0.00405,0.00457,0.00511,0.00569,0.00637,0.00708,0.00782,0.00868,0.00966,0.01073
43,0.00035,0.00055,0.00074,0.00096,0.00113,0.00129,0.00146,0.00169,0.00195,0.00223,0.00249,0.0028,0.00318,0.00357,0.004,0.00451,0.00507,0.00565,0.00631,0.00703,0.00782,0.00866,0.00963,0.0107,0.01187
44,0.00039,0.00058,0.00081,0.00106,0.00123,0.0014,0.0016,0.00185,0.00213,0.00243,0.00272,0.00308,0.00351,0.00396,0.00444,0.00501,0.00561,0.00626,0.00697,0.00777,0.00863,0.00961,0.01069,0.01186,0.01313
45,0.00043,0.00061,0.00088,0.00116,0.00134,0.00154,0.00176,0.00204,0.00233,0.00265,0.00299,0.0034,0.00389,0.00439,0.00493,0.00555,0.00623,0.00693,0.00771,0.00858,0.00957,0.01068,0.01186,0.01313,0.01454
46,0.00047,0.00065,0.00097,0.00126,0.00147,0.0017,0.00195,0.00224,0.00255,0.0029,0.00329,0.00378,0.00432,0.00487,0.00548,0.00617,0.00691,0.00767,0.00853,0.0095,0.01062,0.01186,0.01313,0.01454,0.01611
47,0.0005,0.00069,0.00108,0.00139,0.00162,0.00188,0.00216,0.00247,0.00279,0.0032,0.00367,0.00421,0.0048,0.00541,0.00608,0.00686,0.00765,0.0085,0.00945,0.01053,0.0118,0.01313,0.01454,0.01611,0.01789
48,0.00053,0.00076,0.00122,0.00154,0.00181,0.00209,0.00239,0.0027,0.00307,0.00357,0.00408,0.00466,0.00531,0.00599,0.00673,0.00759,0.00846,0.00941,0.01046,0.01167,0.0131,0.01454,0.01611,0.01789,0.01989
49,0.00057,0.00086,0.00137,0.00171,0.00201,0.00231,0.00263,0.00296,0.00343,0.00399,0.00452,0.00514,0.00584,0.00659,0.00741,0.00835,0.00934,0.01038,0.01155,0.0129,0.01454,0.01611,0.01789,0.01989,0.02213
50,0.00059,0.00099,0.00153,0.0019,0.00223,0.00255,0.00288,0.00331,0.00385,0.00443,0.005,0.00567,0.00641,0.00722,0.00814,0.0092,0.01028,0.01142,0.01271,0.01422,0.01611,0.01789,0.01989,0.02213,0.02464
51,0.00062,0.00114,0.00171,0.00211,0.00247,0.00281,0.00322,0.00371,0.00428,0.00492,0.00553,0.00624,0.00703,0.00793,0.00898,0.01013,0.01129,0.01252,0.01398,0.01575,0.01789,0.01988,0.02209,0.02461,0.02739
52,0.00065,0.00129,0.00187,0.00233,0.00272,0.00312,0.00359,0.00413,0.00477,0.00546,0.00611,0.00687,0.00772,0.00876,0.00992,0.01113,0.01239,0.0138,0.01549,0.0175,0.01987,0.02207,0.02454,0.02732,0.03043
53,0.00069,0.00142,0.00205,0.00259,0.00303,0.00348,0.00399,0.00461,0.00533,0.00605,0.00674,0.00756,0.00855,0.00971,0.01093,0.01224,0.01366,0.01533,0.01727,0.01953,0.02206,0.02452,0.02729,0.03039,0.03384
54,0.00073,0.00152,0.00224,0.00285,0.00337,0.00387,0.00445,0.00516,0.00594,0.00669,0.00743,0.00836,0.00949,0.01072,0.01204,0.0135,0.01516,0.01708,0.01932,0.02185,0.02452,0.02729,0.03039,0.03384,0.03766
55,0.00078,0.00161,0.00243,0.0031,0.00371,0.00428,0.00495,0.00575,0.00656,0.00735,0.00818,0.00922,0.01047,0.01179,0.01328,0.01498,0.0169,0.01911,0.02158,0.02437,0.02729,0.03039,0.03384,0.03766,0.04196
56,0.00085,0.00169,0.00261,0.00337,0.00409,0.00474,0.0055,0.00634,0.00717,0.00802,0.00891,0.01011,0.01146,0.01297,0.0147,0.01666,0.0189,0.0213,0.02401,0.02712,0.03039,0.03384,0.03766,0.04196,0.04691
57,0.00094,0.00178,0.0028,0.0037,0.00453,0.00524,0.00609,0.00695,0.0078,0.0087,0.0097,0.01101,0.01258,0.01433,0.01628,0.01855,0.02101,0.02369,0.02673,0.03018,0.03384,0.03766,0.04196,0.04691,0.05259
58,0.00106,0.00189,0.003,0.00409,0.00499,0.00579,0.00668,0.00754,0.00843,0.00941,0.0105,0.01201,0.01386,0.01585,0.01808,0.02057,0.02339,0.02636,0.02969,0.03349,0.03766,0.04196,0.04691,0.05259,0.05913
59,0.00119,0.00202,0.00324,0.00448,0.00548,0.00635,0.00724,0.00811,0.00904,0.01012,0.01141,0.01323,0.01528,0.01753,0.01997,0.0228,0.02591,0.02912,0.03283,0.03717,0.04196,0.04691,0.05259,0.05913,0.06673
60,0.00133,0.00218,0.00354,0.00486,0.00597,0.00689,0.00775,0.00864,0.00967,0.01093,0.01255,0.01457,0.01686,0.0193,0.02206,0.02518,0.02849,0.03208,0.03644,0.04143,0.04691,0.05259,0.05913,0.06673,0.07545
61,0.00147,0.00239,0.00389,0.00521,0.00645,0.00736,0.00819,0.00915,0.01033,0.01187,0.01369,0.01594,0.01854,0.0213,0.02436,0.02771,0.03145,0.03581,0.04095,0.04653,0.05259,0.05913,0.06673,0.07545,0.08543
62,0.00161,0.00266,0.00428,0.00562,0.0069,0.00781,0.00866,0.00972,0.01111,0.01284,0.01488,0.01737,0.02025,0.02349,0.02678,0.03057,0.0351,0.04023,0.04614,0.05231,0.05913,0.06673,0.07545,0.08543,0.09664
63,0.00174,0.003,0.00469,0.00608,0.00735,0.00829,0.00927,0.01051,0.01207,0.01397,0.01623,0.01894,0.02202,0.02569,0.02941,0.03405,0.03947,0.04541,0.05189,0.05888,0.06673,0.07545,0.08543,0.09663,0.10902
64,0.00187,0.0034,0.0051,0.00652,0.00782,0.00887,0.01006,0.01148,0.01322,0.01542,0.01787,0.02069,0.02396,0.028,0.03237,0.03803,0.04417,0.05101,0.05821,0.06627,0.07542,0.08538,0.09659,0.10898,0.12254
65,0.002,0.00375,0.0055,0.00697,0.00837,0.0096,0.01097,0.01257,0.0146,0.01716,0.01977,0.02274,0.02617,0.03068,0.03585,0.04237,0.04972,0.05722,0.06546,0.07477,0.0853,0.09649,0.10889,0.12246,0.13706
66,0.00214,0.004,0.00589,0.00745,0.00902,0.01044,0.01199,0.01387,0.01625,0.01911,0.02196,0.02517,0.02887,0.03402,0.03992,0.04741,0.05625,0.06465,0.07432,0.08487,0.09637,0.10877,0.12236,0.13697,0.1523
67,0.0023,0.00425,0.0063,0.00803,0.00977,0.01138,0.01318,0.01539,0.01812,0.02131,0.02448,0.02811,0.03261,0.03826,0.04468,0.05332,0.06339,0.07326,0.08439,0.0959,0.10863,0.12223,0.13685,0.1522,0.16803
68,0.00249,0.00449,0.00674,0.00874,0.01061,0.01248,0.01454,0.01707,0.02024,0.02382,0.0274,0.03187,0.03725,0.04339,0.05082,0.06069,0.07186,0.08317,0.09525,0.10798,0.12208,0.13672,0.15208,0.16793,0.18425
69,0.00269,0.00473,0.00721,0.00954,0.0116,0.01365,0.01597,0.01894,0.02255,0.02666,0.03109,0.03635,0.04243,0.04963,0.05903,0.06988,0.08197,0.09423,0.1073,0.1214,0.13657,0.15194,0.16782,0.18416,0.20043
70,0.0029,0.00498,0.0077,0.01036,0.01263,0.01486,0.0175,0.02095,0.02506,0.0299,0.0354,0.04139,0.04843,0.05732,0.06792,0.07996,0.09302,0.10656,0.12067,0.13586,0.15179,0.16769,0.18405,0.20034,0.2162
71,0.00313,0.00525,0.00823,0.01131,0.01369,0.01616,0.01918,0.02312,0.02799,0.03375,0.04024,0.04697,0.05538,0.06559,0.07702,0.09057,0.10498,0.11991,0.13511,0.15108,0.16755,0.18393,0.20025,0.21613,0.23368
72,0.00339,0.00556,0.00884,0.01235,0.01487,0.01759,0.02105,0.02559,0.0315,0.03831,0.04575,0.05355,0.06324,0.0746,0.08833,0.10313,0.11866,0.13431,0.15032,0.16683,0.18381,0.20014,0.21605,0.23362,0.25413
73,0.00372,0.00597,0.0096,0.01343,0.01617,0.01924,0.02325,0.02856,0.03561,0.0435,0.05205,0.06103,0.07193,0.08551,0.10131,0.11735,0.13348,0.14951,0.16607,0.18311,0.20003,0.21597,0.23356,0.25409,0.27624
74,0.00411,0.00647,0.01049,0.01459,0.01763,0.02116,0.02582,0.03209,0.0404,0.0494,0.05903,0.06918,0.08209,0.09811,0.11514,0.13225,0.14867,0.16527,0.18236,0.19937,0.21588,0.2335,0.25405,0.27622,0.29995
75,0.00456,0.00705,0.01156,0.01607,0.01945,0.02349,0.02896,0.0364,0.04605,0.05602,0.06711,0.07937,0.09473,0.11242,0.13086,0.14784,0.16448,0.18162,0.19869,0.21528,0.23344,0.254,0.27619,0.29993,0.32482
76,0.00503,0.00768,0.01269,0.01772,0.02149,0.02612,0.03256,0.0416,0.05249,0.06354,0.07725,0.09206,0.10971,0.12922,0.14708,0.16374,0.18092,0.19803,0.21468,0.23292,0.25396,0.27617,0.29992,0.32482,0.34966
77,0.00549,0.00836,0.01386,0.0194,0.0236,0.02905,0.0365,0.04742,0.05975,0.07238,0.08902,0.10654,0.12682,0.14632,0.16301,0.18021,0.19738,0.21409,0.2324,0.25353,0.27614,0.29991,0.32481,0.34966,0.37358
78,0.00598,0.00914,0.01522,0.02125,0.02601,0.03226,0.04097,0.05372,0.06767,0.08284,0.10255,0.12333,0.14469,0.16226,0.17951,0.19672,0.2135,0.23188,0.25309,0.27581,0.2999,0.32481,0.34966,0.37358,0.39715
79,0.00638,0.01005,0.01677,0.0233,0.02867,0.03562,0.0461,0.06047,0.0765,0.09516,0.11884,0.1425,0.16152,0.1788,0.19606,0.21291,0.23136,0.25266,0.27547,0.29968,0.32481,0.34966,0.37358,0.39715,0.41998
80,0.00684,0.01118,0.01869,0.02575,0.03172,0.04003,0.05245,0.06852,0.08744,0.10994,0.13722,0.16078,0.1781,0.1954,0.21231,0.23085,0.25222,0.27513,0.29946,0.32472,0.34966,0.37358,0.39715,0.41998,0.44167
81,0.00752,0.01259,0.02107,0.02865,0.03589,0.04586,0.0604,0.07923,0.10205,0.12966,0.15727,0.17739,0.19475,0.21172,0.23033,0.25179,0.27479,0.29924,0.32464,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182
82,0.00844,0.01432,0.02402,0.03268,0.04154,0.05326,0.07077,0.0946,0.12333,0.15455,0.17669,0.1941,0.21113,0.22981,0.25135,0.27446,0.29902,0.32455,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318
83,0.00972,0.01654,0.02793,0.03862,0.04919,0.06357,0.08662,0.11787,0.15181,0.17657,0.19344,0.21054,0.22929,0.25092,0.27413,0.2988,0.32446,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931
84,0.01122,0.01927,0.03298,0.04599,0.05896,0.07806,0.10909,0.14452,0.17657,0.19334,0.20995,0.22877,0.25049,0.27379,0.29858,0.32438,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683
85,0.01285,0.02276,0.03942,0.05507,0.07205,0.09993,0.13579,0.17061,0.19334,0.20987,0.22826,0.25005,0.27346,0.29836,0.32429,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658
86,0.01466,0.02711,0.04734,0.06658,0.09147,0.12902,0.16698,0.19334,0.20987,0.2282,0.24962,0.27312,0.29814,0.3242,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629
87,0.01665,0.03223,0.05669,0.08226,0.11896,0.16419,0.19334,0.20987,0.2282,0.24958,0.27279,0.29792,0.32412,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837
88,0.01876,0.03786,0.06741,0.10363,0.15245,0.19334,0.20987,0.2282,0.24958,0.27276,0.2977,0.32404,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212
89,0.02109,0.0441,0.08186,0.1322,0.18557,0.20987,0.2282,0.24958,0.27276,0.29769,0.32395,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976
90,0.02504,0.05604,0.11339,0.17415,0.20987,0.2282,0.24958,0.27276,0.29769,0.32395,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488
91,0.03329,0.08106,0.16783,0.20987,0.2282,0.24958,0.27276,0.29769,0.32395,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488,0.77404
92,0.04784,0.11951,0.20987,0.2282,0.24958,0.27276,0.29769,0.32395,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488,0.77404,0.81515
93,0.07,0.15531,0.2282,0.24958,0.27276,0.29769,0.32395,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488,0.77404,0.81515,0.85826
94,0.10107,0.20145,0.24958,0.27276,0.29769,0.32395,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488,0.77404,0.81515,0.85826,0.90342
95,0.14246,0.24958,0.27276,0.29769,0.32395,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488,0.77404,0.81515,0.85826,0.90342,0.95067

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Composite Gender-Blended, Male, 40%, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 0. Maximum Ultimate Age: 120",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
