Table Name:,2017 Unloaded CSO Preferred Structure Smoker Residual Standard Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00076,0.00079,0.00082,0.00085,0.00087,0.0009,0.00093,0.00095,0.00095,0.00094,0.00092,0.00091,0.00091,0.00095,0.00101,0.00108,0.00117,0.00126,0.00137,0.00148,0.00162,0.00183,0.00206,0.00231,0.00256
19,0.0007,0.00074,0.00076,0.00079,0.00082,0.00085,0.00088,0.00088,0.00088,0.00087,0.00086,0.00087,0.00091,0.00097,0.00104,0.00113,0.00121,0.00133,0.00144,0.00161,0.00181,0.00205,0.0023,0.00255,0.00277
20,0.00068,0.0007,0.00073,0.00075,0.00077,0.0008,0.00082,0.00082,0.00082,0.00081,0.00083,0.00087,0.00093,0.00101,0.00109,0.00117,0.00128,0.00139,0.0016,0.0018,0.00204,0.00229,0.00253,0.00275,0.00294
21,0.00063,0.00065,0.00068,0.0007,0.00072,0.00075,0.00076,0.00076,0.00077,0.00079,0.00083,0.00089,0.00097,0.00105,0.00114,0.00124,0.00135,0.00158,0.00178,0.00202,0.00227,0.00252,0.00274,0.00292,0.00307
22,0.00058,0.0006,0.00062,0.00064,0.00068,0.0007,0.00071,0.00072,0.00074,0.00079,0.00085,0.00093,0.00101,0.0011,0.00121,0.00131,0.00156,0.00176,0.00199,0.00225,0.0025,0.00272,0.00291,0.00305,0.00328
23,0.00054,0.00054,0.00056,0.00061,0.00064,0.00066,0.00068,0.0007,0.00075,0.00081,0.00089,0.00097,0.00106,0.00117,0.00127,0.00155,0.00174,0.00197,0.00222,0.00248,0.0027,0.00289,0.00304,0.00326,0.00349
24,0.0005,0.00052,0.00054,0.00058,0.00061,0.00063,0.00066,0.00071,0.00077,0.00085,0.00093,0.00101,0.00112,0.00122,0.00151,0.00171,0.00194,0.00219,0.00245,0.00268,0.00287,0.00302,0.00324,0.00347,0.00373
25,0.00046,0.0005,0.00052,0.00056,0.00058,0.00062,0.00067,0.00073,0.00081,0.00089,0.00097,0.00108,0.00118,0.00145,0.00167,0.0019,0.00215,0.00241,0.00265,0.00285,0.00301,0.00324,0.00347,0.00372,0.00399
26,0.00042,0.00048,0.0005,0.00054,0.00057,0.00062,0.00069,0.00077,0.00085,0.00094,0.00104,0.00114,0.00136,0.0016,0.00185,0.00211,0.00237,0.00262,0.00283,0.00301,0.00324,0.00346,0.00371,0.00398,0.00429
27,0.00039,0.00045,0.00049,0.00053,0.00058,0.00065,0.00073,0.00082,0.0009,0.00101,0.00111,0.00125,0.00151,0.00178,0.00204,0.00231,0.00257,0.00279,0.00298,0.00323,0.00345,0.0037,0.00397,0.00428,0.00463
28,0.00036,0.00043,0.00049,0.00054,0.00061,0.00069,0.00078,0.00087,0.00097,0.00108,0.00121,0.00139,0.00168,0.00197,0.00223,0.00249,0.00273,0.00293,0.0032,0.00344,0.00369,0.00396,0.00427,0.00462,0.00501
29,0.00034,0.00044,0.00052,0.00059,0.00068,0.00076,0.00084,0.00094,0.00104,0.00118,0.00134,0.00154,0.00184,0.00213,0.00238,0.00263,0.00286,0.00314,0.00342,0.00368,0.00395,0.00426,0.0046,0.00499,0.00543
30,0.00034,0.00046,0.00057,0.00066,0.00075,0.00083,0.00091,0.001,0.00113,0.0013,0.00149,0.00169,0.00199,0.00227,0.0025,0.00274,0.00305,0.00335,0.00366,0.00394,0.00424,0.00459,0.00498,0.00542,0.0059
31,0.00034,0.00049,0.00063,0.00073,0.00083,0.0009,0.00098,0.00109,0.00125,0.00145,0.00164,0.00183,0.00212,0.00237,0.00259,0.00291,0.00326,0.00358,0.00392,0.00423,0.00457,0.00496,0.0054,0.00589,0.00643
32,0.00034,0.00052,0.00068,0.00079,0.0009,0.00097,0.00106,0.0012,0.00139,0.0016,0.00179,0.00197,0.00224,0.00247,0.00277,0.00311,0.00349,0.00385,0.00422,0.00456,0.00495,0.00538,0.00587,0.00641,0.00703
33,0.00035,0.00055,0.00073,0.00085,0.00096,0.00105,0.00115,0.00133,0.00153,0.00175,0.00193,0.00209,0.00234,0.00264,0.00296,0.00334,0.00375,0.00413,0.00454,0.00493,0.00536,0.00585,0.00639,0.007,0.00771
34,0.00036,0.00056,0.00076,0.00089,0.001,0.00113,0.00126,0.00146,0.00167,0.00188,0.00198,0.0022,0.00251,0.00284,0.00318,0.00359,0.00404,0.00446,0.00491,0.00534,0.00583,0.00636,0.00698,0.00768,0.00849
35,0.00037,0.00058,0.00081,0.00092,0.00106,0.00121,0.00139,0.00159,0.0018,0.00194,0.00209,0.00237,0.0027,0.00306,0.00343,0.00388,0.00437,0.00483,0.00532,0.00581,0.00634,0.00695,0.00764,0.00847,0.00936
36,0.00038,0.00061,0.00086,0.00097,0.00113,0.00131,0.00152,0.00172,0.00186,0.00199,0.00227,0.00257,0.00293,0.00331,0.00372,0.00421,0.00474,0.00524,0.00579,0.00631,0.00692,0.00761,0.00844,0.00933,0.01037
37,0.0004,0.00065,0.00092,0.00106,0.00124,0.00143,0.00163,0.00178,0.00188,0.00218,0.00247,0.00279,0.00317,0.00359,0.00404,0.00457,0.00514,0.00569,0.00629,0.00689,0.00758,0.00842,0.0093,0.01034,0.01152
38,0.00043,0.0007,0.001,0.00117,0.00135,0.00154,0.0017,0.00179,0.00207,0.00239,0.0027,0.00304,0.00346,0.00392,0.00442,0.00499,0.0056,0.0062,0.00687,0.00755,0.0084,0.00927,0.01032,0.01149,0.01283
39,0.00047,0.00077,0.0011,0.00127,0.00146,0.00162,0.00172,0.00199,0.00229,0.00263,0.00296,0.00334,0.0038,0.00431,0.00485,0.00546,0.00612,0.00677,0.00752,0.00837,0.00924,0.01029,0.01146,0.0128,0.01428
40,0.00051,0.00085,0.00119,0.00137,0.00154,0.00167,0.00192,0.00221,0.00253,0.0029,0.00326,0.00368,0.0042,0.00476,0.00534,0.006,0.00669,0.00741,0.00835,0.00922,0.01027,0.01144,0.01277,0.01425,0.01584
41,0.00056,0.00093,0.00127,0.00146,0.00161,0.00186,0.00215,0.00246,0.00281,0.0032,0.00361,0.00407,0.00465,0.00527,0.0059,0.0066,0.00734,0.00834,0.00919,0.01025,0.01141,0.01275,0.01423,0.01581,0.01759
42,0.00062,0.00102,0.00135,0.00154,0.00178,0.00207,0.0024,0.00274,0.00311,0.00354,0.004,0.00452,0.00517,0.00584,0.00652,0.00726,0.00832,0.00917,0.01023,0.01139,0.01273,0.01421,0.01578,0.01755,0.01947
43,0.00067,0.00109,0.00142,0.00168,0.00197,0.00232,0.00268,0.00305,0.00345,0.00393,0.00444,0.00503,0.00575,0.00649,0.00724,0.00821,0.00915,0.01021,0.01137,0.01271,0.01419,0.01575,0.01751,0.01945,0.02143
44,0.00071,0.00116,0.00153,0.00184,0.0022,0.00259,0.00299,0.00339,0.00383,0.00436,0.00494,0.00562,0.00641,0.00722,0.0081,0.00914,0.0102,0.01136,0.0127,0.01418,0.01573,0.01748,0.01943,0.02141,0.0235
45,0.00075,0.00125,0.00166,0.00203,0.00245,0.00289,0.00332,0.00375,0.00425,0.00486,0.00552,0.00628,0.00717,0.00806,0.00905,0.0102,0.01135,0.0127,0.01417,0.01572,0.01746,0.01942,0.0214,0.02348,0.02573
46,0.00082,0.00136,0.00181,0.00225,0.00274,0.00322,0.00368,0.00416,0.00472,0.00542,0.00619,0.00705,0.00803,0.00903,0.01013,0.01135,0.0127,0.01417,0.01571,0.01744,0.01942,0.0214,0.02347,0.02571,0.02819
47,0.00089,0.00148,0.00199,0.00251,0.00306,0.00358,0.00408,0.00462,0.00526,0.00607,0.00695,0.00803,0.00902,0.01013,0.01135,0.0127,0.01417,0.01571,0.01743,0.01942,0.0214,0.02347,0.0257,0.02814,0.03108
48,0.00097,0.00161,0.0022,0.00282,0.00343,0.00398,0.00452,0.00512,0.00588,0.00682,0.00803,0.00901,0.01013,0.01135,0.0127,0.01417,0.01571,0.01742,0.01942,0.0214,0.02347,0.0257,0.02809,0.03104,0.03432
49,0.00106,0.00176,0.00246,0.00319,0.00384,0.00442,0.00501,0.0057,0.00658,0.00803,0.00901,0.01012,0.01135,0.0127,0.01417,0.0157,0.01742,0.01942,0.0214,0.02347,0.0257,0.02805,0.03101,0.03429,0.03787
50,0.00116,0.00193,0.00276,0.00361,0.0043,0.00491,0.00556,0.00636,0.00803,0.00901,0.0101,0.01134,0.0127,0.01417,0.0157,0.01742,0.01942,0.0214,0.02347,0.02569,0.02801,0.03098,0.03426,0.03787,0.04155
51,0.00127,0.00212,0.00312,0.00411,0.00483,0.00546,0.00631,0.0079,0.00901,0.01008,0.01134,0.01269,0.01417,0.0157,0.01741,0.01942,0.02139,0.02346,0.02562,0.02797,0.03096,0.03424,0.03787,0.04148,0.04538
52,0.0014,0.00233,0.00354,0.00468,0.00543,0.00624,0.00773,0.00891,0.01006,0.01133,0.01269,0.01417,0.0157,0.01741,0.01942,0.02139,0.02346,0.02553,0.02794,0.03094,0.03422,0.03786,0.0414,0.04538,0.04909
53,0.00154,0.00258,0.00403,0.00535,0.00618,0.00752,0.00874,0.01005,0.01133,0.01268,0.01416,0.0157,0.01741,0.01941,0.02138,0.02346,0.02543,0.02791,0.03091,0.0342,0.03786,0.04133,0.04538,0.04899,0.05272
54,0.0017,0.00286,0.0046,0.00611,0.00726,0.00851,0.00986,0.01132,0.01268,0.01416,0.0157,0.0174,0.01941,0.02137,0.02346,0.02534,0.02788,0.03089,0.03418,0.03786,0.04126,0.04537,0.04889,0.05255,0.05633
55,0.00188,0.00319,0.00525,0.00697,0.00824,0.00962,0.01111,0.01267,0.01415,0.01569,0.0174,0.01941,0.02136,0.02345,0.02524,0.02784,0.03087,0.03416,0.03786,0.04119,0.04537,0.04879,0.05238,0.05608,0.0603
56,0.00208,0.00356,0.00599,0.00793,0.00932,0.01083,0.01247,0.01415,0.01569,0.01739,0.0194,0.02135,0.02345,0.02514,0.02781,0.03085,0.03413,0.03785,0.04111,0.04537,0.04868,0.05221,0.05583,0.0603,0.06439
57,0.00231,0.00397,0.0068,0.00898,0.0105,0.01215,0.01394,0.01569,0.01739,0.0194,0.02134,0.02345,0.02504,0.02777,0.03082,0.0341,0.03785,0.04103,0.04536,0.04857,0.05203,0.05558,0.06028,0.06439,0.06894
58,0.00256,0.00444,0.00767,0.01012,0.01176,0.01354,0.01546,0.01739,0.0194,0.02133,0.02345,0.02493,0.02772,0.03078,0.03407,0.03785,0.04095,0.04536,0.04845,0.05185,0.05532,0.06027,0.06439,0.06894,0.07359
59,0.00284,0.00497,0.00857,0.01132,0.01308,0.01499,0.01702,0.01912,0.02132,0.02344,0.02482,0.02767,0.03074,0.03404,0.03785,0.04085,0.04536,0.04833,0.05166,0.05506,0.06025,0.06438,0.06894,0.07359,0.08078
60,0.00314,0.00556,0.00951,0.01256,0.01444,0.01645,0.01858,0.02079,0.02317,0.02471,0.02762,0.0307,0.03399,0.03785,0.04076,0.04536,0.0482,0.05146,0.05479,0.06023,0.06437,0.06894,0.07359,0.08078,0.0889
61,0.00348,0.0062,0.01045,0.01382,0.01581,0.0179,0.01974,0.02208,0.02459,0.02756,0.03065,0.03394,0.03784,0.04066,0.04535,0.04807,0.05126,0.05451,0.06021,0.06437,0.06892,0.07359,0.08078,0.0889,0.09813
62,0.00385,0.00689,0.01139,0.01507,0.01714,0.01896,0.02069,0.02308,0.02575,0.02899,0.03229,0.03571,0.04055,0.04535,0.04793,0.05105,0.05423,0.06016,0.06436,0.06891,0.07359,0.08078,0.0889,0.09813,0.10857
63,0.00425,0.00761,0.0123,0.01627,0.01847,0.02046,0.02174,0.02384,0.02672,0.03013,0.03352,0.03697,0.04178,0.04779,0.05084,0.05395,0.06009,0.06435,0.06886,0.07352,0.08078,0.0889,0.09813,0.10857,0.12021
64,0.00466,0.00835,0.01319,0.01746,0.01986,0.0214,0.02316,0.02583,0.02925,0.03193,0.03523,0.03838,0.04308,0.05063,0.05366,0.06,0.06434,0.06865,0.0733,0.08078,0.0889,0.09813,0.10857,0.12021,0.13297
65,0.00509,0.00908,0.01406,0.01868,0.02106,0.023,0.02534,0.02836,0.03109,0.03496,0.0381,0.04093,0.04563,0.05336,0.05992,0.06434,0.06836,0.07296,0.08065,0.0889,0.09813,0.10857,0.12021,0.13297,0.14629
66,0.00553,0.00982,0.01495,0.02003,0.02281,0.02513,0.02781,0.03076,0.03404,0.03802,0.04064,0.04511,0.04809,0.05606,0.06289,0.06813,0.07273,0.08054,0.0889,0.09813,0.10857,0.12021,0.13297,0.14629,0.16
67,0.00597,0.01057,0.01592,0.0216,0.02487,0.02756,0.03051,0.03367,0.03703,0.04034,0.04458,0.04775,0.05112,0.05954,0.06684,0.07248,0.08045,0.08871,0.09813,0.10857,0.12021,0.13297,0.14629,0.16,0.17351
68,0.00645,0.01138,0.01703,0.0235,0.02726,0.03026,0.03346,0.0367,0.04004,0.04406,0.04742,0.05107,0.05865,0.06347,0.07132,0.07883,0.08843,0.09769,0.10857,0.12021,0.13297,0.14629,0.16,0.17351,0.18653
69,0.00697,0.01229,0.01834,0.02573,0.02993,0.03318,0.03646,0.03969,0.04301,0.04709,0.05102,0.05775,0.06283,0.06859,0.07813,0.08685,0.0973,0.1079,0.12021,0.13297,0.14629,0.16,0.17351,0.18653,0.19909
70,0.00756,0.01332,0.01984,0.02824,0.03281,0.03617,0.03943,0.04285,0.04701,0.05097,0.05686,0.06219,0.06719,0.07513,0.08605,0.09577,0.10733,0.12021,0.13297,0.14629,0.16,0.17351,0.18653,0.19909,0.21053
71,0.00825,0.01449,0.02152,0.03096,0.03578,0.03913,0.0427,0.04691,0.0509,0.05598,0.06157,0.06636,0.07198,0.08273,0.0949,0.10603,0.1201,0.13297,0.14629,0.16,0.17351,0.18653,0.19909,0.21053,0.22036
72,0.00905,0.01578,0.02335,0.03379,0.03872,0.04251,0.0468,0.05082,0.05585,0.06094,0.06589,0.07174,0.08,0.09104,0.10404,0.1195,0.13265,0.14629,0.16,0.17351,0.18653,0.19909,0.21053,0.22036,0.23443
73,0.00993,0.01717,0.02526,0.03658,0.0416,0.04589,0.05035,0.0546,0.05937,0.06483,0.07104,0.07804,0.0878,0.0995,0.11798,0.1315,0.14629,0.16,0.17351,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987
74,0.01091,0.01863,0.02721,0.03934,0.04537,0.04988,0.05351,0.05804,0.06316,0.06989,0.07783,0.08503,0.09606,0.11671,0.13002,0.14531,0.16,0.17351,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725
75,0.01195,0.02013,0.02922,0.04208,0.04833,0.05248,0.05504,0.05969,0.06803,0.07696,0.08472,0.09582,0.115,0.12841,0.14398,0.16,0.17351,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629
76,0.01305,0.02166,0.0313,0.04486,0.0504,0.05467,0.0586,0.06629,0.07553,0.08391,0.09553,0.11294,0.12655,0.14219,0.16,0.17351,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067
77,0.0142,0.02326,0.0335,0.04775,0.05362,0.05819,0.06407,0.07357,0.08239,0.09445,0.11042,0.12393,0.13977,0.16,0.17351,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825
78,0.01544,0.02497,0.0359,0.05082,0.05705,0.06264,0.07107,0.08031,0.09262,0.1075,0.12097,0.13652,0.15867,0.17351,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002
79,0.01678,0.02684,0.03853,0.05406,0.06262,0.06807,0.0777,0.09015,0.10407,0.11756,0.13276,0.15619,0.17351,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165
80,0.01826,0.02891,0.0414,0.05808,0.06742,0.07456,0.08706,0.1003,0.11363,0.12839,0.15282,0.17351,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279
81,0.01992,0.03119,0.04499,0.06235,0.07257,0.08333,0.09614,0.10926,0.12323,0.14786,0.17277,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305
82,0.0218,0.03406,0.04893,0.06688,0.07813,0.09071,0.10443,0.11741,0.14162,0.1699,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208
83,0.02415,0.03726,0.05322,0.07159,0.08406,0.09779,0.11092,0.1341,0.16549,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951
84,0.0268,0.04081,0.0578,0.07652,0.09013,0.10379,0.12527,0.15955,0.18653,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498
85,0.02981,0.04468,0.06272,0.08146,0.09555,0.11511,0.15206,0.18469,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812
86,0.03314,0.04891,0.06773,0.08613,0.10399,0.14272,0.17681,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857
87,0.03689,0.05339,0.07267,0.09687,0.13211,0.16887,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595
88,0.04096,0.05801,0.07825,0.11811,0.15922,0.19909,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5
89,0.0453,0.06356,0.09068,0.14079,0.18449,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5
90,0.04981,0.06943,0.10634,0.16722,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5
91,0.05594,0.0805,0.15898,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5
92,0.06607,0.11804,0.21053,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5
93,0.08101,0.16252,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5,0.5
94,0.10812,0.18873,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.15106,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Preferred Structure Smoker, Residual Standard, Male, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00087,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00093,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00094,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00092,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00108,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00117,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00126,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00137,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00148,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00162,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00183,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00206,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00231,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00256,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00279,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00296,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00309,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00329,,,,,,,,,,,,,,,,,,,,,,,,
47,0.0035,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00374,,,,,,,,,,,,,,,,,,,,,,,,
49,0.004,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00429,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00464,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00502,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00544,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00592,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00645,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00706,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00774,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00851,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00939,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0104,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01155,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01286,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01431,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01588,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01763,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0195,,,,,,,,,,,,,,,,,,,,,,,,
67,0.02145,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02351,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02576,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02826,,,,,,,,,,,,,,,,,,,,,,,,
71,0.03112,,,,,,,,,,,,,,,,,,,,,,,,
72,0.03434,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03787,,,,,,,,,,,,,,,,,,,,,,,,
74,0.04159,,,,,,,,,,,,,,,,,,,,,,,,
75,0.04538,,,,,,,,,,,,,,,,,,,,,,,,
76,0.04913,,,,,,,,,,,,,,,,,,,,,,,,
77,0.05281,,,,,,,,,,,,,,,,,,,,,,,,
78,0.05647,,,,,,,,,,,,,,,,,,,,,,,,
79,0.0603,,,,,,,,,,,,,,,,,,,,,,,,
80,0.06439,,,,,,,,,,,,,,,,,,,,,,,,
81,0.06894,,,,,,,,,,,,,,,,,,,,,,,,
82,0.07359,,,,,,,,,,,,,,,,,,,,,,,,
83,0.08078,,,,,,,,,,,,,,,,,,,,,,,,
84,0.0889,,,,,,,,,,,,,,,,,,,,,,,,
