Table Name:,"2001 VBT Select and Ultimate - Female Smoker, ANB ",,,,,,,,,,,,,,,,,,,,,,,,
0,0.00041,0.00028,0.00019,0.00013,0.00012,0.00012,0.00012,0.00014,0.00014,0.00014,0.00015,0.00016,0.0002,0.00023,0.00026,0.00028,0.00033,0.00037,0.00041,0.00045,0.00048,0.00051,0.00054,0.00056,0.0006
1,0.00028,0.00019,0.00012,0.00012,0.00012,0.00012,0.00014,0.00014,0.00014,0.00014,0.00016,0.0002,0.00021,0.00025,0.00028,0.00032,0.00036,0.0004,0.00044,0.00048,0.00051,0.00054,0.00056,0.00059,0.00062
2,0.00019,0.00012,0.00012,0.00012,0.00012,0.00012,0.00014,0.00014,0.00014,0.00014,0.00018,0.0002,0.00025,0.00027,0.00031,0.00036,0.0004,0.00044,0.00046,0.00051,0.00054,0.00056,0.00059,0.00062,0.00067
3,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00014,0.00014,0.00014,0.00017,0.00018,0.00024,0.00027,0.00031,0.00034,0.00038,0.00042,0.00046,0.00049,0.00053,0.00056,0.00059,0.00062,0.00067,0.00072
4,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00014,0.00014,0.00016,0.00018,0.00024,0.00026,0.00031,0.00034,0.00038,0.00041,0.00045,0.00049,0.00053,0.00056,0.00059,0.00062,0.00067,0.00072,0.00077
5,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00014,0.00015,0.00018,0.00022,0.00026,0.0003,0.00033,0.00037,0.00041,0.00045,0.00048,0.00053,0.00056,0.00059,0.00062,0.00067,0.00072,0.00077,0.00083
6,0.00012,0.00012,0.00012,0.00012,0.00012,0.00013,0.00015,0.00018,0.00022,0.00026,0.0003,0.00033,0.00037,0.0004,0.00044,0.00048,0.00051,0.00056,0.00059,0.00062,0.00066,0.00072,0.00076,0.00082,0.00084
7,0.00012,0.00012,0.00012,0.00012,0.00012,0.00015,0.00017,0.00022,0.00026,0.0003,0.00032,0.00036,0.0004,0.00043,0.00047,0.00051,0.00054,0.00059,0.00062,0.00066,0.00072,0.00076,0.00082,0.00084,0.00092
8,0.00012,0.00012,0.00012,0.00012,0.00013,0.00017,0.0002,0.00025,0.00029,0.00032,0.00036,0.00039,0.00043,0.00046,0.0005,0.00054,0.00058,0.00062,0.00066,0.00072,0.00076,0.00082,0.00084,0.00092,0.00099
9,0.00012,0.00012,0.00012,0.00013,0.00015,0.0002,0.00025,0.00029,0.00031,0.00035,0.00039,0.00041,0.00046,0.00049,0.00053,0.00058,0.00062,0.00066,0.0007,0.00076,0.00082,0.00084,0.00092,0.00099,0.00107
10,0.00012,0.00012,0.00013,0.00015,0.00018,0.00024,0.00027,0.00031,0.00034,0.00038,0.0004,0.00044,0.00049,0.00052,0.00056,0.00061,0.00065,0.0007,0.00076,0.00082,0.00084,0.00092,0.00099,0.00107,0.00117
11,0.00012,0.00013,0.00015,0.00018,0.00024,0.00026,0.0003,0.00034,0.00036,0.0004,0.00043,0.00047,0.00052,0.00055,0.00061,0.00065,0.00069,0.00074,0.00082,0.00084,0.00092,0.00098,0.00106,0.00115,0.00128
12,0.00013,0.00015,0.00018,0.00024,0.00026,0.00029,0.00033,0.00035,0.00039,0.00042,0.00046,0.0005,0.00055,0.00059,0.00063,0.00069,0.00074,0.0008,0.00084,0.00092,0.00098,0.00106,0.00115,0.00128,0.00138
13,0.00015,0.00018,0.00024,0.00026,0.00029,0.00031,0.00034,0.00038,0.0004,0.00045,0.00049,0.00053,0.00058,0.00063,0.00067,0.00074,0.0008,0.00084,0.00092,0.00098,0.00106,0.00115,0.00128,0.00138,0.0015
14,0.00018,0.00024,0.00026,0.00029,0.0003,0.00033,0.00036,0.00039,0.00043,0.00046,0.00052,0.00057,0.00062,0.00067,0.00073,0.0008,0.00084,0.00092,0.00098,0.00106,0.00115,0.00128,0.00138,0.00148,0.00158
15,0.00024,0.00026,0.00029,0.0003,0.00033,0.00035,0.00038,0.0004,0.00045,0.00049,0.00055,0.0006,0.00066,0.00071,0.00078,0.00084,0.00092,0.00098,0.00106,0.00115,0.00128,0.00137,0.00147,0.00157,0.00169
16,0.00026,0.00029,0.0003,0.00032,0.00034,0.00037,0.00039,0.00043,0.00048,0.00052,0.00057,0.00064,0.0007,0.00077,0.00084,0.00092,0.00098,0.00106,0.00115,0.00128,0.00137,0.00147,0.00157,0.00169,0.00179
17,0.00029,0.0003,0.00032,0.00033,0.00035,0.00038,0.00042,0.00046,0.00051,0.00056,0.00062,0.00069,0.00076,0.00083,0.00092,0.00098,0.00106,0.00115,0.00128,0.00137,0.00147,0.00157,0.00169,0.00179,0.00191
18,0.00029,0.00031,0.00032,0.00034,0.00037,0.00039,0.00044,0.0005,0.00055,0.0006,0.00067,0.00075,0.00082,0.00091,0.00098,0.00106,0.00115,0.00128,0.00137,0.00147,0.00157,0.00169,0.00179,0.00191,0.00207
19,0.00029,0.00031,0.00033,0.00036,0.00038,0.00042,0.00047,0.00052,0.00059,0.00064,0.00073,0.00081,0.0009,0.00098,0.00106,0.00115,0.00128,0.00137,0.00147,0.00157,0.00169,0.00179,0.00191,0.00207,0.00224
20,0.00028,0.0003,0.00033,0.00036,0.0004,0.00046,0.00051,0.00056,0.00063,0.0007,0.00079,0.00089,0.00098,0.00106,0.00115,0.00128,0.00137,0.00147,0.00157,0.00169,0.00179,0.00191,0.00207,0.00224,0.00245
21,0.00026,0.00029,0.00033,0.00037,0.00042,0.00048,0.00055,0.0006,0.00069,0.00076,0.00085,0.00095,0.00104,0.00115,0.00125,0.00136,0.00146,0.00157,0.00168,0.00179,0.00191,0.00207,0.00224,0.00245,0.00269
22,0.00025,0.00028,0.00034,0.00039,0.00045,0.00051,0.00058,0.00066,0.00075,0.00084,0.00093,0.00103,0.00112,0.00123,0.00133,0.00144,0.00155,0.00167,0.00178,0.00191,0.00207,0.00224,0.00245,0.00269,0.00296
23,0.00023,0.00028,0.00033,0.0004,0.00047,0.00054,0.00062,0.00071,0.0008,0.0009,0.00099,0.00111,0.0012,0.00131,0.00141,0.00152,0.00163,0.00177,0.00191,0.00207,0.00224,0.00245,0.00269,0.00296,0.0033
24,0.00022,0.00029,0.00035,0.00042,0.00049,0.00058,0.00066,0.00075,0.00086,0.00096,0.00107,0.00116,0.00128,0.00137,0.00148,0.00162,0.00173,0.00188,0.00206,0.00224,0.00245,0.00269,0.00296,0.0033,0.00374
25,0.00021,0.00029,0.00036,0.00044,0.00053,0.00061,0.00072,0.00081,0.00092,0.00102,0.00113,0.00122,0.00133,0.00145,0.00156,0.00171,0.00185,0.00202,0.00223,0.00245,0.00269,0.00296,0.0033,0.00374,0.00423
26,0.00021,0.00029,0.00038,0.00046,0.00055,0.00065,0.00076,0.00085,0.00096,0.00108,0.00119,0.00128,0.00141,0.00153,0.00166,0.00182,0.00201,0.0022,0.00245,0.00269,0.00296,0.0033,0.00374,0.00423,0.00477
27,0.00023,0.00031,0.0004,0.00048,0.00059,0.00069,0.00078,0.00089,0.00101,0.00112,0.00123,0.00135,0.00148,0.00163,0.00178,0.00197,0.00218,0.00242,0.00269,0.00296,0.0033,0.00374,0.00423,0.00477,0.00536
28,0.00025,0.00033,0.00042,0.00052,0.00061,0.00071,0.00082,0.00093,0.00105,0.00116,0.00129,0.00143,0.00158,0.00173,0.00192,0.00215,0.00238,0.00267,0.00296,0.0033,0.00374,0.00423,0.00477,0.00536,0.006
29,0.00027,0.00037,0.00045,0.00054,0.00065,0.00075,0.00085,0.00098,0.00109,0.00122,0.00135,0.00151,0.00168,0.00187,0.0021,0.00235,0.00266,0.00296,0.0033,0.00374,0.00423,0.00477,0.00536,0.006,0.00669
30,0.0003,0.00039,0.00047,0.00058,0.00067,0.00078,0.00089,0.001,0.00113,0.00128,0.00143,0.00161,0.00181,0.00204,0.00231,0.0026,0.00296,0.0033,0.00374,0.00423,0.00477,0.00536,0.006,0.00669,0.00743
31,0.00034,0.00042,0.00051,0.0006,0.00071,0.00082,0.00093,0.00106,0.00119,0.00136,0.00153,0.00174,0.00199,0.00226,0.00257,0.00292,0.0033,0.00374,0.00423,0.00477,0.00536,0.006,0.00669,0.00743,0.00822
32,0.00036,0.00044,0.00053,0.00064,0.00073,0.00086,0.00099,0.00112,0.00129,0.00148,0.00169,0.00193,0.0022,0.00251,0.00288,0.00327,0.00374,0.00423,0.00477,0.00536,0.006,0.00669,0.00743,0.00822,0.00906
33,0.00038,0.00046,0.00055,0.00066,0.00079,0.00092,0.00106,0.00122,0.0014,0.00163,0.00188,0.00215,0.00247,0.00282,0.00323,0.00369,0.00419,0.00477,0.00536,0.006,0.00669,0.00743,0.00822,0.00906,0.00995
34,0.00038,0.00047,0.00058,0.0007,0.00083,0.00098,0.00114,0.00135,0.00156,0.00181,0.00209,0.00242,0.00279,0.00318,0.00363,0.00415,0.00472,0.00536,0.006,0.00669,0.00743,0.00822,0.00906,0.00995,0.01081
35,0.00038,0.00049,0.0006,0.00074,0.00089,0.00107,0.00127,0.0015,0.00175,0.00204,0.00236,0.00273,0.00314,0.00359,0.00409,0.00468,0.00531,0.006,0.00669,0.00743,0.00822,0.00906,0.00995,0.01081,0.01177
36,0.00039,0.00051,0.00064,0.0008,0.00097,0.00117,0.00141,0.00167,0.00195,0.00228,0.00264,0.00304,0.00351,0.00399,0.00456,0.00518,0.00587,0.00669,0.00743,0.00822,0.00906,0.00995,0.01081,0.01177,0.01276
37,0.00041,0.00054,0.00068,0.00086,0.00106,0.0013,0.00156,0.00186,0.00218,0.00256,0.00296,0.00341,0.00389,0.00445,0.00505,0.00572,0.00646,0.00743,0.00815,0.00906,0.00995,0.01081,0.01177,0.01276,0.01378
38,0.00044,0.00058,0.00074,0.00094,0.00118,0.00144,0.00174,0.00207,0.00245,0.00284,0.00329,0.00378,0.00433,0.00492,0.00557,0.00631,0.00709,0.00796,0.00889,0.00989,0.01081,0.01177,0.01276,0.01378,0.01494
39,0.00048,0.00064,0.00082,0.00106,0.00132,0.00161,0.00195,0.00232,0.00271,0.00318,0.00367,0.00421,0.00479,0.00545,0.00614,0.00693,0.00777,0.00868,0.00967,0.01073,0.01172,0.01276,0.01378,0.01494,0.01609
40,0.00054,0.00072,0.00094,0.0012,0.00148,0.00181,0.00218,0.00259,0.00304,0.00353,0.00406,0.00465,0.0053,0.00601,0.00676,0.00759,0.0085,0.00947,0.0105,0.01162,0.01266,0.01378,0.01491,0.01609,0.0173
41,0.00062,0.00082,0.00108,0.00136,0.00167,0.00204,0.00243,0.00288,0.00338,0.00393,0.00451,0.00516,0.00586,0.00661,0.00744,0.00833,0.00929,0.01031,0.0114,0.01257,0.01369,0.01487,0.01609,0.0173,0.01862
42,0.0007,0.00096,0.00124,0.00156,0.00191,0.0023,0.00275,0.00323,0.00377,0.00436,0.00499,0.0057,0.00645,0.00727,0.00816,0.00911,0.01012,0.0112,0.01236,0.01356,0.01479,0.01605,0.0173,0.01861,0.02003
43,0.00082,0.0011,0.00142,0.00178,0.00219,0.00262,0.0031,0.00364,0.00421,0.00484,0.00554,0.00628,0.0071,0.00798,0.00894,0.00995,0.01103,0.01218,0.01338,0.01465,0.01594,0.01724,0.01857,0.02,0.02158
44,0.00095,0.00127,0.00164,0.00206,0.00249,0.00297,0.00349,0.00407,0.0047,0.00538,0.00612,0.00692,0.0078,0.00875,0.00977,0.01085,0.01199,0.0132,0.01448,0.0158,0.01714,0.01848,0.01993,0.02153,0.02327
45,0.00109,0.00147,0.00189,0.00234,0.00283,0.00337,0.00393,0.00456,0.00524,0.00597,0.00675,0.00762,0.00856,0.00957,0.01064,0.01179,0.01302,0.0143,0.01563,0.01701,0.01836,0.01982,0.02144,0.02319,0.02513
46,0.00123,0.00167,0.00214,0.00263,0.00318,0.00376,0.00439,0.00505,0.00579,0.00657,0.00742,0.00834,0.00933,0.0104,0.01156,0.01277,0.01406,0.01544,0.01689,0.01823,0.0197,0.02131,0.02307,0.02502,0.02721
47,0.0014,0.00188,0.00239,0.00294,0.00355,0.00418,0.00485,0.00557,0.00636,0.00721,0.0081,0.00909,0.01014,0.01128,0.01251,0.0138,0.01518,0.01664,0.0182,0.01955,0.02117,0.02294,0.02488,0.02707,0.02958
48,0.00158,0.00211,0.00267,0.00328,0.0039,0.00459,0.00531,0.0061,0.00694,0.00784,0.00882,0.00985,0.01099,0.0122,0.01351,0.0149,0.01635,0.01792,0.01943,0.02099,0.02277,0.02471,0.02691,0.02943,0.03219
49,0.00166,0.00223,0.00294,0.00359,0.00427,0.005,0.00577,0.0066,0.00751,0.00848,0.00952,0.01065,0.01186,0.01317,0.01458,0.01606,0.01763,0.01932,0.0209,0.02255,0.02444,0.02669,0.0292,0.03198,0.03501
50,0.00175,0.0025,0.00321,0.00388,0.0046,0.00537,0.0062,0.0071,0.00806,0.00912,0.01023,0.01146,0.01276,0.01417,0.0157,0.01729,0.019,0.02082,0.02251,0.02418,0.02642,0.02891,0.03164,0.03464,0.03792
51,0.00187,0.00284,0.00353,0.0042,0.00496,0.00576,0.00665,0.0076,0.00864,0.00976,0.01097,0.01229,0.01371,0.01524,0.01689,0.01863,0.02048,0.02246,0.02394,0.02615,0.02861,0.03132,0.03426,0.03751,0.04105
52,0.00198,0.0032,0.00386,0.00454,0.0053,0.00614,0.00706,0.00808,0.00921,0.01043,0.01173,0.01315,0.0147,0.01637,0.01817,0.02007,0.02212,0.02369,0.02588,0.02834,0.03102,0.03391,0.0371,0.0406,0.04441
53,0.00213,0.00347,0.0042,0.00487,0.00565,0.00653,0.0075,0.00858,0.00978,0.01111,0.01253,0.01409,0.01578,0.0176,0.01958,0.02167,0.02344,0.02562,0.02804,0.03071,0.03362,0.03671,0.04015,0.04391,0.04803
54,0.00227,0.00376,0.00456,0.00523,0.00602,0.00693,0.00798,0.00913,0.01041,0.01183,0.0134,0.01512,0.01697,0.019,0.02117,0.02319,0.02537,0.02776,0.03043,0.03333,0.03644,0.03973,0.04345,0.04749,0.05195
55,0.0024,0.00408,0.00496,0.00563,0.00646,0.0074,0.0085,0.00972,0.01111,0.01267,0.01438,0.01627,0.01832,0.02054,0.02296,0.0251,0.02749,0.03013,0.03304,0.03619,0.0395,0.04298,0.04698,0.05136,0.05614
56,0.00263,0.0043,0.00529,0.00598,0.00682,0.00781,0.00897,0.01028,0.01179,0.01347,0.01534,0.01741,0.01967,0.02216,0.02485,0.02722,0.02987,0.03277,0.03592,0.03928,0.04282,0.04659,0.0509,0.0556,0.06073
57,0.00272,0.00453,0.00564,0.00635,0.00725,0.0083,0.00954,0.01096,0.01258,0.0144,0.01643,0.01871,0.02122,0.02396,0.02695,0.02958,0.03248,0.03567,0.03908,0.04268,0.04656,0.05074,0.05513,0.06018,0.06564
58,0.00275,0.00478,0.00599,0.00676,0.00773,0.00887,0.0102,0.01176,0.01351,0.01551,0.01771,0.02019,0.02295,0.02599,0.02931,0.03219,0.0354,0.03885,0.04254,0.0465,0.05054,0.05499,0.0597,0.06508,0.07094
59,0.00291,0.00497,0.00636,0.0072,0.00822,0.00949,0.01094,0.01264,0.01456,0.01676,0.0192,0.02192,0.02495,0.02827,0.03193,0.03513,0.03862,0.04241,0.04644,0.05037,0.05481,0.05955,0.06464,0.07037,0.07665
60,0.003,0.00515,0.0067,0.0076,0.00874,0.01013,0.01175,0.01362,0.01575,0.01818,0.02087,0.02386,0.0272,0.03085,0.03488,0.03843,0.04227,0.04638,0.05018,0.05463,0.05935,0.06443,0.06976,0.07577,0.08228
61,0.00307,0.00534,0.00701,0.00799,0.00925,0.01078,0.01257,0.01465,0.01705,0.01975,0.02274,0.02607,0.02973,0.03379,0.03821,0.04212,0.04632,0.05001,0.05445,0.05915,0.06421,0.06952,0.07561,0.08148,0.08955
62,0.00324,0.00551,0.00731,0.00835,0.00971,0.01141,0.01341,0.01574,0.01842,0.02144,0.02479,0.02849,0.0326,0.03709,0.04198,0.04627,0.04985,0.05427,0.05895,0.064,0.06928,0.07545,0.08125,0.08899,0.09539
63,0.00355,0.00569,0.00756,0.00867,0.01014,0.01201,0.01424,0.01686,0.01987,0.02329,0.02705,0.03121,0.03579,0.04078,0.04619,0.04968,0.05409,0.0588,0.06382,0.06905,0.0753,0.08097,0.08849,0.09477,0.10191
64,0.00389,0.00713,0.00783,0.00898,0.01057,0.01262,0.01511,0.01805,0.02144,0.02527,0.0295,0.03418,0.03929,0.04486,0.04951,0.05391,0.0586,0.06361,0.06881,0.07514,0.08068,0.08793,0.09423,0.10124,0.10873
65,0.00432,0.00742,0.00809,0.00929,0.01102,0.01327,0.01603,0.01932,0.02312,0.02747,0.0322,0.03744,0.04314,0.04934,0.05373,0.0584,0.06339,0.06857,0.07499,0.08046,0.08737,0.09361,0.10056,0.10857,0.11637
66,0.00444,0.00777,0.0084,0.00964,0.01149,0.01393,0.01696,0.02057,0.02476,0.0295,0.03474,0.04049,0.04675,0.05354,0.0582,0.06322,0.06834,0.07483,0.08017,0.08681,0.09307,0.09982,0.10807,0.11583,0.12406
67,0.00448,0.00814,0.00874,0.01006,0.01206,0.01473,0.01805,0.022,0.02657,0.03175,0.0375,0.04379,0.05065,0.05803,0.063,0.0681,0.07468,0.07989,0.08631,0.09245,0.09914,0.10733,0.1152,0.12337,0.13207
68,0.00497,0.00853,0.00918,0.01061,0.01278,0.0157,0.01933,0.02365,0.02864,0.03426,0.04052,0.04739,0.05485,0.06281,0.06791,0.0739,0.0796,0.08575,0.0919,0.09847,0.1066,0.11439,0.12258,0.13132,0.14094
69,0.00549,0.00896,0.0097,0.01128,0.01369,0.01688,0.02084,0.02553,0.03093,0.03702,0.04383,0.05123,0.05931,0.06767,0.07296,0.07869,0.08481,0.09129,0.09779,0.10569,0.11349,0.1217,0.13045,0.14035,0.15004
70,0.00604,0.00943,0.01031,0.01209,0.01477,0.01829,0.02262,0.02772,0.03357,0.0401,0.04741,0.05543,0.06402,0.07197,0.07761,0.08369,0.0902,0.09712,0.10454,0.11241,0.12101,0.13013,0.13976,0.14952,0.15959
71,0.00673,0.00996,0.01104,0.01308,0.01609,0.01996,0.02469,0.0302,0.03646,0.04343,0.05128,0.05985,0.06906,0.07647,0.08244,0.0889,0.09585,0.10315,0.11106,0.11943,0.12894,0.13917,0.149,0.15916,0.17224
72,0.00991,0.01053,0.01189,0.01426,0.01762,0.02189,0.02703,0.033,0.03968,0.04706,0.05546,0.06453,0.07425,0.08113,0.0848,0.09435,0.10167,0.10953,0.11785,0.12667,0.13716,0.14848,0.15888,0.17115,0.18585
73,0.01048,0.01121,0.01289,0.01565,0.01941,0.02411,0.02968,0.03604,0.04316,0.05093,0.05985,0.06945,0.07963,0.08452,0.08724,0.09995,0.10774,0.11598,0.12484,0.1342,0.14589,0.15845,0.17006,0.1838,0.20291
74,0.0111,0.01204,0.01412,0.01729,0.02148,0.02663,0.03262,0.03942,0.04693,0.05504,0.06443,0.07454,0.08425,0.08641,0.0979,0.10576,0.11391,0.12268,0.13207,0.142,0.1549,0.16897,0.18175,0.20085,0.21888
75,0.01176,0.0131,0.01561,0.01922,0.02385,0.02942,0.03583,0.04303,0.05087,0.05932,0.06919,0.07974,0.08559,0.09585,0.09928,0.11283,0.12192,0.13148,0.14161,0.15433,0.1643,0.17988,0.19692,0.2156,0.23603
76,0.0128,0.01461,0.01764,0.02181,0.027,0.03319,0.04024,0.04805,0.05656,0.06571,0.07626,0.08477,0.09396,0.09892,0.11174,0.12106,0.13088,0.14122,0.15391,0.16398,0.17902,0.1958,0.21416,0.23424,0.25619
77,0.01425,0.01656,0.02012,0.02487,0.03069,0.03747,0.04515,0.05362,0.06283,0.07262,0.08399,0.092,0.09856,0.11066,0.1203,0.13029,0.14083,0.15348,0.16383,0.17851,0.19505,0.21314,0.23311,0.25471,0.27805
78,0.0162,0.01905,0.02315,0.02845,0.03489,0.04232,0.05061,0.05977,0.06962,0.08018,0.09015,0.09827,0.10958,0.11944,0.1297,0.14044,0.15291,0.16367,0.17817,0.1943,0.21252,0.23222,0.25348,0.2767,0.30175
79,0.01677,0.02214,0.02682,0.03268,0.0397,0.04774,0.05668,0.06652,0.07708,0.08829,0.09793,0.10849,0.11868,0.12911,0.14005,0.15248,0.16336,0.17783,0.19374,0.2115,0.23154,0.25274,0.27589,0.30056,0.32711
80,0.01765,0.02598,0.03115,0.03757,0.04514,0.05385,0.06339,0.07384,0.08507,0.09699,0.10743,0.11793,0.12864,0.13954,0.15206,0.16321,0.17732,0.19299,0.21047,0.22997,0.25225,0.27508,0.29997,0.32678,0.35491
81,0.01971,0.03061,0.03627,0.0432,0.05133,0.06057,0.07074,0.08185,0.09376,0.10639,0.11714,0.12804,0.13915,0.15149,0.16289,0.17697,0.19225,0.20945,0.2284,0.25004,0.27481,0.29968,0.32646,0.35491,0.38835
82,0.02217,0.03608,0.04217,0.04959,0.05825,0.06801,0.07876,0.09049,0.10298,0.11631,0.12741,0.13876,0.15106,0.16274,0.17646,0.19169,0.20822,0.22683,0.24782,0.27185,0.29909,0.32614,0.35491,0.38835,0.42259
83,0.02458,0.04111,0.04894,0.05678,0.06587,0.07621,0.08743,0.0997,0.11291,0.12692,0.13833,0.15064,0.16258,0.17612,0.19094,0.20719,0.22548,0.24659,0.27023,0.29672,0.32581,0.35491,0.38835,0.42259,0.45763
84,0.02858,0.04828,0.05658,0.06475,0.07431,0.08507,0.09679,0.10962,0.12333,0.13799,0.15006,0.16227,0.17578,0.19038,0.20617,0.22503,0.24659,0.27023,0.29613,0.32452,0.35491,0.38835,0.42259,0.45763,0.49287
85,0.03459,0.05637,0.06365,0.07357,0.08345,0.09462,0.10681,0.12004,0.13445,0.1496,0.16206,0.1753,0.18963,0.20535,0.22503,0.24659,0.27023,0.29613,0.32452,0.35491,0.38835,0.42259,0.45763,0.49287,0.52951
86,0.04577,0.0625,0.07282,0.08315,0.09333,0.10643,0.11747,0.13118,0.146,0.1619,0.17486,0.18894,0.20535,0.22503,0.24659,0.27023,0.29613,0.32452,0.35491,0.38835,0.42259,0.45763,0.49287,0.52951,0.56695
87,0.05017,0.07207,0.08282,0.09321,0.10614,0.11714,0.12863,0.14277,0.15809,0.17456,0.18837,0.20317,0.22149,0.24556,0.27023,0.29613,0.32452,0.35491,0.38835,0.42216,0.45717,0.49287,0.52951,0.56695,0.603
88,0.06359,0.08256,0.09306,0.1058,0.11683,0.1284,0.14038,0.15489,0.17068,0.1877,0.20223,0.21794,0.2383,0.26353,0.2904,0.31894,0.34843,0.38022,0.41365,0.44874,0.48548,0.52387,0.56392,0.603,0.638
89,0.07903,0.09298,0.10546,0.11654,0.12821,0.14021,0.15279,0.16766,0.18375,0.20129,0.21658,0.23349,0.25583,0.2825,0.31035,0.33955,0.37111,0.4044,0.43943,0.47621,0.51472,0.55496,0.59695,0.638,0.67
90,0.09283,0.10503,0.11625,0.12789,0.14003,0.1526,0.16559,0.18078,0.19726,0.21512,0.2314,0.24935,0.2801,0.30165,0.33039,0.36157,0.39457,0.4294,0.46607,0.50456,0.54489,0.58704,0.63103,0.67,0.7145
91,0.10469,0.11597,0.12768,0.13979,0.15234,0.16532,0.18031,0.19417,0.211,0.22954,0.24667,0.27237,0.296,0.32118,0.3518,0.38434,0.41882,0.45522,0.49355,0.53381,0.57599,0.6201,0.66614,0.7141,0.756
92,0.11568,0.12746,0.13967,0.15221,0.16503,0.17988,0.19381,0.20812,0.2251,0.2441,0.26522,0.28801,0.31216,0.34204,0.37395,0.40789,0.44386,0.48186,0.52188,0.56394,0.60803,0.65414,0.70229,0.75246,0.799
93,0.12725,0.13944,0.15194,0.16474,0.1794,0.19329,0.20746,0.22224,0.23952,0.25898,0.28043,0.30363,0.33256,0.36364,0.39685,0.4322,0.46969,0.50931,0.55107,0.59497,0.641,0.68917,0.73947,0.79191,0.846
