Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
5,9E-05,9E-05,9E-05,8E-05,8E-05,9E-05,9E-05,0.0001,0.00011,0.00016,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066
6,9E-05,9E-05,8E-05,8E-05,9E-05,9E-05,0.0001,0.00011,0.00016,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069
7,9E-05,8E-05,8E-05,9E-05,9E-05,0.0001,0.00011,0.00016,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072
8,8E-05,8E-05,9E-05,9E-05,0.0001,0.00011,0.00016,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072,0.00077
9,8E-05,9E-05,9E-05,0.0001,0.00011,0.00016,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072,0.00077,0.00083
10,9E-05,9E-05,0.0001,0.00011,0.00016,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072,0.00077,0.00083,0.0009
11,9E-05,0.0001,0.00011,0.00016,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072,0.00077,0.00083,0.0009,0.00098
12,0.0001,0.00011,0.00016,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072,0.00077,0.00083,0.0009,0.00098,0.00109
13,0.00011,0.00016,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072,0.00077,0.00083,0.0009,0.00098,0.00109,0.00119
14,0.00016,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072,0.00077,0.00083,0.0009,0.00098,0.00109,0.00119,0.0013
15,0.00025,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072,0.00077,0.00083,0.0009,0.00098,0.00109,0.00119,0.0013,0.00141
16,0.00036,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072,0.00077,0.00083,0.0009,0.00098,0.00109,0.00119,0.0013,0.00141,0.00151
17,0.00047,0.00053,0.00054,0.00056,0.00057,0.00058,0.00061,0.00064,0.00067,0.00067,0.00066,0.00066,0.00066,0.00069,0.00072,0.00077,0.00083,0.0009,0.00098,0.00109,0.00119,0.0013,0.00141,0.00151,0.0016
18,0.00053,0.00054,0.00055,0.00057,0.00057,0.00058,0.00059,0.0006,0.00057,0.00057,0.00056,0.00056,0.00057,0.0006,0.00064,0.00071,0.0008,0.00089,0.001,0.00111,0.00122,0.00133,0.00143,0.00154,0.00164
19,0.00051,0.00052,0.00052,0.00051,0.00052,0.00055,0.00055,0.00054,0.00053,0.00052,0.00053,0.00055,0.00057,0.0006,0.00066,0.00075,0.00085,0.00096,0.00107,0.00119,0.0013,0.0014,0.00151,0.0016,0.0017
20,0.00045,0.00046,0.00049,0.00049,0.0005,0.0005,0.00049,0.00049,0.00049,0.00051,0.00052,0.00054,0.00057,0.00062,0.00071,0.00079,0.0009,0.00103,0.00116,0.00128,0.00139,0.00149,0.00158,0.00167,0.00176
21,0.00039,0.00043,0.00043,0.00044,0.00045,0.00045,0.00045,0.00046,0.00047,0.0005,0.00052,0.00055,0.00058,0.00066,0.00074,0.00084,0.00096,0.00109,0.00123,0.00135,0.00146,0.00154,0.00162,0.00171,0.0018
22,0.00035,0.00039,0.00039,0.00039,0.0004,0.0004,0.00041,0.00043,0.00046,0.0005,0.00052,0.00056,0.00063,0.0007,0.0008,0.0009,0.00102,0.00115,0.00129,0.00142,0.00151,0.00158,0.00166,0.00175,0.00189
23,0.00032,0.00035,0.00035,0.00035,0.00036,0.00037,0.00039,0.00042,0.00046,0.0005,0.00053,0.0006,0.00065,0.00075,0.00085,0.00097,0.00108,0.00121,0.00135,0.00147,0.00155,0.00162,0.00169,0.00183,0.00198
24,0.00028,0.00032,0.00031,0.00032,0.00033,0.00035,0.00038,0.00042,0.00046,0.00051,0.00057,0.00063,0.00071,0.00081,0.00093,0.00103,0.00114,0.00127,0.00139,0.0015,0.00158,0.00166,0.00176,0.0019,0.00207
25,0.00025,0.00028,0.00028,0.0003,0.00032,0.00034,0.00038,0.00043,0.00047,0.00054,0.0006,0.00068,0.00077,0.00089,0.00099,0.00109,0.00121,0.00133,0.00144,0.00154,0.00162,0.00173,0.00186,0.00203,0.0022
26,0.00022,0.00025,0.00027,0.00029,0.00031,0.00035,0.00039,0.00044,0.0005,0.00057,0.00064,0.00073,0.00084,0.00096,0.00106,0.00115,0.00127,0.00139,0.00149,0.00158,0.0017,0.00183,0.00199,0.00216,0.00235
27,0.0002,0.00024,0.00026,0.00028,0.00032,0.00035,0.0004,0.00046,0.00053,0.00062,0.0007,0.00079,0.00091,0.00102,0.00112,0.00121,0.00133,0.00144,0.00154,0.00166,0.00179,0.00195,0.00212,0.0023,0.00251
28,0.00017,0.00023,0.00026,0.00029,0.00032,0.00036,0.00042,0.00049,0.00056,0.00066,0.00075,0.00086,0.00098,0.00108,0.00118,0.00127,0.00138,0.00149,0.00161,0.00175,0.00191,0.00208,0.00226,0.00247,0.0027
29,0.00017,0.00023,0.00027,0.00031,0.00035,0.0004,0.00046,0.00053,0.00062,0.00072,0.00082,0.00092,0.00104,0.00114,0.00124,0.00133,0.00144,0.00157,0.00172,0.00187,0.00205,0.00224,0.00244,0.00267,0.00292
30,0.00017,0.00022,0.00028,0.00032,0.00037,0.00042,0.00049,0.00058,0.00067,0.00078,0.00087,0.00097,0.00108,0.00118,0.00127,0.00139,0.00154,0.00169,0.00184,0.00202,0.00222,0.00242,0.00265,0.0029,0.00318
31,0.00016,0.00023,0.00029,0.00035,0.0004,0.00046,0.00053,0.00062,0.00072,0.00083,0.00092,0.00101,0.00113,0.00123,0.00133,0.00149,0.00166,0.00182,0.00198,0.00218,0.00241,0.00264,0.00289,0.00316,0.00347
32,0.00016,0.00024,0.00031,0.00038,0.00044,0.00051,0.00058,0.00068,0.00078,0.00089,0.00098,0.00107,0.00119,0.0013,0.00144,0.0016,0.00178,0.00196,0.00215,0.00236,0.00263,0.00288,0.00316,0.00346,0.00378
33,0.00017,0.00025,0.00034,0.00041,0.00048,0.00056,0.00064,0.00073,0.00084,0.00094,0.00103,0.00112,0.00125,0.0014,0.00155,0.00173,0.00193,0.00211,0.00231,0.00256,0.00287,0.00315,0.00346,0.00378,0.00413
34,0.00018,0.00027,0.00037,0.00045,0.00053,0.0006,0.0007,0.00079,0.00089,0.00099,0.00107,0.00118,0.00134,0.00151,0.00168,0.00187,0.00208,0.00228,0.00252,0.0028,0.00314,0.00346,0.00378,0.00413,0.00452
35,0.00019,0.00028,0.00041,0.0005,0.00058,0.00066,0.00075,0.00085,0.00094,0.00103,0.00112,0.00129,0.00147,0.00165,0.00182,0.00202,0.00224,0.00247,0.00275,0.00307,0.00344,0.00378,0.00413,0.00452,0.00497
36,0.0002,0.00031,0.00045,0.00054,0.00063,0.00072,0.00082,0.00091,0.00099,0.00108,0.00124,0.00141,0.00161,0.00179,0.00198,0.0022,0.00243,0.00269,0.00301,0.00337,0.00377,0.00413,0.00452,0.00497,0.00549
37,0.00021,0.00033,0.00049,0.00061,0.0007,0.00079,0.00087,0.00096,0.00103,0.0012,0.00137,0.00155,0.00175,0.00195,0.00215,0.00238,0.00264,0.00294,0.0033,0.0037,0.00413,0.00452,0.00497,0.00549,0.00608
38,0.00023,0.00035,0.00053,0.00065,0.00075,0.00085,0.00093,0.001,0.00115,0.00132,0.00151,0.0017,0.00192,0.00213,0.00234,0.0026,0.0029,0.00323,0.00363,0.00408,0.00452,0.00497,0.00549,0.00608,0.00674
39,0.00025,0.00039,0.00056,0.0007,0.0008,0.0009,0.00097,0.00112,0.00127,0.00146,0.00166,0.00187,0.0021,0.00233,0.00256,0.00285,0.00318,0.00356,0.00402,0.0045,0.00497,0.00549,0.00608,0.00673,0.00749
40,0.00026,0.00042,0.0006,0.00074,0.00086,0.00095,0.00108,0.00122,0.0014,0.00161,0.00183,0.00205,0.0023,0.00255,0.00281,0.00314,0.00351,0.00394,0.00445,0.00495,0.00549,0.00608,0.00673,0.00747,0.00832
41,0.00028,0.00046,0.00064,0.00078,0.00091,0.00104,0.00119,0.00134,0.00154,0.00178,0.00201,0.00224,0.00251,0.00279,0.0031,0.00346,0.00388,0.00438,0.00489,0.00546,0.00608,0.00673,0.00744,0.00829,0.00921
42,0.00031,0.0005,0.00067,0.00083,0.001,0.00114,0.00129,0.00146,0.00169,0.00195,0.00219,0.00244,0.00275,0.00307,0.00342,0.00383,0.00433,0.00485,0.0054,0.00605,0.00673,0.00743,0.00824,0.00917,0.01019
43,0.00033,0.00053,0.00071,0.00091,0.00108,0.00124,0.0014,0.00161,0.00186,0.00213,0.00238,0.00267,0.00302,0.00339,0.00379,0.00427,0.00481,0.00537,0.00599,0.00668,0.00743,0.00821,0.00913,0.01016,0.01127
44,0.00037,0.00056,0.00077,0.00101,0.00117,0.00134,0.00153,0.00177,0.00203,0.00232,0.0026,0.00293,0.00334,0.00375,0.00421,0.00475,0.00533,0.00593,0.00662,0.00738,0.0082,0.00911,0.01013,0.01125,0.01247
45,0.00041,0.00059,0.00084,0.00112,0.00129,0.00146,0.00168,0.00194,0.00222,0.00253,0.00285,0.00322,0.00369,0.00416,0.00467,0.00527,0.00591,0.00658,0.00733,0.00816,0.00907,0.01012,0.01125,0.01247,0.0138
46,0.00045,0.00063,0.00092,0.00121,0.0014,0.00161,0.00185,0.00213,0.00243,0.00278,0.00313,0.00358,0.0041,0.00463,0.00519,0.00585,0.00656,0.00728,0.0081,0.00901,0.01007,0.01125,0.01247,0.0138,0.01529
47,0.00048,0.00067,0.00102,0.00133,0.00154,0.00179,0.00205,0.00235,0.00267,0.00304,0.00346,0.00399,0.00455,0.00512,0.00576,0.0065,0.00727,0.00806,0.00896,0.00998,0.01118,0.01247,0.0138,0.01529,0.01695
48,0.00052,0.00072,0.00115,0.00145,0.00171,0.00198,0.00227,0.00258,0.00292,0.00336,0.00387,0.00443,0.00506,0.00569,0.0064,0.00722,0.00804,0.00893,0.00994,0.01108,0.01243,0.0138,0.01529,0.01695,0.01884
49,0.00055,0.0008,0.00129,0.00162,0.0019,0.0022,0.0025,0.00282,0.00322,0.00378,0.0043,0.00489,0.00558,0.00628,0.00706,0.00795,0.00889,0.00988,0.01099,0.01226,0.01379,0.01529,0.01695,0.01884,0.02096
50,0.00058,0.00091,0.00145,0.0018,0.00211,0.00243,0.00275,0.0031,0.00365,0.0042,0.00475,0.00539,0.00612,0.00689,0.00776,0.00876,0.0098,0.01089,0.01212,0.01354,0.01529,0.01695,0.01884,0.02096,0.02333
51,0.00061,0.00106,0.00162,0.002,0.00235,0.00267,0.00302,0.00352,0.00406,0.00466,0.00525,0.00594,0.0067,0.00755,0.00852,0.00964,0.01077,0.01196,0.0133,0.01492,0.01695,0.01884,0.02096,0.02333,0.02597
52,0.00064,0.00123,0.00179,0.00221,0.00259,0.00294,0.00341,0.0039,0.00451,0.00518,0.00581,0.00655,0.00736,0.00832,0.00944,0.01062,0.01181,0.0131,0.01467,0.01659,0.01883,0.02095,0.02325,0.02593,0.02885
53,0.00067,0.00136,0.00195,0.00246,0.00286,0.0033,0.00377,0.00435,0.00503,0.00575,0.00641,0.00719,0.00809,0.00921,0.01041,0.01166,0.01297,0.01451,0.01633,0.01842,0.02093,0.02322,0.02586,0.02876,0.03205
54,0.00071,0.00147,0.00214,0.00272,0.00319,0.00367,0.00421,0.00487,0.00562,0.00636,0.00707,0.00792,0.00901,0.01021,0.01146,0.01283,0.01436,0.01615,0.01822,0.02065,0.02321,0.02586,0.02876,0.03205,0.03567
55,0.00075,0.00156,0.00234,0.00297,0.00354,0.00406,0.00469,0.00546,0.00626,0.00703,0.0078,0.0088,0.00999,0.01124,0.01263,0.01419,0.01596,0.01802,0.02044,0.02306,0.02586,0.02876,0.03205,0.03567,0.03972
56,0.00081,0.00165,0.00252,0.00322,0.00389,0.00449,0.00521,0.00604,0.00687,0.00768,0.00856,0.00965,0.01095,0.01235,0.01394,0.01576,0.01785,0.02021,0.02273,0.02571,0.02876,0.03205,0.03567,0.03972,0.04428
57,0.0009,0.00173,0.0027,0.00352,0.0043,0.00498,0.00579,0.00665,0.00749,0.00837,0.00928,0.01057,0.01198,0.01361,0.01546,0.01756,0.01995,0.02243,0.02532,0.02859,0.03205,0.03567,0.03972,0.04428,0.04966
58,0.001,0.00183,0.0029,0.00388,0.00476,0.00551,0.00639,0.00725,0.00813,0.00903,0.01011,0.01146,0.01318,0.01504,0.01712,0.01955,0.0221,0.02499,0.02818,0.03181,0.03567,0.03972,0.04428,0.04966,0.05569
59,0.00111,0.00195,0.00311,0.00429,0.00523,0.00608,0.00698,0.00783,0.00874,0.00979,0.01089,0.01258,0.01455,0.01666,0.01906,0.02161,0.02471,0.02776,0.03125,0.03523,0.03972,0.04428,0.04966,0.05569,0.06278
60,0.00126,0.00209,0.00338,0.00467,0.00573,0.00663,0.00752,0.00838,0.00936,0.01045,0.01195,0.01389,0.01602,0.01841,0.0209,0.02402,0.02714,0.03051,0.03447,0.03918,0.04428,0.04966,0.05569,0.06278,0.07095
61,0.0014,0.00227,0.0037,0.00505,0.00622,0.00714,0.00798,0.00889,0.01,0.01141,0.01314,0.01526,0.01772,0.02019,0.02325,0.02638,0.02988,0.03369,0.03849,0.04378,0.04966,0.05569,0.06278,0.07095,0.0803
62,0.00154,0.00251,0.00407,0.00539,0.00669,0.00757,0.00841,0.00941,0.01068,0.01234,0.01425,0.01662,0.01938,0.02242,0.0255,0.02906,0.03308,0.038,0.04352,0.04941,0.05569,0.06278,0.07095,0.0803,0.09101
63,0.00168,0.00281,0.00448,0.00586,0.00713,0.00806,0.00892,0.01005,0.01153,0.01334,0.01551,0.01814,0.02113,0.02458,0.0281,0.03212,0.0372,0.04255,0.04889,0.05536,0.06278,0.07095,0.0803,0.09101,0.10284
64,0.00181,0.00319,0.0049,0.00631,0.00757,0.00852,0.00961,0.01098,0.01261,0.01461,0.01697,0.01976,0.02293,0.02683,0.03077,0.03606,0.04183,0.04841,0.05504,0.06262,0.07095,0.0803,0.09101,0.10282,0.11592
65,0.00193,0.00361,0.0053,0.00674,0.00807,0.00921,0.01051,0.01199,0.01383,0.01624,0.01879,0.02164,0.025,0.0292,0.03403,0.04009,0.04661,0.05375,0.06156,0.07017,0.08024,0.09092,0.10274,0.11585,0.13005
66,0.00207,0.00389,0.00569,0.0072,0.00866,0.01,0.01145,0.01316,0.01538,0.0181,0.02077,0.02387,0.02736,0.03222,0.03773,0.04474,0.05297,0.06089,0.06962,0.07972,0.0908,0.10263,0.11575,0.12996,0.14513
67,0.00222,0.00413,0.00609,0.0077,0.00939,0.01088,0.01253,0.01459,0.01714,0.02013,0.02317,0.02652,0.03043,0.03589,0.04219,0.0502,0.05971,0.06866,0.07937,0.09048,0.10249,0.11562,0.12985,0.14503,0.1607
68,0.00238,0.00436,0.0065,0.00835,0.01015,0.01188,0.01383,0.0162,0.01912,0.02253,0.02582,0.02974,0.03486,0.04071,0.04727,0.05661,0.06729,0.07821,0.08985,0.10187,0.11547,0.12972,0.14491,0.1606,0.17679
69,0.00258,0.00461,0.00697,0.00914,0.01108,0.01307,0.01526,0.01795,0.02138,0.02515,0.02903,0.03407,0.03973,0.04618,0.05453,0.06502,0.07674,0.08855,0.1012,0.11481,0.12956,0.14478,0.16048,0.17669,0.19332
70,0.00279,0.00486,0.00745,0.00993,0.01212,0.01425,0.01669,0.01994,0.02375,0.02821,0.03321,0.0387,0.04524,0.05323,0.06377,0.07507,0.08762,0.10048,0.1141,0.12886,0.14462,0.16034,0.17657,0.19323,0.20923
71,0.00301,0.0051,0.00795,0.0108,0.01315,0.01547,0.01831,0.02199,0.02641,0.03163,0.03766,0.04418,0.05176,0.06165,0.07234,0.08523,0.09893,0.11334,0.12812,0.1439,0.1602,0.17645,0.19313,0.20915,0.22499
72,0.00325,0.00539,0.00851,0.01182,0.01425,0.01686,0.02006,0.02427,0.02961,0.03595,0.04292,0.0499,0.0592,0.0698,0.08207,0.09642,0.11172,0.12733,0.14314,0.15947,0.17631,0.19302,0.20907,0.22493,0.24487
73,0.00352,0.00575,0.00918,0.01288,0.0155,0.01833,0.02207,0.02693,0.03344,0.04075,0.04871,0.0574,0.06755,0.07976,0.09515,0.11059,0.12649,0.14234,0.15871,0.1756,0.1929,0.20897,0.22486,0.24482,0.26637
74,0.00391,0.00621,0.01002,0.014,0.01684,0.02016,0.02447,0.03025,0.03786,0.04635,0.05558,0.06489,0.07664,0.09176,0.10812,0.12497,0.14149,0.1579,0.17485,0.19221,0.20887,0.22479,0.24477,0.26634,0.28968
75,0.00432,0.00672,0.01097,0.01521,0.01844,0.02219,0.02721,0.03399,0.04304,0.05259,0.06269,0.07376,0.088,0.10512,0.12302,0.14059,0.15705,0.17406,0.19149,0.20823,0.22471,0.24472,0.2663,0.28967,0.31438
76,0.00481,0.00739,0.01216,0.01695,0.02048,0.02483,0.03077,0.03889,0.0492,0.05965,0.07183,0.08545,0.10214,0.1206,0.13982,0.15629,0.17332,0.1908,0.2076,0.22416,0.24467,0.26627,0.28965,0.31437,0.34003
77,0.00524,0.00798,0.01322,0.0185,0.02252,0.02745,0.03441,0.04441,0.05596,0.06767,0.0831,0.09929,0.11817,0.13905,0.15553,0.1726,0.19011,0.20698,0.2236,0.24419,0.26624,0.28964,0.31437,0.34003,0.36424
78,0.00574,0.00873,0.0145,0.02032,0.02471,0.0307,0.03867,0.05057,0.06377,0.07743,0.0955,0.11462,0.13666,0.15477,0.17187,0.18942,0.20635,0.22305,0.24371,0.26586,0.28962,0.31436,0.34003,0.36424,0.38827
79,0.00622,0.00955,0.01596,0.02221,0.02735,0.03387,0.04337,0.05703,0.07185,0.08869,0.11036,0.13319,0.15401,0.17114,0.18874,0.20572,0.22249,0.24323,0.26547,0.28934,0.31436,0.34003,0.36424,0.38827,0.41168
80,0.00654,0.01055,0.01759,0.02441,0.03002,0.03744,0.04894,0.06412,0.08151,0.10226,0.12839,0.15326,0.17041,0.18805,0.20509,0.22193,0.24275,0.26509,0.28906,0.31421,0.34003,0.36424,0.38827,0.41168,0.43408
81,0.00714,0.01182,0.01981,0.02713,0.03346,0.04273,0.05616,0.07322,0.09392,0.11852,0.14736,0.16968,0.18736,0.20446,0.22138,0.24228,0.2647,0.28879,0.31406,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506
82,0.00789,0.01336,0.02236,0.03021,0.03841,0.04913,0.06489,0.08572,0.11104,0.14234,0.16896,0.18668,0.20384,0.22082,0.2418,0.26431,0.28851,0.31391,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423
83,0.009,0.01531,0.02573,0.03525,0.0448,0.0576,0.07706,0.10432,0.13719,0.16883,0.18599,0.20321,0.22027,0.24132,0.26393,0.28823,0.31377,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019
84,0.01045,0.01778,0.03018,0.04212,0.05379,0.06992,0.09699,0.13304,0.16883,0.18588,0.20259,0.21971,0.24085,0.26354,0.28796,0.31362,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757
85,0.012,0.02079,0.03588,0.05004,0.06446,0.08684,0.12252,0.1578,0.18588,0.2025,0.21916,0.24037,0.26316,0.28769,0.31347,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644
86,0.0137,0.02477,0.0431,0.06037,0.0802,0.11429,0.15096,0.18588,0.2025,0.21909,0.23989,0.26277,0.28741,0.31333,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644,0.5869
87,0.01563,0.02952,0.05179,0.07321,0.10377,0.14568,0.18588,0.2025,0.21909,0.23984,0.26239,0.28713,0.31318,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644,0.5869,0.61902
88,0.01768,0.03502,0.06187,0.09206,0.13592,0.18588,0.2025,0.21909,0.23984,0.26236,0.28685,0.31303,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644,0.5869,0.61902,0.65291
89,0.01988,0.04081,0.07333,0.11639,0.17156,0.2025,0.21909,0.23984,0.26236,0.28684,0.31288,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644,0.5869,0.61902,0.65291,0.68864
90,0.02234,0.04752,0.09106,0.15008,0.2025,0.21909,0.23984,0.26236,0.28684,0.31288,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644,0.5869,0.61902,0.65291,0.68864,0.72634
91,0.02782,0.06499,0.13799,0.2025,0.21909,0.23984,0.26236,0.28684,0.31288,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644,0.5869,0.61902,0.65291,0.68864,0.72634,0.7661
92,0.03891,0.09827,0.2025,0.21909,0.23984,0.26236,0.28684,0.31288,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644,0.5869,0.61902,0.65291,0.68864,0.72634,0.7661,0.80803
93,0.05713,0.14308,0.21909,0.23984,0.26236,0.28684,0.31288,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644,0.5869,0.61902,0.65291,0.68864,0.72634,0.7661,0.80803,0.85225
94,0.08367,0.16959,0.23984,0.26236,0.28684,0.31288,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644,0.5869,0.61902,0.65291,0.68864,0.72634,0.7661,0.80803,0.85225,0.89891
95,0.12008,0.23984,0.26236,0.28684,0.31288,0.34003,0.36424,0.38827,0.41168,0.43408,0.45506,0.47423,0.50019,0.52757,0.55644,0.5869,0.61902,0.65291,0.68864,0.72634,0.7661,0.80803,0.85225,0.89891,0.9481

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Composite Gender-Blended, Male, 40%, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 0. Maximum Ultimate Age: 120",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
