Table Name:,2017 Loaded CSO Preferred Structure Nonsmoker Residual Standard Female ALB,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00012,0.00018,0.00021,0.00024,0.00027,0.00031,0.00036,0.00043,0.0005,0.00057,0.00065,0.00074,0.00085,0.00092,0.00096,0.001,0.00107,0.00117,0.00128,0.00138,0.00147,0.00155,0.00166,0.00179,0.00196
28,0.00011,0.00018,0.00022,0.00024,0.00027,0.00032,0.00038,0.00046,0.00054,0.00062,0.0007,0.0008,0.00089,0.00095,0.00099,0.00104,0.00112,0.00122,0.00133,0.00144,0.00155,0.00166,0.00179,0.00196,0.00218
29,0.00011,0.00019,0.00022,0.00024,0.00028,0.00034,0.00042,0.0005,0.00059,0.00067,0.00075,0.00084,0.00093,0.00098,0.00102,0.00108,0.00118,0.0013,0.00141,0.00153,0.00166,0.00179,0.00196,0.00218,0.00244
30,0.00011,0.00019,0.00023,0.00025,0.0003,0.00037,0.00045,0.00053,0.00062,0.0007,0.00078,0.00087,0.00095,0.00101,0.00106,0.00115,0.00127,0.0014,0.00151,0.00164,0.00179,0.00196,0.00218,0.00244,0.00271
31,0.00011,0.0002,0.00024,0.00027,0.00033,0.00041,0.00049,0.00056,0.00066,0.00073,0.00081,0.0009,0.00099,0.00105,0.00113,0.00124,0.00137,0.0015,0.00162,0.00177,0.00196,0.00218,0.00244,0.00271,0.00298
32,0.00011,0.00021,0.00026,0.00031,0.00038,0.00046,0.00054,0.00061,0.00068,0.00075,0.00083,0.00093,0.00103,0.00112,0.00122,0.00134,0.00148,0.00161,0.00175,0.00194,0.00218,0.00244,0.00271,0.00298,0.00324
33,0.00012,0.00022,0.00029,0.00035,0.00043,0.0005,0.00058,0.00066,0.0007,0.00077,0.00086,0.00096,0.00109,0.00121,0.00133,0.00145,0.0016,0.00175,0.00192,0.00215,0.00244,0.00271,0.00298,0.00324,0.0035
34,0.00013,0.00022,0.00032,0.0004,0.00048,0.00054,0.00063,0.00069,0.00073,0.0008,0.00089,0.00103,0.00119,0.00132,0.00145,0.00158,0.00173,0.0019,0.00212,0.00239,0.00271,0.00298,0.00324,0.0035,0.00376
35,0.00014,0.00024,0.00036,0.00045,0.00052,0.0006,0.00068,0.00072,0.00076,0.00083,0.00096,0.00112,0.0013,0.00144,0.00157,0.00171,0.00187,0.00207,0.00234,0.00265,0.00298,0.00324,0.0035,0.00376,0.00406
36,0.00015,0.00025,0.00039,0.0005,0.00058,0.00066,0.00072,0.00075,0.0008,0.00089,0.00105,0.00123,0.00142,0.00156,0.0017,0.00184,0.00203,0.00226,0.00257,0.00291,0.00324,0.0035,0.00376,0.00406,0.0044
37,0.00017,0.00027,0.00043,0.00055,0.00064,0.00071,0.00075,0.00079,0.00085,0.00098,0.00116,0.00135,0.00154,0.00169,0.00182,0.00198,0.0022,0.00247,0.0028,0.00316,0.0035,0.00376,0.00406,0.0044,0.00479
38,0.00018,0.00028,0.00045,0.00059,0.00068,0.00074,0.00079,0.00084,0.00093,0.00109,0.00129,0.00148,0.00167,0.00181,0.00195,0.00214,0.00238,0.00268,0.00303,0.00341,0.00376,0.00406,0.0044,0.00479,0.00525
39,0.00019,0.0003,0.00046,0.0006,0.00072,0.00078,0.00084,0.00092,0.00103,0.00121,0.00142,0.00161,0.00179,0.00194,0.0021,0.00231,0.00258,0.0029,0.00327,0.00367,0.00406,0.0044,0.00479,0.00525,0.00576
40,0.0002,0.00031,0.00047,0.00062,0.00076,0.00083,0.00091,0.001,0.00114,0.00134,0.00155,0.00174,0.00192,0.00209,0.00228,0.00252,0.00281,0.00314,0.00352,0.00396,0.0044,0.00479,0.00525,0.00576,0.00631
41,0.00021,0.00033,0.00049,0.00065,0.00081,0.00091,0.00099,0.00109,0.00125,0.00148,0.00168,0.00186,0.00206,0.00226,0.00248,0.00275,0.00306,0.0034,0.00381,0.0043,0.00479,0.00525,0.00576,0.00631,0.00691
42,0.00022,0.00035,0.0005,0.0007,0.00088,0.00098,0.00106,0.00118,0.00137,0.0016,0.0018,0.00199,0.00222,0.00247,0.00273,0.00301,0.00334,0.00372,0.00417,0.0047,0.00525,0.00576,0.00631,0.00691,0.00756
43,0.00024,0.00037,0.00053,0.00079,0.00095,0.00105,0.00113,0.00128,0.0015,0.00172,0.00193,0.00214,0.00242,0.00271,0.00299,0.0033,0.00366,0.00406,0.00455,0.00514,0.00576,0.00631,0.00691,0.00756,0.00825
44,0.00028,0.00038,0.00058,0.00089,0.00102,0.00112,0.00122,0.0014,0.00162,0.00185,0.00207,0.00232,0.00265,0.00297,0.00328,0.00362,0.004,0.00444,0.00498,0.00564,0.00631,0.00691,0.00756,0.00825,0.00902
45,0.00031,0.00039,0.00065,0.00096,0.0011,0.0012,0.00132,0.00152,0.00175,0.00198,0.00223,0.00254,0.00292,0.00328,0.0036,0.00396,0.0044,0.0049,0.00549,0.00618,0.00691,0.00756,0.00825,0.00902,0.0099
46,0.00034,0.0004,0.00074,0.00103,0.00118,0.00131,0.00144,0.00165,0.00188,0.00213,0.00242,0.00279,0.00323,0.0036,0.00396,0.00437,0.00486,0.0054,0.00603,0.00676,0.00756,0.00825,0.00902,0.0099,0.01093
47,0.00036,0.00043,0.00086,0.00112,0.00129,0.00143,0.00158,0.0018,0.00203,0.0023,0.00264,0.00308,0.00357,0.00395,0.00436,0.00483,0.00537,0.00595,0.00662,0.00739,0.00825,0.00902,0.0099,0.01093,0.01213
48,0.00037,0.00048,0.00102,0.00124,0.00142,0.00156,0.00175,0.00196,0.00219,0.00249,0.00289,0.00338,0.00392,0.00434,0.00477,0.0053,0.0059,0.00653,0.00725,0.00807,0.00902,0.0099,0.01093,0.01213,0.01354
49,0.00038,0.0006,0.00119,0.00139,0.00156,0.00172,0.00193,0.00213,0.00238,0.00272,0.00316,0.00369,0.00424,0.0047,0.00517,0.00577,0.00643,0.00711,0.00788,0.0088,0.0099,0.01093,0.01213,0.01354,0.01517
50,0.0004,0.00078,0.00136,0.00155,0.00172,0.0019,0.00211,0.00232,0.0026,0.00298,0.00346,0.00399,0.00454,0.00503,0.00558,0.00627,0.00698,0.00771,0.00855,0.00962,0.01093,0.01213,0.01354,0.01517,0.01704
51,0.00041,0.00098,0.00149,0.00168,0.00188,0.00208,0.00229,0.00253,0.00285,0.00329,0.00379,0.00431,0.00485,0.0054,0.00604,0.00681,0.00754,0.00832,0.00931,0.01059,0.01213,0.01354,0.01517,0.01704,0.01917
52,0.00042,0.00115,0.00157,0.0018,0.00203,0.00226,0.0025,0.00278,0.00316,0.00364,0.00415,0.00464,0.00519,0.00581,0.00655,0.00739,0.00819,0.00912,0.0103,0.01176,0.01354,0.01517,0.01704,0.01917,0.02161
53,0.00044,0.00123,0.00164,0.00192,0.00221,0.00247,0.00275,0.00309,0.00352,0.00402,0.00452,0.00499,0.00557,0.00629,0.00714,0.00808,0.00903,0.01017,0.01154,0.01318,0.01517,0.01704,0.01917,0.02161,0.02441
54,0.00045,0.00125,0.0017,0.002,0.00241,0.00272,0.00306,0.00344,0.00391,0.00442,0.00489,0.00537,0.00603,0.00687,0.00786,0.00894,0.01006,0.01139,0.01303,0.015,0.01704,0.01917,0.02161,0.02441,0.0277
55,0.00046,0.00126,0.00173,0.0021,0.00266,0.00303,0.00342,0.00384,0.00433,0.00481,0.00525,0.00578,0.00656,0.00756,0.0087,0.00997,0.01131,0.01285,0.01475,0.01704,0.01917,0.02161,0.02441,0.0277,0.03164
56,0.00047,0.00128,0.00174,0.00225,0.00297,0.0034,0.00382,0.00425,0.00473,0.00516,0.0056,0.00622,0.00716,0.00834,0.00968,0.01116,0.01274,0.01451,0.01664,0.01917,0.02161,0.02441,0.0277,0.03164,0.03629
57,0.00049,0.0013,0.00177,0.00249,0.00334,0.00381,0.00424,0.00465,0.00507,0.00547,0.00596,0.00672,0.00788,0.00926,0.01082,0.01253,0.01434,0.01633,0.01874,0.02161,0.02441,0.0277,0.03164,0.03629,0.04122
58,0.00051,0.00133,0.00184,0.00283,0.00375,0.00423,0.00464,0.00498,0.00535,0.00578,0.00639,0.00737,0.00878,0.0104,0.0122,0.01416,0.01622,0.01846,0.02119,0.02441,0.0277,0.03164,0.03629,0.04122,0.04629
59,0.00057,0.00137,0.00201,0.00322,0.00418,0.00462,0.00496,0.00526,0.00562,0.00615,0.00695,0.00822,0.00991,0.01176,0.01382,0.01603,0.01836,0.02082,0.02398,0.0277,0.03164,0.03629,0.04122,0.04629,0.05209
60,0.00066,0.00142,0.00233,0.00359,0.00457,0.00494,0.00522,0.00551,0.00594,0.00663,0.00773,0.00933,0.01128,0.0134,0.0157,0.01816,0.02073,0.02355,0.02729,0.03164,0.03629,0.04122,0.04629,0.05209,0.05998
61,0.00079,0.00152,0.00275,0.00387,0.00488,0.00518,0.00543,0.00579,0.00638,0.00733,0.00876,0.01068,0.01289,0.01525,0.01776,0.0205,0.02347,0.02707,0.03146,0.03629,0.04122,0.04629,0.05209,0.05998,0.06903
62,0.00094,0.00171,0.00323,0.00419,0.0051,0.0054,0.00572,0.00625,0.00706,0.00831,0.01009,0.01231,0.01474,0.0173,0.02007,0.02315,0.02687,0.03115,0.03629,0.04122,0.04629,0.05209,0.05998,0.06903,0.07801
63,0.0011,0.00204,0.00368,0.00454,0.00524,0.00566,0.00623,0.00699,0.00801,0.00959,0.01169,0.01414,0.01674,0.01951,0.02262,0.02647,0.03096,0.036,0.04122,0.04629,0.05209,0.05998,0.06903,0.07801,0.08824
64,0.00124,0.00251,0.00404,0.00476,0.00541,0.00611,0.00697,0.00792,0.0092,0.01118,0.01354,0.01611,0.01888,0.02186,0.02542,0.03033,0.03546,0.04122,0.04629,0.05209,0.05998,0.06903,0.07801,0.08824,0.09986
65,0.00137,0.00284,0.00431,0.00491,0.00567,0.00675,0.00783,0.00902,0.0107,0.01309,0.01565,0.01827,0.02126,0.02473,0.02885,0.03449,0.04072,0.04629,0.05209,0.05998,0.06903,0.07801,0.08824,0.09986,0.1126
66,0.00151,0.00297,0.00451,0.00506,0.00605,0.00746,0.00881,0.01036,0.01248,0.01527,0.01803,0.02087,0.02391,0.02793,0.03257,0.0389,0.04629,0.05209,0.05998,0.06903,0.07801,0.08824,0.09986,0.1126,0.12627
67,0.00167,0.00308,0.00467,0.00531,0.00661,0.00831,0.00998,0.01193,0.01451,0.01771,0.02075,0.02378,0.02735,0.0318,0.03641,0.04392,0.05209,0.05998,0.06903,0.07801,0.08824,0.09986,0.1126,0.12627,0.14084
68,0.00185,0.00318,0.00484,0.00575,0.00736,0.00933,0.01132,0.0137,0.01677,0.02044,0.02365,0.02724,0.03163,0.03628,0.04204,0.05085,0.05998,0.06903,0.07801,0.08824,0.09986,0.1126,0.12627,0.14084,0.15647
69,0.00204,0.00331,0.00503,0.00629,0.00827,0.01047,0.01278,0.01562,0.01926,0.02344,0.02714,0.03146,0.03617,0.04187,0.05021,0.05988,0.06903,0.07801,0.08824,0.09986,0.1126,0.12627,0.14084,0.15647,0.17253
70,0.00226,0.00348,0.00528,0.00694,0.00931,0.01169,0.01432,0.01769,0.02199,0.02675,0.03131,0.03589,0.0416,0.04926,0.05924,0.06903,0.07801,0.08824,0.09986,0.1126,0.12627,0.14084,0.15647,0.17253,0.18884
71,0.0025,0.00369,0.0056,0.00781,0.01042,0.01295,0.01596,0.01994,0.02499,0.03049,0.03569,0.04054,0.04784,0.05719,0.06817,0.07801,0.08824,0.09986,0.1126,0.12627,0.14084,0.15647,0.17253,0.18884,0.20815
72,0.00276,0.00397,0.00602,0.00885,0.01157,0.01426,0.0177,0.02239,0.02837,0.0347,0.04034,0.04621,0.05497,0.06596,0.07767,0.08824,0.09986,0.1126,0.12627,0.14084,0.15647,0.17253,0.18884,0.20815,0.23156
73,0.00311,0.00432,0.00657,0.00997,0.01276,0.01563,0.01957,0.02515,0.03221,0.0393,0.04539,0.05281,0.06309,0.07567,0.08824,0.09986,0.1126,0.12627,0.14084,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715
74,0.00357,0.00474,0.00729,0.01116,0.01399,0.01709,0.02169,0.02831,0.03646,0.04435,0.05091,0.05975,0.07155,0.08611,0.09986,0.1126,0.12627,0.14084,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478
75,0.00409,0.00524,0.00819,0.01243,0.01529,0.01878,0.02419,0.03194,0.04133,0.05007,0.05787,0.06859,0.08218,0.09819,0.1126,0.12627,0.14084,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407
76,0.00465,0.00585,0.00929,0.01378,0.01676,0.02075,0.02709,0.03618,0.04698,0.05656,0.06711,0.07998,0.09547,0.11197,0.12627,0.14084,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218
77,0.00524,0.00659,0.01061,0.01529,0.01844,0.02301,0.03048,0.04113,0.05343,0.06431,0.07755,0.09277,0.11071,0.12627,0.14084,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726
78,0.00584,0.00751,0.01222,0.01697,0.02032,0.02567,0.03453,0.04699,0.06081,0.07432,0.09008,0.10827,0.12613,0.14084,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191
79,0.00622,0.00863,0.01412,0.01877,0.02247,0.02888,0.03946,0.05399,0.07013,0.08718,0.10599,0.12527,0.14084,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572
80,0.00657,0.00996,0.01626,0.02072,0.025,0.03299,0.04553,0.06247,0.08128,0.10141,0.12362,0.14084,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829
81,0.00714,0.01147,0.01862,0.02287,0.02878,0.03856,0.0531,0.07299,0.0951,0.1188,0.14053,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924
82,0.00801,0.01321,0.02137,0.02643,0.03404,0.04561,0.06326,0.08769,0.11489,0.13887,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109
83,0.00934,0.01526,0.02465,0.03178,0.04062,0.05464,0.07893,0.10948,0.13747,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727
84,0.01087,0.01776,0.02905,0.03822,0.04887,0.06761,0.10059,0.13392,0.15647,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485
85,0.01221,0.02108,0.03489,0.04589,0.05995,0.08897,0.12488,0.15489,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389
86,0.01345,0.0253,0.04183,0.05493,0.07737,0.11759,0.15065,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447
87,0.01481,0.03034,0.05005,0.06853,0.10488,0.14822,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665
88,0.01632,0.03603,0.05973,0.08925,0.13886,0.17253,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051
89,0.01798,0.04239,0.07458,0.11909,0.16832,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612
90,0.0214,0.05274,0.10576,0.1582,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355
91,0.02932,0.07499,0.15322,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355,0.77288
92,0.04367,0.1108,0.18884,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355,0.77288,0.81418
93,0.0659,0.14536,0.20815,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355,0.77288,0.81418,0.8575
94,0.0977,0.18776,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355,0.77288,0.81418,0.8575,0.90289
95,0.1411,0.23156,0.25715,0.28478,0.31407,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355,0.77288,0.81418,0.8575,0.90289,0.95039

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Preferred Structure Nonsmoker, Residual Standard, Female, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
29,0.0005,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00052,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00062,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00107,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00118,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00127,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00132,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00132,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00133,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00133,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00134,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00136,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00141,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00147,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00155,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00166,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00179,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00196,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00218,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00244,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00271,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00298,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00324,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0035,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00376,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00406,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0044,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00479,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00525,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00576,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00631,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00691,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00756,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00825,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00902,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0099,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01093,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01213,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01354,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01517,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01704,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01917,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02161,,,,,,,,,,,,,,,,,,,,,,,,
77,0.02441,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0277,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03164,,,,,,,,,,,,,,,,,,,,,,,,
80,0.03629,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04122,,,,,,,,,,,,,,,,,,,,,,,,
82,0.04629,,,,,,,,,,,,,,,,,,,,,,,,
