Table Name:,2017 Unloaded CSO Preferred Structure Nonsmoker Super Preferred Female ANB,,,,,,,,,,,,,,,,,,,,,,,,
35,7E-05,0.00012,0.00018,0.00024,0.00028,0.00031,0.00036,0.00039,0.00041,0.00044,0.0005,0.00059,0.00069,0.00076,0.00084,0.00091,0.00101,0.00111,0.00125,0.00143,0.00162,0.00178,0.00193,0.00208,0.00225
36,8E-05,0.00014,0.00021,0.00025,0.0003,0.00034,0.00038,0.0004,0.00042,0.00047,0.00055,0.00065,0.00075,0.00083,0.00091,0.00099,0.00109,0.00122,0.00138,0.00158,0.00178,0.00193,0.00208,0.00225,0.00243
37,9E-05,0.00014,0.00022,0.00029,0.00033,0.00037,0.0004,0.00042,0.00045,0.00051,0.0006,0.00071,0.00082,0.0009,0.00098,0.00106,0.00118,0.00133,0.00152,0.00173,0.00193,0.00208,0.00225,0.00243,0.00266
38,9E-05,0.00015,0.00024,0.0003,0.00035,0.00039,0.00042,0.00044,0.00048,0.00057,0.00067,0.00078,0.00089,0.00097,0.00105,0.00115,0.00128,0.00145,0.00165,0.00187,0.00208,0.00225,0.00243,0.00266,0.00292
39,0.0001,0.00016,0.00025,0.00032,0.00038,0.00041,0.00044,0.00047,0.00053,0.00063,0.00074,0.00085,0.00095,0.00104,0.00113,0.00124,0.00139,0.00157,0.00179,0.00202,0.00225,0.00243,0.00266,0.00292,0.00322
40,0.0001,0.00016,0.00025,0.00033,0.0004,0.00043,0.00047,0.00052,0.00059,0.0007,0.00081,0.00092,0.00102,0.00112,0.00121,0.00135,0.00151,0.00171,0.00193,0.00219,0.00243,0.00266,0.00292,0.00322,0.00355
41,0.00011,0.00017,0.00026,0.00034,0.00042,0.00047,0.00052,0.00056,0.00065,0.00077,0.00089,0.00099,0.0011,0.0012,0.00132,0.00147,0.00165,0.00185,0.00209,0.00237,0.00266,0.00292,0.00322,0.00355,0.00392
42,0.00011,0.00018,0.00026,0.00036,0.00045,0.00051,0.00055,0.00061,0.00071,0.00084,0.00095,0.00106,0.00118,0.00131,0.00145,0.00162,0.0018,0.00202,0.00228,0.0026,0.00292,0.00322,0.00355,0.00392,0.00432
43,0.00012,0.00019,0.00027,0.00039,0.00049,0.00055,0.00059,0.00067,0.00078,0.00091,0.00102,0.00113,0.00128,0.00144,0.0016,0.00178,0.00199,0.00223,0.00252,0.00285,0.00322,0.00355,0.00392,0.00432,0.00476
44,0.00014,0.0002,0.00029,0.00045,0.00052,0.00058,0.00063,0.00072,0.00085,0.00097,0.00109,0.00123,0.0014,0.00158,0.00176,0.00195,0.00217,0.00243,0.00274,0.00315,0.00355,0.00392,0.00432,0.00476,0.00523
45,0.00016,0.0002,0.00032,0.0005,0.00057,0.00062,0.00068,0.00079,0.00091,0.00105,0.00118,0.00134,0.00154,0.00174,0.00194,0.00215,0.0024,0.00269,0.00305,0.00347,0.00392,0.00432,0.00476,0.00523,0.00578
46,0.00017,0.00021,0.00036,0.00053,0.00061,0.00067,0.00074,0.00086,0.00099,0.00112,0.00128,0.00148,0.00171,0.00193,0.00213,0.00237,0.00266,0.00299,0.00337,0.00383,0.00432,0.00476,0.00523,0.00578,0.00642
47,0.00019,0.00022,0.00042,0.00057,0.00065,0.00073,0.00081,0.00093,0.00106,0.00121,0.00139,0.00163,0.0019,0.00212,0.00236,0.00264,0.00295,0.00331,0.00373,0.00421,0.00476,0.00523,0.00578,0.00642,0.00718
48,0.00019,0.00023,0.00049,0.00062,0.00072,0.0008,0.0009,0.00102,0.00115,0.00131,0.00153,0.0018,0.00211,0.00236,0.00261,0.00292,0.00328,0.00367,0.00412,0.00464,0.00523,0.00578,0.00642,0.00718,0.00809
49,0.0002,0.00028,0.00059,0.0007,0.0008,0.00088,0.00099,0.00112,0.00125,0.00143,0.00168,0.00198,0.00231,0.00259,0.00286,0.00321,0.00361,0.00404,0.00453,0.0051,0.00578,0.00642,0.00718,0.00809,0.00915
50,0.00021,0.00036,0.00067,0.00079,0.00087,0.00097,0.0011,0.00121,0.00136,0.00157,0.00185,0.00216,0.0025,0.00279,0.00311,0.00352,0.00396,0.00442,0.00496,0.00562,0.00642,0.00718,0.00809,0.00915,0.0104
51,0.00021,0.00046,0.00075,0.00087,0.00097,0.00108,0.00119,0.00132,0.0015,0.00174,0.00203,0.00235,0.00268,0.003,0.00338,0.00385,0.00433,0.00483,0.00543,0.00621,0.00718,0.00809,0.00915,0.0104,0.01186
52,0.00022,0.00058,0.00082,0.00093,0.00105,0.00117,0.0013,0.00146,0.00166,0.00193,0.00224,0.00255,0.00289,0.00325,0.00369,0.00422,0.00471,0.00526,0.00599,0.00695,0.00809,0.00915,0.0104,0.01186,0.01353
53,0.00023,0.00064,0.00086,0.001,0.00114,0.00128,0.00144,0.00162,0.00186,0.00216,0.00246,0.00276,0.00311,0.00353,0.00404,0.00461,0.0052,0.00591,0.00678,0.00783,0.00915,0.0104,0.01186,0.01353,0.01549
54,0.00023,0.00066,0.0009,0.00106,0.00125,0.00142,0.0016,0.00181,0.00208,0.0024,0.0027,0.003,0.00339,0.00388,0.00448,0.00514,0.00583,0.00668,0.0077,0.00893,0.0104,0.01186,0.01353,0.01549,0.01779
55,0.00024,0.00067,0.00092,0.00111,0.00138,0.00158,0.00179,0.00204,0.00233,0.00264,0.00293,0.00325,0.0037,0.0043,0.00499,0.00576,0.00659,0.00758,0.00883,0.0104,0.01186,0.01353,0.01549,0.01779,0.02056
56,0.00025,0.00068,0.00094,0.00117,0.00154,0.00177,0.00202,0.00229,0.00259,0.00288,0.00316,0.00353,0.00408,0.00479,0.0056,0.00652,0.00754,0.0087,0.01013,0.01186,0.01353,0.01549,0.01779,0.02056,0.02392
57,0.00026,0.00069,0.00095,0.00128,0.00174,0.00201,0.00227,0.00254,0.00283,0.00309,0.00339,0.00384,0.00451,0.00535,0.00631,0.00739,0.00858,0.00991,0.01153,0.01353,0.01549,0.01779,0.02056,0.02392,0.02783
58,0.00027,0.00071,0.00098,0.00145,0.00197,0.00226,0.00253,0.00277,0.00302,0.0033,0.00365,0.00421,0.00504,0.00603,0.00716,0.00843,0.00979,0.01132,0.0132,0.01549,0.01779,0.02056,0.02392,0.02783,0.03174
59,0.00028,0.00073,0.00104,0.00168,0.00219,0.00251,0.00276,0.00297,0.00322,0.00352,0.00398,0.0047,0.00572,0.00689,0.0082,0.00967,0.01126,0.01301,0.01517,0.01779,0.02056,0.02392,0.02783,0.03174,0.03603
60,0.00033,0.00076,0.00119,0.00191,0.00243,0.00274,0.00295,0.00314,0.0034,0.0038,0.00442,0.00535,0.00657,0.0079,0.00943,0.01111,0.0129,0.01482,0.01743,0.02056,0.02392,0.02783,0.03174,0.03603,0.0412
61,0.00039,0.00079,0.0014,0.00212,0.0027,0.00292,0.0031,0.00332,0.00366,0.00419,0.00502,0.00619,0.00759,0.00916,0.01087,0.01276,0.01478,0.01714,0.02025,0.02392,0.02783,0.03174,0.03603,0.0412,0.04935
62,0.00047,0.00089,0.00168,0.00225,0.00288,0.00306,0.00326,0.00354,0.00401,0.00474,0.0058,0.0072,0.00879,0.01052,0.01243,0.01456,0.01703,0.02019,0.02392,0.02783,0.03174,0.03603,0.0412,0.04935,0.05648
63,0.00056,0.00102,0.00196,0.00252,0.003,0.00323,0.0035,0.00394,0.00456,0.00549,0.0068,0.00842,0.0102,0.01212,0.01428,0.01676,0.01996,0.02338,0.02783,0.03174,0.03603,0.0412,0.04935,0.05648,0.06462
64,0.00066,0.00127,0.00221,0.0027,0.00309,0.00344,0.00393,0.00452,0.00527,0.00646,0.00798,0.00975,0.01166,0.01378,0.01625,0.01961,0.02327,0.02783,0.03174,0.03603,0.0412,0.04935,0.05648,0.06462,0.07416
65,0.00073,0.00157,0.00241,0.00282,0.00326,0.00384,0.00448,0.00517,0.00617,0.00765,0.00937,0.01124,0.01334,0.01566,0.01859,0.02273,0.02705,0.03174,0.03603,0.0412,0.04935,0.05648,0.06462,0.07416,0.08488
66,0.00081,0.00167,0.00256,0.00293,0.00346,0.00427,0.00507,0.00599,0.00729,0.00907,0.01095,0.0129,0.01521,0.01816,0.02158,0.02613,0.03174,0.03603,0.0412,0.04935,0.05648,0.06462,0.07416,0.08488,0.0967
67,0.0009,0.00174,0.00269,0.00304,0.00378,0.00479,0.00579,0.00698,0.0086,0.01069,0.01279,0.01506,0.01739,0.02061,0.02442,0.02975,0.03603,0.0412,0.04935,0.05648,0.06462,0.07416,0.08488,0.0967,0.10947
68,0.00101,0.00182,0.0028,0.00328,0.00422,0.00542,0.00665,0.00815,0.01011,0.01255,0.0149,0.01726,0.02047,0.02419,0.02772,0.0342,0.0412,0.04935,0.05648,0.06462,0.07416,0.08488,0.0967,0.10947,0.12343
69,0.00112,0.0019,0.00293,0.00364,0.00477,0.00615,0.00763,0.00943,0.0118,0.01464,0.01712,0.02032,0.02394,0.02763,0.03336,0.04086,0.04935,0.05648,0.06462,0.07416,0.08488,0.0967,0.10947,0.12343,0.13872
70,0.00125,0.002,0.00308,0.004,0.00543,0.00698,0.00868,0.01086,0.01369,0.01698,0.02017,0.0237,0.02757,0.03301,0.04057,0.04935,0.05648,0.06462,0.07416,0.08488,0.0967,0.10947,0.12343,0.13872,0.15444
71,0.00139,0.00212,0.00328,0.0045,0.00617,0.00785,0.00982,0.01243,0.01581,0.0196,0.02343,0.02718,0.03248,0.03926,0.04775,0.05648,0.06462,0.07416,0.08488,0.0967,0.10947,0.12343,0.13872,0.15444,0.17179
72,0.00155,0.00228,0.00353,0.00516,0.00695,0.00877,0.01105,0.01417,0.01818,0.02267,0.02694,0.03104,0.03742,0.0457,0.05514,0.06462,0.07416,0.08488,0.0967,0.10947,0.12343,0.13872,0.15444,0.17179,0.19155
73,0.00172,0.00249,0.00385,0.00589,0.00777,0.00974,0.01238,0.01608,0.02092,0.02605,0.03072,0.03621,0.04395,0.05354,0.06462,0.07416,0.08488,0.0967,0.10947,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329
74,0.00199,0.00275,0.00427,0.00668,0.00864,0.01079,0.01385,0.01833,0.02402,0.0298,0.03496,0.04155,0.05052,0.06164,0.07416,0.08488,0.0967,0.10947,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702
75,0.00229,0.00304,0.00481,0.00753,0.00955,0.01194,0.01562,0.02093,0.02755,0.03412,0.03974,0.04765,0.05806,0.07114,0.08488,0.0967,0.10947,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244
76,0.00264,0.00342,0.00548,0.00845,0.01052,0.01326,0.01755,0.02377,0.03144,0.03873,0.04602,0.05582,0.06805,0.08196,0.0967,0.10947,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919
77,0.00299,0.00384,0.0063,0.00942,0.01165,0.01477,0.01979,0.02712,0.03596,0.04398,0.05405,0.06572,0.07971,0.0967,0.10947,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133
78,0.00339,0.00439,0.00725,0.01051,0.01289,0.0165,0.02248,0.03112,0.04125,0.05085,0.06263,0.07669,0.09374,0.10947,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747
79,0.00371,0.00503,0.00841,0.0117,0.01429,0.01859,0.02574,0.03594,0.04741,0.0599,0.07453,0.09179,0.10947,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133
80,0.00385,0.00583,0.00976,0.01299,0.01593,0.02112,0.02974,0.0417,0.05578,0.07136,0.08876,0.10947,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845
81,0.00417,0.00676,0.01127,0.01441,0.01787,0.0245,0.03467,0.04878,0.06478,0.08275,0.10386,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066
82,0.00459,0.00783,0.01293,0.01599,0.02127,0.02913,0.04093,0.05776,0.07769,0.10009,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726
83,0.00528,0.00908,0.01499,0.01934,0.02528,0.03466,0.04979,0.07144,0.09652,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611
84,0.00621,0.01052,0.01738,0.02337,0.03058,0.04222,0.06436,0.09169,0.12343,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277
85,0.00733,0.01239,0.02099,0.02827,0.03699,0.05353,0.08236,0.11006,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686
86,0.00812,0.01498,0.02546,0.03435,0.0469,0.07444,0.10289,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488
87,0.00899,0.01817,0.03098,0.04193,0.06396,0.09917,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583
88,0.00995,0.02206,0.03781,0.05583,0.09157,0.13872,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5
89,0.01102,0.02639,0.04624,0.07584,0.1229,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5
90,0.0122,0.03155,0.06177,0.10695,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5
91,0.01561,0.04197,0.09699,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5
92,0.02275,0.06558,0.15444,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5
93,0.03479,0.10043,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5
94,0.0527,0.12172,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.07809,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Preferred Structure Nonsmoker, Super Preferred, Female, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00024,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00025,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00029,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0003,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00038,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00049,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00062,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00068,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
47,0.0008,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00096,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00105,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00116,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00146,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00162,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00178,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00193,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00208,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00225,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00243,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00266,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00292,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00322,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00355,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00392,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00432,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00476,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00523,,,,,,,,,,,,,,,,,,,,,,,,
69,0.00578,,,,,,,,,,,,,,,,,,,,,,,,
70,0.00642,,,,,,,,,,,,,,,,,,,,,,,,
71,0.00718,,,,,,,,,,,,,,,,,,,,,,,,
72,0.00809,,,,,,,,,,,,,,,,,,,,,,,,
73,0.00915,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0104,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01186,,,,,,,,,,,,,,,,,,,,,,,,
76,0.01353,,,,,,,,,,,,,,,,,,,,,,,,
77,0.01549,,,,,,,,,,,,,,,,,,,,,,,,
78,0.01779,,,,,,,,,,,,,,,,,,,,,,,,
79,0.02056,,,,,,,,,,,,,,,,,,,,,,,,
80,0.02392,,,,,,,,,,,,,,,,,,,,,,,,
81,0.02783,,,,,,,,,,,,,,,,,,,,,,,,
82,0.03174,,,,,,,,,,,,,,,,,,,,,,,,
83,0.03603,,,,,,,,,,,,,,,,,,,,,,,,
