Table Name:,2017 Loaded CSO Smoker Gender-Blended 50% Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0003,0.0004,0.0005,0.00059,0.00069,0.00079,0.00089,0.00102,0.00117,0.00136,0.00154,0.00173,0.00197,0.00218,0.00236,0.00257,0.00285,0.00313,0.00342,0.00374,0.00407,0.00444,0.00485,0.0053,0.0058
31,0.00032,0.00043,0.00055,0.00066,0.00076,0.00087,0.00098,0.00112,0.0013,0.00149,0.00167,0.00185,0.00209,0.00229,0.00248,0.00276,0.00308,0.00338,0.00373,0.00406,0.00444,0.00484,0.0053,0.0058,0.00636
32,0.00032,0.00046,0.00061,0.00072,0.00084,0.00095,0.00108,0.00123,0.00142,0.00162,0.0018,0.00198,0.00221,0.00241,0.00267,0.00299,0.00334,0.00368,0.00405,0.00441,0.00484,0.00529,0.00579,0.00635,0.007
33,0.00034,0.00049,0.00066,0.00079,0.00092,0.00105,0.00118,0.00136,0.00154,0.00175,0.00193,0.0021,0.00233,0.0026,0.00289,0.00324,0.00363,0.004,0.00439,0.00482,0.00529,0.00579,0.00635,0.00699,0.00772
34,0.00035,0.00052,0.00071,0.00086,0.001,0.00114,0.00129,0.00147,0.00166,0.00187,0.00201,0.00222,0.00253,0.00283,0.00315,0.00353,0.00395,0.00435,0.0048,0.00527,0.00579,0.00635,0.00699,0.00771,0.00854
35,0.00037,0.00056,0.00077,0.00092,0.00108,0.00123,0.0014,0.00159,0.00178,0.00195,0.00213,0.00243,0.00275,0.00308,0.00343,0.00385,0.0043,0.00476,0.00526,0.00579,0.00634,0.00698,0.0077,0.00854,0.00945
36,0.0004,0.00061,0.00084,0.00099,0.00116,0.00133,0.00151,0.0017,0.00186,0.00203,0.00238,0.00266,0.003,0.00337,0.00376,0.00422,0.00471,0.00522,0.00578,0.00634,0.00698,0.0077,0.00854,0.00945,0.0105
37,0.00043,0.00065,0.00091,0.00109,0.00126,0.00144,0.00162,0.00178,0.00192,0.00231,0.0026,0.00291,0.00329,0.00369,0.00412,0.00462,0.00517,0.00573,0.00634,0.00697,0.00769,0.00854,0.00945,0.0105,0.01167
38,0.00046,0.00072,0.001,0.00118,0.00136,0.00154,0.0017,0.00183,0.00221,0.00254,0.00286,0.0032,0.00361,0.00406,0.00453,0.00508,0.00568,0.00629,0.00696,0.00768,0.00853,0.00944,0.0105,0.01167,0.01299
39,0.0005,0.00078,0.00108,0.00127,0.00146,0.00163,0.00176,0.00212,0.00244,0.0028,0.00315,0.00352,0.00398,0.00448,0.005,0.00561,0.00625,0.00692,0.00767,0.00853,0.00944,0.01049,0.01167,0.01299,0.01445
40,0.00054,0.00084,0.00116,0.00137,0.00155,0.0017,0.00203,0.00235,0.0027,0.00309,0.00347,0.00389,0.0044,0.00495,0.00552,0.00619,0.00688,0.00762,0.00853,0.00943,0.01049,0.01167,0.01299,0.01445,0.01603
41,0.00058,0.00091,0.00124,0.00146,0.00163,0.00193,0.00225,0.00261,0.00299,0.00342,0.00384,0.00431,0.00488,0.00549,0.00612,0.00683,0.00759,0.00852,0.00942,0.01048,0.01166,0.01299,0.01445,0.01602,0.01778
42,0.00061,0.00097,0.00131,0.00155,0.0018,0.00213,0.0025,0.00289,0.00331,0.00378,0.00425,0.00478,0.00541,0.00608,0.00676,0.00755,0.00852,0.00941,0.01048,0.01165,0.01299,0.01445,0.01602,0.01777,0.01965
43,0.00065,0.00103,0.00138,0.00169,0.00199,0.00237,0.00277,0.0032,0.00366,0.00418,0.00472,0.00531,0.00601,0.00671,0.00749,0.00846,0.0094,0.01046,0.01164,0.01297,0.01445,0.01601,0.01776,0.01965,0.02163
44,0.00069,0.00109,0.0015,0.00186,0.00222,0.00264,0.00308,0.00355,0.00405,0.00464,0.00524,0.0059,0.00663,0.00746,0.00835,0.00939,0.01046,0.01162,0.01296,0.01441,0.01601,0.01775,0.01965,0.02163,0.02371
45,0.00072,0.00118,0.00163,0.00205,0.00246,0.00293,0.00341,0.00393,0.0045,0.00515,0.00582,0.0065,0.00739,0.0083,0.0093,0.01045,0.01161,0.01296,0.01441,0.016,0.01774,0.01965,0.02163,0.02371,0.02593
46,0.00078,0.00127,0.00178,0.00227,0.00273,0.00325,0.00378,0.00435,0.00499,0.00572,0.00642,0.00725,0.00823,0.00925,0.01036,0.0116,0.01295,0.01441,0.01599,0.01766,0.01965,0.02163,0.02371,0.02592,0.02838
47,0.00084,0.00139,0.00196,0.00252,0.00304,0.00361,0.00419,0.00482,0.00554,0.0063,0.00716,0.00816,0.00918,0.01032,0.01155,0.01292,0.01441,0.01597,0.01765,0.01958,0.02162,0.0237,0.02591,0.02834,0.03118
48,0.0009,0.0015,0.00216,0.00281,0.00339,0.00401,0.00464,0.00534,0.00609,0.00703,0.00812,0.00911,0.01026,0.01151,0.01288,0.01438,0.01596,0.01764,0.01954,0.02155,0.0237,0.0259,0.0283,0.03114,0.03413
49,0.00098,0.00163,0.00239,0.00314,0.00378,0.00444,0.00514,0.00587,0.00678,0.00806,0.00906,0.01014,0.01143,0.01281,0.0143,0.01589,0.01763,0.01954,0.02148,0.02359,0.02589,0.02826,0.03111,0.0341,0.03741
50,0.00106,0.00179,0.00266,0.00351,0.00422,0.00493,0.00566,0.00653,0.00794,0.00901,0.01009,0.01131,0.01272,0.01423,0.0158,0.01755,0.01954,0.02147,0.02358,0.02575,0.02823,0.03108,0.03407,0.0374,0.04081
51,0.00115,0.00196,0.00297,0.00395,0.00471,0.00545,0.00636,0.00772,0.00888,0.01003,0.01126,0.01259,0.01413,0.01572,0.01744,0.01946,0.02147,0.02355,0.02567,0.02801,0.03104,0.03403,0.0374,0.04074,0.04451
52,0.00126,0.00214,0.00332,0.00444,0.00527,0.00616,0.00747,0.00864,0.00987,0.01122,0.01257,0.01408,0.01564,0.01739,0.01939,0.02142,0.02353,0.0256,0.02796,0.03077,0.034,0.03739,0.04068,0.04451,0.04821
53,0.00137,0.00236,0.00373,0.005,0.00593,0.00716,0.00838,0.00969,0.01105,0.01254,0.01402,0.0156,0.0173,0.01933,0.02136,0.0235,0.02553,0.02791,0.03071,0.03374,0.03739,0.04061,0.0445,0.04813,0.05212
54,0.0015,0.0026,0.00419,0.00564,0.00682,0.00805,0.0094,0.01086,0.01236,0.01398,0.01557,0.01728,0.0193,0.02131,0.02348,0.02545,0.02786,0.03065,0.0337,0.03731,0.04055,0.04449,0.04804,0.052,0.0562
55,0.00164,0.00288,0.00471,0.00637,0.00769,0.00905,0.01055,0.01216,0.0138,0.01553,0.01725,0.01925,0.02127,0.02345,0.02538,0.02782,0.03059,0.03366,0.03724,0.04048,0.04448,0.04796,0.05188,0.05604,0.06081
56,0.0018,0.00318,0.0053,0.00717,0.00865,0.01017,0.01181,0.01359,0.01534,0.01718,0.01924,0.02119,0.02344,0.02531,0.02777,0.03053,0.03361,0.03721,0.04033,0.04448,0.04788,0.05176,0.05587,0.06081,0.06615
57,0.00198,0.00353,0.00596,0.00806,0.00973,0.01139,0.01321,0.01513,0.01698,0.01914,0.02111,0.02333,0.02515,0.02772,0.03047,0.03357,0.03719,0.04022,0.04435,0.04779,0.05164,0.05571,0.06076,0.06615,0.07233
58,0.00218,0.00393,0.00667,0.00905,0.01091,0.01272,0.01469,0.01676,0.01894,0.021,0.02326,0.02497,0.0276,0.03042,0.03342,0.03707,0.04012,0.04433,0.04763,0.05151,0.05555,0.06072,0.06615,0.07233,0.07905
59,0.0024,0.00438,0.00745,0.01012,0.01218,0.01415,0.01626,0.01845,0.02077,0.02318,0.02487,0.02749,0.03037,0.03335,0.03697,0.03998,0.04431,0.04752,0.05129,0.05538,0.06067,0.06613,0.07233,0.07905,0.08772
60,0.00264,0.00487,0.00827,0.01127,0.01355,0.01566,0.01789,0.02023,0.02269,0.02471,0.02742,0.03029,0.03324,0.03691,0.03983,0.04423,0.04742,0.05113,0.05511,0.06062,0.06611,0.07233,0.07905,0.08772,0.09703
61,0.00292,0.00543,0.00914,0.01249,0.015,0.01723,0.01938,0.02185,0.02443,0.02728,0.03023,0.03311,0.0368,0.03971,0.04416,0.04726,0.05098,0.05487,0.06048,0.06609,0.07227,0.07905,0.08772,0.09703,0.10651
62,0.00322,0.00604,0.01006,0.01378,0.0165,0.01865,0.02081,0.02335,0.02606,0.0292,0.03209,0.03526,0.03951,0.04405,0.04707,0.05071,0.05465,0.06037,0.06607,0.07225,0.07905,0.08772,0.09703,0.10651,0.11913
63,0.00355,0.0067,0.01102,0.01512,0.01807,0.02039,0.02235,0.02477,0.02773,0.03077,0.03391,0.03736,0.04173,0.04686,0.05041,0.05428,0.06021,0.06592,0.07212,0.07888,0.08772,0.09703,0.10651,0.11913,0.13171
64,0.0039,0.00739,0.01202,0.01653,0.01975,0.02187,0.02414,0.027,0.03007,0.03289,0.03618,0.03971,0.04385,0.04986,0.05361,0.0598,0.06573,0.07199,0.07873,0.08772,0.09703,0.10651,0.11913,0.13171,0.14549
65,0.00427,0.00811,0.01308,0.01804,0.02138,0.02377,0.02646,0.02935,0.03218,0.03601,0.03943,0.04259,0.0466,0.05294,0.05905,0.06526,0.07151,0.07859,0.08757,0.09703,0.10651,0.11913,0.13171,0.14549,0.16001
66,0.00466,0.00886,0.01423,0.01972,0.02336,0.02603,0.02881,0.03173,0.03527,0.03928,0.04239,0.04628,0.04944,0.05635,0.06344,0.07083,0.07845,0.08749,0.09703,0.10651,0.11913,0.13171,0.14549,0.16001,0.17507
67,0.00507,0.00966,0.0155,0.02162,0.02555,0.0284,0.03132,0.03481,0.03851,0.04217,0.04597,0.04914,0.05351,0.0615,0.06994,0.07816,0.08745,0.09686,0.10651,0.11913,0.13171,0.14549,0.16001,0.17507,0.1901
68,0.00551,0.01052,0.01694,0.02382,0.02797,0.03089,0.03444,0.03811,0.0418,0.04565,0.04885,0.05343,0.06095,0.0679,0.07734,0.08631,0.09669,0.10621,0.11913,0.13171,0.14549,0.16001,0.17507,0.1901,0.20511
69,0.00599,0.01146,0.01859,0.02631,0.03038,0.034,0.03773,0.04136,0.04475,0.04856,0.05335,0.06041,0.06739,0.07564,0.0857,0.09551,0.106,0.11872,0.13171,0.14549,0.16001,0.17507,0.1901,0.20511,0.21999
70,0.00653,0.0125,0.02046,0.02908,0.03348,0.03728,0.04095,0.0443,0.04841,0.05332,0.05986,0.06688,0.07469,0.08378,0.09476,0.10512,0.1184,0.13171,0.14549,0.16001,0.17507,0.1901,0.20511,0.21999,0.23364
71,0.00714,0.01366,0.02255,0.03209,0.03675,0.04047,0.04381,0.04786,0.05281,0.05915,0.06638,0.07406,0.08152,0.09257,0.10424,0.11766,0.13163,0.14549,0.16001,0.17507,0.1901,0.20511,0.21999,0.23364,0.24648
72,0.00782,0.01492,0.02484,0.03528,0.03989,0.04324,0.04724,0.05224,0.05854,0.06557,0.07341,0.08138,0.09073,0.10165,0.1157,0.13129,0.1453,0.16001,0.17507,0.1901,0.20511,0.21999,0.23364,0.24648,0.26333
73,0.00859,0.0163,0.02731,0.03829,0.04221,0.04609,0.05136,0.05717,0.06398,0.0722,0.07926,0.08865,0.09941,0.11262,0.13041,0.14463,0.16001,0.17507,0.1901,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136
74,0.00943,0.01778,0.02993,0.04039,0.04512,0.05042,0.05582,0.06244,0.07042,0.07793,0.08693,0.0967,0.10888,0.12952,0.14378,0.15942,0.17507,0.1901,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079
75,0.01035,0.01935,0.03271,0.04253,0.04882,0.05445,0.05988,0.0675,0.07598,0.08597,0.09479,0.10876,0.12847,0.14256,0.15866,0.17507,0.1901,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116
76,0.01135,0.02105,0.03508,0.04609,0.0524,0.05869,0.06577,0.07493,0.08435,0.09371,0.10688,0.12712,0.14113,0.15726,0.17507,0.1901,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204
77,0.01242,0.02288,0.03757,0.04998,0.05705,0.06431,0.07192,0.08318,0.09202,0.10551,0.12552,0.13905,0.15545,0.17507,0.1901,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595
78,0.0136,0.02488,0.04026,0.05434,0.06232,0.06924,0.07981,0.09079,0.10349,0.12014,0.13667,0.15281,0.17363,0.1901,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969
79,0.01489,0.02709,0.0432,0.05916,0.06917,0.07525,0.08726,0.10201,0.11634,0.13147,0.14979,0.17127,0.1901,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285
80,0.01635,0.02963,0.04642,0.06519,0.07446,0.08242,0.09777,0.11353,0.12704,0.14616,0.16798,0.1901,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501
81,0.01803,0.03246,0.05044,0.06997,0.08015,0.0921,0.10796,0.12367,0.13779,0.16325,0.18834,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578
82,0.01993,0.0358,0.05484,0.07504,0.08626,0.10023,0.11724,0.13289,0.15734,0.18481,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477
83,0.02221,0.03954,0.05962,0.08029,0.09277,0.10801,0.1245,0.15024,0.17951,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072
84,0.0248,0.04371,0.06473,0.08578,0.09943,0.11459,0.14071,0.17244,0.20511,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808
85,0.02773,0.04831,0.07019,0.09127,0.10536,0.1297,0.1636,0.20057,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694
86,0.03104,0.05335,0.0758,0.09654,0.11408,0.15155,0.19149,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737
87,0.03473,0.05882,0.08139,0.10136,0.13767,0.17787,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947
88,0.03882,0.0646,0.08673,0.11596,0.15971,0.21999,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333
89,0.04325,0.07109,0.09184,0.13732,0.19655,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903
90,0.04795,0.0777,0.10492,0.16328,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669
91,0.05487,0.08562,0.15319,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669,0.76641
92,0.06632,0.12408,0.23364,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669,0.76641,0.80829
93,0.08317,0.16972,0.24648,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669,0.76641,0.80829,0.85246
94,0.1058,0.19072,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669,0.76641,0.80829,0.85246,0.89905
95,0.13497,0.26333,0.28136,0.30079,0.32116,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669,0.76641,0.80829,0.85246,0.89905,0.94818

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Smoker Gender-Blended, 50%, Male, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00062,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00078,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00112,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00127,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00143,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00159,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00177,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00196,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00215,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00233,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00251,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00265,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00279,,,,,,,,,,,,,,,,,,,,,,,,
46,0.003,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00323,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00349,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00377,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00408,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00445,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00485,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0053,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0058,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00636,,,,,,,,,,,,,,,,,,,,,,,,
56,0.007,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00772,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00854,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00946,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0105,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01167,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01299,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01445,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01603,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01779,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01965,,,,,,,,,,,,,,,,,,,,,,,,
67,0.02163,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02372,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02594,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02842,,,,,,,,,,,,,,,,,,,,,,,,
71,0.03121,,,,,,,,,,,,,,,,,,,,,,,,
72,0.03417,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03742,,,,,,,,,,,,,,,,,,,,,,,,
74,0.04087,,,,,,,,,,,,,,,,,,,,,,,,
75,0.04452,,,,,,,,,,,,,,,,,,,,,,,,
76,0.04829,,,,,,,,,,,,,,,,,,,,,,,,
77,0.05225,,,,,,,,,,,,,,,,,,,,,,,,
78,0.05637,,,,,,,,,,,,,,,,,,,,,,,,
79,0.06081,,,,,,,,,,,,,,,,,,,,,,,,
80,0.06615,,,,,,,,,,,,,,,,,,,,,,,,
81,0.07233,,,,,,,,,,,,,,,,,,,,,,,,
82,0.07905,,,,,,,,,,,,,,,,,,,,,,,,
83,0.08772,,,,,,,,,,,,,,,,,,,,,,,,
