Table Name:,2017 Unloaded CSO Preferred Structure Nonsmoker Super Preferred Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00026,0.00035,0.00045,0.00056,0.00061,0.00069,0.00082,0.00096,0.00108,0.00123,0.00141,0.00163,0.00188,0.00215,0.00247,0.00288,0.00334,0.00373,0.00409,0.00449,0.00501,0.00579,0.00661,0.00749,0.00847
46,0.0003,0.00036,0.00049,0.00061,0.00067,0.00077,0.00091,0.00105,0.00118,0.00135,0.00157,0.00181,0.00208,0.00238,0.00274,0.00319,0.00367,0.00408,0.00447,0.00494,0.0056,0.00654,0.00745,0.00844,0.00958
47,0.00033,0.00038,0.00054,0.00066,0.00074,0.00087,0.00102,0.00115,0.00129,0.0015,0.00175,0.00201,0.00229,0.00262,0.00302,0.00351,0.00402,0.00446,0.0049,0.00547,0.00632,0.00742,0.00842,0.00956,0.01087
48,0.00035,0.00041,0.00059,0.00071,0.00083,0.00099,0.00113,0.00126,0.00143,0.00169,0.00196,0.00223,0.00251,0.00287,0.00332,0.00385,0.00439,0.00487,0.00541,0.00612,0.00715,0.00839,0.00954,0.01084,0.01237
49,0.00036,0.00045,0.00064,0.00078,0.00093,0.0011,0.00124,0.00138,0.0016,0.0019,0.00219,0.00244,0.00274,0.00314,0.00364,0.00422,0.0048,0.00534,0.00599,0.00687,0.00809,0.00945,0.01079,0.01234,0.01414
50,0.00037,0.00051,0.00071,0.00086,0.00105,0.00121,0.00134,0.00151,0.00179,0.00213,0.00242,0.00269,0.003,0.00345,0.00401,0.00464,0.00526,0.00588,0.00668,0.00774,0.00911,0.01058,0.01216,0.01402,0.01615
51,0.00037,0.00058,0.00079,0.00096,0.00116,0.0013,0.00143,0.00165,0.002,0.00238,0.00266,0.00297,0.0033,0.00383,0.00446,0.00514,0.00581,0.00654,0.00751,0.00876,0.01027,0.01186,0.01367,0.01584,0.01834
52,0.00037,0.00066,0.00088,0.00108,0.00127,0.00139,0.00155,0.00183,0.00224,0.00264,0.00294,0.00327,0.00368,0.0043,0.00501,0.00576,0.00651,0.00742,0.00851,0.00993,0.0116,0.01337,0.01543,0.01793,0.02079
53,0.00038,0.00074,0.00098,0.00122,0.00137,0.00151,0.00171,0.00205,0.00251,0.00292,0.00324,0.00362,0.00417,0.00491,0.00569,0.00649,0.00739,0.00846,0.00973,0.01131,0.01312,0.01524,0.01769,0.02053,0.02366
54,0.00038,0.0008,0.0011,0.00135,0.00149,0.00163,0.00188,0.00231,0.00281,0.00323,0.0036,0.00408,0.00481,0.00565,0.00648,0.00737,0.00841,0.00963,0.01118,0.01297,0.015,0.01753,0.02039,0.02358,0.02725
55,0.00042,0.00085,0.00123,0.00146,0.0016,0.00177,0.00211,0.00262,0.00313,0.00358,0.00405,0.0047,0.00556,0.00646,0.00735,0.00837,0.00956,0.01105,0.01288,0.01493,0.0173,0.02021,0.02345,0.02721,0.03133
56,0.0005,0.00088,0.00135,0.00158,0.00175,0.00197,0.00242,0.00298,0.00349,0.004,0.0046,0.00542,0.00639,0.00732,0.0083,0.0095,0.01096,0.01272,0.01481,0.01717,0.0199,0.02317,0.02699,0.03133,0.03577
57,0.00061,0.00092,0.00147,0.00172,0.00193,0.00223,0.00278,0.00336,0.00389,0.00449,0.00525,0.00624,0.00729,0.00828,0.0094,0.01082,0.01261,0.01466,0.01703,0.01972,0.02294,0.02671,0.03113,0.03577,0.04081
58,0.00075,0.00097,0.00157,0.00188,0.00211,0.00255,0.00316,0.00375,0.00432,0.00506,0.00599,0.00709,0.00823,0.00938,0.01068,0.01236,0.01451,0.01688,0.01953,0.02257,0.02634,0.03072,0.03577,0.04081,0.04661
59,0.0009,0.00105,0.00166,0.00199,0.00231,0.0029,0.00355,0.00415,0.00481,0.0057,0.00681,0.00802,0.00927,0.01058,0.0121,0.01413,0.01666,0.01938,0.0224,0.02597,0.03029,0.03541,0.04081,0.04661,0.05339
60,0.00104,0.00118,0.00174,0.00208,0.00256,0.00325,0.00392,0.00456,0.00534,0.00641,0.00767,0.009,0.01036,0.01183,0.01369,0.01612,0.01905,0.02219,0.02573,0.02992,0.03488,0.04081,0.04661,0.05339,0.0613
61,0.00113,0.00135,0.00184,0.00221,0.00285,0.0036,0.00428,0.00499,0.00593,0.00717,0.00854,0.00996,0.01145,0.0132,0.01547,0.01834,0.02171,0.02537,0.0296,0.03447,0.04034,0.04661,0.05339,0.0613,0.07054
62,0.00119,0.00155,0.00198,0.00242,0.00319,0.00396,0.00466,0.00548,0.00659,0.00798,0.00945,0.01098,0.01267,0.01478,0.01749,0.02082,0.02467,0.0289,0.0339,0.03955,0.04661,0.05339,0.0613,0.07054,0.08125
63,0.00124,0.00178,0.00219,0.00272,0.00357,0.00433,0.00508,0.00604,0.00733,0.00886,0.01042,0.01207,0.01404,0.01654,0.01969,0.02357,0.02809,0.03317,0.03901,0.04589,0.05339,0.0613,0.07054,0.08125,0.09355
64,0.00129,0.00202,0.00247,0.00309,0.00401,0.00475,0.00559,0.00671,0.00817,0.00986,0.01152,0.01332,0.01561,0.01852,0.02211,0.02664,0.03205,0.03815,0.0452,0.05339,0.0613,0.07054,0.08125,0.09355,0.10727
65,0.00136,0.00228,0.0028,0.00351,0.00452,0.00526,0.0062,0.00749,0.00914,0.01103,0.01285,0.01487,0.01752,0.02085,0.0249,0.03035,0.03707,0.04432,0.05272,0.0613,0.07054,0.08125,0.09355,0.10727,0.12216
66,0.00144,0.00252,0.00318,0.004,0.00511,0.00587,0.00693,0.0084,0.01028,0.01245,0.01455,0.01687,0.01994,0.02374,0.0283,0.03473,0.04301,0.05159,0.0613,0.07054,0.08125,0.09355,0.10727,0.12216,0.13807
67,0.00155,0.00275,0.0036,0.00456,0.0057,0.00659,0.00779,0.00947,0.01165,0.01421,0.01671,0.01958,0.023,0.02734,0.03247,0.03996,0.04967,0.05948,0.07054,0.08125,0.09355,0.10727,0.12216,0.13807,0.15459
68,0.00169,0.00299,0.00407,0.00519,0.00635,0.00741,0.00878,0.01073,0.01343,0.01638,0.01945,0.0229,0.02686,0.03196,0.03784,0.04653,0.0575,0.0687,0.08125,0.09355,0.10727,0.12216,0.13807,0.15459,0.17126
69,0.00184,0.00322,0.00454,0.00586,0.00709,0.00825,0.00984,0.01235,0.01541,0.01883,0.02274,0.02668,0.03173,0.03772,0.04527,0.05486,0.0674,0.08027,0.09355,0.10727,0.12216,0.13807,0.15459,0.17126,0.18763
70,0.00199,0.00342,0.005,0.0065,0.00776,0.0091,0.01115,0.01416,0.01741,0.02143,0.02644,0.03154,0.0375,0.04492,0.0532,0.06441,0.07881,0.09355,0.10727,0.12216,0.13807,0.15459,0.17126,0.18763,0.20297
71,0.00215,0.00361,0.00546,0.00718,0.00848,0.01027,0.01274,0.01595,0.01978,0.02476,0.03107,0.03734,0.04449,0.05276,0.06122,0.07473,0.09095,0.10727,0.12216,0.13807,0.15459,0.17126,0.18763,0.20297,0.21845
72,0.00234,0.00385,0.006,0.00796,0.00957,0.01177,0.01453,0.01805,0.02291,0.02906,0.03687,0.04426,0.05238,0.06099,0.07256,0.08847,0.10588,0.12216,0.13807,0.15459,0.17126,0.18763,0.20297,0.21845,0.23554
73,0.00258,0.0042,0.00669,0.00896,0.01099,0.01352,0.01675,0.02084,0.02681,0.03421,0.04393,0.0522,0.0608,0.07134,0.08634,0.1045,0.12216,0.13807,0.15459,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392
74,0.00286,0.00465,0.00754,0.0102,0.01258,0.01564,0.01952,0.02437,0.03155,0.04035,0.05197,0.06065,0.07083,0.08461,0.10143,0.12094,0.13807,0.15459,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364
75,0.00314,0.00513,0.00845,0.01163,0.01449,0.01815,0.02272,0.02855,0.03706,0.04711,0.06013,0.07021,0.0837,0.10036,0.11969,0.13807,0.15459,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431
76,0.00335,0.00547,0.00916,0.0129,0.01636,0.02054,0.02587,0.03341,0.04314,0.05427,0.0691,0.08236,0.09941,0.11916,0.13807,0.15459,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552
77,0.0035,0.00574,0.00972,0.01398,0.01797,0.02297,0.02907,0.03892,0.04981,0.06221,0.08055,0.09761,0.11713,0.13807,0.15459,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699
78,0.00366,0.00601,0.01034,0.01514,0.01968,0.02555,0.03269,0.04418,0.05634,0.07133,0.09397,0.11426,0.13632,0.15459,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854
79,0.0038,0.00628,0.01099,0.01637,0.0215,0.02789,0.03647,0.04879,0.06278,0.08167,0.10899,0.13433,0.15459,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981
80,0.00403,0.00672,0.01204,0.01822,0.02394,0.0311,0.04138,0.05467,0.07207,0.09534,0.12589,0.15459,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044
81,0.0044,0.00742,0.01367,0.02085,0.02746,0.03563,0.04816,0.06432,0.08588,0.11552,0.14836,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009
82,0.00495,0.00847,0.01597,0.02447,0.03243,0.0421,0.05766,0.07889,0.10667,0.14476,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384
83,0.00577,0.01009,0.01957,0.03009,0.04011,0.05277,0.07249,0.10166,0.14069,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501
84,0.0068,0.0122,0.02428,0.0375,0.05052,0.06766,0.09352,0.12749,0.17126,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956
85,0.00812,0.01488,0.0303,0.04718,0.06476,0.08806,0.11953,0.15845,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817
86,0.00974,0.01833,0.03824,0.06068,0.08469,0.11491,0.15583,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107
87,0.01149,0.02237,0.04788,0.07772,0.11002,0.1537,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731
88,0.01327,0.0267,0.05906,0.09801,0.13989,0.18763,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5
89,0.01521,0.03146,0.07213,0.12295,0.1751,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5
90,0.01834,0.04378,0.10029,0.16503,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5
91,0.02472,0.06775,0.15723,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5
92,0.03598,0.10252,0.20297,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5
93,0.05297,0.13425,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5
94,0.07622,0.18343,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.10608,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Preferred Structure Nonsmoker, Super Preferred, Male, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00046,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00039,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00037,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00096,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00108,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00115,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00122,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00126,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00131,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00136,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00141,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00147,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00155,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00165,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00177,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00192,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00208,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00224,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00239,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00252,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00266,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00282,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00301,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00327,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00361,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00401,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00447,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00498,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00554,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00616,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00684,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00762,,,,,,,,,,,,,,,,,,,,,,,,
69,0.00853,,,,,,,,,,,,,,,,,,,,,,,,
70,0.00961,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01092,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01248,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01429,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01637,,,,,,,,,,,,,,,,,,,,,,,,
75,0.0187,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02129,,,,,,,,,,,,,,,,,,,,,,,,
77,0.02419,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0275,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03133,,,,,,,,,,,,,,,,,,,,,,,,
80,0.03577,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04081,,,,,,,,,,,,,,,,,,,,,,,,
82,0.04661,,,,,,,,,,,,,,,,,,,,,,,,
83,0.05339,,,,,,,,,,,,,,,,,,,,,,,,
84,0.0613,,,,,,,,,,,,,,,,,,,,,,,,
