Table Name:,2017 Loaded CSO Smoker Gender-Blended 60% Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00049,0.00051,0.00054,0.00057,0.0006,0.00062,0.00064,0.00066,0.00068,0.00071,0.00076,0.00082,0.00092,0.00103,0.00114,0.00127,0.00146,0.00166,0.00186,0.00207,0.00228,0.00248,0.00265,0.0028,0.00299
22,0.00046,0.00048,0.00051,0.00054,0.00057,0.00059,0.00062,0.00064,0.00069,0.00074,0.00079,0.0009,0.001,0.00112,0.00125,0.00144,0.00164,0.00183,0.00205,0.00227,0.00246,0.00264,0.00279,0.00298,0.00322
23,0.00043,0.00046,0.00048,0.00052,0.00055,0.00058,0.00061,0.00065,0.00071,0.00077,0.00086,0.00098,0.00109,0.00122,0.00141,0.00162,0.00181,0.00202,0.00224,0.00244,0.00263,0.00279,0.00297,0.00321,0.00346
24,0.00041,0.00044,0.00046,0.0005,0.00054,0.00057,0.00062,0.00068,0.00075,0.00083,0.00094,0.00105,0.00119,0.00136,0.00159,0.00179,0.002,0.00221,0.00242,0.00261,0.00277,0.00296,0.00319,0.00346,0.00373
25,0.00039,0.00042,0.00045,0.00049,0.00053,0.00058,0.00064,0.00072,0.0008,0.0009,0.00102,0.00115,0.00132,0.00154,0.00175,0.00196,0.00218,0.00239,0.00259,0.00276,0.00296,0.00319,0.00345,0.00373,0.00403
26,0.00036,0.0004,0.00045,0.00049,0.00054,0.0006,0.00068,0.00077,0.00086,0.00099,0.00112,0.00126,0.00149,0.00171,0.00192,0.00215,0.00237,0.00256,0.00275,0.00296,0.00319,0.00344,0.00373,0.00403,0.00437
27,0.00033,0.00039,0.00045,0.0005,0.00057,0.00064,0.00073,0.00082,0.00094,0.00107,0.00122,0.0014,0.00164,0.00188,0.00209,0.00232,0.00253,0.00272,0.00293,0.00318,0.00344,0.00372,0.00403,0.00437,0.00477
28,0.00032,0.0004,0.00046,0.00053,0.00061,0.0007,0.00079,0.0009,0.00103,0.00118,0.00135,0.00154,0.0018,0.00203,0.00225,0.00246,0.00268,0.0029,0.00316,0.00343,0.00372,0.00403,0.00437,0.00476,0.00519
29,0.00031,0.00042,0.0005,0.00059,0.00068,0.00077,0.00087,0.00098,0.00113,0.0013,0.00149,0.00168,0.00194,0.00217,0.00238,0.00259,0.00284,0.00312,0.0034,0.00371,0.00402,0.00437,0.00476,0.00519,0.00567
30,0.00032,0.00044,0.00055,0.00065,0.00075,0.00085,0.00096,0.00108,0.00125,0.00144,0.00163,0.00181,0.00208,0.00229,0.00249,0.00275,0.00306,0.00336,0.00368,0.00401,0.00436,0.00475,0.00518,0.00567,0.00621
31,0.00033,0.00047,0.00061,0.00072,0.00083,0.00093,0.00104,0.00119,0.00137,0.00158,0.00177,0.00195,0.0022,0.00241,0.00264,0.00296,0.0033,0.00364,0.004,0.00435,0.00475,0.00518,0.00567,0.0062,0.00681
32,0.00034,0.0005,0.00066,0.00079,0.00091,0.00102,0.00114,0.00131,0.00151,0.00172,0.0019,0.00208,0.00232,0.00257,0.00285,0.0032,0.00358,0.00395,0.00433,0.00473,0.00518,0.00566,0.0062,0.00681,0.0075
33,0.00036,0.00053,0.00071,0.00085,0.00098,0.00112,0.00126,0.00144,0.00163,0.00185,0.002,0.0022,0.00247,0.00278,0.00309,0.00347,0.00388,0.00429,0.00472,0.00517,0.00566,0.0062,0.0068,0.00749,0.00828
34,0.00036,0.00056,0.00077,0.00091,0.00105,0.00121,0.00137,0.00156,0.00176,0.00195,0.0021,0.00236,0.00268,0.00301,0.00336,0.00378,0.00423,0.00466,0.00515,0.00564,0.00619,0.00679,0.00748,0.00827,0.00916
35,0.00039,0.0006,0.00083,0.00097,0.00114,0.0013,0.00148,0.00168,0.00186,0.00202,0.00228,0.00258,0.00293,0.00328,0.00366,0.00412,0.00461,0.0051,0.00564,0.00618,0.00679,0.00748,0.00827,0.00916,0.01015
36,0.00042,0.00064,0.0009,0.00106,0.00123,0.00141,0.0016,0.00178,0.00192,0.0022,0.00251,0.00282,0.00319,0.00359,0.00401,0.00451,0.00504,0.00559,0.00618,0.00678,0.00747,0.00827,0.00916,0.01015,0.01129
37,0.00044,0.0007,0.00098,0.00115,0.00133,0.00152,0.0017,0.00184,0.00209,0.00245,0.00276,0.00309,0.00349,0.00393,0.0044,0.00494,0.00553,0.00612,0.00678,0.00746,0.00826,0.00915,0.01015,0.01129,0.01257
38,0.00048,0.00076,0.00106,0.00125,0.00144,0.00162,0.00177,0.002,0.00235,0.0027,0.00303,0.00339,0.00385,0.00433,0.00484,0.00544,0.00608,0.00672,0.00745,0.00825,0.00915,0.01015,0.01128,0.01256,0.01399
39,0.00052,0.00083,0.00115,0.00135,0.00154,0.0017,0.00192,0.00225,0.0026,0.00297,0.00334,0.00375,0.00425,0.00478,0.00535,0.00599,0.00668,0.00739,0.00825,0.00914,0.01014,0.01128,0.01256,0.01399,0.01555
40,0.00057,0.0009,0.00123,0.00145,0.00163,0.00184,0.00216,0.0025,0.00287,0.00328,0.00369,0.00415,0.0047,0.0053,0.00591,0.00662,0.00735,0.00822,0.00914,0.01014,0.01128,0.01256,0.01399,0.01555,0.01725
41,0.00061,0.00097,0.00131,0.00154,0.00176,0.00206,0.00241,0.00278,0.00318,0.00363,0.00409,0.0046,0.00522,0.00587,0.00654,0.0073,0.00819,0.00913,0.01013,0.01127,0.01256,0.01399,0.01554,0.01725,0.01912
42,0.00065,0.00104,0.00139,0.00166,0.00194,0.00229,0.00268,0.00309,0.00353,0.00402,0.00453,0.0051,0.00579,0.00649,0.00724,0.00814,0.00913,0.01012,0.01126,0.01254,0.01399,0.01554,0.01724,0.01911,0.0211
43,0.00069,0.0011,0.00148,0.00182,0.00215,0.00255,0.00298,0.00342,0.0039,0.00446,0.00503,0.00568,0.00642,0.0072,0.00806,0.00908,0.01011,0.01125,0.01253,0.01397,0.01554,0.01723,0.0191,0.02109,0.02318
44,0.00073,0.00118,0.00161,0.002,0.00239,0.00284,0.00331,0.0038,0.00433,0.00495,0.0056,0.00629,0.00713,0.00801,0.00898,0.0101,0.01125,0.01253,0.01397,0.01552,0.01722,0.0191,0.02109,0.02318,0.02539
45,0.00078,0.00127,0.00176,0.00221,0.00266,0.00316,0.00367,0.0042,0.0048,0.0055,0.00621,0.007,0.00795,0.00894,0.01001,0.01124,0.01252,0.01396,0.01551,0.01718,0.01909,0.02109,0.02318,0.02538,0.02778
46,0.00084,0.00138,0.00192,0.00245,0.00296,0.0035,0.00406,0.00465,0.00533,0.0061,0.0069,0.00786,0.00887,0.00998,0.01118,0.01251,0.01396,0.01551,0.01717,0.01903,0.02109,0.02317,0.02537,0.02776,0.03049
47,0.0009,0.0015,0.00212,0.00273,0.0033,0.00389,0.0045,0.00516,0.0059,0.00678,0.00779,0.00882,0.00993,0.01114,0.01247,0.01394,0.0155,0.01716,0.01901,0.02103,0.02317,0.02536,0.02773,0.03044,0.03348
48,0.00098,0.00163,0.00234,0.00305,0.00368,0.00432,0.00498,0.0057,0.00654,0.0077,0.00878,0.00985,0.01108,0.01243,0.01388,0.01546,0.01715,0.019,0.02099,0.02309,0.02536,0.0277,0.0304,0.03344,0.03674
49,0.00106,0.00178,0.00261,0.00342,0.00411,0.00479,0.0055,0.00631,0.00752,0.00874,0.0098,0.01098,0.01235,0.01383,0.01539,0.01709,0.019,0.02098,0.02306,0.02525,0.02767,0.03036,0.03339,0.03671,0.04022
50,0.00116,0.00194,0.00291,0.00385,0.00459,0.00531,0.00613,0.00729,0.00863,0.00975,0.01093,0.01225,0.01375,0.01533,0.01701,0.01893,0.02098,0.02304,0.0252,0.02752,0.03031,0.03336,0.03669,0.04017,0.04391
51,0.00126,0.00213,0.00326,0.00434,0.00514,0.00595,0.00709,0.00842,0.00963,0.01089,0.01222,0.01367,0.01526,0.01695,0.01885,0.02093,0.02303,0.02515,0.02745,0.0301,0.03332,0.03666,0.04013,0.04386,0.04772
52,0.00138,0.00235,0.00366,0.00489,0.00577,0.00686,0.00817,0.00944,0.01075,0.01218,0.01364,0.01522,0.01688,0.0188,0.02087,0.023,0.02509,0.02737,0.03004,0.03309,0.03664,0.04009,0.04382,0.04767,0.05158
53,0.0015,0.00259,0.00412,0.00553,0.00659,0.00787,0.00918,0.01059,0.01204,0.0136,0.01517,0.01685,0.01876,0.02082,0.02296,0.02504,0.0273,0.02999,0.03304,0.0365,0.04005,0.04377,0.04761,0.05146,0.05559
54,0.00165,0.00286,0.00465,0.00625,0.00752,0.00885,0.0103,0.01188,0.01346,0.01514,0.01682,0.01872,0.02078,0.02292,0.02499,0.02723,0.02993,0.03298,0.03644,0.03998,0.04373,0.04756,0.05134,0.05542,0.05994
55,0.00182,0.00317,0.00525,0.00706,0.00848,0.00995,0.01156,0.01329,0.01499,0.01677,0.01871,0.02073,0.02289,0.02493,0.02716,0.02988,0.03293,0.03641,0.03988,0.04369,0.0475,0.05122,0.05525,0.05984,0.06485
56,0.002,0.00352,0.00592,0.00797,0.00954,0.01117,0.01293,0.01482,0.01662,0.01863,0.02069,0.02281,0.02485,0.02709,0.02982,0.03287,0.03637,0.03981,0.04356,0.04745,0.05109,0.05508,0.05971,0.06485,0.07043
57,0.0022,0.00392,0.00665,0.00895,0.01071,0.01249,0.01441,0.01644,0.01847,0.02059,0.02274,0.02471,0.02696,0.02976,0.03278,0.0363,0.03975,0.0435,0.04732,0.05097,0.05491,0.05958,0.06482,0.07043,0.07663
58,0.00242,0.00436,0.00744,0.01003,0.01198,0.0139,0.01597,0.01813,0.02041,0.02266,0.02463,0.02682,0.02968,0.03271,0.03619,0.03963,0.04343,0.04725,0.05077,0.05474,0.05946,0.06478,0.07043,0.07663,0.08408
59,0.00267,0.00486,0.00828,0.01119,0.01334,0.0154,0.0176,0.01989,0.02231,0.02452,0.02673,0.02959,0.03264,0.03613,0.03952,0.04332,0.04719,0.05062,0.05449,0.05933,0.06474,0.07042,0.07663,0.08408,0.09299
60,0.00296,0.00542,0.00917,0.01242,0.01476,0.01695,0.01915,0.02158,0.02414,0.02659,0.02952,0.03254,0.03604,0.03943,0.04322,0.04708,0.05048,0.05427,0.05912,0.0647,0.07037,0.07663,0.08408,0.09299,0.10246
61,0.00326,0.00603,0.01009,0.0137,0.01623,0.01843,0.02056,0.02308,0.02578,0.02888,0.03192,0.0351,0.0393,0.04311,0.04695,0.05027,0.05407,0.05893,0.06462,0.07035,0.07659,0.08408,0.09299,0.10246,0.11347
62,0.0036,0.0067,0.01105,0.01502,0.01776,0.01998,0.02196,0.02445,0.02734,0.03056,0.03372,0.03715,0.04168,0.0468,0.05003,0.05375,0.05873,0.0645,0.07026,0.07648,0.08408,0.09299,0.10246,0.11347,0.12604
63,0.00396,0.0074,0.01203,0.01639,0.01937,0.02154,0.02357,0.02621,0.02933,0.03237,0.03569,0.03923,0.04372,0.0497,0.05331,0.05838,0.06435,0.07012,0.07631,0.08397,0.09299,0.10246,0.11347,0.12604,0.13931
64,0.00434,0.00813,0.01306,0.01783,0.02098,0.02318,0.02562,0.02855,0.03162,0.035,0.03842,0.04177,0.0461,0.05277,0.05777,0.06399,0.06982,0.07615,0.0838,0.09299,0.10246,0.11347,0.12604,0.13931,0.15355
65,0.00475,0.00888,0.01414,0.01939,0.02277,0.02526,0.02801,0.031,0.03423,0.03825,0.04152,0.04517,0.04892,0.05599,0.06279,0.06934,0.07585,0.08367,0.09289,0.10246,0.11347,0.12604,0.13931,0.15355,0.16843
66,0.00516,0.00967,0.01532,0.02115,0.02485,0.02762,0.03053,0.03379,0.03743,0.04134,0.04487,0.04858,0.0523,0.06012,0.06792,0.0754,0.08355,0.09276,0.10246,0.11347,0.12604,0.13931,0.15355,0.16843,0.18357
67,0.00561,0.01051,0.01663,0.02319,0.0272,0.03015,0.03343,0.03701,0.04073,0.04457,0.04824,0.05211,0.05807,0.06558,0.07444,0.08279,0.09263,0.10219,0.11347,0.12604,0.13931,0.15355,0.16843,0.18357,0.19862
68,0.00609,0.01142,0.01814,0.02552,0.0297,0.03302,0.03666,0.04032,0.04391,0.0479,0.05192,0.05772,0.06498,0.07225,0.082,0.09134,0.10197,0.11305,0.12604,0.13931,0.15355,0.16843,0.18357,0.19862,0.21352
69,0.00662,0.01243,0.01987,0.02816,0.03253,0.03625,0.03995,0.0435,0.04735,0.05175,0.05737,0.06439,0.07144,0.07992,0.09064,0.10079,0.11273,0.12578,0.13931,0.15355,0.16843,0.18357,0.19862,0.21352,0.22775
70,0.00723,0.01356,0.02181,0.03106,0.03574,0.03951,0.04309,0.04692,0.05147,0.05698,0.0638,0.07082,0.07815,0.08829,0.09995,0.11176,0.12553,0.13931,0.15355,0.16843,0.18357,0.19862,0.21352,0.22775,0.24087
71,0.00791,0.01481,0.02396,0.03417,0.03898,0.04262,0.04644,0.051,0.05651,0.06302,0.07024,0.07771,0.08598,0.09724,0.11034,0.12487,0.13916,0.15355,0.16843,0.18357,0.19862,0.21352,0.22775,0.24087,0.25516
72,0.00868,0.01617,0.02629,0.03729,0.04183,0.04564,0.05034,0.0556,0.06196,0.06925,0.07649,0.08488,0.09494,0.10713,0.12331,0.13856,0.15343,0.16843,0.18357,0.19862,0.21352,0.22775,0.24087,0.25516,0.27228
73,0.00953,0.01763,0.02876,0.03996,0.04467,0.04934,0.05454,0.06051,0.06754,0.07523,0.08323,0.09251,0.10401,0.121,0.13753,0.15268,0.16843,0.18357,0.19862,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075
74,0.01046,0.01918,0.03137,0.04229,0.04809,0.05345,0.0585,0.06524,0.07334,0.08208,0.09101,0.10247,0.11844,0.13637,0.15171,0.16805,0.18357,0.19862,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057
75,0.01147,0.02083,0.03389,0.04519,0.05158,0.0573,0.06303,0.07112,0.08026,0.08999,0.10089,0.11761,0.13498,0.15028,0.16755,0.18357,0.19862,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132
76,0.01255,0.0226,0.03632,0.04881,0.05545,0.06187,0.06885,0.07893,0.08831,0.09968,0.11589,0.13307,0.14849,0.16672,0.18357,0.19862,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341
77,0.01372,0.0245,0.03891,0.05277,0.06015,0.06699,0.07584,0.08686,0.0978,0.11282,0.13086,0.14594,0.16493,0.18357,0.19862,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674
78,0.015,0.02659,0.04172,0.05715,0.06599,0.07246,0.08352,0.09618,0.10992,0.12589,0.14303,0.16225,0.18274,0.19862,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978
79,0.01642,0.02893,0.04479,0.06228,0.07203,0.07904,0.09243,0.10751,0.12176,0.13856,0.1589,0.18139,0.19862,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211
80,0.01802,0.03156,0.04841,0.06755,0.07753,0.08744,0.10277,0.11835,0.13248,0.15451,0.17872,0.19862,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335
81,0.01985,0.03459,0.05261,0.07246,0.08343,0.0964,0.11252,0.12803,0.14742,0.17443,0.19765,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312
82,0.02198,0.0381,0.0572,0.07761,0.08975,0.10438,0.12084,0.14115,0.16866,0.19571,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422
83,0.02449,0.04201,0.06213,0.08298,0.09635,0.11161,0.13227,0.16142,0.19282,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034
84,0.02732,0.04634,0.0674,0.08846,0.10267,0.12197,0.15217,0.18693,0.21352,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783
85,0.03052,0.05108,0.07293,0.09384,0.10994,0.14078,0.17802,0.211,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676
86,0.0341,0.05625,0.07852,0.09889,0.12644,0.16546,0.20601,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721
87,0.03807,0.06175,0.08399,0.1088,0.14981,0.19861,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924
88,0.04239,0.06778,0.08922,0.12729,0.1779,0.22775,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292
89,0.04701,0.0743,0.09831,0.15125,0.21443,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833
90,0.05281,0.08197,0.1297,0.19734,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554
91,0.06188,0.10512,0.19287,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554,0.77462
92,0.07583,0.1468,0.24087,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554,0.77462,0.81563
93,0.0953,0.18067,0.25516,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554,0.77462,0.81563,0.85864
94,0.12074,0.22449,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554,0.77462,0.81563,0.85864,0.90368
95,0.15369,0.27228,0.29075,0.31057,0.33132,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554,0.77462,0.81563,0.85864,0.90368,0.9508

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Smoker Gender-Blended, 60%, Male, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00061,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0008,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
33,0.001,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00111,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00123,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00137,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00153,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00171,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00191,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00212,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00232,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00251,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00269,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00283,,,,,,,,,,,,,,,,,,,,,,,,
45,0.003,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00322,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00347,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00374,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00404,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00438,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00477,,,,,,,,,,,,,,,,,,,,,,,,
52,0.0052,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00567,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00621,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00682,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00751,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00829,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00916,,,,,,,,,,,,,,,,,,,,,,,,
59,0.01016,,,,,,,,,,,,,,,,,,,,,,,,
60,0.01129,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01257,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01399,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01555,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01726,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01912,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0211,,,,,,,,,,,,,,,,,,,,,,,,
67,0.02318,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0254,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02781,,,,,,,,,,,,,,,,,,,,,,,,
70,0.03053,,,,,,,,,,,,,,,,,,,,,,,,
71,0.03352,,,,,,,,,,,,,,,,,,,,,,,,
72,0.03676,,,,,,,,,,,,,,,,,,,,,,,,
73,0.04026,,,,,,,,,,,,,,,,,,,,,,,,
74,0.04395,,,,,,,,,,,,,,,,,,,,,,,,
75,0.04777,,,,,,,,,,,,,,,,,,,,,,,,
76,0.0517,,,,,,,,,,,,,,,,,,,,,,,,
77,0.05577,,,,,,,,,,,,,,,,,,,,,,,,
78,0.06004,,,,,,,,,,,,,,,,,,,,,,,,
79,0.06485,,,,,,,,,,,,,,,,,,,,,,,,
80,0.07043,,,,,,,,,,,,,,,,,,,,,,,,
81,0.07663,,,,,,,,,,,,,,,,,,,,,,,,
82,0.08408,,,,,,,,,,,,,,,,,,,,,,,,
83,0.09299,,,,,,,,,,,,,,,,,,,,,,,,
84,0.10246,,,,,,,,,,,,,,,,,,,,,,,,
