Table Name:,2015 VBT Unismoke Female ALB,,,,,,,,,,,,,,,,,,,,,,,,
6,7E-05,7E-05,7E-05,7E-05,8E-05,8E-05,7E-05,8E-05,0.00012,0.00019,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041
7,7E-05,7E-05,7E-05,8E-05,8E-05,7E-05,8E-05,0.00012,0.00019,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041,0.00044
8,7E-05,7E-05,8E-05,8E-05,7E-05,8E-05,0.00012,0.00019,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041,0.00044,0.00048
9,7E-05,8E-05,8E-05,7E-05,8E-05,0.00012,0.00019,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041,0.00044,0.00048,0.00052
10,8E-05,8E-05,7E-05,8E-05,0.00012,0.00019,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041,0.00044,0.00048,0.00052,0.00057
11,8E-05,7E-05,8E-05,0.00012,0.00019,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041,0.00044,0.00048,0.00052,0.00057,0.00064
12,7E-05,8E-05,0.00012,0.00019,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041,0.00044,0.00048,0.00052,0.00057,0.00064,0.00072
13,8E-05,0.00012,0.00019,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041,0.00044,0.00048,0.00052,0.00057,0.00064,0.00072,0.0008
14,0.00012,0.00019,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041,0.00044,0.00048,0.00052,0.00057,0.00064,0.00072,0.0008,0.00087
15,0.00019,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041,0.00044,0.00048,0.00052,0.00057,0.00064,0.00072,0.0008,0.00087,0.00093
16,0.00024,0.00027,0.00027,0.00027,0.00027,0.00029,0.00032,0.00035,0.00036,0.00036,0.00035,0.00035,0.00036,0.00038,0.00041,0.00044,0.00048,0.00052,0.00057,0.00064,0.00072,0.0008,0.00087,0.00093,0.00098
17,0.00027,0.00026,0.00027,0.00027,0.00028,0.00032,0.00036,0.00037,0.00035,0.00034,0.00034,0.00036,0.00039,0.00042,0.00044,0.00047,0.00052,0.00057,0.00064,0.00072,0.0008,0.00088,0.00093,0.00098,0.00102
18,0.00027,0.00027,0.00026,0.00027,0.00027,0.00028,0.00029,0.00029,0.00029,0.00031,0.00033,0.00034,0.00036,0.00038,0.00042,0.00049,0.00057,0.00064,0.00072,0.0008,0.00087,0.00093,0.00098,0.00102,0.00106
19,0.00026,0.00025,0.00025,0.00025,0.00026,0.00027,0.00027,0.00027,0.00029,0.00031,0.00033,0.00035,0.00037,0.00039,0.00046,0.00054,0.00062,0.00072,0.0008,0.00087,0.00093,0.00098,0.00102,0.00106,0.0011
20,0.00021,0.00022,0.00023,0.00024,0.00025,0.00025,0.00025,0.00026,0.00029,0.00032,0.00034,0.00035,0.00037,0.00043,0.0005,0.00058,0.00068,0.00078,0.00086,0.00093,0.00098,0.00102,0.00106,0.0011,0.00114
21,0.00018,0.0002,0.00022,0.00023,0.00023,0.00023,0.00024,0.00027,0.0003,0.00033,0.00035,0.00036,0.0004,0.00047,0.00055,0.00064,0.00073,0.00082,0.00091,0.00098,0.00102,0.00106,0.0011,0.00114,0.00121
22,0.00016,0.0002,0.00021,0.00021,0.00021,0.00022,0.00025,0.00028,0.00031,0.00034,0.00035,0.00039,0.00045,0.00052,0.00061,0.0007,0.00078,0.00086,0.00094,0.00101,0.00106,0.0011,0.00114,0.00121,0.00131
23,0.00015,0.00019,0.00019,0.00019,0.0002,0.00022,0.00026,0.00029,0.00032,0.00035,0.00038,0.00043,0.00049,0.00058,0.00067,0.00075,0.00082,0.00089,0.00097,0.00105,0.0011,0.00114,0.00121,0.00131,0.00141
24,0.00014,0.00017,0.00017,0.00018,0.0002,0.00023,0.00026,0.0003,0.00033,0.00037,0.00042,0.00047,0.00055,0.00063,0.00072,0.00079,0.00085,0.00093,0.00101,0.00108,0.00114,0.00121,0.00131,0.00141,0.00152
25,0.00012,0.00015,0.00016,0.00018,0.00021,0.00024,0.00027,0.00031,0.00035,0.0004,0.00045,0.00052,0.00061,0.00069,0.00077,0.00083,0.00089,0.00097,0.00105,0.00113,0.00121,0.00131,0.00141,0.00152,0.00164
26,0.00011,0.00014,0.00016,0.00018,0.00021,0.00024,0.00028,0.00032,0.00038,0.00043,0.00049,0.00057,0.00067,0.00075,0.00081,0.00086,0.00093,0.00101,0.0011,0.0012,0.00131,0.00141,0.00152,0.00164,0.00178
27,0.0001,0.00014,0.00016,0.00019,0.00022,0.00025,0.00029,0.00035,0.00041,0.00047,0.00054,0.00063,0.00072,0.00079,0.00084,0.0009,0.00097,0.00106,0.00116,0.00128,0.00141,0.00152,0.00164,0.00178,0.00194
28,9E-05,0.00014,0.00017,0.00019,0.00022,0.00026,0.00031,0.00038,0.00044,0.00052,0.00059,0.00068,0.00076,0.00082,0.00088,0.00094,0.00102,0.00112,0.00124,0.00138,0.00152,0.00164,0.00178,0.00194,0.00211
29,0.0001,0.00015,0.00018,0.0002,0.00024,0.00028,0.00034,0.00041,0.00049,0.00056,0.00064,0.00072,0.0008,0.00086,0.00092,0.00099,0.00109,0.00121,0.00133,0.00149,0.00164,0.00178,0.00194,0.00211,0.0023
30,0.0001,0.00016,0.00019,0.00022,0.00026,0.00031,0.00038,0.00046,0.00053,0.0006,0.00067,0.00075,0.00083,0.0009,0.00096,0.00105,0.00118,0.00131,0.00144,0.0016,0.00178,0.00194,0.00211,0.0023,0.00251
31,0.0001,0.00016,0.0002,0.00024,0.00029,0.00035,0.00042,0.0005,0.00057,0.00064,0.0007,0.00079,0.00087,0.00094,0.00102,0.00113,0.00127,0.00141,0.00156,0.00173,0.00194,0.00211,0.0023,0.00251,0.00274
32,0.00011,0.00017,0.00022,0.00027,0.00033,0.0004,0.00047,0.00054,0.0006,0.00067,0.00074,0.00082,0.00092,0.001,0.00111,0.00123,0.00137,0.00152,0.00167,0.00187,0.00211,0.0023,0.00251,0.00274,0.003
33,0.00011,0.00018,0.00025,0.00031,0.00037,0.00044,0.00051,0.00057,0.00063,0.00069,0.00077,0.00086,0.00098,0.00109,0.0012,0.00133,0.00148,0.00163,0.00181,0.00203,0.0023,0.00251,0.00274,0.003,0.0033
34,0.00012,0.0002,0.00028,0.00035,0.00042,0.00048,0.00055,0.00061,0.00065,0.00072,0.00081,0.00093,0.00107,0.00119,0.00131,0.00145,0.0016,0.00177,0.00198,0.00223,0.00251,0.00274,0.003,0.0033,0.00363
35,0.00013,0.00021,0.00031,0.00039,0.00046,0.00052,0.00059,0.00064,0.00069,0.00076,0.00088,0.00102,0.00117,0.0013,0.00143,0.00157,0.00174,0.00193,0.00217,0.00245,0.00274,0.003,0.0033,0.00363,0.00401
36,0.00015,0.00023,0.00034,0.00043,0.0005,0.00057,0.00063,0.00067,0.00072,0.00083,0.00098,0.00113,0.00129,0.00142,0.00156,0.00171,0.0019,0.00212,0.00239,0.00269,0.003,0.0033,0.00363,0.00401,0.00443
37,0.00016,0.00025,0.00037,0.00048,0.00055,0.00061,0.00066,0.00071,0.0008,0.00094,0.00108,0.00124,0.00141,0.00155,0.0017,0.00187,0.00209,0.00234,0.00264,0.00297,0.0033,0.00363,0.00401,0.00443,0.00492
38,0.00017,0.00027,0.0004,0.00051,0.00059,0.00065,0.0007,0.00078,0.00089,0.00104,0.0012,0.00137,0.00154,0.0017,0.00186,0.00206,0.0023,0.00258,0.00291,0.00327,0.00363,0.00401,0.00443,0.00492,0.00546
39,0.00019,0.00028,0.00041,0.00053,0.00062,0.00068,0.00076,0.00087,0.00099,0.00115,0.00132,0.0015,0.00168,0.00185,0.00204,0.00227,0.00254,0.00285,0.0032,0.0036,0.00401,0.00443,0.00492,0.00546,0.00608
40,0.00019,0.0003,0.00043,0.00055,0.00066,0.00074,0.00084,0.00095,0.00109,0.00127,0.00146,0.00164,0.00183,0.00203,0.00224,0.0025,0.0028,0.00314,0.00353,0.00397,0.00443,0.00492,0.00546,0.00608,0.00676
41,0.0002,0.00032,0.00045,0.00058,0.00071,0.00082,0.00092,0.00104,0.0012,0.0014,0.00159,0.00178,0.002,0.00222,0.00246,0.00276,0.00309,0.00346,0.00389,0.00439,0.00492,0.00546,0.00608,0.00676,0.00753
42,0.00021,0.00033,0.00047,0.00063,0.00077,0.00089,0.001,0.00114,0.00132,0.00154,0.00173,0.00194,0.00218,0.00244,0.00273,0.00306,0.00342,0.00383,0.00431,0.00486,0.00546,0.00608,0.00676,0.00753,0.00837
43,0.00023,0.00035,0.0005,0.0007,0.00084,0.00096,0.00108,0.00125,0.00145,0.00167,0.00188,0.00211,0.00239,0.00269,0.00302,0.00339,0.00379,0.00424,0.00478,0.0054,0.00608,0.00676,0.00753,0.00837,0.00931
44,0.00025,0.00036,0.00055,0.00078,0.00091,0.00104,0.00118,0.00137,0.00159,0.00182,0.00204,0.0023,0.00263,0.00298,0.00334,0.00375,0.0042,0.00471,0.00531,0.00601,0.00676,0.00753,0.00837,0.00931,0.01035
45,0.00027,0.00038,0.00061,0.00086,0.00099,0.00113,0.00129,0.0015,0.00173,0.00198,0.00222,0.00253,0.00291,0.00331,0.00371,0.00416,0.00468,0.00526,0.00593,0.00669,0.00753,0.00837,0.00931,0.01035,0.01149
46,0.0003,0.0004,0.00068,0.00093,0.00108,0.00124,0.00142,0.00164,0.00189,0.00215,0.00242,0.0028,0.00324,0.00367,0.00412,0.00464,0.00523,0.00588,0.00661,0.00743,0.00837,0.00931,0.01035,0.01149,0.01274
47,0.00031,0.00043,0.00077,0.00102,0.00119,0.00137,0.00157,0.00181,0.00205,0.00233,0.00266,0.0031,0.0036,0.00408,0.00459,0.00518,0.00585,0.00656,0.00736,0.00827,0.00931,0.01035,0.01149,0.01274,0.0141
48,0.00033,0.00048,0.00089,0.00112,0.00131,0.00151,0.00173,0.00198,0.00224,0.00256,0.00293,0.00343,0.00399,0.00453,0.00509,0.00576,0.00652,0.0073,0.00818,0.00919,0.01035,0.01149,0.01274,0.0141,0.01559
49,0.00035,0.00056,0.00102,0.00126,0.00145,0.00167,0.00191,0.00216,0.00246,0.00282,0.00323,0.00377,0.00438,0.00498,0.00561,0.00637,0.00721,0.00807,0.00905,0.01017,0.01149,0.01274,0.0141,0.01559,0.01725
50,0.00036,0.00068,0.00115,0.0014,0.00161,0.00184,0.0021,0.00237,0.00271,0.00312,0.00357,0.00413,0.00478,0.00543,0.00615,0.00701,0.00792,0.00887,0.00995,0.01119,0.01274,0.0141,0.01559,0.01725,0.01911
51,0.00038,0.00082,0.00126,0.00153,0.00177,0.00203,0.00231,0.00262,0.00299,0.00346,0.00394,0.00454,0.00521,0.00593,0.00675,0.0077,0.00868,0.00972,0.01092,0.01234,0.0141,0.01559,0.01725,0.01911,0.02121
52,0.0004,0.00094,0.00136,0.00166,0.00194,0.00223,0.00254,0.0029,0.00333,0.00384,0.00435,0.00498,0.00569,0.0065,0.00742,0.00846,0.00952,0.01068,0.01205,0.01365,0.01559,0.01725,0.01911,0.02121,0.0236
53,0.00042,0.00101,0.00144,0.0018,0.00214,0.00246,0.00282,0.00323,0.00372,0.00427,0.0048,0.00545,0.00622,0.00713,0.00818,0.00931,0.01048,0.01181,0.01335,0.01515,0.01725,0.01911,0.02121,0.0236,0.0263
54,0.00044,0.00106,0.00153,0.00193,0.00236,0.00274,0.00315,0.00361,0.00415,0.00473,0.00527,0.00597,0.00684,0.00787,0.00902,0.01026,0.01156,0.01308,0.01486,0.01695,0.01911,0.02121,0.0236,0.0263,0.02934
55,0.00047,0.0011,0.00161,0.00207,0.00262,0.00305,0.00352,0.00402,0.00459,0.00518,0.00574,0.00651,0.00751,0.00866,0.00993,0.01131,0.01282,0.01454,0.01656,0.01889,0.02121,0.0236,0.0263,0.02934,0.03278
56,0.00049,0.00114,0.00167,0.00224,0.00292,0.0034,0.00391,0.00445,0.00503,0.00561,0.00619,0.00706,0.00819,0.00949,0.01091,0.01249,0.01424,0.01617,0.01838,0.02097,0.0236,0.0263,0.02934,0.03278,0.03677
57,0.00051,0.00119,0.00175,0.00248,0.00326,0.00379,0.00433,0.00488,0.00545,0.00603,0.00665,0.00765,0.00893,0.0104,0.01201,0.01382,0.01578,0.01792,0.0204,0.02332,0.0263,0.02934,0.03278,0.03677,0.04141
58,0.00054,0.00125,0.00186,0.00278,0.00365,0.00421,0.00475,0.00528,0.00585,0.00646,0.00716,0.00832,0.0098,0.01145,0.01327,0.01531,0.01752,0.0199,0.02269,0.02594,0.02934,0.03278,0.03677,0.04141,0.04666
59,0.00059,0.00132,0.00204,0.00313,0.00406,0.00462,0.00515,0.00567,0.00624,0.00692,0.00776,0.00913,0.01079,0.01262,0.01467,0.01693,0.01935,0.02195,0.02509,0.02874,0.03278,0.03677,0.04141,0.04666,0.05266
60,0.00067,0.00139,0.00232,0.00348,0.00447,0.00501,0.00551,0.00604,0.00667,0.00746,0.0085,0.01007,0.01192,0.01398,0.01623,0.01869,0.02131,0.02419,0.02778,0.03202,0.03677,0.04141,0.04666,0.05266,0.05953
61,0.00076,0.00151,0.00267,0.00379,0.00484,0.00536,0.00586,0.00644,0.00717,0.00815,0.00939,0.01119,0.01328,0.01556,0.01802,0.02071,0.02367,0.02714,0.03139,0.03622,0.04141,0.04666,0.05266,0.05953,0.06738
62,0.00088,0.00168,0.00306,0.00415,0.00517,0.0057,0.00626,0.00695,0.00784,0.00899,0.01047,0.01256,0.01488,0.01737,0.02007,0.02308,0.02666,0.03083,0.03589,0.04106,0.04666,0.05266,0.05953,0.06738,0.07612
63,0.001,0.00194,0.00345,0.00453,0.00546,0.00608,0.00679,0.00765,0.00866,0.01002,0.01177,0.01412,0.0166,0.0193,0.0223,0.02599,0.03035,0.03539,0.04078,0.04638,0.05266,0.05953,0.06738,0.07612,0.08566
64,0.00112,0.0023,0.00379,0.00485,0.00577,0.00657,0.00749,0.00845,0.00963,0.01132,0.0133,0.01577,0.01835,0.02124,0.02467,0.02935,0.03445,0.04023,0.04577,0.052,0.05953,0.06738,0.07612,0.08566,0.09611
65,0.00123,0.00257,0.0041,0.00513,0.00615,0.00719,0.00824,0.00935,0.01085,0.01288,0.01504,0.01752,0.02025,0.02358,0.0276,0.03308,0.03923,0.04507,0.05121,0.05869,0.06738,0.07612,0.08566,0.09611,0.10746
66,0.00135,0.00273,0.00437,0.00542,0.00659,0.00784,0.00906,0.01046,0.01232,0.01465,0.01693,0.01957,0.02255,0.0265,0.03125,0.0375,0.04463,0.05076,0.05825,0.06696,0.07612,0.08566,0.09611,0.10746,0.11954
67,0.00148,0.00288,0.00463,0.00579,0.00714,0.00857,0.01005,0.01179,0.01398,0.01658,0.01902,0.02199,0.02565,0.03023,0.03534,0.04253,0.05026,0.05778,0.0665,0.07567,0.08566,0.09611,0.10746,0.11954,0.1323
68,0.00163,0.00303,0.0049,0.00629,0.00779,0.00945,0.01122,0.01327,0.01577,0.01867,0.0214,0.02504,0.02952,0.03457,0.04059,0.04868,0.05714,0.06585,0.07498,0.08497,0.09611,0.10746,0.11954,0.1323,0.14588
69,0.00179,0.00319,0.0052,0.00687,0.00858,0.01047,0.01247,0.01479,0.01769,0.0211,0.0244,0.02878,0.03379,0.03969,0.04745,0.05631,0.06517,0.07426,0.08423,0.09537,0.10746,0.11954,0.1323,0.14588,0.15987
70,0.00196,0.00337,0.00554,0.00752,0.00952,0.01155,0.01371,0.0164,0.0199,0.02395,0.02801,0.03284,0.03871,0.04596,0.05489,0.06445,0.0735,0.08346,0.0946,0.10669,0.11954,0.1323,0.14588,0.15987,0.17425
71,0.00216,0.00359,0.00594,0.00833,0.0105,0.01257,0.01498,0.01824,0.02247,0.0272,0.03191,0.0371,0.04409,0.0526,0.06259,0.0727,0.08264,0.09377,0.10588,0.11874,0.1323,0.14588,0.15987,0.17425,0.19071
72,0.00237,0.00385,0.00642,0.00924,0.01141,0.01357,0.01642,0.02037,0.02541,0.03089,0.03604,0.04201,0.05011,0.0601,0.07131,0.08178,0.09291,0.10502,0.11789,0.13149,0.14588,0.15987,0.17425,0.19071,0.20982
73,0.00264,0.00418,0.00699,0.01009,0.01227,0.01472,0.01811,0.02282,0.02877,0.03497,0.04041,0.04755,0.05704,0.06866,0.08089,0.092,0.10411,0.11701,0.13063,0.14507,0.15987,0.17425,0.19071,0.20982,0.23048
74,0.00299,0.00454,0.00768,0.01092,0.01329,0.01608,0.02005,0.02565,0.03255,0.03937,0.04512,0.05361,0.06468,0.07784,0.09106,0.10316,0.11608,0.12973,0.14421,0.15908,0.17425,0.19071,0.20982,0.23048,0.25251
75,0.0034,0.00501,0.00853,0.01199,0.01456,0.01771,0.0224,0.02896,0.03681,0.04422,0.05111,0.06143,0.07394,0.08819,0.10224,0.11515,0.12882,0.14334,0.15827,0.17351,0.19071,0.20982,0.23048,0.25251,0.27555
76,0.00385,0.00558,0.00955,0.01332,0.01607,0.0197,0.02518,0.03276,0.04162,0.04983,0.05914,0.0711,0.08506,0.10045,0.11428,0.12796,0.1425,0.15746,0.17276,0.19004,0.20982,0.23048,0.25251,0.27555,0.29921
77,0.00434,0.00627,0.01071,0.01481,0.0178,0.02202,0.02832,0.03705,0.04719,0.05675,0.06806,0.0818,0.09791,0.1134,0.12709,0.14165,0.15666,0.17202,0.18938,0.20925,0.23048,0.25251,0.27555,0.29921,0.32314
78,0.00486,0.0071,0.01208,0.01648,0.01982,0.02458,0.03193,0.04215,0.05373,0.06533,0.07851,0.09481,0.11176,0.12622,0.14081,0.15585,0.17128,0.18871,0.20868,0.23003,0.25251,0.27555,0.29921,0.32314,0.34698
79,0.00525,0.0081,0.01368,0.01834,0.02206,0.02747,0.03628,0.04826,0.06168,0.07592,0.09169,0.11001,0.12535,0.13996,0.15505,0.17054,0.18805,0.20811,0.22958,0.25221,0.27555,0.29921,0.32314,0.34698,0.37036
80,0.00565,0.00928,0.0155,0.02032,0.02446,0.03117,0.04159,0.05542,0.07089,0.08765,0.10648,0.12448,0.13912,0.15425,0.1698,0.18738,0.20754,0.22913,0.25192,0.27543,0.29921,0.32314,0.34698,0.37036,0.39292
81,0.00623,0.01062,0.01752,0.02234,0.0277,0.03597,0.04795,0.06399,0.0822,0.10213,0.12216,0.13827,0.15344,0.16905,0.18672,0.20697,0.22868,0.25162,0.27531,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143
82,0.00702,0.01217,0.01986,0.02531,0.03202,0.04175,0.05607,0.07584,0.09832,0.1205,0.13742,0.15264,0.16831,0.18606,0.2064,0.22823,0.25132,0.27519,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413
83,0.0081,0.01395,0.0226,0.02958,0.03731,0.04891,0.06838,0.09327,0.11893,0.13742,0.15183,0.16757,0.18539,0.20583,0.22778,0.25102,0.27508,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205
84,0.0093,0.0161,0.02618,0.03464,0.04379,0.05906,0.08548,0.11341,0.13742,0.15183,0.16683,0.18473,0.20526,0.22734,0.25072,0.27496,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769
85,0.01044,0.0189,0.03084,0.04065,0.05251,0.07576,0.10552,0.13373,0.15183,0.16683,0.18406,0.20469,0.22689,0.25042,0.27484,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068
86,0.01159,0.0224,0.03636,0.04777,0.06625,0.09898,0.13006,0.15183,0.16683,0.18406,0.20412,0.22644,0.25012,0.27473,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065
87,0.01287,0.02657,0.04291,0.05856,0.08854,0.1277,0.15183,0.16683,0.18406,0.20412,0.22599,0.24982,0.27461,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723
88,0.0143,0.0313,0.05068,0.07549,0.11775,0.15183,0.16683,0.18406,0.20412,0.22599,0.24952,0.27449,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5
89,0.01587,0.03662,0.06261,0.10038,0.146,0.16683,0.18406,0.20412,0.22599,0.24952,0.27438,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5
90,0.01882,0.04475,0.08807,0.1366,0.16683,0.18406,0.20412,0.22599,0.24952,0.27438,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5
91,0.02529,0.063,0.13175,0.16683,0.18406,0.20412,0.22599,0.24952,0.27438,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5
92,0.03682,0.09384,0.16683,0.18406,0.20412,0.22599,0.24952,0.27438,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5
93,0.0546,0.12337,0.18406,0.20412,0.22599,0.24952,0.27438,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5
94,0.08008,0.16292,0.20412,0.22599,0.24952,0.27438,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.11495,0.20412,0.22599,0.24952,0.27438,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Unismoke Table - Female, Age Last Birthday, Ultimate",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",0,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00022,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00012,,,,,,,,,,,,,,,,,,,,,,,,
