Table Name:,2017 Loaded CSO Nonsmoker Gender-Blended 60% Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00029,0.00031,0.0003,0.00029,0.00028,0.0003,0.00031,0.00035,0.00037,0.00043,0.00046,0.00051,0.00057,0.00065,0.00072,0.00079,0.00089,0.00101,0.00111,0.00119,0.00126,0.00129,0.00136,0.00149,0.00164
25,0.00025,0.00028,0.00026,0.00025,0.00027,0.00028,0.00031,0.00035,0.00038,0.00044,0.00048,0.00055,0.00061,0.00069,0.00076,0.00083,0.00093,0.00104,0.00113,0.00119,0.00126,0.00131,0.00143,0.00158,0.00174
26,0.00021,0.00024,0.00024,0.00025,0.00026,0.00028,0.00031,0.00036,0.0004,0.00047,0.00052,0.00059,0.00066,0.00074,0.00081,0.00088,0.00099,0.00109,0.00116,0.00121,0.00128,0.00139,0.00152,0.00169,0.00187
27,0.00019,0.00022,0.00022,0.00024,0.00026,0.00028,0.00033,0.00038,0.00042,0.0005,0.00057,0.00064,0.00071,0.00079,0.00087,0.00094,0.00104,0.00113,0.00119,0.00126,0.00136,0.00149,0.00165,0.00182,0.00203
28,0.00017,0.0002,0.00022,0.00025,0.00027,0.0003,0.00034,0.0004,0.00045,0.00055,0.00062,0.0007,0.00077,0.00085,0.00092,0.00099,0.00109,0.00117,0.00125,0.00134,0.00146,0.00161,0.00179,0.00199,0.00222
29,0.00016,0.0002,0.00022,0.00026,0.00029,0.00033,0.00037,0.00043,0.00049,0.00059,0.00068,0.00076,0.00082,0.0009,0.00097,0.00104,0.00113,0.00122,0.00132,0.00144,0.00157,0.00175,0.00195,0.00218,0.00245
30,0.00015,0.00018,0.00023,0.00026,0.00029,0.00033,0.00039,0.00045,0.00051,0.00062,0.0007,0.00077,0.00083,0.00092,0.00099,0.00109,0.00121,0.00132,0.00142,0.00155,0.00171,0.00191,0.00214,0.00241,0.0027
31,0.00013,0.00017,0.00023,0.00027,0.0003,0.00035,0.0004,0.00047,0.00056,0.00065,0.00072,0.00079,0.00086,0.00094,0.00103,0.00116,0.00129,0.0014,0.00152,0.00167,0.00186,0.00209,0.00236,0.00265,0.00295
32,0.00013,0.00018,0.00024,0.00028,0.00033,0.00037,0.00044,0.00051,0.0006,0.00069,0.00076,0.00082,0.00091,0.00099,0.00111,0.00124,0.00138,0.0015,0.00164,0.00181,0.00204,0.0023,0.00259,0.00289,0.00319
33,0.00014,0.00018,0.00026,0.00031,0.00035,0.00041,0.00048,0.00056,0.00064,0.00073,0.00079,0.00086,0.00095,0.00106,0.00119,0.00133,0.00148,0.00162,0.00177,0.00198,0.00224,0.00253,0.00284,0.00314,0.00342
34,0.00014,0.00019,0.00029,0.00034,0.00039,0.00045,0.00052,0.0006,0.00069,0.00076,0.00082,0.0009,0.00102,0.00115,0.00128,0.00143,0.00158,0.00174,0.00192,0.00216,0.00246,0.00278,0.00309,0.00339,0.00366
35,0.00015,0.0002,0.00031,0.00037,0.00043,0.00049,0.00056,0.00065,0.00072,0.00079,0.00086,0.00097,0.00111,0.00124,0.00138,0.00154,0.0017,0.00187,0.00209,0.00237,0.0027,0.00303,0.00336,0.00365,0.00393
36,0.00016,0.00021,0.00034,0.0004,0.00047,0.00054,0.00062,0.0007,0.00077,0.00083,0.00093,0.00106,0.00121,0.00135,0.0015,0.00165,0.00183,0.00202,0.00229,0.00261,0.00297,0.00331,0.00363,0.00393,0.00426
37,0.00016,0.00023,0.00036,0.00046,0.00053,0.00059,0.00067,0.00074,0.0008,0.0009,0.00102,0.00116,0.00132,0.00147,0.00162,0.00178,0.00197,0.00221,0.00251,0.00287,0.00325,0.0036,0.00393,0.00426,0.00466
38,0.00016,0.00025,0.0004,0.00049,0.00056,0.00064,0.00072,0.00078,0.00087,0.00099,0.00113,0.00128,0.00144,0.00159,0.00174,0.00192,0.00215,0.00242,0.00277,0.00317,0.00357,0.00393,0.00426,0.00466,0.00514
39,0.00017,0.00028,0.00043,0.00053,0.00061,0.0007,0.00076,0.00085,0.00095,0.00109,0.00125,0.0014,0.00156,0.00172,0.00189,0.00209,0.00235,0.00267,0.00306,0.00349,0.00391,0.00426,0.00466,0.00511,0.00571
40,0.00018,0.00032,0.00046,0.00056,0.00066,0.00074,0.00082,0.00092,0.00104,0.00121,0.00137,0.00153,0.0017,0.00188,0.00206,0.00229,0.00259,0.00296,0.0034,0.00385,0.00426,0.00466,0.00509,0.00565,0.00633
41,0.00021,0.00035,0.00049,0.0006,0.00071,0.0008,0.00089,0.00099,0.00115,0.00133,0.00149,0.00165,0.00185,0.00205,0.00226,0.00254,0.00289,0.00331,0.00377,0.00423,0.00466,0.00508,0.00559,0.00627,0.00697
42,0.00023,0.00039,0.00052,0.00064,0.00077,0.00086,0.00094,0.00107,0.00125,0.00144,0.00161,0.00179,0.00201,0.00225,0.0025,0.00283,0.00323,0.00369,0.00416,0.00463,0.00508,0.00555,0.00615,0.00687,0.00766
43,0.00026,0.00043,0.00055,0.0007,0.00082,0.00091,0.00101,0.00116,0.00136,0.00155,0.00173,0.00194,0.0022,0.00248,0.00277,0.00315,0.00361,0.00411,0.00459,0.00504,0.00553,0.00609,0.00678,0.00757,0.00844
44,0.0003,0.00045,0.00059,0.00077,0.00088,0.00097,0.00109,0.00127,0.00147,0.00167,0.00187,0.00211,0.00242,0.00273,0.00307,0.0035,0.00401,0.00451,0.00498,0.00547,0.00603,0.0067,0.00749,0.00837,0.00931
45,0.00035,0.00047,0.00064,0.00085,0.00094,0.00104,0.00119,0.00139,0.00158,0.00179,0.00202,0.00232,0.00266,0.00301,0.0034,0.00388,0.00442,0.00494,0.00542,0.00598,0.00661,0.00742,0.00833,0.00928,0.01031
46,0.0004,0.00049,0.0007,0.00091,0.00101,0.00114,0.00131,0.00151,0.00171,0.00194,0.00222,0.00255,0.00293,0.00332,0.00374,0.00428,0.00485,0.00537,0.00592,0.00653,0.00728,0.00825,0.00923,0.01028,0.0115
47,0.00043,0.0005,0.00078,0.00098,0.0011,0.00126,0.00146,0.00165,0.00186,0.00212,0.00244,0.00282,0.00323,0.00364,0.00412,0.0047,0.00531,0.00587,0.00644,0.00713,0.00807,0.00919,0.01027,0.01148,0.01286
48,0.00046,0.00054,0.00087,0.00107,0.00122,0.00141,0.00162,0.00181,0.00202,0.00234,0.00271,0.00312,0.00355,0.004,0.00452,0.00515,0.00581,0.00641,0.00706,0.00787,0.00898,0.01026,0.01147,0.01284,0.01445
49,0.00048,0.0006,0.00097,0.00118,0.00136,0.00158,0.00177,0.00197,0.00223,0.00259,0.003,0.00341,0.00386,0.00435,0.00492,0.00561,0.00631,0.00697,0.00772,0.0087,0.01001,0.01144,0.01283,0.01442,0.01628
50,0.00049,0.00069,0.00109,0.00129,0.00151,0.00174,0.00193,0.00214,0.00245,0.00288,0.0033,0.00371,0.00417,0.00471,0.00535,0.00611,0.00686,0.00759,0.00847,0.00964,0.01115,0.01271,0.01435,0.01627,0.01843
51,0.0005,0.00082,0.00122,0.00143,0.00168,0.00189,0.00207,0.00232,0.00272,0.0032,0.00362,0.00405,0.00451,0.00511,0.00584,0.00667,0.00747,0.00829,0.00933,0.01071,0.0124,0.01411,0.01601,0.01824,0.02079
52,0.00051,0.00097,0.00133,0.00157,0.00183,0.00202,0.00222,0.00254,0.00302,0.00354,0.00396,0.00442,0.00491,0.00561,0.00644,0.00732,0.00817,0.00911,0.01039,0.01199,0.01388,0.01575,0.0179,0.02046,0.02338
53,0.00051,0.00109,0.00145,0.00173,0.00199,0.00217,0.00243,0.00282,0.00336,0.0039,0.00435,0.00481,0.0054,0.00622,0.00713,0.00811,0.00908,0.01031,0.01167,0.01345,0.01553,0.01766,0.02013,0.02302,0.02632
54,0.00052,0.00118,0.00157,0.00191,0.00215,0.00237,0.00268,0.00314,0.00374,0.00429,0.00475,0.00526,0.00604,0.007,0.00802,0.00905,0.01024,0.01158,0.01325,0.01522,0.01748,0.02005,0.02297,0.02626,0.02981
55,0.00053,0.00123,0.0017,0.00204,0.00232,0.00256,0.00295,0.00353,0.00416,0.00471,0.00522,0.00587,0.00682,0.0079,0.00897,0.01017,0.01148,0.01308,0.01508,0.01742,0.01984,0.0228,0.02609,0.02975,0.03398
56,0.0006,0.00127,0.00183,0.00218,0.00252,0.00285,0.00333,0.00397,0.0046,0.00517,0.00579,0.00662,0.0077,0.00885,0.01006,0.01142,0.01302,0.01493,0.01723,0.0198,0.02265,0.02598,0.02972,0.03398,0.0386
57,0.00069,0.0013,0.00195,0.00236,0.0028,0.00317,0.00378,0.00445,0.00507,0.00568,0.00642,0.00744,0.00868,0.00991,0.01124,0.01287,0.01479,0.01696,0.01953,0.02248,0.02566,0.02941,0.03388,0.0386,0.04398
58,0.00082,0.00134,0.00206,0.00259,0.0031,0.00359,0.00427,0.00492,0.00553,0.00624,0.00715,0.00836,0.0097,0.01108,0.01268,0.01456,0.01682,0.01934,0.02224,0.02556,0.02938,0.03378,0.0386,0.04398,0.04975
59,0.00098,0.00141,0.00217,0.00287,0.0034,0.00404,0.00475,0.00537,0.00603,0.00688,0.00799,0.00933,0.01087,0.01252,0.01431,0.01652,0.01917,0.02201,0.0252,0.02891,0.03325,0.03835,0.04398,0.04975,0.05633
60,0.00115,0.00153,0.00233,0.00306,0.00375,0.00449,0.00518,0.00581,0.00655,0.0076,0.00894,0.01052,0.01222,0.014,0.01611,0.01873,0.02176,0.02495,0.0287,0.03316,0.03826,0.04398,0.04975,0.05633,0.06404
61,0.00129,0.00167,0.00253,0.00326,0.00411,0.00489,0.00557,0.00625,0.00715,0.00842,0.00997,0.01172,0.0136,0.01567,0.01816,0.0212,0.02463,0.02833,0.0327,0.03781,0.04361,0.04975,0.05633,0.06404,0.07393
62,0.00139,0.0019,0.00279,0.00347,0.00448,0.00526,0.00594,0.00674,0.00786,0.00935,0.01109,0.01301,0.0151,0.01749,0.0204,0.02387,0.02784,0.03237,0.03766,0.04348,0.04975,0.05633,0.06404,0.07393,0.08435
63,0.0015,0.00218,0.00311,0.00385,0.00485,0.00565,0.0064,0.00738,0.00872,0.01042,0.01236,0.01448,0.01683,0.01962,0.02297,0.02694,0.03162,0.03666,0.04276,0.04905,0.05633,0.06404,0.07393,0.08435,0.09623
64,0.00159,0.00254,0.00346,0.00424,0.00524,0.00607,0.007,0.00819,0.00972,0.01167,0.01376,0.01602,0.01866,0.0218,0.02562,0.03046,0.03601,0.04244,0.04901,0.05633,0.06404,0.07393,0.08435,0.09623,0.10983
65,0.00168,0.00294,0.00384,0.00465,0.00573,0.00667,0.00774,0.00911,0.01092,0.01314,0.0154,0.01783,0.0208,0.02433,0.02866,0.03437,0.04084,0.04787,0.05558,0.06404,0.07393,0.08435,0.09623,0.10983,0.1247
66,0.00179,0.0032,0.00423,0.00509,0.00629,0.00735,0.0086,0.01022,0.01233,0.01488,0.01734,0.01996,0.02328,0.02743,0.03232,0.03907,0.0474,0.05532,0.06404,0.07393,0.08435,0.09623,0.10983,0.1247,0.14071
67,0.00192,0.00344,0.00464,0.00559,0.00698,0.00816,0.00962,0.01152,0.01399,0.01693,0.01976,0.02279,0.02641,0.03103,0.03649,0.04417,0.05384,0.06294,0.07393,0.08435,0.09623,0.10983,0.1247,0.14071,0.15736
68,0.00207,0.00367,0.00506,0.0062,0.00765,0.00912,0.01082,0.01305,0.01595,0.01939,0.02265,0.02625,0.03046,0.03571,0.04139,0.05056,0.06156,0.0729,0.08435,0.09623,0.10983,0.1247,0.14071,0.15736,0.1745
69,0.00226,0.00392,0.00553,0.00695,0.00858,0.01021,0.01215,0.01476,0.01841,0.02227,0.02609,0.0304,0.03539,0.04128,0.04869,0.05909,0.07137,0.08325,0.09623,0.10983,0.1247,0.14071,0.15736,0.1745,0.19203
70,0.00246,0.00413,0.00599,0.00767,0.00948,0.01126,0.01351,0.01698,0.02082,0.02532,0.03023,0.03507,0.04119,0.04849,0.05857,0.06979,0.08297,0.09623,0.10983,0.1247,0.14071,0.15736,0.1745,0.19203,0.20894
71,0.00266,0.00433,0.00645,0.00845,0.01036,0.01241,0.01531,0.01908,0.02343,0.02863,0.03475,0.04102,0.04809,0.05754,0.06712,0.0801,0.09474,0.10983,0.1247,0.14071,0.15736,0.1745,0.19203,0.20894,0.22528
72,0.00289,0.00457,0.00696,0.00936,0.01138,0.01399,0.01719,0.02133,0.0266,0.03313,0.04048,0.04722,0.05624,0.06598,0.077,0.09162,0.1083,0.1247,0.14071,0.15736,0.1745,0.19203,0.20894,0.22528,0.24573
73,0.00315,0.00491,0.0076,0.01043,0.0129,0.01572,0.01933,0.02406,0.03068,0.03824,0.04693,0.05562,0.0651,0.07619,0.09121,0.10802,0.1247,0.14071,0.15736,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782
74,0.00353,0.00539,0.00847,0.01176,0.01448,0.01772,0.022,0.02763,0.03537,0.04432,0.05486,0.06391,0.07469,0.08846,0.10538,0.12365,0.14071,0.15736,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186
75,0.00394,0.00594,0.00948,0.01325,0.0163,0.02009,0.02514,0.03176,0.04098,0.05118,0.06297,0.07321,0.08612,0.10347,0.12199,0.14071,0.15736,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742
76,0.00436,0.00652,0.01057,0.01495,0.01845,0.02287,0.02879,0.03672,0.04736,0.05876,0.07219,0.08467,0.10169,0.12058,0.14071,0.15736,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405
77,0.00466,0.00692,0.01138,0.01623,0.02032,0.02528,0.03218,0.04243,0.0545,0.06687,0.08336,0.09992,0.11932,0.14071,0.15736,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765
78,0.00502,0.00745,0.0124,0.01776,0.02223,0.02834,0.03623,0.04889,0.0623,0.07648,0.0971,0.11681,0.13911,0.15736,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111
79,0.00536,0.00802,0.01355,0.0193,0.0244,0.03127,0.04077,0.05478,0.06982,0.08797,0.1126,0.13596,0.15736,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401
80,0.00555,0.0087,0.01481,0.02108,0.02669,0.03436,0.04573,0.06108,0.07895,0.10157,0.13127,0.15736,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594
81,0.00601,0.0097,0.01682,0.02372,0.03016,0.03936,0.05292,0.07014,0.0923,0.11917,0.15068,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649
82,0.0066,0.01097,0.01922,0.02697,0.03514,0.04565,0.06194,0.08386,0.11034,0.14505,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753
83,0.0076,0.01274,0.02266,0.03226,0.04207,0.05489,0.07541,0.1037,0.13899,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124
84,0.00897,0.01519,0.02763,0.04014,0.05245,0.06944,0.09702,0.13559,0.1745,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858
85,0.01046,0.01815,0.03379,0.04919,0.06505,0.08838,0.12469,0.16111,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743
86,0.01221,0.02218,0.04195,0.06163,0.08354,0.11773,0.1552,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784
87,0.01422,0.02707,0.05194,0.0775,0.10923,0.15084,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992
88,0.0163,0.03268,0.06357,0.09827,0.14249,0.19203,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374
89,0.01852,0.03844,0.07667,0.12342,0.1779,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942
90,0.02102,0.0452,0.09473,0.15717,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703
91,0.02666,0.06651,0.14402,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703,0.76671
92,0.03828,0.10075,0.20894,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703,0.76671,0.80854
93,0.05748,0.14724,0.22528,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703,0.76671,0.80854,0.85266
94,0.08552,0.17451,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703,0.76671,0.80854,0.85266,0.89919
95,0.12374,0.24573,0.26782,0.29186,0.31742,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703,0.76671,0.80854,0.85266,0.89919,0.94826

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Nonsmoker Gender-Blended, 60%, Male, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
29,0.0005,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00049,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00052,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00062,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00106,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00117,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00123,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00127,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00132,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00138,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00144,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00149,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00152,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00158,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00164,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00171,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0018,,,,,,,,,,,,,,,,,,,,,,,,
50,0.0019,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00206,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00225,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00248,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00273,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00298,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00322,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00345,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00368,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00395,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00426,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00467,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00517,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00572,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00635,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00703,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00775,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00854,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0094,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01037,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01151,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01287,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01448,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01636,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01851,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02094,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02364,,,,,,,,,,,,,,,,,,,,,,,,
77,0.02665,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03005,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03398,,,,,,,,,,,,,,,,,,,,,,,,
80,0.0386,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04398,,,,,,,,,,,,,,,,,,,,,,,,
82,0.04975,,,,,,,,,,,,,,,,,,,,,,,,
