Table Name:,2017 Unloaded CSO Smoker Distinct Nonsmoker Female ALB ,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00027,0.00027,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00028,0.0003,0.00032,0.00033,0.00036,0.0004,0.00046,0.00053,0.00061,0.00069,0.00076,0.00082,0.00084,0.00086,0.00086,0.00086
19,0.00025,0.00025,0.00024,0.00025,0.00025,0.00025,0.00024,0.00024,0.00025,0.00028,0.0003,0.00031,0.00033,0.00035,0.0004,0.00048,0.00056,0.00065,0.00073,0.0008,0.00084,0.00086,0.00086,0.00086,0.00087
20,0.00021,0.00022,0.00023,0.00023,0.00023,0.00022,0.00022,0.00023,0.00025,0.00028,0.0003,0.00031,0.00032,0.00036,0.00042,0.0005,0.00059,0.00067,0.00075,0.00082,0.00086,0.00086,0.00086,0.00087,0.00087
21,0.00017,0.0002,0.00022,0.00021,0.0002,0.0002,0.00021,0.00023,0.00026,0.00028,0.0003,0.00031,0.00033,0.00037,0.00045,0.00053,0.00061,0.00068,0.00076,0.00082,0.00086,0.00086,0.00087,0.00087,0.00089
22,0.00015,0.00019,0.0002,0.00019,0.00018,0.00019,0.00021,0.00024,0.00027,0.00029,0.0003,0.00031,0.00034,0.0004,0.00048,0.00056,0.00062,0.00069,0.00076,0.00083,0.00086,0.00087,0.00087,0.00089,0.00093
23,0.00014,0.00017,0.00017,0.00017,0.00017,0.00019,0.00021,0.00024,0.00027,0.00029,0.00031,0.00033,0.00037,0.00044,0.00051,0.00058,0.00063,0.00069,0.00077,0.00083,0.00087,0.00087,0.00089,0.00093,0.00097
24,0.00012,0.00015,0.00015,0.00015,0.00017,0.00019,0.00022,0.00025,0.00028,0.0003,0.00032,0.00035,0.00041,0.00048,0.00055,0.0006,0.00064,0.0007,0.00077,0.00083,0.00087,0.00089,0.00093,0.00097,0.00103
25,0.0001,0.00013,0.00014,0.00015,0.00017,0.00019,0.00022,0.00026,0.00029,0.00032,0.00035,0.00039,0.00045,0.00052,0.00058,0.00061,0.00066,0.00072,0.00078,0.00084,0.00089,0.00093,0.00097,0.00103,0.00111
26,8E-05,0.00012,0.00014,0.00015,0.00017,0.0002,0.00023,0.00027,0.0003,0.00034,0.00038,0.00044,0.00051,0.00057,0.00061,0.00063,0.00068,0.00074,0.00081,0.00087,0.00093,0.00097,0.00103,0.00111,0.00121
27,8E-05,0.00012,0.00014,0.00015,0.00017,0.0002,0.00024,0.00028,0.00033,0.00037,0.00042,0.00048,0.00055,0.0006,0.00063,0.00066,0.0007,0.00077,0.00084,0.00091,0.00097,0.00103,0.00111,0.00121,0.00133
28,7E-05,0.00012,0.00014,0.00016,0.00018,0.00021,0.00025,0.0003,0.00036,0.00041,0.00046,0.00053,0.00059,0.00063,0.00065,0.00069,0.00074,0.00081,0.00088,0.00096,0.00103,0.00111,0.00121,0.00133,0.00149
29,7E-05,0.00012,0.00015,0.00016,0.00018,0.00022,0.00027,0.00033,0.00039,0.00044,0.00049,0.00056,0.00061,0.00065,0.00068,0.00072,0.00079,0.00086,0.00094,0.00103,0.00111,0.00121,0.00133,0.00149,0.00167
30,7E-05,0.00013,0.00015,0.00017,0.0002,0.00024,0.0003,0.00036,0.00041,0.00047,0.00052,0.00058,0.00064,0.00067,0.00071,0.00077,0.00085,0.00094,0.00102,0.00111,0.00121,0.00133,0.00149,0.00167,0.00187
31,7E-05,0.00013,0.00016,0.00018,0.00022,0.00027,0.00033,0.00039,0.00044,0.00049,0.00054,0.0006,0.00066,0.00071,0.00076,0.00083,0.00092,0.00101,0.0011,0.0012,0.00133,0.00149,0.00167,0.00187,0.00207
32,8E-05,0.00014,0.00017,0.00021,0.00025,0.00031,0.00036,0.00042,0.00046,0.00051,0.00056,0.00062,0.0007,0.00076,0.00083,0.00091,0.001,0.00109,0.00119,0.00132,0.00149,0.00167,0.00187,0.00207,0.00226
33,8E-05,0.00015,0.00019,0.00024,0.00029,0.00034,0.00039,0.00044,0.00047,0.00052,0.00058,0.00065,0.00074,0.00082,0.0009,0.00099,0.00109,0.00119,0.00131,0.00148,0.00167,0.00187,0.00207,0.00226,0.00245
34,9E-05,0.00015,0.00022,0.00027,0.00032,0.00037,0.00043,0.00047,0.00049,0.00054,0.0006,0.0007,0.00081,0.0009,0.00099,0.00108,0.00119,0.0013,0.00146,0.00165,0.00187,0.00207,0.00226,0.00245,0.00265
35,9E-05,0.00016,0.00024,0.0003,0.00035,0.0004,0.00046,0.00049,0.00051,0.00056,0.00065,0.00077,0.00089,0.00098,0.00107,0.00117,0.00129,0.00143,0.00162,0.00184,0.00207,0.00226,0.00245,0.00265,0.00287
36,0.0001,0.00017,0.00027,0.00034,0.00039,0.00045,0.00049,0.00051,0.00054,0.00061,0.00072,0.00084,0.00098,0.00107,0.00117,0.00127,0.0014,0.00157,0.00178,0.00203,0.00226,0.00245,0.00265,0.00287,0.00312
37,0.00011,0.00018,0.00029,0.00038,0.00043,0.00048,0.00051,0.00054,0.00058,0.00067,0.0008,0.00093,0.00106,0.00116,0.00126,0.00137,0.00152,0.00171,0.00195,0.00221,0.00245,0.00265,0.00287,0.00312,0.00341
38,0.00012,0.00019,0.0003,0.0004,0.00047,0.00051,0.00054,0.00058,0.00064,0.00075,0.00088,0.00102,0.00115,0.00125,0.00135,0.00148,0.00166,0.00187,0.00212,0.00239,0.00265,0.00287,0.00312,0.00341,0.00375
39,0.00013,0.0002,0.00031,0.00041,0.00049,0.00053,0.00057,0.00063,0.00071,0.00083,0.00098,0.00111,0.00124,0.00135,0.00146,0.00161,0.0018,0.00203,0.00229,0.00259,0.00287,0.00312,0.00341,0.00375,0.00412
40,0.00014,0.00021,0.00032,0.00042,0.00052,0.00057,0.00063,0.00069,0.00078,0.00093,0.00107,0.0012,0.00133,0.00145,0.00158,0.00176,0.00196,0.0022,0.00248,0.0028,0.00312,0.00341,0.00375,0.00412,0.00454
41,0.00014,0.00023,0.00033,0.00044,0.00056,0.00062,0.00068,0.00075,0.00086,0.00102,0.00116,0.00129,0.00143,0.00157,0.00173,0.00192,0.00214,0.0024,0.00269,0.00305,0.00341,0.00375,0.00412,0.00454,0.00499
42,0.00015,0.00024,0.00034,0.00048,0.0006,0.00067,0.00073,0.00081,0.00095,0.00111,0.00125,0.00138,0.00154,0.00172,0.0019,0.00211,0.00235,0.00263,0.00295,0.00334,0.00375,0.00412,0.00454,0.00499,0.00547
43,0.00017,0.00025,0.00036,0.00054,0.00065,0.00072,0.00078,0.00088,0.00103,0.00119,0.00134,0.00149,0.00169,0.00189,0.0021,0.00232,0.00258,0.00288,0.00323,0.00367,0.00412,0.00454,0.00499,0.00547,0.006
44,0.00019,0.00026,0.0004,0.00061,0.0007,0.00077,0.00084,0.00096,0.00112,0.00128,0.00143,0.00162,0.00185,0.00208,0.0023,0.00255,0.00283,0.00315,0.00355,0.00404,0.00454,0.00499,0.00547,0.006,0.00658
45,0.00021,0.00026,0.00044,0.00066,0.00075,0.00083,0.00091,0.00105,0.00121,0.00137,0.00155,0.00177,0.00204,0.0023,0.00253,0.0028,0.00312,0.00349,0.00393,0.00444,0.00499,0.00547,0.006,0.00658,0.00725
46,0.00023,0.00027,0.0005,0.00071,0.00081,0.0009,0.00099,0.00114,0.0013,0.00148,0.00168,0.00195,0.00226,0.00253,0.00279,0.0031,0.00345,0.00385,0.00432,0.00487,0.00547,0.006,0.00658,0.00725,0.00804
47,0.00024,0.00029,0.00059,0.00077,0.00088,0.00098,0.00109,0.00124,0.0014,0.0016,0.00184,0.00215,0.0025,0.00279,0.00308,0.00343,0.00382,0.00426,0.00476,0.00534,0.006,0.00658,0.00725,0.00804,0.00897
48,0.00025,0.00033,0.00069,0.00085,0.00097,0.00107,0.0012,0.00136,0.00152,0.00173,0.00201,0.00237,0.00276,0.00307,0.00338,0.00377,0.00422,0.00469,0.00523,0.00585,0.00658,0.00725,0.00804,0.00897,0.01007
49,0.00026,0.00041,0.00081,0.00095,0.00107,0.00118,0.00133,0.00148,0.00165,0.00189,0.00221,0.00259,0.00299,0.00333,0.00368,0.00412,0.00461,0.00512,0.00571,0.00641,0.00725,0.00804,0.00897,0.01007,0.01135
50,0.00027,0.00053,0.00093,0.00106,0.00118,0.00131,0.00146,0.00161,0.00181,0.00208,0.00243,0.00281,0.00321,0.00357,0.00398,0.00449,0.00503,0.00558,0.00622,0.00704,0.00804,0.00897,0.01007,0.01135,0.01283
51,0.00028,0.00067,0.00102,0.00115,0.00129,0.00144,0.00158,0.00176,0.00199,0.0023,0.00267,0.00304,0.00344,0.00384,0.00432,0.0049,0.00545,0.00605,0.0068,0.00779,0.00897,0.01007,0.01135,0.01283,0.01453
52,0.00029,0.00079,0.00108,0.00124,0.0014,0.00156,0.00174,0.00194,0.00221,0.00256,0.00292,0.00328,0.00369,0.00415,0.0047,0.00534,0.00595,0.00666,0.00756,0.00869,0.01007,0.01135,0.01283,0.01453,0.01649
53,0.0003,0.00084,0.00113,0.00132,0.00153,0.00171,0.00192,0.00216,0.00247,0.00284,0.0032,0.00355,0.00398,0.00452,0.00516,0.00586,0.00659,0.00747,0.00853,0.0098,0.01135,0.01283,0.01453,0.01649,0.01877
54,0.00031,0.00086,0.00117,0.00138,0.00167,0.00189,0.00214,0.00241,0.00276,0.00313,0.00348,0.00383,0.00433,0.00496,0.0057,0.00652,0.00738,0.00841,0.00968,0.01122,0.01283,0.01453,0.01649,0.01877,0.02147
55,0.00032,0.00087,0.00119,0.00145,0.00185,0.00212,0.0024,0.0027,0.00306,0.00342,0.00375,0.00415,0.00473,0.00548,0.00635,0.00731,0.00835,0.00954,0.01103,0.01283,0.01453,0.01649,0.01877,0.02147,0.02471
56,0.00033,0.00088,0.00121,0.00156,0.00208,0.00238,0.00269,0.00301,0.00336,0.00368,0.00402,0.00448,0.00519,0.00608,0.0071,0.00823,0.00946,0.01084,0.01252,0.01453,0.01649,0.01877,0.02147,0.02471,0.02854
57,0.00034,0.0009,0.00123,0.00174,0.00234,0.00268,0.003,0.0033,0.00362,0.00392,0.00429,0.00487,0.00574,0.00679,0.00798,0.0093,0.01072,0.01229,0.0142,0.01649,0.01877,0.02147,0.02471,0.02854,0.03263
58,0.00035,0.00092,0.00128,0.00198,0.00264,0.00299,0.00329,0.00356,0.00384,0.00417,0.00463,0.00537,0.00644,0.00767,0.00905,0.01058,0.0122,0.01399,0.01617,0.01877,0.02147,0.02471,0.02854,0.03263,0.03689
59,0.00039,0.00095,0.00141,0.00226,0.00295,0.00328,0.00354,0.00377,0.00405,0.00445,0.00507,0.00603,0.00731,0.00873,0.01033,0.01206,0.01391,0.01589,0.01844,0.02147,0.02471,0.02854,0.03263,0.03689,0.04177
60,0.00046,0.00099,0.00164,0.00253,0.00324,0.00352,0.00374,0.00397,0.0043,0.00483,0.00567,0.00688,0.00837,0.01001,0.01181,0.01376,0.01582,0.0181,0.02115,0.02471,0.02854,0.03263,0.03689,0.04177,0.04851
61,0.00055,0.00107,0.00194,0.00274,0.00348,0.00371,0.00391,0.0042,0.00465,0.00537,0.00646,0.00793,0.00963,0.01146,0.01345,0.01564,0.01804,0.02097,0.02456,0.02854,0.03263,0.03689,0.04177,0.04851,0.05625
62,0.00066,0.00121,0.00229,0.00298,0.00365,0.00389,0.00414,0.00455,0.00517,0.00612,0.00748,0.00919,0.01108,0.0131,0.01531,0.01779,0.02081,0.0243,0.02854,0.03263,0.03689,0.04177,0.04851,0.05625,0.06395
63,0.00077,0.00145,0.00262,0.00325,0.00377,0.0041,0.00453,0.00512,0.0059,0.00711,0.00872,0.01062,0.01266,0.01487,0.01737,0.02049,0.02414,0.0283,0.03263,0.03689,0.04177,0.04851,0.05625,0.06395,0.07279
64,0.00088,0.00178,0.00289,0.00342,0.00391,0.00444,0.0051,0.00583,0.00682,0.00834,0.01017,0.01218,0.01438,0.01677,0.01966,0.02366,0.02786,0.03263,0.03689,0.04177,0.04851,0.05625,0.06395,0.07279,0.08288
65,0.00097,0.00202,0.00309,0.00355,0.00412,0.00493,0.00576,0.00667,0.00797,0.00981,0.01182,0.0139,0.0163,0.01911,0.02248,0.02708,0.03224,0.03689,0.04177,0.04851,0.05625,0.06395,0.07279,0.08288,0.09402
66,0.00108,0.00213,0.00325,0.00367,0.00441,0.00547,0.00651,0.0077,0.00934,0.01152,0.01371,0.01598,0.01846,0.02174,0.02555,0.03075,0.03689,0.04177,0.04851,0.05625,0.06395,0.07279,0.08288,0.09402,0.10607
67,0.0012,0.00221,0.00338,0.00386,0.00484,0.00613,0.00741,0.00892,0.01093,0.01344,0.01587,0.01833,0.02126,0.02491,0.02874,0.03494,0.04177,0.04851,0.05625,0.06395,0.07279,0.08288,0.09402,0.10607,0.11905
68,0.00133,0.0023,0.00351,0.0042,0.00541,0.00691,0.00845,0.0103,0.0127,0.0156,0.0182,0.02114,0.02474,0.02861,0.03341,0.0407,0.04851,0.05625,0.06395,0.07279,0.08288,0.09402,0.10607,0.11905,0.13311
69,0.00147,0.0024,0.00367,0.00462,0.00611,0.00779,0.00958,0.0118,0.01467,0.01801,0.02102,0.02457,0.02849,0.03322,0.04014,0.04838,0.05625,0.06395,0.07279,0.08288,0.09402,0.10607,0.11905,0.13311,0.14781
70,0.00163,0.00252,0.00386,0.00511,0.0069,0.00874,0.0108,0.01345,0.01685,0.02068,0.0244,0.0282,0.03297,0.03932,0.04764,0.05625,0.06395,0.07279,0.08288,0.09402,0.10607,0.11905,0.13311,0.14781,0.16312
71,0.00181,0.00269,0.00411,0.00577,0.00777,0.00973,0.01209,0.01524,0.01927,0.02371,0.02799,0.03204,0.03811,0.04592,0.05514,0.06395,0.07279,0.08288,0.09402,0.10607,0.11905,0.13311,0.14781,0.16312,0.18074
72,0.002,0.0029,0.00443,0.00657,0.00866,0.01077,0.01348,0.01721,0.022,0.02714,0.03181,0.03674,0.04406,0.05327,0.06346,0.07279,0.08288,0.09402,0.10607,0.11905,0.13311,0.14781,0.16312,0.18074,0.20127
73,0.00227,0.00317,0.00486,0.00744,0.0096,0.01187,0.01499,0.01944,0.02512,0.03091,0.036,0.04222,0.05084,0.06145,0.07279,0.08288,0.09402,0.10607,0.11905,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374
74,0.00261,0.00349,0.00541,0.00836,0.01057,0.01305,0.01672,0.02202,0.02862,0.03511,0.04064,0.04809,0.05803,0.07036,0.08288,0.09402,0.10607,0.11905,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802
75,0.003,0.00387,0.0061,0.00935,0.01161,0.0144,0.01873,0.02495,0.03258,0.03982,0.04642,0.05548,0.06701,0.08067,0.09402,0.10607,0.11905,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379
76,0.00341,0.00434,0.00695,0.01041,0.01277,0.01596,0.02103,0.02834,0.03714,0.04511,0.054,0.06493,0.07817,0.09299,0.10607,0.11905,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921
77,0.00386,0.0049,0.00797,0.01158,0.0141,0.01776,0.02374,0.03234,0.04239,0.0515,0.06269,0.07569,0.0912,0.10607,0.11905,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314
78,0.00433,0.0056,0.0092,0.01289,0.01558,0.01988,0.02699,0.03709,0.04847,0.05983,0.07323,0.0889,0.10527,0.11905,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698
79,0.00465,0.00645,0.01066,0.0143,0.01729,0.02244,0.03096,0.04279,0.05616,0.07054,0.08667,0.1044,0.11905,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036
80,0.00493,0.00747,0.01231,0.01584,0.0193,0.02572,0.03585,0.04971,0.06537,0.08246,0.10167,0.11905,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292
81,0.00539,0.00865,0.01415,0.01755,0.0223,0.03017,0.04198,0.05833,0.07688,0.09719,0.11753,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143
82,0.00607,0.01,0.0163,0.02036,0.02647,0.03582,0.05022,0.07042,0.09343,0.11587,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413
83,0.0071,0.01158,0.01887,0.02457,0.03172,0.04308,0.06295,0.08842,0.1144,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205
84,0.00824,0.01353,0.02234,0.02967,0.03831,0.05352,0.08061,0.10881,0.13311,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769
85,0.00925,0.01613,0.02697,0.03584,0.0473,0.07097,0.10091,0.12925,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068
86,0.01024,0.01948,0.03258,0.04328,0.06172,0.09493,0.12564,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065
87,0.01133,0.02353,0.03936,0.05467,0.08492,0.12369,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723
88,0.01255,0.02817,0.0475,0.07226,0.11442,0.14781,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5
89,0.0139,0.03344,0.06009,0.09803,0.14234,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5
90,0.01664,0.04202,0.08648,0.13389,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5
91,0.02294,0.0605,0.12936,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5
92,0.03439,0.09093,0.16312,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5
93,0.05225,0.12048,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5
94,0.07802,0.16008,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.11351,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Smoker Distinct Nonsmoker, Female, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00028,,,,,,,,,,,,,,,,,,,,,,,,
28,0.0003,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00036,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00046,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00061,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00087,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00087,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00093,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00097,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00111,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00121,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00133,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00149,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00167,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00187,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00207,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00226,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00245,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00265,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00287,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00312,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00341,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00375,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00412,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00454,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00499,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00547,,,,,,,,,,,,,,,,,,,,,,,,
67,0.006,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00658,,,,,,,,,,,,,,,,,,,,,,,,
69,0.00725,,,,,,,,,,,,,,,,,,,,,,,,
70,0.00804,,,,,,,,,,,,,,,,,,,,,,,,
71,0.00897,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01007,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01135,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01283,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01453,,,,,,,,,,,,,,,,,,,,,,,,
76,0.01649,,,,,,,,,,,,,,,,,,,,,,,,
77,0.01877,,,,,,,,,,,,,,,,,,,,,,,,
78,0.02147,,,,,,,,,,,,,,,,,,,,,,,,
79,0.02471,,,,,,,,,,,,,,,,,,,,,,,,
80,0.02854,,,,,,,,,,,,,,,,,,,,,,,,
81,0.03263,,,,,,,,,,,,,,,,,,,,,,,,
82,0.03689,,,,,,,,,,,,,,,,,,,,,,,,
83,0.04177,,,,,,,,,,,,,,,,,,,,,,,,
84,0.04851,,,,,,,,,,,,,,,,,,,,,,,,
