Table Name:,2017 Unloaded CSO Preferred Structure Nonsmoker Residual Standard Female ANB,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00012,0.0002,0.00031,0.00039,0.00045,0.00052,0.00058,0.00061,0.00064,0.00071,0.00083,0.00098,0.00113,0.00125,0.00136,0.00148,0.00163,0.00181,0.00205,0.00233,0.00261,0.00283,0.00305,0.00328,0.00354
37,0.00013,0.00022,0.00034,0.00044,0.00051,0.00057,0.00061,0.00064,0.00068,0.00078,0.00092,0.00107,0.00124,0.00135,0.00147,0.00159,0.00176,0.00198,0.00225,0.00254,0.00283,0.00305,0.00328,0.00354,0.00385
38,0.00014,0.00023,0.00036,0.00048,0.00055,0.0006,0.00063,0.00067,0.00074,0.00086,0.00102,0.00118,0.00134,0.00146,0.00157,0.00172,0.00191,0.00215,0.00244,0.00276,0.00305,0.00328,0.00354,0.00385,0.00422
39,0.00015,0.00024,0.00038,0.00049,0.00059,0.00063,0.00067,0.00073,0.00081,0.00096,0.00113,0.00129,0.00144,0.00157,0.00169,0.00186,0.00207,0.00234,0.00264,0.00297,0.00328,0.00354,0.00385,0.00422,0.00463
40,0.00016,0.00025,0.00039,0.00051,0.00061,0.00066,0.00072,0.0008,0.0009,0.00107,0.00124,0.0014,0.00155,0.00168,0.00183,0.00202,0.00225,0.00253,0.00285,0.0032,0.00354,0.00385,0.00422,0.00463,0.00508
41,0.00017,0.00027,0.0004,0.00052,0.00065,0.00072,0.00079,0.00087,0.001,0.00118,0.00135,0.0015,0.00166,0.00181,0.00199,0.0022,0.00245,0.00274,0.00307,0.00346,0.00385,0.00422,0.00463,0.00508,0.00558
42,0.00018,0.00029,0.00041,0.00055,0.00071,0.00079,0.00085,0.00094,0.0011,0.00128,0.00145,0.00161,0.00178,0.00197,0.00217,0.00241,0.00268,0.00298,0.00334,0.00378,0.00422,0.00463,0.00508,0.00558,0.00611
43,0.00019,0.0003,0.00042,0.00062,0.00076,0.00085,0.00091,0.00103,0.0012,0.00139,0.00156,0.00173,0.00193,0.00216,0.0024,0.00265,0.00294,0.00328,0.00368,0.00414,0.00463,0.00508,0.00558,0.00611,0.00668
44,0.00021,0.00031,0.00046,0.0007,0.00082,0.0009,0.00098,0.00112,0.0013,0.00149,0.00167,0.00186,0.00212,0.00238,0.00263,0.0029,0.00321,0.00356,0.00399,0.00454,0.00508,0.00558,0.00611,0.00668,0.0073
45,0.00025,0.00032,0.00051,0.00078,0.00088,0.00096,0.00106,0.00121,0.0014,0.0016,0.00179,0.00203,0.00232,0.00262,0.00289,0.00318,0.00353,0.00393,0.00441,0.00498,0.00558,0.00611,0.00668,0.0073,0.00799
46,0.00027,0.00033,0.00057,0.00083,0.00094,0.00104,0.00115,0.00132,0.00151,0.00172,0.00194,0.00223,0.00257,0.00289,0.00317,0.00349,0.00389,0.00433,0.00485,0.00545,0.00611,0.00668,0.0073,0.00799,0.0088
47,0.00029,0.00034,0.00066,0.0009,0.00102,0.00114,0.00126,0.00144,0.00163,0.00185,0.00211,0.00246,0.00285,0.00316,0.00349,0.00387,0.0043,0.00478,0.00533,0.00597,0.00668,0.0073,0.00799,0.0088,0.00975
48,0.0003,0.00037,0.00078,0.00097,0.00113,0.00124,0.00139,0.00157,0.00176,0.002,0.00231,0.00272,0.00316,0.00349,0.00385,0.00427,0.00475,0.00527,0.00586,0.00653,0.0073,0.00799,0.0088,0.00975,0.01087
49,0.00031,0.00044,0.00092,0.0011,0.00124,0.00137,0.00153,0.00172,0.00191,0.00218,0.00253,0.00297,0.00344,0.00383,0.0042,0.00467,0.00521,0.00577,0.0064,0.00713,0.00799,0.0088,0.00975,0.01087,0.01216
50,0.00033,0.00056,0.00107,0.00123,0.00136,0.00151,0.00169,0.00186,0.00208,0.00239,0.00278,0.00323,0.0037,0.0041,0.00453,0.00508,0.00567,0.00626,0.00695,0.00779,0.0088,0.00975,0.01087,0.01216,0.01366
51,0.00034,0.00073,0.0012,0.00136,0.00151,0.00167,0.00184,0.00203,0.00228,0.00263,0.00305,0.00349,0.00395,0.00439,0.00489,0.00552,0.00614,0.00679,0.00754,0.00853,0.00975,0.01087,0.01216,0.01366,0.01538
52,0.00035,0.00091,0.00129,0.00145,0.00163,0.00181,0.002,0.00222,0.00252,0.00291,0.00334,0.00377,0.00423,0.00472,0.00531,0.00601,0.00663,0.00732,0.00825,0.00946,0.01087,0.01216,0.01366,0.01538,0.01732
53,0.00036,0.00101,0.00134,0.00157,0.00177,0.00198,0.0022,0.00246,0.0028,0.00322,0.00365,0.00405,0.00453,0.00509,0.00577,0.00651,0.00726,0.00815,0.00923,0.01054,0.01216,0.01366,0.01538,0.01732,0.01957
54,0.00037,0.00104,0.0014,0.00165,0.00193,0.00217,0.00243,0.00274,0.00312,0.00356,0.00397,0.00437,0.00489,0.00555,0.00633,0.00718,0.00806,0.00912,0.01039,0.01189,0.01366,0.01538,0.01732,0.01957,0.02216
55,0.00038,0.00105,0.00144,0.00171,0.00212,0.00241,0.00272,0.00306,0.00347,0.0039,0.00429,0.0047,0.00531,0.00609,0.00699,0.00798,0.00902,0.01023,0.01178,0.01366,0.01538,0.01732,0.01957,0.02216,0.02523
56,0.00039,0.00106,0.00146,0.00181,0.00236,0.0027,0.00305,0.00341,0.00383,0.00422,0.00459,0.00507,0.0058,0.00672,0.00778,0.00894,0.01021,0.01162,0.01335,0.01538,0.01732,0.01957,0.02216,0.02523,0.02896
57,0.0004,0.00108,0.00147,0.00197,0.00265,0.00303,0.0034,0.00377,0.00416,0.0045,0.00488,0.00546,0.00634,0.00743,0.00866,0.01002,0.01147,0.01308,0.01501,0.01732,0.01957,0.02216,0.02523,0.02896,0.03326
58,0.00042,0.0011,0.00151,0.00222,0.00298,0.00339,0.00376,0.00409,0.00441,0.00475,0.0052,0.00593,0.00702,0.00829,0.00973,0.0113,0.01295,0.01475,0.01696,0.01957,0.02216,0.02523,0.02896,0.03326,0.03747
59,0.00044,0.00113,0.00159,0.00255,0.00334,0.00375,0.00407,0.00434,0.00465,0.00503,0.00562,0.00657,0.00789,0.00938,0.01102,0.0128,0.0147,0.01674,0.01922,0.02216,0.02523,0.02896,0.03326,0.03747,0.04204
60,0.00051,0.00117,0.00181,0.00288,0.0037,0.00406,0.00432,0.00456,0.00487,0.00538,0.00618,0.0074,0.00895,0.01063,0.01251,0.01452,0.01662,0.0188,0.02177,0.02523,0.02896,0.03326,0.03747,0.04204,0.04753
61,0.0006,0.00121,0.00213,0.00317,0.00401,0.00429,0.00451,0.00477,0.00519,0.00587,0.00695,0.00845,0.01023,0.01218,0.01424,0.01646,0.01877,0.02144,0.02492,0.02896,0.03326,0.03747,0.04204,0.04753,0.05577
62,0.00072,0.00135,0.00252,0.00336,0.00424,0.00447,0.00469,0.00504,0.00563,0.00658,0.00795,0.00972,0.01171,0.01381,0.01607,0.01854,0.02133,0.02488,0.02896,0.03326,0.03747,0.04204,0.04753,0.05577,0.0632
63,0.00086,0.00154,0.00293,0.00372,0.00439,0.00467,0.005,0.00556,0.00635,0.00754,0.00921,0.01124,0.01341,0.0157,0.01821,0.02103,0.02464,0.02846,0.03326,0.03747,0.04204,0.04753,0.05577,0.0632,0.0714
64,0.00099,0.00191,0.00328,0.00396,0.00448,0.00492,0.00556,0.00631,0.00725,0.00877,0.01069,0.01285,0.01514,0.01761,0.02044,0.02425,0.02837,0.03326,0.03747,0.04204,0.04753,0.05577,0.0632,0.0714,0.08104
65,0.0011,0.00233,0.00355,0.0041,0.00468,0.00545,0.00628,0.00715,0.00841,0.01027,0.01239,0.01463,0.0171,0.01974,0.02304,0.02769,0.03242,0.03747,0.04204,0.04753,0.05577,0.0632,0.0714,0.08104,0.09168
66,0.00122,0.00246,0.00375,0.00422,0.00493,0.00601,0.00703,0.00819,0.00981,0.01203,0.0143,0.01657,0.01923,0.02256,0.02637,0.03142,0.03747,0.04204,0.04753,0.05577,0.0632,0.0714,0.08104,0.09168,0.10332
67,0.00134,0.00256,0.0039,0.00436,0.00534,0.00667,0.00795,0.00944,0.01145,0.01401,0.01649,0.01909,0.02167,0.02526,0.02946,0.03532,0.04204,0.04753,0.05577,0.0632,0.0714,0.08104,0.09168,0.10332,0.11559
68,0.00149,0.00265,0.00403,0.00465,0.0059,0.00747,0.00904,0.01089,0.0133,0.01624,0.01897,0.02158,0.02516,0.02925,0.03301,0.04012,0.04753,0.05577,0.0632,0.0714,0.08104,0.09168,0.10332,0.11559,0.12888
69,0.00165,0.00275,0.00418,0.00512,0.00661,0.00841,0.01025,0.01248,0.01534,0.0187,0.02149,0.02507,0.02905,0.033,0.03924,0.04736,0.05577,0.0632,0.0714,0.08104,0.09168,0.10332,0.11559,0.12888,0.14304
70,0.00182,0.00287,0.00437,0.00559,0.00746,0.00943,0.01154,0.01419,0.01758,0.02141,0.02499,0.02886,0.033,0.03894,0.04715,0.05577,0.0632,0.0714,0.08104,0.09168,0.10332,0.11559,0.12888,0.14304,0.15706
71,0.00201,0.00303,0.00461,0.00622,0.0084,0.0105,0.01291,0.01604,0.02004,0.0244,0.02868,0.03272,0.03848,0.04579,0.05487,0.0632,0.0714,0.08104,0.09168,0.10332,0.11559,0.12888,0.14304,0.15706,0.17179
72,0.00223,0.00324,0.00492,0.00708,0.00937,0.01161,0.01436,0.01807,0.02275,0.02787,0.03256,0.0369,0.04379,0.05267,0.06264,0.0714,0.08104,0.09168,0.10332,0.11559,0.12888,0.14304,0.15706,0.17179,0.19155
73,0.00247,0.00351,0.00533,0.00801,0.01038,0.01276,0.0159,0.02026,0.02588,0.03166,0.03671,0.04257,0.05087,0.06104,0.0714,0.08104,0.09168,0.10332,0.11559,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329
74,0.00283,0.00385,0.00587,0.00901,0.01142,0.01397,0.01759,0.02284,0.02938,0.03582,0.04132,0.04832,0.05785,0.06953,0.08104,0.09168,0.10332,0.11559,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702
75,0.00325,0.00423,0.00657,0.01006,0.0125,0.01528,0.01958,0.02572,0.03323,0.04042,0.04629,0.05464,0.06558,0.07924,0.09168,0.10332,0.11559,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244
76,0.00373,0.00472,0.00742,0.01119,0.01367,0.01688,0.02191,0.02911,0.03782,0.04576,0.05344,0.06373,0.07645,0.09063,0.10332,0.11559,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919
77,0.00421,0.00528,0.00846,0.0124,0.01504,0.0187,0.02459,0.03307,0.04304,0.05168,0.06237,0.07449,0.08877,0.10332,0.11559,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133
78,0.00474,0.006,0.0097,0.01379,0.01657,0.0208,0.02778,0.03771,0.04902,0.05926,0.0716,0.08601,0.10309,0.11559,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747
79,0.00523,0.00686,0.01124,0.0153,0.0183,0.02331,0.03162,0.04324,0.05586,0.06914,0.08428,0.10169,0.11559,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133
80,0.00541,0.00792,0.01298,0.01691,0.02031,0.02636,0.03634,0.04988,0.06529,0.08172,0.09943,0.11559,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845
81,0.00584,0.00915,0.01492,0.01869,0.02268,0.03044,0.04216,0.058,0.07527,0.09392,0.11507,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066
82,0.00639,0.01052,0.01706,0.02064,0.02688,0.03603,0.04951,0.06822,0.08952,0.11237,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726
83,0.00735,0.01217,0.01969,0.02487,0.0318,0.04269,0.05989,0.08376,0.11008,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611
84,0.0087,0.01407,0.02273,0.02992,0.03831,0.05177,0.07696,0.10653,0.12888,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277
85,0.00998,0.0165,0.02735,0.03603,0.04615,0.06535,0.09779,0.12632,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686
86,0.01102,0.01982,0.03286,0.04326,0.05765,0.0893,0.11944,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488
87,0.01214,0.02381,0.0394,0.05177,0.07667,0.11544,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583
88,0.01339,0.02858,0.04716,0.06709,0.10604,0.14304,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5
89,0.01477,0.03369,0.05628,0.08808,0.13625,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5
90,0.01628,0.03966,0.07325,0.11973,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5
91,0.02073,0.05182,0.11147,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5
92,0.03008,0.07879,0.15706,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5
93,0.04578,0.11485,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5
94,0.06902,0.13885,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.10173,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Preferred Structure Nonsmoker, Residual Standard, Female, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00036,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00038,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00046,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0005,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00094,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00106,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00109,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00109,,,,,,,,,,,,,,,,,,,,,,,,
42,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
43,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00111,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00111,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00115,,,,,,,,,,,,,,,,,,,,,,,,
47,0.0012,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00126,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00133,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00143,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00155,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00172,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00192,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00215,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00238,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00261,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00283,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00305,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00328,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00354,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00385,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00422,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00463,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00508,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00558,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00611,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00668,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0073,,,,,,,,,,,,,,,,,,,,,,,,
69,0.00799,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0088,,,,,,,,,,,,,,,,,,,,,,,,
71,0.00975,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01087,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01216,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01366,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01538,,,,,,,,,,,,,,,,,,,,,,,,
76,0.01732,,,,,,,,,,,,,,,,,,,,,,,,
77,0.01957,,,,,,,,,,,,,,,,,,,,,,,,
78,0.02216,,,,,,,,,,,,,,,,,,,,,,,,
79,0.02523,,,,,,,,,,,,,,,,,,,,,,,,
80,0.02896,,,,,,,,,,,,,,,,,,,,,,,,
81,0.03326,,,,,,,,,,,,,,,,,,,,,,,,
82,0.03747,,,,,,,,,,,,,,,,,,,,,,,,
83,0.04204,,,,,,,,,,,,,,,,,,,,,,,,
84,0.04753,,,,,,,,,,,,,,,,,,,,,,,,
