Table Name:,2017 Unloaded CSO Composite Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
8,8E-05,7E-05,8E-05,8E-05,0.0001,0.00013,0.00019,0.00028,0.00041,0.00056,0.0007,0.0008,0.00084,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00083,0.00082,0.00082,0.00086,0.00091
9,7E-05,8E-05,8E-05,0.0001,0.00013,0.00019,0.00028,0.00041,0.00056,0.0007,0.0008,0.00084,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00083,0.00082,0.00082,0.00086,0.00091,0.00098
10,8E-05,8E-05,0.0001,0.00013,0.00019,0.00028,0.00041,0.00056,0.0007,0.0008,0.00084,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00083,0.00082,0.00082,0.00086,0.00091,0.00098,0.00106
11,8E-05,0.0001,0.00013,0.00019,0.00028,0.00041,0.00056,0.0007,0.0008,0.00084,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00083,0.00082,0.00082,0.00086,0.00091,0.00098,0.00106,0.00115
12,0.0001,0.00013,0.00019,0.00028,0.00041,0.00056,0.0007,0.0008,0.00084,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00083,0.00082,0.00082,0.00086,0.00091,0.00098,0.00106,0.00115,0.00125
13,0.00013,0.00019,0.00028,0.00041,0.00056,0.0007,0.0008,0.00084,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00083,0.00082,0.00082,0.00086,0.00091,0.00098,0.00106,0.00115,0.00125,0.00135
14,0.00019,0.00028,0.00041,0.00056,0.0007,0.0008,0.00084,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00083,0.00082,0.00082,0.00086,0.00091,0.00098,0.00106,0.00115,0.00125,0.00135,0.00146
15,0.00028,0.00041,0.00056,0.0007,0.0008,0.00084,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00083,0.00082,0.00082,0.00086,0.00091,0.00098,0.00106,0.00115,0.00125,0.00135,0.00146,0.00157
16,0.00041,0.00056,0.0007,0.0008,0.00084,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00083,0.00082,0.00082,0.00086,0.00091,0.00098,0.00106,0.00115,0.00125,0.00135,0.00146,0.00157,0.0017
17,0.00056,0.0007,0.0008,0.00084,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00083,0.00082,0.00082,0.00086,0.00091,0.00098,0.00106,0.00115,0.00125,0.00135,0.00146,0.00157,0.0017,0.00183
18,0.00067,0.0007,0.00073,0.00075,0.00076,0.00076,0.00077,0.00078,0.00072,0.00071,0.00067,0.00065,0.00064,0.00066,0.0007,0.00077,0.00085,0.00094,0.00106,0.00116,0.00127,0.0014,0.00154,0.00169,0.00185
19,0.00063,0.00066,0.00068,0.00067,0.00068,0.0007,0.00071,0.00069,0.00065,0.00061,0.00062,0.00061,0.00062,0.00067,0.00073,0.00078,0.00086,0.00097,0.00108,0.00122,0.00136,0.00149,0.00164,0.00178,0.00192
20,0.00057,0.00059,0.00063,0.00063,0.00063,0.00063,0.00063,0.00061,0.00058,0.00058,0.00058,0.00059,0.00063,0.00068,0.00075,0.0008,0.0009,0.001,0.00115,0.0013,0.00146,0.00159,0.00173,0.00186,0.00199
21,0.0005,0.00057,0.00055,0.00054,0.00054,0.00055,0.00055,0.00054,0.00052,0.00054,0.00056,0.0006,0.00064,0.0007,0.00076,0.00083,0.00092,0.00107,0.00122,0.00138,0.00152,0.00165,0.00177,0.0019,0.00202
22,0.00047,0.00049,0.00047,0.00047,0.00048,0.00049,0.00049,0.00048,0.00049,0.00053,0.00056,0.00061,0.00065,0.00072,0.00079,0.00086,0.001,0.00114,0.0013,0.00146,0.00158,0.00169,0.00179,0.00191,0.00207
23,0.00041,0.00043,0.00041,0.00042,0.00043,0.00043,0.00044,0.00045,0.00047,0.00053,0.00057,0.00062,0.00067,0.00075,0.00082,0.00094,0.00106,0.00121,0.00137,0.00151,0.00161,0.0017,0.00179,0.00194,0.00212
24,0.00036,0.00038,0.00037,0.00037,0.00038,0.00039,0.0004,0.00043,0.00047,0.00053,0.00058,0.00063,0.0007,0.00077,0.0009,0.00099,0.00113,0.00128,0.00143,0.00153,0.00162,0.00172,0.0018,0.00197,0.00215
25,0.00032,0.00034,0.00033,0.00034,0.00035,0.00036,0.00039,0.00044,0.00048,0.00055,0.0006,0.00067,0.00073,0.00085,0.00095,0.00106,0.00121,0.00136,0.00148,0.00156,0.00164,0.00173,0.00188,0.00206,0.00225
26,0.00028,0.00031,0.00031,0.00032,0.00033,0.00036,0.0004,0.00045,0.00049,0.00057,0.00063,0.0007,0.00079,0.00091,0.00102,0.00114,0.00129,0.00142,0.00151,0.00157,0.00167,0.0018,0.00197,0.00216,0.00237
27,0.00025,0.00028,0.00029,0.00031,0.00033,0.00036,0.00041,0.00046,0.00051,0.0006,0.00067,0.00075,0.00085,0.00097,0.00109,0.00121,0.00135,0.00146,0.00153,0.00162,0.00173,0.00189,0.00207,0.00228,0.0025
28,0.00022,0.00026,0.00028,0.00031,0.00034,0.00038,0.00043,0.00048,0.00054,0.00064,0.00072,0.00081,0.00092,0.00104,0.00116,0.00127,0.0014,0.00148,0.00158,0.00169,0.00182,0.00199,0.00219,0.00241,0.00266
29,0.00021,0.00025,0.00029,0.00033,0.00037,0.00042,0.00046,0.00052,0.00058,0.00069,0.00079,0.00088,0.00099,0.00112,0.00124,0.00133,0.00145,0.00156,0.00167,0.00179,0.00194,0.00214,0.00235,0.00259,0.00286
30,0.0002,0.00024,0.00031,0.00035,0.0004,0.00044,0.00048,0.00054,0.00062,0.00074,0.00084,0.00092,0.00103,0.00116,0.00126,0.00139,0.00153,0.00166,0.00178,0.00192,0.0021,0.00231,0.00255,0.00281,0.0031
31,0.00018,0.00024,0.00032,0.00038,0.00042,0.00046,0.0005,0.00057,0.00068,0.0008,0.00089,0.00097,0.00109,0.0012,0.00131,0.00148,0.00164,0.00177,0.00192,0.00208,0.00229,0.00252,0.00279,0.00308,0.00339
32,0.00019,0.00025,0.00034,0.0004,0.00045,0.00049,0.00055,0.00063,0.00075,0.00087,0.00096,0.00104,0.00115,0.00126,0.00141,0.00159,0.00176,0.00191,0.00208,0.00227,0.0025,0.00277,0.00307,0.00338,0.00368
33,0.00019,0.00026,0.00036,0.00043,0.00048,0.00053,0.0006,0.0007,0.00083,0.00094,0.00102,0.00109,0.00121,0.00136,0.00152,0.00171,0.0019,0.00207,0.00227,0.00248,0.00275,0.00306,0.00338,0.00368,0.00401
34,0.0002,0.00027,0.00039,0.00045,0.0005,0.00058,0.00066,0.00077,0.0009,0.00101,0.00106,0.00115,0.0013,0.00147,0.00164,0.00184,0.00205,0.00225,0.00247,0.00272,0.00303,0.00337,0.00368,0.00401,0.00439
35,0.0002,0.00028,0.00041,0.00048,0.00055,0.00063,0.00071,0.00085,0.00096,0.00104,0.00112,0.00124,0.00141,0.00159,0.00177,0.00199,0.00222,0.00243,0.00269,0.00298,0.00333,0.00368,0.00401,0.00439,0.00482
36,0.00021,0.0003,0.00044,0.00051,0.0006,0.00069,0.00079,0.00092,0.00101,0.00108,0.00121,0.00135,0.00153,0.00172,0.00192,0.00215,0.00239,0.00264,0.00293,0.00327,0.00366,0.00401,0.00439,0.00482,0.00533
37,0.00021,0.00032,0.00048,0.00057,0.00066,0.00075,0.00087,0.00097,0.00104,0.00118,0.00132,0.00148,0.00167,0.00187,0.00208,0.00233,0.00259,0.00287,0.0032,0.00359,0.00401,0.00439,0.00482,0.00533,0.00591
38,0.00022,0.00035,0.00052,0.00061,0.00071,0.00082,0.00093,0.001,0.00113,0.00129,0.00145,0.00162,0.00182,0.00204,0.00227,0.00253,0.00282,0.00314,0.00353,0.00397,0.00439,0.00482,0.00533,0.00591,0.00655
39,0.00024,0.00039,0.00057,0.00067,0.00077,0.00088,0.00096,0.00109,0.00125,0.00143,0.0016,0.00178,0.002,0.00224,0.00249,0.00277,0.00309,0.00346,0.00392,0.00439,0.00482,0.00533,0.00591,0.00654,0.0073
40,0.00026,0.00044,0.00063,0.00073,0.00084,0.00093,0.00106,0.0012,0.00137,0.00157,0.00176,0.00196,0.0022,0.00246,0.00273,0.00305,0.00342,0.00385,0.00438,0.00482,0.00533,0.00591,0.00652,0.00724,0.00809
41,0.00029,0.0005,0.00068,0.00079,0.00089,0.00102,0.00116,0.00132,0.00151,0.00173,0.00193,0.00215,0.00243,0.00272,0.00302,0.00337,0.0038,0.00434,0.00482,0.00533,0.00591,0.00652,0.00719,0.00804,0.00893
42,0.00033,0.00055,0.00072,0.00084,0.00097,0.00111,0.00126,0.00145,0.00167,0.0019,0.00212,0.00237,0.00268,0.00301,0.00334,0.00375,0.0043,0.00482,0.00533,0.00591,0.00652,0.00716,0.00792,0.00883,0.00983
43,0.00037,0.0006,0.00076,0.00092,0.00106,0.00121,0.00138,0.0016,0.00183,0.00208,0.00232,0.00261,0.00297,0.00333,0.00371,0.00422,0.00479,0.00533,0.00591,0.00652,0.00716,0.00788,0.00875,0.00975,0.01081
44,0.00041,0.00064,0.00083,0.001,0.00116,0.00132,0.00152,0.00176,0.00201,0.00228,0.00256,0.00289,0.00329,0.0037,0.00415,0.00471,0.00533,0.00591,0.00652,0.00716,0.00784,0.0087,0.0097,0.01077,0.0119
45,0.00045,0.00069,0.0009,0.0011,0.00126,0.00145,0.00169,0.00194,0.0022,0.0025,0.00283,0.00321,0.00366,0.00411,0.00462,0.00525,0.00591,0.00652,0.00716,0.00784,0.00863,0.00967,0.01077,0.0119,0.01315
46,0.00051,0.00073,0.00097,0.0012,0.00139,0.00161,0.00188,0.00214,0.00242,0.00276,0.00315,0.00358,0.00406,0.00456,0.00514,0.00582,0.00652,0.00716,0.00784,0.00863,0.00957,0.01075,0.0119,0.01315,0.01456
47,0.00056,0.00078,0.00106,0.00132,0.00154,0.0018,0.00209,0.00236,0.00267,0.00307,0.00352,0.00402,0.00452,0.00507,0.00571,0.00645,0.00716,0.00784,0.00863,0.00953,0.01062,0.0119,0.01315,0.01456,0.01621
48,0.00061,0.00084,0.00117,0.00146,0.00172,0.00202,0.00232,0.0026,0.00296,0.00344,0.004,0.00449,0.00502,0.00562,0.00632,0.00713,0.00784,0.00863,0.00953,0.01055,0.01181,0.01315,0.01456,0.01621,0.01813
49,0.00065,0.00091,0.00129,0.00162,0.00193,0.00226,0.00256,0.00287,0.00329,0.00396,0.00448,0.00498,0.00555,0.00621,0.00698,0.00783,0.00863,0.00953,0.01054,0.01167,0.01313,0.01456,0.01621,0.01813,0.02036
50,0.00068,0.001,0.00143,0.00181,0.00217,0.0025,0.0028,0.00316,0.00386,0.00445,0.00498,0.00551,0.00613,0.00686,0.00769,0.00862,0.00953,0.01054,0.01161,0.01293,0.01456,0.01621,0.01813,0.02036,0.02287
51,0.00071,0.00112,0.0016,0.00203,0.00242,0.00274,0.00309,0.00372,0.00433,0.00496,0.00551,0.00613,0.00677,0.00756,0.00849,0.00953,0.01054,0.01159,0.0128,0.01432,0.01621,0.01813,0.02036,0.02287,0.02562
52,0.00075,0.00125,0.00179,0.00229,0.00269,0.00304,0.00358,0.00414,0.00482,0.00551,0.00613,0.00677,0.00749,0.0084,0.00949,0.01054,0.01159,0.01275,0.01421,0.01604,0.01813,0.02035,0.02269,0.02551,0.0285
53,0.0008,0.0014,0.00202,0.00259,0.00299,0.00348,0.00399,0.00463,0.0054,0.00613,0.00677,0.00749,0.00832,0.00943,0.01054,0.01159,0.01275,0.01421,0.01594,0.01797,0.02031,0.02262,0.02537,0.02831,0.03161
54,0.00084,0.00155,0.00228,0.00295,0.00339,0.00387,0.00445,0.00521,0.00604,0.00677,0.00749,0.0083,0.0094,0.01054,0.01159,0.01275,0.01421,0.01594,0.01797,0.0203,0.0226,0.02537,0.02831,0.03161,0.03519
55,0.0009,0.00169,0.00258,0.00329,0.00377,0.00428,0.00496,0.00586,0.00674,0.00749,0.0083,0.00937,0.01054,0.01159,0.01275,0.01421,0.01594,0.01797,0.0203,0.0226,0.02537,0.02831,0.03161,0.03519,0.03913
56,0.001,0.0018,0.00286,0.00361,0.00411,0.00471,0.00551,0.00648,0.00738,0.00824,0.00926,0.01038,0.01159,0.01275,0.01421,0.01594,0.01797,0.0203,0.0226,0.02537,0.02831,0.03161,0.03519,0.03913,0.04356
57,0.00114,0.00192,0.00315,0.00394,0.00451,0.00517,0.00611,0.00714,0.00804,0.00908,0.01016,0.01154,0.01275,0.01421,0.01594,0.01791,0.0203,0.0226,0.02537,0.02831,0.03161,0.03519,0.03913,0.04356,0.04868
58,0.00131,0.00205,0.00343,0.0043,0.00493,0.00572,0.00676,0.00781,0.00883,0.00988,0.01124,0.01252,0.01418,0.01586,0.01777,0.02013,0.0225,0.02537,0.02831,0.03158,0.03519,0.03913,0.04356,0.04868,0.05429
59,0.00152,0.00221,0.00368,0.00468,0.00533,0.00629,0.0074,0.00845,0.00955,0.01085,0.01209,0.01384,0.01569,0.01764,0.01991,0.02217,0.02537,0.02821,0.03136,0.03484,0.03913,0.04356,0.04868,0.05429,0.06126
60,0.00173,0.00241,0.00392,0.00495,0.00578,0.00687,0.008,0.00909,0.0103,0.01156,0.0134,0.01535,0.01734,0.01961,0.02173,0.02493,0.0279,0.03119,0.03474,0.03913,0.04356,0.04868,0.05429,0.06126,0.06925
61,0.0019,0.00266,0.00414,0.00524,0.00624,0.00742,0.00847,0.00962,0.01098,0.01273,0.01472,0.0168,0.01914,0.0212,0.0243,0.02722,0.03072,0.03436,0.039,0.04356,0.04868,0.05429,0.06126,0.06925,0.07846
62,0.00203,0.00296,0.00438,0.00556,0.00671,0.00786,0.00888,0.01011,0.01165,0.01357,0.0157,0.01789,0.02051,0.02352,0.02631,0.02981,0.03368,0.03853,0.04352,0.04868,0.05429,0.06126,0.06925,0.07846,0.08902
63,0.00214,0.00329,0.00466,0.00595,0.00721,0.00838,0.00932,0.01059,0.01232,0.01438,0.01662,0.01893,0.02175,0.02529,0.02868,0.03256,0.03762,0.04253,0.04802,0.05406,0.06126,0.06925,0.07846,0.08902,0.10096
64,0.00224,0.00361,0.00499,0.0064,0.00776,0.00879,0.00989,0.0114,0.01338,0.0154,0.01768,0.02002,0.02307,0.0273,0.03104,0.03625,0.04161,0.0474,0.05375,0.06126,0.06925,0.07846,0.08901,0.1009,0.11422
65,0.00235,0.00396,0.00536,0.0069,0.00831,0.00938,0.01067,0.01239,0.01437,0.01676,0.01912,0.02157,0.02491,0.02951,0.03446,0.0398,0.04572,0.05223,0.06045,0.06921,0.07834,0.08882,0.10073,0.11407,0.12836
66,0.00247,0.00429,0.00579,0.00746,0.00901,0.01014,0.01158,0.01343,0.01568,0.01827,0.02072,0.0237,0.02701,0.032,0.03738,0.04385,0.05132,0.05983,0.06892,0.07806,0.08856,0.1005,0.11386,0.12818,0.14327
67,0.0026,0.00459,0.00626,0.0081,0.00983,0.01102,0.01262,0.01466,0.01714,0.01989,0.02295,0.02601,0.02979,0.03527,0.0412,0.04841,0.05786,0.06735,0.07773,0.08825,0.1002,0.11359,0.12794,0.14307,0.15844
68,0.00276,0.00488,0.00677,0.00885,0.01057,0.01203,0.01378,0.01603,0.01881,0.02207,0.02538,0.02918,0.03398,0.0392,0.04571,0.05441,0.06537,0.07613,0.08788,0.09986,0.11327,0.12764,0.14281,0.15822,0.17345
69,0.00296,0.0052,0.00735,0.00971,0.01155,0.01313,0.01502,0.01753,0.02096,0.0245,0.02853,0.03324,0.03829,0.0445,0.0521,0.06196,0.07394,0.08613,0.09947,0.11291,0.12732,0.14251,0.15797,0.17324,0.18822
70,0.00315,0.00547,0.0079,0.01053,0.01244,0.01409,0.01622,0.01957,0.02307,0.02711,0.03239,0.03735,0.04358,0.05087,0.06078,0.07135,0.08522,0.09904,0.1125,0.12694,0.14218,0.15767,0.17299,0.18802,0.202
71,0.00335,0.00572,0.00845,0.01135,0.01323,0.01512,0.01792,0.02147,0.02527,0.03003,0.03639,0.04288,0.04954,0.0591,0.06824,0.08123,0.09691,0.11206,0.12653,0.14181,0.15735,0.17272,0.1878,0.20183,0.2142
72,0.00357,0.00598,0.00902,0.01219,0.01413,0.01668,0.01974,0.02343,0.02812,0.03412,0.04169,0.04876,0.05759,0.06672,0.07722,0.09273,0.10982,0.1261,0.14142,0.15701,0.17243,0.18757,0.20165,0.21407,0.23002
73,0.00383,0.00631,0.00968,0.01314,0.01559,0.01836,0.02173,0.02583,0.03167,0.03866,0.04788,0.05668,0.06555,0.0757,0.09131,0.10873,0.12563,0.14099,0.15663,0.17212,0.18731,0.20145,0.21393,0.22992,0.24703
74,0.00417,0.0068,0.01056,0.01436,0.01718,0.02038,0.02424,0.02904,0.03583,0.04436,0.05589,0.06456,0.0745,0.0885,0.1048,0.12373,0.14054,0.15624,0.17178,0.18703,0.20123,0.21377,0.22981,0.24696,0.26572
75,0.0045,0.00734,0.01151,0.01571,0.01892,0.02265,0.02704,0.03259,0.04108,0.05102,0.06394,0.07384,0.0868,0.10297,0.12099,0.14007,0.15582,0.17142,0.18674,0.201,0.2136,0.2297,0.24689,0.26569,0.28574
76,0.0049,0.00796,0.01266,0.01758,0.02126,0.0256,0.03081,0.0378,0.04753,0.05854,0.07297,0.08542,0.10174,0.1197,0.13971,0.1555,0.17114,0.1865,0.20081,0.21346,0.22959,0.24682,0.26565,0.28572,0.3067
77,0.00515,0.00835,0.01337,0.01886,0.02325,0.02806,0.03428,0.0437,0.05454,0.06675,0.08392,0.09999,0.11857,0.13936,0.15518,0.17086,0.18626,0.20062,0.21331,0.22949,0.24676,0.26561,0.28571,0.3067,0.32825
78,0.00546,0.00883,0.01426,0.0204,0.02522,0.03132,0.03845,0.05015,0.06228,0.07619,0.09741,0.11632,0.13768,0.15486,0.17058,0.18603,0.20043,0.21317,0.22938,0.24669,0.26558,0.2857,0.3067,0.32825,0.35002
79,0.00574,0.00928,0.01519,0.02189,0.02764,0.03426,0.04284,0.05565,0.06928,0.08643,0.11133,0.13404,0.15454,0.1703,0.18579,0.20024,0.21302,0.22928,0.24662,0.26554,0.28569,0.3067,0.32825,0.35002,0.37165
80,0.00603,0.00979,0.01618,0.02371,0.02999,0.03723,0.04758,0.06111,0.07674,0.09797,0.12883,0.15422,0.17001,0.18555,0.20005,0.21288,0.22918,0.24655,0.26551,0.28567,0.3067,0.32825,0.35002,0.37165,0.39279
81,0.00655,0.01067,0.01808,0.02659,0.03368,0.04232,0.05456,0.06918,0.08934,0.1157,0.14691,0.16973,0.18531,0.19986,0.21273,0.22907,0.24649,0.26547,0.28566,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305
82,0.0072,0.01183,0.02041,0.03016,0.03838,0.04811,0.06297,0.08202,0.10642,0.1408,0.16945,0.18508,0.19966,0.21259,0.22897,0.24642,0.26543,0.28565,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208
83,0.0082,0.01356,0.02386,0.03518,0.04523,0.0571,0.07529,0.10062,0.13416,0.16917,0.18484,0.19947,0.21244,0.22887,0.24635,0.2654,0.28563,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951
84,0.00951,0.01605,0.02907,0.04312,0.05571,0.07153,0.09518,0.13158,0.16917,0.1846,0.19928,0.2123,0.22876,0.24629,0.26536,0.28562,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498
85,0.01108,0.01895,0.03502,0.05198,0.06826,0.08968,0.12202,0.15579,0.1846,0.19909,0.21215,0.22866,0.24622,0.26533,0.28561,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812
86,0.01311,0.02276,0.04305,0.06453,0.08655,0.11693,0.15146,0.1846,0.19909,0.21201,0.22855,0.24615,0.26529,0.28559,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857
87,0.01547,0.02734,0.05282,0.08067,0.11177,0.14684,0.1846,0.19909,0.21201,0.22845,0.24609,0.26525,0.28558,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595
88,0.01787,0.03242,0.06394,0.10051,0.13949,0.1846,0.19909,0.21201,0.22845,0.24602,0.26522,0.28557,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5
89,0.02039,0.03756,0.0761,0.12294,0.17009,0.19909,0.21201,0.22845,0.24602,0.26518,0.28556,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5
90,0.02324,0.04351,0.09104,0.1505,0.19909,0.21201,0.22845,0.24602,0.26518,0.28554,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5
91,0.02871,0.06535,0.13845,0.19909,0.21201,0.22845,0.24602,0.26518,0.28554,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5
92,0.03966,0.09792,0.19909,0.21201,0.22845,0.24602,0.26518,0.28554,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5
93,0.0574,0.14101,0.21201,0.22845,0.24602,0.26518,0.28554,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5,0.5
94,0.08293,0.16444,0.22845,0.24602,0.26518,0.28554,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.11687,0.22845,0.24602,0.26518,0.28554,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Composite, Male, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 0. Maximum Ultimate Age: 120",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",0,,,,,,,,,,,,,,,,,,,,,,,,
