Table Name:,2017 Loaded CSO Nonsmoker Gender-Blended 20% Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00011,0.00017,0.00019,0.00021,0.00024,0.00027,0.00033,0.00039,0.00044,0.00052,0.00059,0.00067,0.00074,0.0008,0.00084,0.00089,0.00096,0.00105,0.00113,0.00123,0.00133,0.00145,0.00159,0.00176,0.00197
29,0.00011,0.00016,0.0002,0.00021,0.00024,0.00029,0.00035,0.00041,0.00048,0.00056,0.00063,0.0007,0.00077,0.00082,0.00087,0.00093,0.00102,0.00112,0.00121,0.00132,0.00143,0.00158,0.00175,0.00195,0.00219
30,0.00011,0.00017,0.0002,0.00022,0.00026,0.00031,0.00038,0.00045,0.00051,0.00059,0.00066,0.00073,0.0008,0.00085,0.00091,0.00099,0.0011,0.00121,0.0013,0.00142,0.00156,0.00173,0.00194,0.00217,0.00243
31,0.0001,0.00016,0.00021,0.00024,0.00028,0.00034,0.00041,0.00048,0.00055,0.00062,0.00068,0.00075,0.00083,0.00089,0.00097,0.00107,0.00118,0.00129,0.0014,0.00154,0.00172,0.00192,0.00216,0.00242,0.00267
32,0.00011,0.00017,0.00022,0.00027,0.00032,0.00038,0.00045,0.00052,0.00057,0.00064,0.0007,0.00078,0.00087,0.00095,0.00104,0.00116,0.00128,0.00139,0.00152,0.00168,0.0019,0.00214,0.0024,0.00265,0.0029
33,0.00011,0.00018,0.00024,0.0003,0.00036,0.00042,0.00049,0.00055,0.0006,0.00067,0.00074,0.00081,0.00092,0.00103,0.00114,0.00125,0.00138,0.00151,0.00166,0.00187,0.00212,0.00238,0.00263,0.00289,0.00313
34,0.00012,0.00018,0.00027,0.00034,0.0004,0.00045,0.00053,0.00058,0.00063,0.00069,0.00077,0.00087,0.001,0.00112,0.00123,0.00135,0.00149,0.00164,0.00184,0.00207,0.00235,0.00261,0.00287,0.00312,0.00337
35,0.00012,0.0002,0.0003,0.00038,0.00044,0.0005,0.00057,0.00062,0.00066,0.00072,0.00082,0.00095,0.0011,0.00122,0.00134,0.00147,0.00162,0.00179,0.00202,0.0023,0.00259,0.00286,0.00311,0.00337,0.00364
36,0.00013,0.00021,0.00033,0.00042,0.00049,0.00055,0.00061,0.00065,0.00069,0.00077,0.0009,0.00104,0.0012,0.00132,0.00145,0.00159,0.00175,0.00195,0.00222,0.00253,0.00284,0.0031,0.00337,0.00364,0.00395
37,0.00015,0.00023,0.00036,0.00046,0.00053,0.00059,0.00064,0.00069,0.00074,0.00086,0.001,0.00115,0.00131,0.00144,0.00157,0.00171,0.0019,0.00214,0.00243,0.00276,0.00308,0.00336,0.00364,0.00395,0.00433
38,0.00016,0.00024,0.00038,0.00049,0.00057,0.00063,0.00068,0.00073,0.00082,0.00095,0.0011,0.00126,0.00142,0.00155,0.00169,0.00185,0.00207,0.00233,0.00266,0.00301,0.00335,0.00364,0.00395,0.00433,0.00477
39,0.00017,0.00026,0.0004,0.00051,0.00061,0.00067,0.00072,0.00079,0.0009,0.00105,0.00122,0.00137,0.00153,0.00167,0.00183,0.00201,0.00226,0.00255,0.0029,0.00328,0.00364,0.00395,0.00433,0.00475,0.00527
40,0.00017,0.00028,0.00042,0.00053,0.00064,0.00072,0.00078,0.00087,0.00099,0.00116,0.00133,0.00149,0.00165,0.00182,0.00198,0.00221,0.00247,0.0028,0.00316,0.00357,0.00395,0.00433,0.00474,0.00525,0.0058
41,0.00018,0.00031,0.00043,0.00056,0.00069,0.00078,0.00085,0.00094,0.00109,0.00127,0.00144,0.0016,0.00178,0.00197,0.00217,0.00242,0.00272,0.00307,0.00346,0.0039,0.00432,0.00473,0.00522,0.00577,0.00637
42,0.0002,0.00033,0.00045,0.00061,0.00074,0.00083,0.00091,0.00102,0.0012,0.00138,0.00155,0.00172,0.00193,0.00215,0.00239,0.00268,0.00301,0.00338,0.0038,0.00426,0.00473,0.0052,0.00574,0.00634,0.007
43,0.00023,0.00034,0.00048,0.00068,0.0008,0.00089,0.00097,0.00111,0.0013,0.00149,0.00167,0.00186,0.00211,0.00237,0.00264,0.00295,0.00332,0.00372,0.00415,0.00465,0.00519,0.00571,0.00631,0.00697,0.00768
44,0.00026,0.00036,0.00053,0.00076,0.00086,0.00095,0.00105,0.00121,0.0014,0.0016,0.00179,0.00202,0.00231,0.00261,0.0029,0.00325,0.00364,0.00408,0.00454,0.00509,0.00569,0.00629,0.00695,0.00766,0.00844
45,0.00029,0.00037,0.00058,0.00082,0.00092,0.00102,0.00114,0.00132,0.00151,0.00172,0.00194,0.00222,0.00255,0.00288,0.0032,0.00358,0.00401,0.00448,0.00499,0.00558,0.00625,0.00693,0.00765,0.00843,0.00933
46,0.00032,0.00039,0.00065,0.00088,0.001,0.00111,0.00126,0.00143,0.00163,0.00185,0.00212,0.00244,0.00282,0.00317,0.00353,0.00395,0.00443,0.00492,0.00547,0.00612,0.00687,0.00763,0.00842,0.00933,0.01037
47,0.00034,0.00041,0.00074,0.00096,0.00109,0.00123,0.00139,0.00156,0.00177,0.00201,0.00232,0.0027,0.00312,0.00348,0.00388,0.00436,0.00487,0.00541,0.00601,0.00671,0.00756,0.00841,0.00932,0.01037,0.01159
48,0.00036,0.00046,0.00086,0.00105,0.0012,0.00135,0.00153,0.00171,0.00191,0.0022,0.00255,0.00297,0.00341,0.00382,0.00425,0.00477,0.00535,0.00593,0.00658,0.00737,0.00834,0.00932,0.01036,0.01158,0.01301
49,0.00037,0.00054,0.00099,0.00117,0.00133,0.0015,0.00168,0.00186,0.00209,0.00242,0.0028,0.00324,0.00371,0.00414,0.00462,0.00521,0.00584,0.00647,0.00719,0.0081,0.00923,0.01034,0.01157,0.013,0.01467
50,0.00038,0.00067,0.00112,0.0013,0.00147,0.00164,0.00183,0.00202,0.0023,0.00267,0.00307,0.00352,0.00399,0.00446,0.005,0.00567,0.00635,0.00704,0.00786,0.00892,0.01024,0.01151,0.01295,0.01464,0.01657
51,0.0004,0.00083,0.00124,0.00142,0.00161,0.00179,0.00198,0.0022,0.00254,0.00295,0.00338,0.00382,0.00429,0.00482,0.00545,0.00619,0.0069,0.00766,0.00863,0.00989,0.01142,0.01287,0.01454,0.01649,0.01872
52,0.0004,0.00097,0.00132,0.00154,0.00175,0.00194,0.00216,0.00243,0.00282,0.00327,0.0037,0.00413,0.00463,0.00525,0.00597,0.00678,0.00755,0.00847,0.00961,0.01106,0.01279,0.01445,0.01637,0.01861,0.02116
53,0.00041,0.00104,0.0014,0.00166,0.0019,0.00212,0.00237,0.0027,0.00314,0.0036,0.00404,0.00448,0.00505,0.00576,0.00658,0.00747,0.0084,0.00951,0.01085,0.01246,0.01438,0.01632,0.01854,0.02109,0.024
54,0.00042,0.00108,0.00147,0.00176,0.00207,0.00232,0.00263,0.00303,0.0035,0.00397,0.00441,0.00488,0.00555,0.00639,0.00732,0.00833,0.00941,0.01071,0.01231,0.01423,0.01626,0.0185,0.02106,0.02398,0.02736
55,0.00044,0.0011,0.00153,0.00186,0.00227,0.00258,0.00295,0.00339,0.00388,0.00435,0.00479,0.00535,0.00615,0.0071,0.00816,0.00934,0.01064,0.01215,0.01402,0.01624,0.01844,0.02101,0.02395,0.02735,0.03134
56,0.00047,0.00113,0.00159,0.002,0.00253,0.00289,0.00331,0.00378,0.00427,0.00472,0.0052,0.00588,0.00681,0.0079,0.00913,0.01051,0.01205,0.01381,0.01592,0.01841,0.02093,0.02388,0.02733,0.03134,0.03597
57,0.00052,0.00115,0.00164,0.0022,0.00284,0.00325,0.00371,0.00417,0.00462,0.00508,0.00564,0.00647,0.00758,0.00883,0.01025,0.01186,0.01366,0.01567,0.01806,0.02089,0.02382,0.02726,0.03132,0.03597,0.04099
58,0.00058,0.00119,0.00172,0.00248,0.00317,0.00363,0.0041,0.00452,0.00495,0.00547,0.00616,0.00717,0.00848,0.00995,0.01159,0.01346,0.01555,0.01783,0.02054,0.02372,0.02717,0.03126,0.03597,0.04099,0.04632
59,0.00067,0.00124,0.00187,0.00278,0.00353,0.00401,0.00445,0.00484,0.00529,0.00592,0.00681,0.00804,0.00958,0.01126,0.01315,0.01531,0.01769,0.02024,0.02337,0.02707,0.03116,0.03592,0.04099,0.04632,0.05246
60,0.00077,0.00132,0.00211,0.00305,0.00387,0.00434,0.00474,0.00514,0.00567,0.00647,0.0076,0.00911,0.01087,0.01278,0.01495,0.01741,0.02008,0.02301,0.02672,0.03107,0.03585,0.04099,0.04632,0.05246,0.06057
61,0.00088,0.00144,0.00242,0.00329,0.00418,0.00462,0.005,0.00546,0.00615,0.00718,0.00858,0.01033,0.01232,0.0145,0.01694,0.01973,0.02282,0.02647,0.03085,0.03575,0.04092,0.04632,0.05246,0.06057,0.06991
62,0.001,0.00163,0.00279,0.00357,0.00444,0.00488,0.00532,0.00593,0.00682,0.0081,0.00977,0.01178,0.01399,0.01642,0.01918,0.02235,0.02614,0.03043,0.03561,0.04079,0.04632,0.05246,0.06057,0.06991,0.07952
63,0.00113,0.00193,0.00316,0.00391,0.00465,0.00517,0.00579,0.00661,0.0077,0.00925,0.01119,0.0134,0.01582,0.01852,0.02165,0.02554,0.03007,0.03519,0.04066,0.0462,0.05246,0.06057,0.06991,0.07952,0.09053
64,0.00124,0.00232,0.00349,0.00418,0.0049,0.00562,0.00646,0.00746,0.00879,0.01067,0.01281,0.01517,0.0178,0.02078,0.02437,0.02923,0.03449,0.04042,0.04607,0.05246,0.06057,0.06991,0.07952,0.09053,0.10299
65,0.00134,0.00262,0.00378,0.00442,0.00524,0.00621,0.00724,0.00845,0.01011,0.01235,0.01469,0.01716,0.02006,0.02353,0.02767,0.03331,0.03976,0.04583,0.05233,0.06057,0.06991,0.07952,0.09053,0.10299,0.11665
66,0.00146,0.00278,0.00404,0.00466,0.00568,0.00688,0.00814,0.00966,0.0117,0.01431,0.01689,0.01959,0.02267,0.02667,0.03135,0.03778,0.04551,0.05211,0.06057,0.06991,0.07952,0.09053,0.10299,0.11665,0.13129
67,0.0016,0.00293,0.00428,0.005,0.00624,0.00769,0.00921,0.01107,0.01353,0.01655,0.01945,0.02246,0.02603,0.0305,0.03532,0.04292,0.05163,0.06021,0.06991,0.07952,0.09053,0.10299,0.11665,0.13129,0.14682
68,0.00176,0.00307,0.00453,0.00549,0.00695,0.00864,0.01044,0.01269,0.01565,0.01912,0.02232,0.0259,0.03022,0.03507,0.04095,0.04984,0.05973,0.06955,0.07952,0.09053,0.10299,0.11665,0.13129,0.14682,0.1633
69,0.00194,0.00323,0.0048,0.00606,0.0078,0.00968,0.01177,0.01451,0.01799,0.02197,0.02576,0.03002,0.03491,0.04075,0.049,0.05895,0.06924,0.07933,0.09053,0.10299,0.11665,0.13129,0.14682,0.1633,0.18024
70,0.00213,0.00339,0.0051,0.00669,0.00871,0.01078,0.01324,0.0165,0.02052,0.0251,0.02981,0.0346,0.04048,0.04816,0.05786,0.06851,0.07904,0.09053,0.10299,0.11665,0.13129,0.14682,0.1633,0.18024,0.19742
71,0.00234,0.00359,0.00545,0.00749,0.0097,0.01201,0.01485,0.01862,0.02335,0.02874,0.03429,0.03958,0.04695,0.05617,0.0667,0.07805,0.09003,0.10299,0.11665,0.13129,0.14682,0.1633,0.18024,0.19742,0.21684
72,0.00258,0.00385,0.0059,0.00844,0.01081,0.01336,0.0166,0.02097,0.02667,0.03299,0.03927,0.04563,0.05435,0.06492,0.07707,0.08945,0.10273,0.11665,0.13129,0.14682,0.1633,0.18024,0.19742,0.21684,0.23945
73,0.00289,0.00419,0.00648,0.00951,0.01206,0.01482,0.01856,0.02374,0.03054,0.03776,0.04489,0.05263,0.06264,0.07494,0.08896,0.10251,0.11665,0.13129,0.14682,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641
74,0.00329,0.00462,0.00722,0.01069,0.01338,0.01646,0.02086,0.02702,0.03495,0.04315,0.05112,0.06007,0.07166,0.0863,0.10179,0.11646,0.13129,0.14682,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068
75,0.00372,0.0051,0.00811,0.01199,0.01484,0.01836,0.02355,0.03079,0.04,0.04918,0.05845,0.06919,0.08302,0.09953,0.11617,0.13129,0.14682,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879
76,0.00417,0.00563,0.00908,0.01331,0.01641,0.02044,0.0265,0.03518,0.04575,0.05586,0.06766,0.08087,0.09709,0.11512,0.13129,0.14682,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592
77,0.00463,0.00622,0.01017,0.01468,0.01805,0.02274,0.02982,0.04028,0.05229,0.06372,0.07847,0.09446,0.11326,0.13129,0.14682,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042
78,0.0051,0.00695,0.01148,0.0162,0.01988,0.02536,0.03376,0.046,0.05951,0.07361,0.09141,0.11056,0.13039,0.14682,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453
79,0.00544,0.00781,0.01302,0.01784,0.02194,0.02834,0.0384,0.05242,0.06819,0.086,0.10737,0.12915,0.14682,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785
80,0.00577,0.00888,0.01484,0.01976,0.02444,0.0322,0.04418,0.06028,0.07898,0.1003,0.12518,0.14682,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998
81,0.0063,0.01016,0.01699,0.02205,0.02816,0.03751,0.05157,0.07067,0.09298,0.11872,0.14444,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053
82,0.00709,0.01172,0.01962,0.02564,0.03335,0.04443,0.06163,0.08548,0.11332,0.14215,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213
83,0.00827,0.01364,0.023,0.03108,0.04025,0.05394,0.07719,0.10777,0.13994,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829
84,0.00963,0.01604,0.02752,0.03781,0.04914,0.06751,0.09888,0.13298,0.1633,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584
85,0.01094,0.01921,0.03347,0.04611,0.06118,0.08885,0.12405,0.15789,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485
86,0.01233,0.02327,0.0408,0.05652,0.07954,0.11754,0.15403,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538
87,0.01385,0.02814,0.04959,0.07132,0.10705,0.15176,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751
88,0.0155,0.03359,0.05995,0.09241,0.141,0.18024,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131
89,0.01732,0.03972,0.07475,0.12184,0.17342,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686
90,0.02078,0.05092,0.10592,0.16318,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421
91,0.02848,0.07424,0.15737,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421,0.77346
92,0.04238,0.11082,0.19742,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421,0.77346,0.81466
93,0.06389,0.14584,0.21684,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421,0.77346,0.81466,0.85788
94,0.09453,0.19163,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421,0.77346,0.81466,0.85788,0.90315
95,0.13608,0.23945,0.2641,0.29068,0.31879,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421,0.77346,0.81466,0.85788,0.90315,0.95053

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Nonsmoker Gender-Blended, 20%, Male, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00039,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00046,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00051,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00068,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00078,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00088,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00098,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00105,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00109,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00112,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00114,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00116,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00118,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0012,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00123,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00128,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00134,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00141,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0015,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00163,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00178,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00198,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0022,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00245,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00268,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00291,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00313,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00338,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00364,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00395,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00434,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00477,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00527,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00581,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0064,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00703,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00771,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00847,,,,,,,,,,,,,,,,,,,,,,,,
69,0.00935,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01038,,,,,,,,,,,,,,,,,,,,,,,,
71,0.0116,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01303,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01469,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01661,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01879,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02126,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0241,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0274,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03134,,,,,,,,,,,,,,,,,,,,,,,,
80,0.03597,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04099,,,,,,,,,,,,,,,,,,,,,,,,
82,0.04632,,,,,,,,,,,,,,,,,,,,,,,,
83,0.05246,,,,,,,,,,,,,,,,,,,,,,,,
