Table Name:,2017 Loaded CSO Nonsmoker Gender-Blended 20% Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00043,0.00044,0.00044,0.00045,0.00044,0.00044,0.00043,0.00043,0.00041,0.00042,0.00042,0.00043,0.00044,0.00047,0.0005,0.00057,0.00065,0.00075,0.00085,0.00095,0.00104,0.00108,0.00111,0.00113,0.00115
19,0.00042,0.00042,0.00041,0.0004,0.00041,0.00041,0.0004,0.00038,0.00037,0.00038,0.0004,0.00042,0.00043,0.00046,0.00051,0.0006,0.0007,0.00081,0.00092,0.00101,0.00107,0.00111,0.00113,0.00115,0.00117
20,0.00036,0.00036,0.00038,0.00039,0.00038,0.00037,0.00036,0.00035,0.00035,0.00038,0.00039,0.00041,0.00042,0.00046,0.00053,0.00062,0.00073,0.00084,0.00094,0.00103,0.0011,0.00112,0.00113,0.00115,0.00118
21,0.0003,0.00034,0.00034,0.00034,0.00033,0.00031,0.00032,0.00033,0.00034,0.00037,0.00039,0.0004,0.00042,0.00048,0.00055,0.00065,0.00075,0.00085,0.00096,0.00105,0.00111,0.00112,0.00114,0.00117,0.0012
22,0.00026,0.0003,0.00031,0.0003,0.00028,0.00028,0.00029,0.00031,0.00034,0.00038,0.00039,0.0004,0.00044,0.0005,0.00059,0.00068,0.00078,0.00087,0.00097,0.00106,0.00111,0.00112,0.00115,0.00117,0.00124
23,0.00023,0.00027,0.00027,0.00025,0.00025,0.00026,0.00029,0.00031,0.00035,0.00037,0.00039,0.00041,0.00046,0.00054,0.00063,0.00071,0.00079,0.00088,0.00098,0.00106,0.00111,0.00113,0.00115,0.00121,0.00129
24,0.0002,0.00024,0.00023,0.00022,0.00023,0.00025,0.00028,0.00032,0.00034,0.00038,0.00041,0.00044,0.0005,0.00059,0.00067,0.00074,0.00081,0.0009,0.00098,0.00106,0.00112,0.00113,0.00118,0.00126,0.00135
25,0.00017,0.00021,0.00021,0.0002,0.00022,0.00025,0.00028,0.00032,0.00035,0.00039,0.00043,0.00048,0.00055,0.00064,0.00071,0.00076,0.00083,0.00091,0.001,0.00106,0.00112,0.00116,0.00124,0.00133,0.00143
26,0.00014,0.00018,0.00019,0.0002,0.00023,0.00025,0.00028,0.00033,0.00037,0.00042,0.00047,0.00053,0.00061,0.00069,0.00075,0.00079,0.00086,0.00095,0.00102,0.00109,0.00115,0.00122,0.00131,0.00142,0.00154
27,0.00013,0.00017,0.00019,0.00021,0.00023,0.00025,0.0003,0.00035,0.00039,0.00045,0.00052,0.00059,0.00066,0.00074,0.00079,0.00083,0.0009,0.00098,0.00106,0.00113,0.00121,0.0013,0.0014,0.00153,0.00168
28,0.00012,0.00016,0.00019,0.00021,0.00023,0.00027,0.00031,0.00037,0.00042,0.0005,0.00057,0.00064,0.00072,0.00078,0.00083,0.00087,0.00094,0.00102,0.0011,0.00119,0.00129,0.00139,0.00152,0.00167,0.00186
29,0.00011,0.00017,0.00019,0.00021,0.00024,0.00028,0.00034,0.0004,0.00046,0.00054,0.00061,0.00069,0.00076,0.00081,0.00086,0.00091,0.00098,0.00107,0.00117,0.00127,0.00138,0.0015,0.00166,0.00185,0.00208
30,0.00011,0.00016,0.0002,0.00022,0.00025,0.0003,0.00036,0.00043,0.0005,0.00057,0.00065,0.00072,0.00078,0.00084,0.00088,0.00096,0.00106,0.00117,0.00126,0.00137,0.00149,0.00164,0.00183,0.00206,0.00231
31,0.0001,0.00016,0.0002,0.00023,0.00027,0.00032,0.00039,0.00046,0.00053,0.0006,0.00067,0.00074,0.00081,0.00087,0.00093,0.00103,0.00114,0.00125,0.00135,0.00148,0.00163,0.00182,0.00205,0.0023,0.00256
32,0.0001,0.00017,0.00021,0.00025,0.0003,0.00036,0.00043,0.0005,0.00056,0.00063,0.00069,0.00077,0.00085,0.00091,0.001,0.00111,0.00123,0.00134,0.00146,0.0016,0.0018,0.00203,0.00228,0.00254,0.00279
33,0.00011,0.00017,0.00023,0.00028,0.00034,0.0004,0.00047,0.00053,0.00059,0.00066,0.00072,0.00079,0.00089,0.00099,0.00109,0.0012,0.00133,0.00145,0.00158,0.00177,0.00201,0.00226,0.00252,0.00277,0.00301
34,0.00011,0.00018,0.00026,0.00031,0.00038,0.00043,0.00051,0.00057,0.00062,0.00068,0.00075,0.00083,0.00095,0.00107,0.00118,0.0013,0.00143,0.00157,0.00175,0.00196,0.00223,0.0025,0.00276,0.003,0.00325
35,0.00012,0.00019,0.00029,0.00036,0.00042,0.00047,0.00055,0.0006,0.00064,0.0007,0.00079,0.00091,0.00105,0.00117,0.00129,0.00141,0.00155,0.00171,0.00192,0.00218,0.00247,0.00274,0.00299,0.00324,0.0035
36,0.00013,0.0002,0.00032,0.00039,0.00046,0.00052,0.00059,0.00063,0.00068,0.00074,0.00086,0.001,0.00115,0.00127,0.00139,0.00152,0.00168,0.00187,0.00212,0.00241,0.00272,0.00298,0.00324,0.0035,0.00379
37,0.00014,0.00022,0.00035,0.00045,0.00051,0.00058,0.00062,0.00067,0.00071,0.00081,0.00095,0.00109,0.00125,0.00138,0.00151,0.00165,0.00182,0.00204,0.00232,0.00264,0.00296,0.00323,0.0035,0.00379,0.00413
38,0.00015,0.00023,0.00037,0.00048,0.00055,0.00061,0.00066,0.00071,0.00078,0.0009,0.00105,0.00121,0.00137,0.0015,0.00162,0.00177,0.00198,0.00223,0.00254,0.00288,0.00322,0.0035,0.00379,0.00413,0.00453
39,0.00016,0.00025,0.0004,0.0005,0.00059,0.00065,0.00069,0.00076,0.00086,0.001,0.00116,0.00132,0.00147,0.00161,0.00175,0.00192,0.00216,0.00244,0.00277,0.00314,0.00349,0.00379,0.00413,0.00452,0.005
40,0.00017,0.00027,0.00041,0.00052,0.00063,0.00069,0.00075,0.00083,0.00094,0.00111,0.00128,0.00144,0.00159,0.00174,0.00189,0.0021,0.00236,0.00267,0.00303,0.00342,0.00379,0.00413,0.00452,0.00498,0.00552
41,0.00018,0.0003,0.00042,0.00055,0.00066,0.00075,0.00082,0.0009,0.00104,0.00122,0.00139,0.00154,0.00172,0.00188,0.00207,0.00231,0.00259,0.00292,0.0033,0.00372,0.00413,0.00451,0.00496,0.0055,0.00608
42,0.0002,0.00032,0.00044,0.00058,0.00072,0.00081,0.00087,0.00098,0.00114,0.00133,0.0015,0.00166,0.00185,0.00206,0.00227,0.00254,0.00286,0.00321,0.00361,0.00406,0.00451,0.00495,0.00546,0.00604,0.00667
43,0.00021,0.00034,0.00046,0.00064,0.00077,0.00086,0.00094,0.00106,0.00125,0.00144,0.0016,0.00179,0.00201,0.00226,0.00251,0.00281,0.00316,0.00356,0.00398,0.00445,0.00494,0.00544,0.00601,0.00664,0.00732
44,0.00024,0.00036,0.0005,0.00072,0.00083,0.00092,0.00101,0.00116,0.00135,0.00154,0.00172,0.00194,0.00221,0.00248,0.00276,0.00309,0.00347,0.00388,0.00433,0.00486,0.00542,0.00599,0.00661,0.0073,0.00804
45,0.00028,0.00037,0.00055,0.0008,0.00089,0.00098,0.00109,0.00126,0.00145,0.00165,0.00185,0.00211,0.00243,0.00274,0.00305,0.00341,0.00382,0.00427,0.00476,0.00533,0.00596,0.00659,0.00728,0.00803,0.00886
46,0.00031,0.00038,0.00061,0.00085,0.00096,0.00107,0.0012,0.00137,0.00157,0.00178,0.00202,0.00232,0.00268,0.00302,0.00335,0.00375,0.00421,0.00468,0.00523,0.00584,0.00654,0.00726,0.00801,0.00885,0.00981
47,0.00034,0.00039,0.00069,0.00091,0.00103,0.00117,0.00131,0.0015,0.00169,0.00193,0.00221,0.00257,0.00296,0.00331,0.00369,0.00414,0.00464,0.00515,0.00573,0.00639,0.0072,0.008,0.00884,0.00981,0.01093
48,0.00035,0.00042,0.0008,0.001,0.00115,0.00128,0.00145,0.00164,0.00183,0.0021,0.00243,0.00283,0.00327,0.00365,0.00407,0.00456,0.00511,0.00567,0.00629,0.00702,0.00793,0.00884,0.0098,0.01093,0.01226
49,0.00037,0.00049,0.00092,0.00111,0.00127,0.00143,0.0016,0.00178,0.002,0.0023,0.00267,0.0031,0.00357,0.00399,0.00443,0.00498,0.00558,0.00619,0.00688,0.00771,0.00876,0.00979,0.01092,0.01225,0.01379
50,0.00038,0.0006,0.00106,0.00124,0.0014,0.00157,0.00176,0.00193,0.00218,0.00253,0.00293,0.00338,0.00384,0.0043,0.0048,0.00543,0.00609,0.00674,0.00751,0.00849,0.0097,0.01088,0.01222,0.01378,0.01557
51,0.00039,0.00075,0.00119,0.00136,0.00155,0.00172,0.0019,0.00211,0.00241,0.0028,0.00322,0.00366,0.00413,0.00462,0.00521,0.00592,0.00662,0.00734,0.00821,0.00936,0.01078,0.01214,0.0137,0.01551,0.0176
52,0.0004,0.00092,0.00128,0.00148,0.00168,0.00186,0.00205,0.00231,0.00267,0.0031,0.00353,0.00397,0.00445,0.00502,0.0057,0.00647,0.00719,0.00798,0.00906,0.01044,0.01207,0.01361,0.01539,0.01749,0.01987
53,0.0004,0.00102,0.00136,0.0016,0.00182,0.00202,0.00225,0.00255,0.00297,0.00343,0.00386,0.0043,0.00481,0.00547,0.00624,0.00708,0.00793,0.00896,0.01018,0.01169,0.01354,0.01531,0.01738,0.01975,0.02249
54,0.00041,0.00107,0.00144,0.00172,0.00198,0.00222,0.00249,0.00285,0.00331,0.00378,0.00422,0.00467,0.00528,0.00605,0.00693,0.00786,0.00887,0.01007,0.01152,0.01323,0.01525,0.01735,0.01973,0.02247,0.02556
55,0.00042,0.0011,0.00151,0.0018,0.00217,0.00243,0.00277,0.0032,0.00369,0.00416,0.00459,0.0051,0.00583,0.00673,0.0077,0.0088,0.00996,0.01135,0.01311,0.01523,0.01728,0.01967,0.02241,0.02554,0.02922
56,0.00045,0.00112,0.00156,0.00191,0.00239,0.00272,0.00312,0.00358,0.00407,0.00453,0.005,0.0056,0.00646,0.00748,0.00862,0.00989,0.01131,0.01296,0.01495,0.01727,0.01962,0.02237,0.02553,0.02922,0.03352
57,0.00049,0.00114,0.00161,0.00208,0.00267,0.00306,0.00351,0.00398,0.00446,0.00489,0.00541,0.00615,0.00717,0.00834,0.00964,0.01114,0.0128,0.01467,0.01692,0.01957,0.02227,0.02542,0.02919,0.03352,0.0385
58,0.00055,0.00117,0.00167,0.00232,0.003,0.00344,0.00392,0.00435,0.00478,0.00526,0.00588,0.00679,0.00799,0.00933,0.01087,0.01261,0.01453,0.01667,0.01923,0.02223,0.02541,0.02915,0.03352,0.0385,0.04357
59,0.00061,0.00121,0.00176,0.00264,0.00335,0.00383,0.00429,0.00468,0.00512,0.00567,0.00645,0.00756,0.00898,0.01058,0.01233,0.01433,0.01658,0.019,0.02187,0.02526,0.02898,0.03344,0.0385,0.04357,0.0492
60,0.00072,0.00128,0.00197,0.00293,0.0037,0.0042,0.00461,0.00498,0.00546,0.00616,0.00716,0.00853,0.01019,0.01196,0.014,0.0163,0.01883,0.02149,0.02491,0.02895,0.03341,0.0385,0.04357,0.0492,0.05589
61,0.00082,0.00136,0.00225,0.00319,0.00404,0.00449,0.00487,0.00529,0.00588,0.00678,0.00804,0.00967,0.01155,0.01362,0.01591,0.01853,0.02136,0.02455,0.02857,0.03326,0.03838,0.04357,0.0492,0.05589,0.06552
62,0.00094,0.00153,0.0026,0.00338,0.00431,0.00474,0.00513,0.00565,0.00643,0.00759,0.00912,0.011,0.01311,0.01539,0.01799,0.02094,0.02431,0.02842,0.03321,0.03833,0.04357,0.0492,0.05589,0.06552,0.0746
63,0.00107,0.00175,0.00298,0.00376,0.00455,0.00502,0.0055,0.00622,0.00722,0.00861,0.01043,0.01257,0.0149,0.01747,0.0204,0.02379,0.028,0.03249,0.03809,0.04334,0.0492,0.05589,0.06552,0.0746,0.08485
64,0.00119,0.00211,0.00334,0.00405,0.00475,0.00534,0.00609,0.00702,0.00818,0.0099,0.01194,0.01423,0.01675,0.01959,0.02293,0.02733,0.0322,0.03799,0.04332,0.0492,0.05589,0.06552,0.0746,0.08485,0.09676
65,0.00129,0.00253,0.00365,0.0043,0.00506,0.0059,0.00683,0.0079,0.00939,0.01144,0.0137,0.01611,0.01889,0.02199,0.02585,0.03118,0.03685,0.04294,0.04895,0.05589,0.06552,0.0746,0.08485,0.09676,0.10991
66,0.0014,0.00271,0.00392,0.00453,0.00542,0.00652,0.00765,0.00901,0.01085,0.01327,0.01571,0.01823,0.02127,0.0251,0.02953,0.03551,0.04279,0.04886,0.05589,0.06552,0.0746,0.08485,0.09676,0.10991,0.12424
67,0.00153,0.00285,0.00415,0.0048,0.00593,0.00725,0.00863,0.01031,0.01256,0.01536,0.01809,0.021,0.0241,0.02829,0.03322,0.04012,0.04837,0.05553,0.06552,0.0746,0.08485,0.09676,0.10991,0.12424,0.13937
68,0.00168,0.003,0.00439,0.00521,0.00655,0.00813,0.00979,0.01184,0.01452,0.01777,0.02084,0.02396,0.02801,0.03278,0.0375,0.04583,0.05507,0.06517,0.0746,0.08485,0.09676,0.10991,0.12424,0.13937,0.15549
69,0.00185,0.00315,0.00466,0.00578,0.00735,0.00914,0.01109,0.01353,0.0168,0.0205,0.02382,0.02789,0.0325,0.03743,0.04453,0.05404,0.06466,0.07424,0.08485,0.09676,0.10991,0.12424,0.13937,0.15549,0.17256
70,0.00203,0.0033,0.00494,0.00634,0.00824,0.01021,0.01246,0.01549,0.01921,0.02348,0.02774,0.03222,0.03738,0.04421,0.05368,0.06414,0.07414,0.08485,0.09676,0.10991,0.12424,0.13937,0.15549,0.17256,0.18952
71,0.00223,0.00348,0.00526,0.00704,0.00919,0.01135,0.01403,0.01753,0.02185,0.02676,0.03194,0.03705,0.04369,0.05229,0.06228,0.07319,0.08435,0.09676,0.10991,0.12424,0.13937,0.15549,0.17256,0.18952,0.20715
72,0.00246,0.0037,0.00565,0.00794,0.01021,0.01266,0.0157,0.01974,0.02487,0.03079,0.03671,0.04222,0.05036,0.06025,0.07141,0.08331,0.09625,0.10991,0.12424,0.13937,0.15549,0.17256,0.18952,0.20715,0.22903
73,0.0027,0.004,0.00615,0.00894,0.01143,0.01406,0.01752,0.02223,0.02851,0.03527,0.04192,0.04921,0.05857,0.0699,0.08318,0.09615,0.10991,0.12424,0.13937,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295
74,0.00308,0.0044,0.00681,0.01008,0.01269,0.01561,0.01963,0.02529,0.03262,0.04035,0.04798,0.05624,0.06698,0.08037,0.09527,0.10956,0.12424,0.13937,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901
75,0.00349,0.00483,0.00763,0.01132,0.01407,0.01734,0.02213,0.02879,0.03735,0.04607,0.05444,0.06413,0.07667,0.09276,0.109,0.12424,0.13937,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684
76,0.00396,0.00537,0.00858,0.01268,0.01562,0.0194,0.025,0.03285,0.04275,0.05245,0.0627,0.07461,0.0899,0.10701,0.12424,0.13937,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601
77,0.00438,0.00588,0.00957,0.01395,0.01721,0.02149,0.02803,0.03759,0.04889,0.05946,0.07297,0.08765,0.105,0.12424,0.13937,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083
78,0.00487,0.00656,0.01077,0.01543,0.01892,0.024,0.03166,0.04308,0.05585,0.06824,0.08441,0.10194,0.12252,0.13937,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542
79,0.00535,0.00733,0.01221,0.01699,0.02085,0.02676,0.03592,0.04905,0.06339,0.07938,0.09906,0.12017,0.13937,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936
80,0.00554,0.00829,0.01384,0.01871,0.02304,0.02996,0.04096,0.05595,0.07331,0.0932,0.1166,0.13937,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223
81,0.006,0.00947,0.01585,0.02084,0.02588,0.03453,0.04753,0.06487,0.08509,0.10816,0.13491,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362
82,0.00659,0.01086,0.01814,0.0233,0.03049,0.0406,0.05583,0.07687,0.10161,0.13058,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317
83,0.00759,0.01259,0.02113,0.02803,0.0363,0.04843,0.06778,0.09481,0.12639,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915
84,0.00897,0.01471,0.02492,0.03421,0.04437,0.05976,0.08729,0.12211,0.15549,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655
85,0.01029,0.01739,0.0302,0.04154,0.05414,0.07577,0.1116,0.14538,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546
86,0.0116,0.02107,0.03684,0.0509,0.06865,0.10302,0.13809,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546,0.58596
87,0.01307,0.02552,0.04491,0.06247,0.09126,0.13376,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546,0.58596,0.61813
88,0.01465,0.03081,0.0545,0.08078,0.12444,0.17256,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546,0.58596,0.61813,0.65207
89,0.01637,0.03646,0.06572,0.10507,0.15991,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546,0.58596,0.61813,0.65207,0.68787
90,0.01829,0.04311,0.08442,0.14057,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546,0.58596,0.61813,0.65207,0.68787,0.72564
91,0.02331,0.0591,0.12943,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546,0.58596,0.61813,0.65207,0.68787,0.72564,0.76548
92,0.03377,0.09036,0.18952,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546,0.58596,0.61813,0.65207,0.68787,0.72564,0.76548,0.80751
93,0.05129,0.13335,0.20715,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546,0.58596,0.61813,0.65207,0.68787,0.72564,0.76548,0.80751,0.85184
94,0.07717,0.16025,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546,0.58596,0.61813,0.65207,0.68787,0.72564,0.76548,0.80751,0.85184,0.89862
95,0.11335,0.22903,0.25295,0.27901,0.30684,0.33601,0.36083,0.38542,0.40936,0.43223,0.45362,0.47317,0.49915,0.52655,0.55546,0.58596,0.61813,0.65207,0.68787,0.72564,0.76548,0.80751,0.85184,0.89862,0.94795

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Nonsmoker Gender-Blended, 20%, Male, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00045,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0005,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00104,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00108,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00111,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00113,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00115,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00117,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0012,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00121,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00125,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00131,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00137,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00145,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00155,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00169,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00187,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00209,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00232,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00257,,,,,,,,,,,,,,,,,,,,,,,,
56,0.0028,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00302,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00325,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0035,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00379,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00413,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00454,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00501,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00553,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0061,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0067,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00735,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00807,,,,,,,,,,,,,,,,,,,,,,,,
69,0.00888,,,,,,,,,,,,,,,,,,,,,,,,
70,0.00982,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01094,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01227,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01381,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0156,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01765,,,,,,,,,,,,,,,,,,,,,,,,
76,0.01995,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0226,,,,,,,,,,,,,,,,,,,,,,,,
78,0.02564,,,,,,,,,,,,,,,,,,,,,,,,
79,0.02922,,,,,,,,,,,,,,,,,,,,,,,,
80,0.03352,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0385,,,,,,,,,,,,,,,,,,,,,,,,
82,0.04357,,,,,,,,,,,,,,,,,,,,,,,,
83,0.0492,,,,,,,,,,,,,,,,,,,,,,,,
