Table Name:,"2001 VBT Select and Ultimate - Male Composite, ANB ",,,,,,,,,,,,,,,,,,,,,,,,
Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,2001 Valuation Basic Table (VBT) Select and Ultimate Table - Male Composite. Basis: Age Nearest Birthday. Minimum Select Age: 0. Maximum Select Age: 100.,,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",0,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",100,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.0009,0.00049,0.00032,0.0002,0.00014,0.00014,0.00015,0.00015,0.00015,0.00016,0.00016,0.0002,0.00026,0.00031,0.00039,0.00053,0.00066,0.00078,0.00085,0.00089,0.0009,0.0009,0.00091,0.00092,0.00093
1,0.0004,0.00029,0.00019,0.00014,0.00014,0.00014,0.00015,0.00015,0.00015,0.00016,0.00018,0.00022,0.00028,0.00033,0.0005,0.00063,0.00074,0.00083,0.00087,0.00089,0.0009,0.00091,0.00092,0.00093,0.00095
2,0.00028,0.00019,0.00014,0.00014,0.00014,0.00014,0.00015,0.00015,0.00015,0.00016,0.00019,0.00025,0.00029,0.0004,0.0006,0.00071,0.0008,0.00086,0.00089,0.0009,0.00091,0.00092,0.00093,0.00095,0.00098
3,0.00017,0.00013,0.00013,0.00014,0.00014,0.00014,0.00015,0.00015,0.00015,0.00018,0.00024,0.00028,0.00039,0.00058,0.00069,0.00078,0.00085,0.00089,0.0009,0.00091,0.00092,0.00093,0.00095,0.00097,0.001
4,0.00013,0.00013,0.00013,0.00014,0.00014,0.00014,0.00015,0.00015,0.00018,0.00023,0.00028,0.00039,0.00058,0.00069,0.00078,0.00085,0.00088,0.0009,0.00091,0.00092,0.00093,0.00095,0.00097,0.00099,0.00099
5,0.00013,0.00013,0.00013,0.00014,0.00014,0.00014,0.00015,0.00017,0.00022,0.00027,0.00039,0.00057,0.00069,0.00078,0.00085,0.00088,0.0009,0.00091,0.00092,0.00093,0.00095,0.00097,0.00097,0.00097,0.00097
6,0.00013,0.00013,0.00013,0.00014,0.00014,0.00014,0.00017,0.00022,0.00026,0.00038,0.00057,0.00069,0.00078,0.00085,0.00088,0.0009,0.0009,0.00091,0.00093,0.00095,0.00095,0.00095,0.00095,0.00095,0.00095
7,0.00013,0.00013,0.00013,0.00014,0.00014,0.00017,0.00021,0.00026,0.00037,0.00057,0.00069,0.00078,0.00085,0.00088,0.00089,0.0009,0.0009,0.00092,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094
8,0.00013,0.00013,0.00013,0.00014,0.00016,0.0002,0.00025,0.00037,0.00056,0.00069,0.00078,0.00084,0.00087,0.00088,0.00089,0.00089,0.00091,0.00093,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094
9,0.00013,0.00013,0.00013,0.00016,0.00019,0.00025,0.00036,0.00056,0.00069,0.00078,0.00084,0.00087,0.00088,0.00088,0.00088,0.00089,0.00092,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00095
10,0.00013,0.00013,0.00015,0.00019,0.00025,0.00035,0.00056,0.00068,0.00078,0.00084,0.00087,0.00087,0.00087,0.00087,0.00089,0.00091,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00095,0.00097
11,0.00013,0.00015,0.00018,0.00024,0.00034,0.00056,0.00068,0.00078,0.00083,0.00086,0.00086,0.00086,0.00086,0.00088,0.0009,0.00093,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00095,0.00097,0.00099
12,0.00014,0.00017,0.00024,0.00033,0.00056,0.00068,0.00078,0.00083,0.00085,0.00085,0.00085,0.00085,0.00087,0.0009,0.00093,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00095,0.00097,0.00099,0.00104
13,0.00016,0.00023,0.00032,0.00056,0.00068,0.00078,0.00082,0.00084,0.00084,0.00084,0.00084,0.00086,0.00088,0.00092,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00095,0.00097,0.00099,0.00104,0.00109
14,0.00022,0.00031,0.00056,0.00068,0.00078,0.00082,0.00083,0.00083,0.00083,0.00083,0.00084,0.00087,0.00091,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00095,0.00097,0.00099,0.00104,0.00109,0.00117
15,0.0003,0.00056,0.00068,0.00078,0.00081,0.00081,0.00082,0.00082,0.00082,0.00083,0.00086,0.00089,0.00093,0.00094,0.00094,0.00094,0.00094,0.00094,0.00095,0.00097,0.00099,0.00104,0.00109,0.00117,0.00125
16,0.00056,0.00068,0.00078,0.00081,0.00081,0.00081,0.00081,0.00081,0.00082,0.00084,0.00087,0.0009,0.00092,0.00094,0.00094,0.00094,0.00094,0.00095,0.00097,0.00099,0.00104,0.00109,0.00117,0.00125,0.00134
17,0.00068,0.00078,0.00081,0.00081,0.00081,0.00081,0.00081,0.00081,0.00083,0.00085,0.00087,0.00089,0.0009,0.00091,0.00091,0.00091,0.00095,0.00097,0.00099,0.00104,0.00109,0.00117,0.00125,0.00134,0.00146
18,0.00078,0.00079,0.00079,0.00079,0.00079,0.00079,0.0008,0.00081,0.00083,0.00084,0.00085,0.00086,0.00087,0.00089,0.00091,0.00091,0.00097,0.00099,0.00104,0.00109,0.00117,0.00125,0.00134,0.00146,0.00161
19,0.00076,0.00076,0.00076,0.00076,0.00076,0.00077,0.00078,0.0008,0.00081,0.00081,0.00082,0.00082,0.00084,0.00087,0.00091,0.00094,0.00099,0.00104,0.00109,0.00117,0.00125,0.00134,0.00146,0.00161,0.00178
20,0.00072,0.00072,0.00072,0.00072,0.00072,0.00074,0.00075,0.00076,0.00077,0.00077,0.00078,0.00079,0.00082,0.00087,0.00094,0.00099,0.00104,0.00109,0.00117,0.00125,0.00134,0.00146,0.00161,0.00178,0.00199
21,0.00066,0.00066,0.00066,0.00066,0.00068,0.00069,0.00071,0.00071,0.00072,0.00073,0.00075,0.00078,0.00082,0.00088,0.00096,0.00104,0.00109,0.00117,0.00125,0.00134,0.00146,0.00161,0.00178,0.00199,0.00222
22,0.0006,0.0006,0.0006,0.00062,0.00064,0.00065,0.00066,0.00067,0.00068,0.00071,0.00074,0.00077,0.00082,0.0009,0.001,0.00109,0.00117,0.00125,0.00134,0.00146,0.00161,0.00178,0.00199,0.00222,0.00244
23,0.00054,0.00054,0.00056,0.00059,0.00061,0.00063,0.00064,0.00065,0.00067,0.0007,0.00074,0.00078,0.00085,0.00093,0.00105,0.00116,0.00125,0.00134,0.00146,0.00161,0.00178,0.00199,0.00222,0.00244,0.00268
24,0.00047,0.00049,0.00053,0.00057,0.0006,0.00062,0.00063,0.00065,0.00068,0.00072,0.00076,0.00081,0.00088,0.00098,0.00112,0.00123,0.00134,0.00146,0.00161,0.00178,0.00199,0.00222,0.00244,0.00265,0.00281
25,0.00039,0.00044,0.00051,0.00057,0.0006,0.00062,0.00064,0.00066,0.0007,0.00075,0.0008,0.00086,0.00094,0.00105,0.00118,0.00133,0.00146,0.00161,0.00178,0.00199,0.00222,0.00244,0.00263,0.00279,0.00296
26,0.00035,0.00043,0.00051,0.00058,0.00061,0.00063,0.00065,0.00069,0.00073,0.00079,0.00085,0.00092,0.00101,0.00114,0.00128,0.00145,0.00161,0.00178,0.00199,0.00222,0.00244,0.00262,0.00278,0.00296,0.00317
27,0.00033,0.00043,0.00052,0.00059,0.00063,0.00065,0.00069,0.00073,0.00078,0.00085,0.00092,0.001,0.0011,0.00125,0.00139,0.00159,0.00178,0.00199,0.00222,0.00244,0.00261,0.00277,0.00296,0.00317,0.00343
28,0.00033,0.00044,0.00053,0.0006,0.00065,0.00068,0.00072,0.00077,0.00083,0.00091,0.001,0.0011,0.00122,0.00138,0.00154,0.00176,0.00196,0.00219,0.00244,0.00261,0.00277,0.00295,0.00317,0.00343,0.00379
29,0.00032,0.00044,0.00054,0.00061,0.00068,0.00072,0.00077,0.00083,0.00089,0.001,0.0011,0.00122,0.00134,0.0015,0.0017,0.00195,0.00219,0.00242,0.0026,0.00277,0.00295,0.00317,0.00342,0.00379,0.0042
30,0.00032,0.00044,0.00053,0.00062,0.0007,0.00077,0.00083,0.00089,0.00098,0.00109,0.00119,0.00131,0.00145,0.00163,0.00186,0.00212,0.00236,0.00257,0.00276,0.00295,0.00317,0.00342,0.00379,0.00419,0.00468
31,0.0003,0.00043,0.00053,0.00063,0.00072,0.00081,0.00089,0.00096,0.00104,0.00114,0.00125,0.0014,0.00159,0.00181,0.00207,0.00232,0.00254,0.00274,0.00294,0.00315,0.0034,0.00373,0.00417,0.00466,0.0052
32,0.00029,0.00041,0.00053,0.00063,0.00073,0.00082,0.00092,0.001,0.00108,0.00117,0.00131,0.00151,0.00176,0.00203,0.00229,0.00252,0.00273,0.00293,0.00315,0.0034,0.00373,0.00417,0.00464,0.00516,0.00578
33,0.00031,0.00043,0.00055,0.00066,0.00077,0.00087,0.00097,0.00105,0.00113,0.00123,0.0014,0.00164,0.00194,0.00222,0.00247,0.0027,0.00292,0.00315,0.0034,0.00373,0.00417,0.00462,0.00513,0.00572,0.00635
34,0.00033,0.00045,0.00058,0.00069,0.00081,0.00092,0.00103,0.00112,0.00121,0.00134,0.00154,0.00181,0.00211,0.00241,0.00266,0.00289,0.00314,0.0034,0.00373,0.00415,0.0046,0.0051,0.00568,0.00629,0.00691
35,0.00035,0.00047,0.0006,0.00072,0.00084,0.00097,0.00108,0.0012,0.00133,0.0015,0.00172,0.00199,0.00229,0.00259,0.00286,0.00312,0.0034,0.00373,0.00413,0.00457,0.00506,0.00563,0.00623,0.00685,0.0075
36,0.00037,0.00049,0.00062,0.00075,0.00088,0.001,0.00114,0.00131,0.00149,0.0017,0.00192,0.00218,0.00248,0.0028,0.0031,0.0034,0.00373,0.00411,0.00454,0.00502,0.00559,0.00618,0.0068,0.00748,0.00818
37,0.00039,0.0005,0.00064,0.00077,0.0009,0.00105,0.00123,0.00145,0.00167,0.00188,0.0021,0.00235,0.00267,0.00303,0.00338,0.00372,0.00409,0.00451,0.00499,0.00554,0.00613,0.00675,0.00743,0.00818,0.00909
38,0.00042,0.00056,0.0007,0.00082,0.00095,0.00113,0.00136,0.00162,0.00186,0.00207,0.00228,0.00254,0.00287,0.00326,0.00366,0.00406,0.00449,0.00496,0.00551,0.00609,0.00671,0.0074,0.00818,0.00909,0.01028
39,0.00046,0.00062,0.00076,0.00088,0.00103,0.00124,0.00152,0.00178,0.00203,0.00224,0.00246,0.00275,0.00312,0.00353,0.00397,0.00444,0.00492,0.00548,0.00606,0.00668,0.00736,0.00818,0.00909,0.01028,0.01162
40,0.00049,0.00067,0.00082,0.00096,0.00114,0.0014,0.00168,0.00196,0.00219,0.00242,0.00269,0.00303,0.00342,0.00386,0.00433,0.00485,0.00543,0.00603,0.00666,0.00734,0.00816,0.00909,0.01026,0.01153,0.01291
41,0.00052,0.00072,0.00091,0.00108,0.00129,0.00157,0.00187,0.00213,0.00238,0.00265,0.00298,0.00336,0.00379,0.00426,0.00481,0.00539,0.00598,0.00662,0.00733,0.00814,0.00909,0.01024,0.01148,0.01291,0.01414
42,0.00055,0.0008,0.00102,0.00122,0.00145,0.00173,0.00203,0.00231,0.0026,0.00293,0.00331,0.00373,0.00421,0.00476,0.00539,0.00594,0.00656,0.00729,0.00813,0.00909,0.01022,0.01145,0.01283,0.01414,0.01519
43,0.00058,0.00084,0.00109,0.00131,0.00155,0.00183,0.00216,0.00248,0.00282,0.0032,0.00362,0.00412,0.00471,0.00533,0.00594,0.00646,0.00722,0.00808,0.00907,0.01019,0.01141,0.0127,0.014,0.01519,0.01659
44,0.00062,0.0009,0.00115,0.00138,0.00163,0.00194,0.0023,0.00269,0.00307,0.00349,0.00395,0.0046,0.00527,0.00588,0.00644,0.00712,0.008,0.00901,0.01015,0.01137,0.01263,0.01392,0.01519,0.01647,0.01806
45,0.00069,0.00096,0.00121,0.00145,0.00174,0.00208,0.0025,0.00293,0.00338,0.00382,0.00439,0.00516,0.00581,0.00637,0.00699,0.00788,0.00892,0.01007,0.0113,0.01257,0.01384,0.0151,0.01634,0.01806,0.01999
46,0.00075,0.00101,0.00126,0.00152,0.00186,0.00227,0.00273,0.00323,0.00372,0.00424,0.00492,0.00568,0.0063,0.00685,0.00774,0.0088,0.00997,0.01122,0.01249,0.01376,0.015,0.01622,0.01788,0.01999,0.02237
47,0.00082,0.00106,0.00131,0.00162,0.00202,0.00247,0.00299,0.00355,0.00409,0.00475,0.00543,0.00616,0.00678,0.00753,0.00863,0.00985,0.01114,0.01243,0.01369,0.01493,0.01608,0.01769,0.01979,0.02237,0.02515
48,0.00089,0.00114,0.00143,0.00177,0.00218,0.00266,0.00323,0.00385,0.00447,0.00523,0.00588,0.00663,0.00736,0.00835,0.00966,0.01104,0.01239,0.01367,0.01487,0.01599,0.01751,0.01958,0.02215,0.02515,0.0281
49,0.00094,0.00125,0.00158,0.00195,0.00237,0.00287,0.00348,0.00418,0.00483,0.00558,0.00633,0.0072,0.00818,0.00935,0.0108,0.0123,0.0136,0.01481,0.01591,0.01733,0.01938,0.02192,0.02489,0.0281,0.03112
50,0.00103,0.00138,0.00175,0.00214,0.00257,0.00309,0.00376,0.00449,0.00516,0.00593,0.00685,0.008,0.00925,0.01062,0.01204,0.01355,0.01474,0.01582,0.01696,0.01918,0.0217,0.02464,0.02781,0.03112,0.03426
51,0.00114,0.00155,0.00196,0.00238,0.00281,0.00335,0.00401,0.00475,0.00551,0.00639,0.00756,0.00905,0.0105,0.01191,0.01317,0.01468,0.01573,0.01678,0.01878,0.02147,0.02438,0.02753,0.0308,0.03426,0.03769
52,0.00125,0.00173,0.0022,0.00264,0.00308,0.0036,0.00427,0.00507,0.00596,0.00708,0.00852,0.01025,0.01178,0.01274,0.01421,0.01565,0.01678,0.01857,0.02102,0.02413,0.02724,0.03049,0.03392,0.03769,0.04154
53,0.0013,0.00187,0.0024,0.0029,0.00337,0.00392,0.00466,0.0056,0.00663,0.00801,0.00968,0.01151,0.0126,0.01382,0.01527,0.01678,0.01857,0.02079,0.02362,0.02696,0.03017,0.03357,0.03731,0.04154,0.04596
54,0.00134,0.00201,0.00263,0.00316,0.00365,0.00428,0.00517,0.00629,0.00749,0.00909,0.01085,0.0123,0.01367,0.01511,0.01678,0.01857,0.02079,0.02337,0.02639,0.02986,0.03323,0.03693,0.04112,0.04596,0.05112
55,0.00139,0.00217,0.00285,0.00339,0.00395,0.00472,0.0058,0.0071,0.00844,0.01012,0.01153,0.01326,0.01494,0.0166,0.01857,0.02079,0.02337,0.02611,0.02923,0.03288,0.03655,0.0407,0.04549,0.05112,0.05709
56,0.00145,0.00231,0.00304,0.00366,0.00432,0.00527,0.00654,0.00799,0.0094,0.01075,0.01243,0.01441,0.01642,0.01837,0.02079,0.02337,0.02611,0.02892,0.03219,0.03617,0.04028,0.04503,0.05061,0.05709,0.06359
57,0.0015,0.00243,0.00324,0.00398,0.0048,0.00593,0.00735,0.00888,0.01032,0.01196,0.0139,0.01605,0.01817,0.02057,0.02337,0.02611,0.02892,0.03184,0.03541,0.03986,0.04456,0.05009,0.05652,0.06359,0.07098
58,0.00162,0.00258,0.00348,0.00437,0.00539,0.00668,0.00817,0.0097,0.01111,0.01297,0.01516,0.01777,0.02034,0.02311,0.02611,0.02892,0.03184,0.03502,0.03902,0.0441,0.04957,0.05594,0.06295,0.07098,0.07862
59,0.00177,0.00276,0.00377,0.00483,0.00604,0.00746,0.009,0.01048,0.01185,0.01393,0.01643,0.01952,0.02286,0.02583,0.02892,0.03184,0.03502,0.0386,0.04317,0.04906,0.05536,0.0623,0.07027,0.07862,0.08679
60,0.00197,0.00299,0.0041,0.00533,0.00672,0.00824,0.00979,0.01125,0.01259,0.01495,0.01786,0.02134,0.02527,0.0286,0.03184,0.03502,0.0386,0.04271,0.04803,0.05479,0.06166,0.06955,0.07782,0.08679,0.09583
61,0.00221,0.00326,0.00446,0.00583,0.00738,0.00901,0.01057,0.01199,0.01334,0.01606,0.01932,0.02301,0.02705,0.0315,0.03502,0.0386,0.04271,0.04751,0.05363,0.06102,0.06883,0.07703,0.08592,0.09583,0.10599
62,0.00248,0.00357,0.00486,0.00637,0.00807,0.00981,0.01141,0.01286,0.01429,0.01733,0.02078,0.02459,0.02881,0.03359,0.0386,0.04271,0.04751,0.05306,0.05973,0.06812,0.07623,0.08504,0.09486,0.10599,0.11724
63,0.00265,0.00393,0.00541,0.00708,0.00888,0.01071,0.01242,0.014,0.01561,0.01886,0.02246,0.02646,0.03101,0.03628,0.04245,0.04751,0.05306,0.05909,0.06668,0.07544,0.08416,0.0939,0.10492,0.11724,0.12948
64,0.00277,0.00431,0.00601,0.00784,0.00979,0.01174,0.0136,0.0154,0.01722,0.02064,0.02446,0.02881,0.03385,0.03977,0.04683,0.05306,0.05909,0.06596,0.07385,0.08329,0.09293,0.10385,0.11605,0.12948,0.14255
65,0.00284,0.00468,0.00663,0.00869,0.0108,0.0129,0.01493,0.01693,0.01899,0.02264,0.02681,0.03165,0.03733,0.04411,0.05215,0.05909,0.06596,0.07306,0.08153,0.09196,0.10278,0.11487,0.12817,0.14255,0.15628
66,0.00288,0.00525,0.0074,0.0096,0.01199,0.01421,0.01633,0.01848,0.02081,0.02479,0.02943,0.03487,0.04138,0.04909,0.05789,0.06596,0.07306,0.08066,0.09002,0.10171,0.11368,0.12687,0.14111,0.15628,0.17053
67,0.00306,0.0059,0.00824,0.01061,0.01333,0.01565,0.01788,0.02017,0.02275,0.02717,0.03238,0.03861,0.046,0.05444,0.06436,0.07306,0.08066,0.08906,0.09957,0.1125,0.12556,0.13967,0.1547,0.17053,0.18368
68,0.00354,0.00662,0.00919,0.01173,0.01452,0.0173,0.01999,0.02265,0.02532,0.03033,0.03633,0.04345,0.0516,0.06119,0.07174,0.08066,0.08906,0.0985,0.11013,0.12425,0.13823,0.15312,0.16881,0.18368,0.19732
69,0.00399,0.00743,0.01025,0.01296,0.01515,0.01921,0.0219,0.02447,0.02748,0.03315,0.03991,0.04766,0.05679,0.06686,0.0782,0.08906,0.0985,0.10895,0.12163,0.13679,0.15155,0.16708,0.18183,0.19732,0.21373
70,0.00448,0.00834,0.01142,0.01432,0.01574,0.02118,0.02365,0.02635,0.03201,0.03863,0.04624,0.0552,0.06511,0.07626,0.08904,0.0985,0.10895,0.12033,0.13391,0.14997,0.16536,0.17997,0.19532,0.21373,0.22889
71,0.00577,0.00937,0.01273,0.01502,0.01829,0.02286,0.02527,0.0317,0.03557,0.04283,0.05139,0.06089,0.07161,0.0839,0.09815,0.10895,0.12033,0.13247,0.14681,0.16364,0.17812,0.19333,0.21373,0.22889,0.24481
72,0.00743,0.01052,0.0142,0.01749,0.02079,0.02423,0.02791,0.03194,0.03656,0.0444,0.05314,0.06305,0.07446,0.0877,0.10293,0.12022,0.13247,0.14523,0.16019,0.17626,0.19134,0.21373,0.22889,0.24481,0.25901
73,0.00869,0.01287,0.01653,0.01975,0.0227,0.02569,0.02901,0.03498,0.03844,0.04654,0.05577,0.06642,0.07881,0.09309,0.10936,0.12759,0.14523,0.15847,0.17255,0.18934,0.21373,0.22889,0.24481,0.25901,0.27403
74,0.01027,0.01421,0.01811,0.02175,0.02495,0.0279,0.03347,0.0373,0.04133,0.05022,0.06029,0.07203,0.0856,0.10108,0.11848,0.13778,0.15847,0.1707,0.18536,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992
75,0.01209,0.01511,0.01956,0.02422,0.02717,0.03202,0.03619,0.04053,0.05022,0.06029,0.07203,0.0856,0.10108,0.11848,0.13778,0.15847,0.1707,0.18337,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674
76,0.01237,0.01678,0.02155,0.02646,0.03064,0.03511,0.03974,0.04863,0.05937,0.07102,0.08447,0.09984,0.11711,0.13628,0.15732,0.1707,0.18337,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453
77,0.01269,0.01809,0.02361,0.02932,0.03408,0.03896,0.04709,0.05811,0.06528,0.08121,0.09623,0.11314,0.13194,0.15258,0.16884,0.18337,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335
78,0.01341,0.01937,0.02581,0.03307,0.0382,0.0456,0.05688,0.06472,0.08121,0.09623,0.11314,0.13194,0.15258,0.16884,0.18337,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327
79,0.01437,0.02098,0.02871,0.03745,0.04416,0.05567,0.06417,0.08018,0.08692,0.10289,0.1207,0.14031,0.16041,0.18137,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434
80,0.01538,0.02325,0.03236,0.04276,0.05449,0.06361,0.07916,0.08628,0.09921,0.11666,0.13591,0.15567,0.17719,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663
81,0.01665,0.02615,0.03704,0.04934,0.06307,0.07816,0.08564,0.09857,0.11209,0.13092,0.1503,0.17612,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021
82,0.01837,0.02997,0.04295,0.05733,0.07309,0.08501,0.09794,0.11154,0.11817,0.15017,0.17612,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516
83,0.02106,0.03496,0.05016,0.06664,0.08439,0.09732,0.11099,0.11773,0.15004,0.17612,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156
84,0.02511,0.04126,0.05858,0.07707,0.0967,0.11046,0.11728,0.14974,0.17612,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156,0.50949
85,0.03066,0.04888,0.06818,0.08854,0.10991,0.11684,0.14944,0.17612,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156,0.50949,0.53905
86,0.03759,0.05794,0.07917,0.10128,0.1164,0.14914,0.17592,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156,0.50949,0.53905,0.57031
87,0.04584,0.06873,0.0921,0.11596,0.14885,0.17573,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156,0.50949,0.53905,0.57031,0.60339
88,0.05578,0.08187,0.10777,0.14855,0.17553,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156,0.50949,0.53905,0.57031,0.60339,0.63838
89,0.06854,0.09822,0.14309,0.17533,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156,0.50949,0.53905,0.57031,0.60339,0.63838,0.67541
90,0.08573,0.13672,0.17169,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156,0.50949,0.53905,0.57031,0.60339,0.63838,0.67541,0.71458
91,0.1284,0.16744,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156,0.50949,0.53905,0.57031,0.60339,0.63838,0.67541,0.71458,0.75603
92,0.1619,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156,0.50949,0.53905,0.57031,0.60339,0.63838,0.67541,0.71458,0.75603,0.79988
93,0.21373,0.22889,0.24481,0.25901,0.27403,0.28992,0.30674,0.32453,0.34335,0.36327,0.38434,0.40663,0.43021,0.45516,0.48156,0.50949,0.53905,0.57031,0.60339,0.63838,0.67541,0.71458,0.75603,0.79988,0.84627
