Table Name:,2015 VBT Female Non-Smoker RR175 ALB,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00042,0.00083,0.00145,0.00165,0.00183,0.00202,0.00224,0.00246,0.00275,0.00316,0.00366,0.00421,0.00477,0.00528,0.00584,0.00654,0.00726,0.00798,0.00883,0.00989,0.01119,0.01232,0.01364,0.01516,0.0169
51,0.00044,0.00104,0.00158,0.00178,0.00199,0.0022,0.00242,0.00267,0.003,0.00346,0.00398,0.00451,0.00507,0.00562,0.00627,0.00705,0.00778,0.00855,0.00953,0.0108,0.01232,0.01364,0.01516,0.0169,0.01887
52,0.00045,0.00121,0.00166,0.0019,0.00214,0.00237,0.00262,0.00292,0.00331,0.0038,0.00432,0.00482,0.00538,0.006,0.00675,0.00759,0.00839,0.0093,0.01046,0.0119,0.01364,0.01516,0.0169,0.01887,0.02111
53,0.00046,0.00129,0.00172,0.00201,0.00231,0.00258,0.00287,0.00321,0.00366,0.00417,0.00468,0.00515,0.00574,0.00646,0.00731,0.00824,0.00918,0.0103,0.01164,0.01324,0.01516,0.0169,0.01887,0.02111,0.02368
54,0.00047,0.00131,0.00177,0.00209,0.00251,0.00283,0.00317,0.00357,0.00404,0.00456,0.00503,0.00551,0.00617,0.00701,0.00799,0.00905,0.01015,0.01145,0.01304,0.01498,0.0169,0.01887,0.02111,0.02368,0.02667
55,0.00048,0.00131,0.0018,0.00218,0.00276,0.00313,0.00353,0.00396,0.00445,0.00493,0.00537,0.00589,0.00667,0.00766,0.00879,0.01003,0.01134,0.01283,0.01466,0.0169,0.01887,0.02111,0.02368,0.02667,0.03025
56,0.00049,0.00132,0.0018,0.00232,0.00306,0.0035,0.00393,0.00436,0.00483,0.00526,0.00569,0.0063,0.00724,0.00841,0.00972,0.01116,0.01269,0.01439,0.01642,0.01887,0.02111,0.02368,0.02667,0.03025,0.03446
57,0.0005,0.00134,0.00182,0.00256,0.00343,0.0039,0.00433,0.00474,0.00515,0.00555,0.00602,0.00678,0.00791,0.00927,0.0108,0.01245,0.01419,0.01608,0.01837,0.02111,0.02368,0.02667,0.03025,0.03446,0.03887
58,0.00053,0.00136,0.00188,0.00289,0.00383,0.00431,0.00471,0.00506,0.00542,0.00583,0.00642,0.00739,0.00877,0.01035,0.01209,0.01397,0.01594,0.01806,0.02062,0.02368,0.02667,0.03025,0.03446,0.03887,0.04338
59,0.00058,0.0014,0.00206,0.00328,0.00425,0.00469,0.00502,0.00531,0.00566,0.00617,0.00696,0.0082,0.00984,0.01164,0.01362,0.01573,0.01793,0.02023,0.02319,0.02667,0.03025,0.03446,0.03887,0.04338,0.04853
60,0.00067,0.00144,0.00237,0.00364,0.00463,0.00499,0.00526,0.00554,0.00595,0.00663,0.00769,0.00925,0.01115,0.01318,0.01538,0.01772,0.02012,0.02274,0.02621,0.03025,0.03446,0.03887,0.04338,0.04853,0.05543
61,0.0008,0.00154,0.00279,0.00391,0.00493,0.00521,0.00546,0.0058,0.00636,0.00729,0.00868,0.01055,0.01267,0.01492,0.01731,0.01988,0.02264,0.02597,0.03005,0.03446,0.03887,0.04338,0.04853,0.05543,0.06333
62,0.00095,0.00173,0.00326,0.00422,0.00513,0.00541,0.00572,0.00623,0.00701,0.00822,0.00995,0.01209,0.01442,0.01684,0.01945,0.02232,0.02576,0.02971,0.03446,0.03887,0.04338,0.04853,0.05543,0.06333,0.07118
63,0.00111,0.00206,0.0037,0.00456,0.00525,0.00566,0.0062,0.00694,0.00792,0.00945,0.01147,0.01382,0.01629,0.0189,0.02179,0.02536,0.02952,0.03415,0.03887,0.04338,0.04853,0.05543,0.06333,0.07118,0.08005
64,0.00125,0.00252,0.00406,0.00477,0.0054,0.00609,0.00692,0.00783,0.00907,0.01097,0.01323,0.01567,0.01828,0.02106,0.02436,0.0289,0.03359,0.03887,0.04338,0.04853,0.05543,0.06333,0.07118,0.08005,0.0901
65,0.00138,0.00285,0.00432,0.00491,0.00565,0.0067,0.00775,0.00888,0.0105,0.01279,0.01522,0.01769,0.02048,0.0237,0.02749,0.03266,0.03835,0.04338,0.04853,0.05543,0.06333,0.07118,0.08005,0.0901,0.10105
66,0.00152,0.00297,0.00451,0.00504,0.00601,0.00738,0.00868,0.01017,0.0122,0.01486,0.01747,0.02011,0.02292,0.02663,0.03087,0.03663,0.04338,0.04853,0.05543,0.06333,0.07118,0.08005,0.0901,0.10105,0.1127
67,0.00168,0.00308,0.00466,0.00527,0.00655,0.0082,0.00981,0.01168,0.01413,0.01717,0.02001,0.02281,0.02609,0.03015,0.0343,0.04112,0.04853,0.05543,0.06333,0.07118,0.08005,0.0901,0.10105,0.1127,0.12501
68,0.00185,0.00318,0.00481,0.0057,0.00727,0.00918,0.01109,0.01336,0.01628,0.01973,0.02271,0.02601,0.03002,0.0342,0.03939,0.04735,0.05543,0.06333,0.07118,0.08005,0.0901,0.10105,0.1127,0.12501,0.13807
69,0.00204,0.0033,0.005,0.00623,0.00815,0.01027,0.01248,0.01518,0.01862,0.02254,0.02595,0.0299,0.03411,0.03926,0.0468,0.05533,0.06333,0.07118,0.08005,0.0901,0.10105,0.1127,0.12501,0.13807,0.15131
70,0.00226,0.00346,0.00523,0.00685,0.00915,0.01144,0.01395,0.01714,0.02118,0.02562,0.0298,0.03393,0.03904,0.04597,0.05494,0.06333,0.07118,0.08005,0.0901,0.10105,0.1127,0.12501,0.13807,0.15131,0.16452
71,0.00249,0.00367,0.00554,0.0077,0.01022,0.01264,0.0155,0.01925,0.02398,0.02908,0.03381,0.03814,0.04472,0.05311,0.06291,0.07118,0.08005,0.0901,0.10105,0.1127,0.12501,0.13807,0.15131,0.16452,0.18074
72,0.00276,0.00394,0.00595,0.00871,0.01133,0.01389,0.01713,0.02154,0.02712,0.03294,0.03803,0.04328,0.05114,0.06096,0.07107,0.08005,0.0901,0.10105,0.1127,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127
73,0.0031,0.00429,0.00649,0.0098,0.01246,0.01518,0.01889,0.02411,0.03066,0.03714,0.04261,0.04922,0.05841,0.06961,0.08005,0.0901,0.10105,0.1127,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374
74,0.00356,0.0047,0.00719,0.01095,0.01364,0.01655,0.02086,0.02701,0.03453,0.0417,0.04754,0.05541,0.06591,0.07882,0.0901,0.10105,0.1127,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802
75,0.00408,0.0052,0.00807,0.01217,0.01488,0.01814,0.02319,0.03039,0.03903,0.04693,0.05385,0.06337,0.07542,0.08949,0.10105,0.1127,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379
76,0.00464,0.0058,0.00914,0.01348,0.01629,0.02002,0.02594,0.03438,0.04431,0.05294,0.06233,0.07374,0.08734,0.10104,0.1127,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921
77,0.00523,0.00653,0.01045,0.01495,0.0179,0.02217,0.02914,0.03902,0.05028,0.06004,0.07182,0.0852,0.10018,0.1127,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314
78,0.00586,0.00745,0.01204,0.01658,0.01971,0.0247,0.03295,0.04448,0.05708,0.06916,0.08308,0.09884,0.1127,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698
79,0.00627,0.00857,0.01391,0.01834,0.02178,0.02776,0.03761,0.05101,0.06566,0.08086,0.09736,0.1127,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036
80,0.00666,0.00989,0.01601,0.02024,0.02422,0.03169,0.04335,0.05893,0.07593,0.09377,0.1119,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292
81,0.0073,0.0114,0.01833,0.02234,0.02787,0.03702,0.05051,0.06874,0.08861,0.1092,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143
82,0.00822,0.01315,0.02105,0.02581,0.03296,0.04377,0.06012,0.08242,0.10672,0.12501,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413
83,0.00952,0.01518,0.0243,0.03106,0.03935,0.05244,0.07494,0.10268,0.12453,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205
84,0.01097,0.01768,0.02867,0.03738,0.04736,0.06489,0.09541,0.12314,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769
85,0.01228,0.021,0.03444,0.04484,0.05798,0.08516,0.11786,0.13807,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068
86,0.01356,0.02522,0.04121,0.05345,0.07434,0.11156,0.13695,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065
87,0.01498,0.03023,0.0491,0.06617,0.09959,0.13491,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723
88,0.01655,0.03583,0.05822,0.08514,0.12954,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5
89,0.0183,0.04207,0.07206,0.11181,0.15131,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5
90,0.02187,0.05216,0.10094,0.14256,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5
91,0.0301,0.07361,0.1391,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5
92,0.04505,0.10688,0.16452,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5
93,0.0684,0.13908,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5
94,0.10209,0.17091,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.15503,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Female, 175% Non-Smoker, Age Last Birthday, Ultimate",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00059,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0007,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00097,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00112,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00129,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00146,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00161,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00173,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00178,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0018,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00181,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00182,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00182,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00183,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00187,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00192,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00197,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00204,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00215,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00228,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00246,,,,,,,,,,,,,,,,,,,,,,,,
52,0.0027,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00297,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00326,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00354,,,,,,,,,,,,,,,,,,,,,,,,
56,0.0038,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00405,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00431,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0046,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00493,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00532,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00577,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00627,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00681,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00738,,,,,,,,,,,,,,,,,,,,,,,,
66,0.008,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00867,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0094,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01022,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01119,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01232,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01364,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01516,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0169,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01887,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02111,,,,,,,,,,,,,,,,,,,,,,,,
77,0.02368,,,,,,,,,,,,,,,,,,,,,,,,
78,0.02667,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03025,,,,,,,,,,,,,,,,,,,,,,,,
80,0.03446,,,,,,,,,,,,,,,,,,,,,,,,
81,0.03887,,,,,,,,,,,,,,,,,,,,,,,,
82,0.04338,,,,,,,,,,,,,,,,,,,,,,,,
83,0.04853,,,,,,,,,,,,,,,,,,,,,,,,
84,0.05543,,,,,,,,,,,,,,,,,,,,,,,,
85,0.06333,,,,,,,,,,,,,,,,,,,,,,,,
86,0.07118,,,,,,,,,,,,,,,,,,,,,,,,
87,0.08005,,,,,,,,,,,,,,,,,,,,,,,,
88,0.0901,,,,,,,,,,,,,,,,,,,,,,,,
89,0.10105,,,,,,,,,,,,,,,,,,,,,,,,
90,0.1127,,,,,,,,,,,,,,,,,,,,,,,,
91,0.12501,,,,,,,,,,,,,,,,,,,,,,,,
