Table Name:,2017 Loaded CSO Smoker Distinct Smoker Female ALB ,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00033,0.00033,0.00032,0.00032,0.00033,0.00036,0.0004,0.0004,0.00041,0.00041,0.00043,0.00046,0.00049,0.00053,0.00057,0.00068,0.00082,0.00095,0.00112,0.0013,0.00147,0.0016,0.00172,0.00182,0.00193
19,0.00031,0.0003,0.0003,0.0003,0.00034,0.00038,0.00039,0.00039,0.00041,0.00043,0.00046,0.00049,0.00053,0.00057,0.00068,0.00082,0.00094,0.00111,0.00128,0.00145,0.0016,0.00172,0.00182,0.00193,0.00204
20,0.00026,0.00027,0.00028,0.00031,0.00035,0.00037,0.00038,0.00039,0.00043,0.00046,0.00049,0.00052,0.00056,0.00068,0.00081,0.00094,0.0011,0.00127,0.00143,0.00158,0.00172,0.00182,0.00193,0.00204,0.00215
21,0.00022,0.00025,0.00028,0.00032,0.00035,0.00036,0.00038,0.00041,0.00046,0.00049,0.00052,0.00056,0.00068,0.00081,0.00094,0.0011,0.00126,0.00141,0.00156,0.0017,0.00182,0.00193,0.00204,0.00215,0.00232
22,0.00022,0.00025,0.00029,0.00032,0.00034,0.00036,0.0004,0.00044,0.00049,0.00052,0.00056,0.00068,0.00081,0.00094,0.00109,0.00125,0.0014,0.00154,0.00168,0.00181,0.00193,0.00204,0.00215,0.00232,0.00254
23,0.00023,0.00026,0.00028,0.00031,0.00034,0.00038,0.00042,0.00048,0.00052,0.00056,0.00066,0.00081,0.00093,0.00109,0.00124,0.00139,0.00153,0.00166,0.00178,0.00191,0.00204,0.00215,0.00232,0.00254,0.00279
24,0.00024,0.00025,0.00027,0.00031,0.00035,0.0004,0.00046,0.00051,0.00056,0.00065,0.00079,0.00092,0.00108,0.00122,0.00137,0.00152,0.00165,0.00177,0.00189,0.00202,0.00215,0.00232,0.00254,0.00279,0.00306
25,0.00023,0.00024,0.00027,0.00032,0.00038,0.00043,0.00049,0.00056,0.00063,0.00076,0.0009,0.00105,0.00122,0.00136,0.0015,0.00164,0.00176,0.00188,0.002,0.00214,0.00232,0.00254,0.00279,0.00306,0.00336
26,0.00022,0.00024,0.00029,0.00034,0.0004,0.00046,0.00053,0.00061,0.00072,0.00086,0.00102,0.00119,0.00136,0.0015,0.00162,0.00175,0.00188,0.002,0.00213,0.00231,0.00254,0.00279,0.00306,0.00336,0.00369
27,0.00021,0.00025,0.00031,0.00037,0.00043,0.0005,0.00058,0.00068,0.00081,0.00097,0.00115,0.00133,0.00149,0.00162,0.00174,0.00186,0.002,0.00213,0.00228,0.00253,0.00279,0.00306,0.00336,0.00369,0.00407
28,0.00022,0.00027,0.00033,0.0004,0.00047,0.00055,0.00065,0.00077,0.00092,0.0011,0.00128,0.00145,0.00161,0.00172,0.00184,0.00197,0.00212,0.00228,0.00248,0.00277,0.00306,0.00336,0.00369,0.00407,0.00447
29,0.00023,0.00029,0.00036,0.00043,0.00051,0.00061,0.00073,0.00087,0.00104,0.00122,0.00139,0.00155,0.0017,0.00182,0.00194,0.00209,0.00227,0.00248,0.00272,0.00304,0.00336,0.00369,0.00407,0.00447,0.00493
30,0.00024,0.0003,0.00039,0.00048,0.00057,0.00069,0.00083,0.00098,0.00115,0.00133,0.00149,0.00164,0.0018,0.00192,0.00205,0.00224,0.00247,0.00272,0.003,0.00333,0.00369,0.00407,0.00447,0.00493,0.00543
31,0.00025,0.00033,0.00042,0.00053,0.00065,0.00078,0.00093,0.00109,0.00126,0.00143,0.00159,0.00173,0.0019,0.00204,0.0022,0.00244,0.00271,0.00299,0.00332,0.00366,0.00407,0.00447,0.00493,0.00543,0.00599
32,0.00027,0.00036,0.00047,0.0006,0.00073,0.00088,0.00103,0.00119,0.00135,0.00152,0.00168,0.00183,0.00202,0.0022,0.00241,0.00268,0.00299,0.0033,0.00363,0.00403,0.00447,0.00493,0.00543,0.00599,0.00663
33,0.00029,0.00039,0.00053,0.00068,0.00083,0.00098,0.00113,0.00128,0.00143,0.00161,0.00177,0.00194,0.00218,0.00241,0.00266,0.00295,0.00329,0.00362,0.00399,0.00444,0.00493,0.00543,0.00599,0.00663,0.00735
34,0.00031,0.00044,0.00061,0.00077,0.00092,0.00107,0.00121,0.00136,0.00152,0.0017,0.00188,0.00212,0.00239,0.00265,0.00293,0.00326,0.00362,0.00398,0.00441,0.0049,0.00543,0.00599,0.00663,0.00735,0.00815
35,0.00035,0.0005,0.00068,0.00086,0.00101,0.00115,0.00129,0.00144,0.0016,0.00179,0.00208,0.00236,0.00264,0.00293,0.00323,0.0036,0.00397,0.0044,0.00489,0.00542,0.00599,0.00663,0.00735,0.00815,0.00903
36,0.00038,0.00055,0.00076,0.00094,0.00109,0.00123,0.00137,0.00152,0.00169,0.00202,0.00234,0.0026,0.0029,0.00323,0.00357,0.00397,0.00439,0.00488,0.00542,0.00599,0.00663,0.00735,0.00815,0.00903,0.01002
37,0.00042,0.00061,0.00083,0.00101,0.00116,0.00131,0.00145,0.00161,0.00192,0.00231,0.00258,0.00286,0.0032,0.00356,0.00395,0.00438,0.00487,0.00541,0.00598,0.00662,0.00735,0.00815,0.00903,0.01002,0.01112
38,0.00045,0.00066,0.00089,0.00109,0.00124,0.00139,0.00154,0.00183,0.00222,0.00254,0.00284,0.00316,0.00354,0.00394,0.00437,0.00486,0.00541,0.00598,0.00662,0.00734,0.00815,0.00903,0.01002,0.01112,0.01232
39,0.00048,0.0007,0.00095,0.00116,0.00132,0.00148,0.00174,0.00211,0.00244,0.0028,0.00314,0.00349,0.00391,0.00436,0.00483,0.0054,0.00598,0.00662,0.00734,0.00814,0.00903,0.01002,0.01112,0.01232,0.01364
40,0.00051,0.00074,0.001,0.00123,0.00141,0.00164,0.00199,0.00233,0.00269,0.00308,0.00346,0.00386,0.00433,0.00483,0.00535,0.00598,0.00662,0.00734,0.00813,0.00902,0.01002,0.01112,0.01232,0.01364,0.01507
41,0.00053,0.00077,0.00106,0.00131,0.00153,0.00184,0.00219,0.00256,0.00297,0.0034,0.00383,0.00427,0.00479,0.00534,0.00591,0.00662,0.00733,0.00813,0.00901,0.01,0.01112,0.01232,0.01364,0.01507,0.01662
42,0.00054,0.00081,0.00113,0.00142,0.00168,0.00203,0.00241,0.00283,0.00328,0.00376,0.00423,0.00472,0.00529,0.00587,0.00653,0.00733,0.00812,0.009,0.00998,0.01108,0.01232,0.01364,0.01507,0.01662,0.01828
43,0.00056,0.00085,0.00122,0.00157,0.00185,0.00224,0.00266,0.00312,0.00362,0.00416,0.00468,0.00522,0.0058,0.00647,0.00723,0.00811,0.00899,0.00997,0.01107,0.01227,0.01364,0.01507,0.01662,0.01828,0.02005
44,0.00058,0.0009,0.00133,0.00173,0.00205,0.00248,0.00294,0.00346,0.00401,0.0046,0.00517,0.00571,0.00638,0.00716,0.00801,0.00897,0.00995,0.01106,0.01227,0.0136,0.01507,0.01662,0.01828,0.02005,0.0219
45,0.00061,0.00098,0.00146,0.0019,0.00226,0.00274,0.00326,0.00382,0.00443,0.00509,0.00565,0.00626,0.00707,0.00794,0.00887,0.00993,0.01104,0.01226,0.01359,0.015,0.01662,0.01828,0.02005,0.0219,0.02389
46,0.00065,0.00106,0.0016,0.0021,0.00251,0.00303,0.00361,0.00423,0.00491,0.00556,0.00619,0.00694,0.00783,0.0088,0.00984,0.011,0.01225,0.01358,0.01499,0.01649,0.01828,0.02005,0.0219,0.02389,0.0261
47,0.00069,0.00115,0.00175,0.00232,0.00278,0.00336,0.004,0.00469,0.00537,0.0061,0.00687,0.0077,0.00869,0.00976,0.01091,0.0122,0.01357,0.01498,0.01646,0.01814,0.02005,0.0219,0.02389,0.0261,0.02839
48,0.00074,0.00124,0.00193,0.00257,0.00309,0.00373,0.00444,0.00514,0.00589,0.00676,0.00761,0.00852,0.00962,0.0108,0.01207,0.01348,0.01498,0.01646,0.01804,0.01987,0.0219,0.02389,0.0261,0.02839,0.03076
49,0.00079,0.00135,0.00212,0.00284,0.00343,0.00414,0.00488,0.00565,0.00654,0.00751,0.00843,0.00941,0.01063,0.01193,0.01331,0.01485,0.01646,0.01803,0.01979,0.02166,0.02389,0.0261,0.02839,0.03076,0.03334
50,0.00085,0.00147,0.00233,0.00314,0.00381,0.00458,0.00538,0.00627,0.00726,0.00834,0.00934,0.01041,0.01174,0.01317,0.01466,0.01631,0.01803,0.01976,0.02165,0.02358,0.0261,0.02839,0.03076,0.03334,0.03618
51,0.00091,0.00161,0.00256,0.00348,0.00425,0.00507,0.00598,0.00697,0.00807,0.00928,0.01038,0.01158,0.013,0.01454,0.01614,0.01791,0.01975,0.02163,0.02357,0.02568,0.02839,0.03076,0.03334,0.03618,0.03932
52,0.00098,0.00176,0.00282,0.00385,0.00473,0.00564,0.00666,0.00776,0.00899,0.01032,0.01154,0.01292,0.01439,0.01605,0.01781,0.01969,0.02161,0.02355,0.02564,0.02792,0.03076,0.03334,0.03618,0.03932,0.04281
53,0.00106,0.00192,0.00311,0.00427,0.00527,0.00629,0.00742,0.00865,0.01001,0.01149,0.01284,0.01434,0.01595,0.01774,0.01964,0.02159,0.02354,0.02561,0.02789,0.03047,0.03334,0.03618,0.03932,0.04281,0.04667
54,0.00115,0.00211,0.00342,0.00474,0.00589,0.00703,0.00828,0.00965,0.01116,0.01278,0.01429,0.01589,0.0177,0.01959,0.02158,0.02353,0.02557,0.02786,0.03039,0.03328,0.03618,0.03932,0.04281,0.04667,0.05093
55,0.00124,0.00231,0.00378,0.00526,0.00659,0.00786,0.00926,0.01078,0.01243,0.01419,0.01588,0.01762,0.01957,0.02156,0.02352,0.02554,0.02782,0.03036,0.03313,0.03618,0.03932,0.04281,0.04667,0.05093,0.05612
56,0.00135,0.00254,0.00417,0.00586,0.00739,0.00881,0.01036,0.01203,0.01383,0.01573,0.01756,0.01942,0.02147,0.02351,0.0255,0.02779,0.03033,0.03307,0.03598,0.03932,0.04281,0.04667,0.05093,0.05612,0.06265
57,0.00146,0.0028,0.00462,0.00653,0.0083,0.00987,0.01158,0.0134,0.01535,0.01739,0.01931,0.02125,0.02335,0.02547,0.02765,0.03022,0.03301,0.03593,0.03911,0.04281,0.04667,0.05093,0.05612,0.06265,0.07025
58,0.00159,0.00309,0.00513,0.0073,0.00933,0.01106,0.01293,0.0149,0.01699,0.01915,0.02116,0.02316,0.02538,0.02758,0.03,0.03282,0.03587,0.03908,0.04261,0.04667,0.05093,0.05612,0.06265,0.07025,0.07882
59,0.00173,0.00342,0.00572,0.00818,0.0105,0.01239,0.01441,0.01653,0.01874,0.021,0.02309,0.02526,0.0275,0.02991,0.03264,0.03572,0.03905,0.04256,0.04646,0.05093,0.05612,0.06265,0.07025,0.07882,0.08798
60,0.0019,0.0038,0.00638,0.00917,0.0118,0.01385,0.01602,0.01827,0.02059,0.02292,0.02519,0.02736,0.02974,0.03253,0.03558,0.03891,0.04251,0.04635,0.05073,0.05612,0.06265,0.07025,0.07882,0.08798,0.0968
61,0.00208,0.00423,0.00713,0.01028,0.01324,0.01544,0.01776,0.02011,0.0225,0.025,0.02723,0.02949,0.0323,0.03542,0.03872,0.04229,0.04626,0.05058,0.05602,0.06265,0.07025,0.07882,0.08798,0.0968,0.10744
62,0.00229,0.00471,0.00798,0.01154,0.01483,0.01717,0.0196,0.02203,0.02459,0.02702,0.02927,0.032,0.03515,0.0385,0.042,0.0459,0.0504,0.05584,0.06265,0.07025,0.07882,0.08798,0.0968,0.10744,0.11991
63,0.00252,0.00525,0.00893,0.01295,0.01656,0.01902,0.02154,0.02412,0.02661,0.02903,0.03167,0.03489,0.038,0.04146,0.04523,0.04984,0.05555,0.06252,0.07025,0.07882,0.08798,0.0968,0.10744,0.11991,0.13213
64,0.00277,0.00584,0.01001,0.01452,0.01841,0.02096,0.02361,0.02614,0.02858,0.03151,0.03457,0.03783,0.04063,0.0443,0.04864,0.05474,0.06201,0.07025,0.07882,0.08798,0.0968,0.10744,0.11991,0.13213,0.14529
65,0.00305,0.00649,0.01122,0.01626,0.02036,0.02301,0.02564,0.02808,0.03104,0.03443,0.03767,0.04056,0.04331,0.0476,0.05311,0.06102,0.0699,0.07882,0.08798,0.0968,0.10744,0.11991,0.13213,0.14529,0.15916
66,0.00335,0.00721,0.01258,0.01819,0.02237,0.02506,0.02757,0.03052,0.03397,0.03751,0.04048,0.04317,0.04699,0.05252,0.05991,0.06918,0.07882,0.08798,0.0968,0.10744,0.11991,0.13213,0.14529,0.15916,0.17336
67,0.00368,0.00798,0.01411,0.02033,0.02445,0.02701,0.02999,0.03349,0.03707,0.04041,0.04304,0.04683,0.05241,0.05972,0.06887,0.07845,0.08798,0.0968,0.10744,0.11991,0.13213,0.14529,0.15916,0.17336,0.18779
68,0.00404,0.00881,0.01583,0.02267,0.02641,0.0294,0.03301,0.03661,0.03988,0.04291,0.04667,0.05231,0.05952,0.06857,0.07808,0.08748,0.0968,0.10744,0.11991,0.13213,0.14529,0.15916,0.17336,0.18779,0.20259
69,0.00443,0.0097,0.01776,0.02524,0.02876,0.03243,0.03609,0.03928,0.04248,0.04655,0.05221,0.05933,0.06826,0.0777,0.08697,0.09649,0.10744,0.11991,0.13213,0.14529,0.15916,0.17336,0.18779,0.20259,0.21702
70,0.00485,0.01065,0.01991,0.02805,0.0318,0.03549,0.0386,0.04162,0.04599,0.052,0.05914,0.06795,0.07708,0.08646,0.09581,0.10744,0.11991,0.13213,0.14529,0.15916,0.17336,0.18779,0.20259,0.21702,0.23091
71,0.00531,0.01168,0.02229,0.03109,0.03483,0.03784,0.04067,0.04497,0.051,0.05849,0.06743,0.07692,0.08569,0.09513,0.10625,0.11991,0.13213,0.14529,0.15916,0.17336,0.18779,0.20259,0.21702,0.23091,0.24651
72,0.00581,0.0128,0.02493,0.03409,0.03698,0.03959,0.04381,0.04982,0.05725,0.06638,0.07486,0.08477,0.09445,0.10538,0.11904,0.13213,0.14529,0.15916,0.17336,0.18779,0.20259,0.21702,0.23091,0.24651,0.26446
73,0.00637,0.01403,0.02781,0.03604,0.03841,0.04252,0.04849,0.05582,0.06486,0.07361,0.08146,0.09238,0.10329,0.1184,0.13213,0.14529,0.15916,0.17336,0.18779,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313
74,0.00699,0.01541,0.03096,0.03714,0.04114,0.04706,0.05425,0.06315,0.07188,0.08031,0.08907,0.10212,0.11645,0.13168,0.14529,0.15916,0.17336,0.18779,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214
75,0.0077,0.01697,0.03378,0.03966,0.04552,0.05255,0.06124,0.0709,0.07867,0.08805,0.09874,0.11636,0.1313,0.14466,0.15916,0.17336,0.18779,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095
76,0.0085,0.01871,0.0362,0.04387,0.05071,0.05913,0.06817,0.07867,0.08655,0.09753,0.11455,0.13071,0.144,0.1588,0.17336,0.18779,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218
77,0.00941,0.02067,0.03878,0.04873,0.05683,0.06519,0.07509,0.08655,0.09586,0.1104,0.13003,0.14277,0.15793,0.17336,0.18779,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726
78,0.01044,0.02286,0.04159,0.05434,0.06386,0.07051,0.08269,0.09586,0.10774,0.12318,0.14136,0.15633,0.1728,0.18779,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191
79,0.01161,0.02541,0.04465,0.06108,0.07018,0.07692,0.09152,0.10721,0.11934,0.13702,0.15433,0.17184,0.18779,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572
80,0.01298,0.02835,0.04825,0.06727,0.07554,0.08509,0.10176,0.11803,0.12985,0.15161,0.16972,0.18779,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829
81,0.01459,0.03163,0.05244,0.07217,0.08129,0.09381,0.1114,0.12769,0.14391,0.16624,0.18684,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924
82,0.01641,0.03531,0.05701,0.0773,0.08745,0.10158,0.11964,0.13991,0.16149,0.18496,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109
83,0.01848,0.03945,0.06193,0.08264,0.09388,0.10861,0.13103,0.15547,0.18215,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727
84,0.02086,0.04408,0.06718,0.0881,0.10004,0.12024,0.14683,0.17641,0.20259,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485
85,0.02358,0.0492,0.0727,0.09346,0.10713,0.13526,0.16771,0.20015,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389
86,0.02664,0.05482,0.07827,0.09849,0.11873,0.1545,0.19531,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447
87,0.03009,0.06094,0.08372,0.10561,0.13825,0.18815,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665
88,0.03394,0.06748,0.08893,0.11944,0.16972,0.21702,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051
89,0.03817,0.07414,0.09682,0.13978,0.20623,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612
90,0.0439,0.07916,0.11771,0.18533,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355
91,0.05322,0.09833,0.17643,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355,0.77288
92,0.06754,0.13829,0.23091,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355,0.77288,0.81418
93,0.08745,0.17216,0.24651,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355,0.77288,0.81418,0.8575
94,0.11367,0.2167,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355,0.77288,0.81418,0.8575,0.90289
95,0.14746,0.26446,0.28313,0.30214,0.32095,0.34218,0.36726,0.39191,0.41572,0.43829,0.45924,0.48109,0.50727,0.53485,0.56389,0.59447,0.62665,0.66051,0.69612,0.73355,0.77288,0.81418,0.8575,0.90289,0.95039

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Smoker Distinct Smoker, Female, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00036,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00046,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00049,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00068,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00112,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00147,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00172,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00182,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00193,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00204,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00215,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00232,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00254,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00279,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00306,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00336,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00369,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00407,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00447,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00493,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00543,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00599,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00663,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00735,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00815,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00903,,,,,,,,,,,,,,,,,,,,,,,,
60,0.01002,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01112,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01232,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01364,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01507,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01662,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01828,,,,,,,,,,,,,,,,,,,,,,,,
67,0.02005,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0219,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02389,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0261,,,,,,,,,,,,,,,,,,,,,,,,
71,0.02839,,,,,,,,,,,,,,,,,,,,,,,,
72,0.03076,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03334,,,,,,,,,,,,,,,,,,,,,,,,
74,0.03618,,,,,,,,,,,,,,,,,,,,,,,,
75,0.03932,,,,,,,,,,,,,,,,,,,,,,,,
76,0.04281,,,,,,,,,,,,,,,,,,,,,,,,
77,0.04667,,,,,,,,,,,,,,,,,,,,,,,,
78,0.05093,,,,,,,,,,,,,,,,,,,,,,,,
79,0.05612,,,,,,,,,,,,,,,,,,,,,,,,
80,0.06265,,,,,,,,,,,,,,,,,,,,,,,,
81,0.07025,,,,,,,,,,,,,,,,,,,,,,,,
82,0.07882,,,,,,,,,,,,,,,,,,,,,,,,
83,0.08798,,,,,,,,,,,,,,,,,,,,,,,,
