Table Name:,2017 Loaded CSO Composite Male ANB ,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00083,0.00086,0.00089,0.00093,0.00093,0.00093,0.00094,0.00095,0.00089,0.00086,0.00082,0.00079,0.00078,0.00081,0.00085,0.00093,0.00103,0.00114,0.00128,0.00141,0.00154,0.0017,0.00186,0.00204,0.00223
19,0.00077,0.00081,0.00083,0.00082,0.00083,0.00086,0.00087,0.00084,0.00079,0.00074,0.00075,0.00074,0.00076,0.00081,0.00088,0.00095,0.00105,0.00118,0.00131,0.00147,0.00164,0.0018,0.00198,0.00215,0.00232
20,0.0007,0.00072,0.00078,0.00078,0.00077,0.00078,0.00077,0.00075,0.00071,0.00071,0.00071,0.00072,0.00076,0.00083,0.00091,0.00098,0.00109,0.00122,0.0014,0.00158,0.00176,0.00192,0.00209,0.00225,0.0024
21,0.00062,0.0007,0.00067,0.00066,0.00067,0.00068,0.00068,0.00066,0.00064,0.00066,0.00068,0.00073,0.00078,0.00085,0.00093,0.00101,0.00112,0.0013,0.00148,0.00167,0.00184,0.00199,0.00214,0.00229,0.00243
22,0.00058,0.00061,0.00058,0.00058,0.00059,0.00059,0.0006,0.00059,0.00059,0.00064,0.00068,0.00074,0.00079,0.00087,0.00096,0.00104,0.00121,0.00138,0.00157,0.00176,0.00191,0.00204,0.00216,0.00231,0.00249
23,0.00051,0.00052,0.0005,0.00051,0.00052,0.00053,0.00053,0.00055,0.00057,0.00064,0.00069,0.00075,0.00081,0.00091,0.00099,0.00114,0.00128,0.00146,0.00166,0.00182,0.00195,0.00205,0.00216,0.00234,0.00254
24,0.00044,0.00046,0.00045,0.00046,0.00047,0.00047,0.00049,0.00053,0.00057,0.00065,0.00071,0.00077,0.00085,0.00094,0.00109,0.0012,0.00136,0.00155,0.00172,0.00185,0.00196,0.00207,0.00217,0.00236,0.00259
25,0.00039,0.00042,0.0004,0.00041,0.00043,0.00044,0.00048,0.00053,0.00058,0.00066,0.00073,0.00081,0.00088,0.00103,0.00115,0.00128,0.00146,0.00164,0.00178,0.00188,0.00198,0.00208,0.00226,0.00247,0.0027
26,0.00035,0.00038,0.00038,0.00039,0.00041,0.00043,0.00048,0.00054,0.0006,0.00069,0.00077,0.00085,0.00096,0.0011,0.00123,0.00137,0.00156,0.00171,0.00182,0.00189,0.00201,0.00217,0.00237,0.0026,0.00284
27,0.00031,0.00034,0.00035,0.00037,0.0004,0.00044,0.0005,0.00056,0.00062,0.00073,0.00081,0.0009,0.00103,0.00118,0.00132,0.00146,0.00163,0.00176,0.00184,0.00195,0.00208,0.00227,0.00249,0.00273,0.003
28,0.00027,0.00031,0.00034,0.00038,0.00042,0.00046,0.00052,0.00059,0.00065,0.00077,0.00087,0.00098,0.00111,0.00126,0.00141,0.00154,0.00169,0.00179,0.00191,0.00203,0.00219,0.00239,0.00263,0.00289,0.00319
29,0.00025,0.00031,0.00035,0.00041,0.00046,0.00051,0.00056,0.00063,0.0007,0.00084,0.00095,0.00106,0.0012,0.00135,0.00149,0.00161,0.00174,0.00188,0.00201,0.00215,0.00233,0.00256,0.00282,0.0031,0.00342
30,0.00025,0.00029,0.00037,0.00043,0.00048,0.00053,0.00059,0.00066,0.00075,0.00089,0.00101,0.00111,0.00124,0.0014,0.00152,0.00167,0.00185,0.00199,0.00214,0.0023,0.00252,0.00277,0.00305,0.00336,0.00371
31,0.00022,0.00029,0.00039,0.00046,0.00051,0.00056,0.00061,0.0007,0.00082,0.00096,0.00107,0.00117,0.00131,0.00145,0.00158,0.00178,0.00197,0.00213,0.0023,0.0025,0.00274,0.00302,0.00333,0.00368,0.00405
32,0.00023,0.0003,0.00041,0.00049,0.00054,0.00059,0.00066,0.00076,0.00091,0.00106,0.00116,0.00125,0.00139,0.00152,0.0017,0.00191,0.00212,0.0023,0.0025,0.00272,0.003,0.00332,0.00367,0.00404,0.00439
33,0.00024,0.00031,0.00044,0.00052,0.00058,0.00064,0.00073,0.00084,0.001,0.00114,0.00124,0.00132,0.00145,0.00163,0.00183,0.00205,0.00228,0.00248,0.00272,0.00297,0.00329,0.00365,0.00404,0.00439,0.00478
34,0.00024,0.00033,0.00047,0.00054,0.00061,0.0007,0.0008,0.00093,0.00108,0.00122,0.00128,0.00138,0.00156,0.00176,0.00197,0.00221,0.00246,0.00269,0.00296,0.00326,0.00362,0.00402,0.00439,0.00478,0.00522
35,0.00025,0.00034,0.0005,0.00058,0.00067,0.00076,0.00086,0.00102,0.00116,0.00126,0.00134,0.0015,0.00169,0.00191,0.00213,0.00239,0.00265,0.00291,0.00322,0.00356,0.00397,0.00439,0.00478,0.00522,0.00574
36,0.00025,0.00036,0.00054,0.00062,0.00072,0.00083,0.00095,0.0011,0.00121,0.0013,0.00146,0.00163,0.00184,0.00207,0.0023,0.00258,0.00287,0.00316,0.0035,0.0039,0.00437,0.00478,0.00522,0.00574,0.00633
37,0.00026,0.00038,0.00058,0.00069,0.0008,0.0009,0.00104,0.00117,0.00125,0.00142,0.00159,0.00177,0.002,0.00224,0.00249,0.00278,0.0031,0.00342,0.00382,0.00428,0.00478,0.00522,0.00574,0.00633,0.00702
38,0.00027,0.00042,0.00063,0.00074,0.00086,0.00099,0.00112,0.0012,0.00136,0.00156,0.00174,0.00194,0.00218,0.00244,0.00271,0.00303,0.00337,0.00375,0.00421,0.00473,0.00522,0.00574,0.00633,0.00702,0.00777
39,0.00029,0.00048,0.00069,0.00081,0.00093,0.00106,0.00116,0.00132,0.0015,0.00171,0.00192,0.00213,0.0024,0.00268,0.00297,0.00331,0.0037,0.00413,0.00467,0.00522,0.00574,0.00633,0.00702,0.00776,0.00865
40,0.00031,0.00054,0.00076,0.00088,0.00101,0.00112,0.00127,0.00144,0.00165,0.00189,0.00211,0.00234,0.00264,0.00295,0.00327,0.00364,0.00408,0.00459,0.00521,0.00574,0.00633,0.00702,0.00774,0.00859,0.00959
41,0.00035,0.0006,0.00082,0.00095,0.00107,0.00122,0.00139,0.00158,0.00182,0.00208,0.00232,0.00258,0.00291,0.00325,0.00361,0.00402,0.00453,0.00517,0.00574,0.00633,0.00702,0.00774,0.00853,0.00952,0.01057
42,0.00039,0.00067,0.00087,0.00101,0.00117,0.00133,0.00152,0.00174,0.002,0.00228,0.00254,0.00283,0.00321,0.00359,0.00399,0.00447,0.00512,0.00574,0.00633,0.00702,0.00774,0.0085,0.00939,0.01045,0.01162
43,0.00044,0.00072,0.00092,0.0011,0.00128,0.00145,0.00166,0.00191,0.00219,0.00249,0.00278,0.00312,0.00354,0.00397,0.00443,0.00503,0.0057,0.00633,0.00702,0.00774,0.00849,0.00933,0.01036,0.01154,0.01278
44,0.0005,0.00077,0.00099,0.0012,0.00139,0.00159,0.00183,0.00211,0.0024,0.00272,0.00305,0.00345,0.00393,0.0044,0.00494,0.00561,0.00633,0.00702,0.00774,0.00849,0.00929,0.0103,0.01147,0.01273,0.01405
45,0.00055,0.00082,0.00108,0.00132,0.00152,0.00174,0.00202,0.00232,0.00263,0.00299,0.00337,0.00383,0.00436,0.00489,0.0055,0.00625,0.00702,0.00774,0.00849,0.00929,0.01022,0.01144,0.01273,0.01405,0.01551
46,0.00061,0.00088,0.00117,0.00144,0.00167,0.00193,0.00224,0.00256,0.00289,0.0033,0.00375,0.00427,0.00484,0.00543,0.00611,0.00692,0.00774,0.00849,0.00929,0.01022,0.01132,0.01271,0.01405,0.01551,0.01716
47,0.00067,0.00094,0.00128,0.00159,0.00185,0.00216,0.0025,0.00282,0.00319,0.00367,0.00419,0.00479,0.00538,0.00603,0.00678,0.00766,0.00849,0.00929,0.01022,0.01128,0.01255,0.01405,0.01551,0.01716,0.01909
48,0.00073,0.001,0.0014,0.00175,0.00206,0.00242,0.00277,0.00311,0.00353,0.0041,0.00476,0.00534,0.00597,0.00667,0.00751,0.00846,0.00929,0.01022,0.01128,0.01247,0.01395,0.01551,0.01716,0.01909,0.02134
49,0.00078,0.00109,0.00154,0.00194,0.00231,0.0027,0.00305,0.00342,0.00393,0.00472,0.00533,0.00592,0.00659,0.00737,0.00828,0.00928,0.01022,0.01128,0.01246,0.01378,0.01549,0.01716,0.01909,0.02134,0.02394
50,0.00082,0.0012,0.00171,0.00216,0.00259,0.00299,0.00334,0.00377,0.0046,0.0053,0.00592,0.00655,0.00727,0.00813,0.00911,0.01021,0.01128,0.01246,0.01371,0.01526,0.01716,0.01909,0.02134,0.02394,0.02686
51,0.00086,0.00134,0.00191,0.00242,0.00289,0.00327,0.00369,0.00443,0.00516,0.0059,0.00655,0.00727,0.00803,0.00896,0.01005,0.01128,0.01246,0.01369,0.01511,0.01688,0.01909,0.02134,0.02394,0.02686,0.03006
52,0.0009,0.0015,0.00215,0.00273,0.00321,0.00362,0.00426,0.00493,0.00573,0.00655,0.00727,0.00803,0.00887,0.00994,0.01123,0.01246,0.01369,0.01505,0.01675,0.01889,0.02133,0.02393,0.02665,0.02994,0.03342
53,0.00095,0.00167,0.00241,0.00309,0.00357,0.00414,0.00474,0.00551,0.00642,0.00727,0.00803,0.00887,0.00985,0.01116,0.01246,0.01369,0.01505,0.01675,0.01877,0.02114,0.02387,0.02657,0.02978,0.0332,0.03704
54,0.00101,0.00185,0.00272,0.00351,0.00404,0.00461,0.0053,0.00618,0.00717,0.00803,0.00887,0.00983,0.01112,0.01246,0.01369,0.01505,0.01675,0.01877,0.02114,0.02386,0.02655,0.02978,0.0332,0.03704,0.04119
55,0.00107,0.00201,0.00307,0.00391,0.00448,0.00509,0.00589,0.00695,0.00799,0.00887,0.00983,0.01109,0.01246,0.01369,0.01505,0.01675,0.01877,0.02114,0.02386,0.02655,0.02978,0.0332,0.03704,0.04119,0.04577
56,0.00119,0.00215,0.00341,0.00429,0.00489,0.00559,0.00654,0.00769,0.00874,0.00976,0.01095,0.01227,0.01369,0.01505,0.01675,0.01877,0.02114,0.02386,0.02655,0.02978,0.0332,0.03704,0.04119,0.04577,0.05091
57,0.00136,0.00228,0.00375,0.00469,0.00536,0.00614,0.00725,0.00846,0.00952,0.01074,0.012,0.01362,0.01505,0.01675,0.01877,0.02108,0.02386,0.02655,0.02978,0.0332,0.03704,0.04119,0.04577,0.05091,0.05683
58,0.00156,0.00244,0.00408,0.00511,0.00585,0.00678,0.00801,0.00924,0.01045,0.01168,0.01327,0.01477,0.01671,0.01868,0.02091,0.02367,0.02644,0.02978,0.0332,0.03699,0.04119,0.04577,0.05091,0.05683,0.06333
59,0.00181,0.00262,0.00438,0.00555,0.00632,0.00746,0.00876,0.01,0.01128,0.01282,0.01426,0.01631,0.01848,0.02076,0.0234,0.02604,0.02978,0.03308,0.03674,0.04079,0.04577,0.05091,0.05683,0.06333,0.07139
60,0.00205,0.00286,0.00465,0.00587,0.00685,0.00814,0.00946,0.01074,0.01216,0.01364,0.01579,0.01807,0.02041,0.02305,0.02552,0.02926,0.03272,0.03655,0.04067,0.04577,0.05091,0.05683,0.06333,0.07139,0.08063
61,0.00226,0.00316,0.00491,0.00621,0.00739,0.00878,0.01002,0.01136,0.01296,0.015,0.01733,0.01977,0.0225,0.02491,0.02851,0.03192,0.03599,0.04022,0.04561,0.05091,0.05683,0.06333,0.07139,0.08063,0.09127
62,0.00241,0.00351,0.00519,0.00658,0.00794,0.00928,0.01049,0.01192,0.01373,0.01598,0.01847,0.02103,0.02409,0.0276,0.03085,0.03492,0.03943,0.04507,0.05085,0.05683,0.06333,0.07139,0.08063,0.09127,0.10347
63,0.00254,0.0039,0.00551,0.00704,0.00852,0.00989,0.011,0.01249,0.01451,0.01693,0.01954,0.02223,0.02552,0.02966,0.0336,0.03812,0.044,0.0497,0.05607,0.06306,0.07139,0.08063,0.09127,0.10347,0.11724
64,0.00266,0.00428,0.0059,0.00756,0.00916,0.01037,0.01165,0.01343,0.01574,0.01811,0.02077,0.0235,0.02705,0.03198,0.03634,0.04239,0.04863,0.05533,0.0627,0.07139,0.08063,0.09127,0.10346,0.11718,0.13253
65,0.00278,0.00468,0.00634,0.00815,0.0098,0.01106,0.01257,0.01458,0.0169,0.01969,0.02244,0.02529,0.02919,0.03454,0.0403,0.0465,0.05338,0.06092,0.07045,0.08059,0.09114,0.10324,0.11698,0.13236,0.14881
66,0.00292,0.00507,0.00684,0.0088,0.01062,0.01194,0.01363,0.01579,0.01842,0.02144,0.0243,0.02776,0.03162,0.03742,0.04368,0.0512,0.05987,0.06973,0.08025,0.09082,0.10294,0.11671,0.13211,0.1486,0.16595
67,0.00308,0.00542,0.00738,0.00955,0.01157,0.01297,0.01483,0.01722,0.02011,0.02332,0.02689,0.03044,0.03484,0.04121,0.04809,0.05647,0.06743,0.07842,0.09043,0.10258,0.11637,0.1318,0.14832,0.16571,0.18335
68,0.00326,0.00576,0.00798,0.01043,0.01243,0.01414,0.01618,0.01881,0.02206,0.02586,0.02971,0.03413,0.03971,0.04576,0.05331,0.06341,0.07612,0.08857,0.10215,0.11597,0.13142,0.14798,0.16541,0.18309,0.20054
69,0.00349,0.00613,0.00866,0.01142,0.01358,0.01542,0.01763,0.02056,0.02456,0.02868,0.03337,0.03884,0.0447,0.0519,0.06072,0.07214,0.08602,0.10011,0.11552,0.13101,0.1476,0.16507,0.1828,0.2003,0.21743
70,0.00371,0.00644,0.0093,0.01239,0.01462,0.01653,0.01902,0.02292,0.02701,0.03171,0.03785,0.0436,0.05084,0.05928,0.07077,0.08301,0.09906,0.11502,0.13054,0.14716,0.16468,0.18246,0.20001,0.2172,0.23314
71,0.00394,0.00673,0.00993,0.01333,0.01553,0.01773,0.02099,0.02514,0.02955,0.03509,0.04248,0.05002,0.05774,0.06881,0.07939,0.09442,0.11254,0.13003,0.14669,0.16425,0.18209,0.1997,0.21695,0.23294,0.247
72,0.0042,0.00703,0.01059,0.0143,0.01657,0.01954,0.0231,0.02741,0.03286,0.03983,0.04863,0.05682,0.06706,0.07763,0.08976,0.10769,0.12743,0.14618,0.1638,0.18169,0.19936,0.21667,0.23273,0.24685,0.26501
73,0.0045,0.00742,0.01137,0.0154,0.01827,0.02149,0.02541,0.03019,0.03697,0.04509,0.0558,0.066,0.07626,0.08799,0.10604,0.12616,0.14564,0.16331,0.18126,0.199,0.21638,0.2325,0.24668,0.26489,0.28435
74,0.00489,0.00798,0.01238,0.01683,0.0201,0.02384,0.02833,0.0339,0.0418,0.0517,0.06508,0.0751,0.08659,0.10278,0.1216,0.14344,0.16279,0.1808,0.19861,0.21606,0.23225,0.2465,0.26477,0.28427,0.30559
75,0.00528,0.0086,0.01349,0.01839,0.02212,0.02647,0.03157,0.03802,0.04787,0.05941,0.07439,0.08583,0.1008,0.11947,0.14026,0.16223,0.18031,0.1982,0.21572,0.23199,0.24631,0.26463,0.28419,0.30555,0.32832
76,0.00575,0.00933,0.01482,0.02056,0.02485,0.02988,0.03594,0.04405,0.05535,0.0681,0.08482,0.0992,0.11805,0.13877,0.16182,0.17994,0.19787,0.21544,0.23177,0.24614,0.26451,0.28411,0.30551,0.3283,0.35209
77,0.00604,0.00977,0.01563,0.02203,0.02714,0.03273,0.03995,0.05088,0.06345,0.07759,0.09746,0.11602,0.13746,0.16142,0.17957,0.19755,0.21517,0.23155,0.24597,0.26439,0.28403,0.30547,0.32829,0.35209,0.37447
78,0.00639,0.01032,0.01667,0.02382,0.02941,0.0365,0.04477,0.05834,0.07239,0.08848,0.11303,0.13484,0.15947,0.1792,0.19722,0.21489,0.23133,0.24581,0.26427,0.28396,0.30543,0.32827,0.35209,0.37447,0.3968
79,0.00671,0.01085,0.01773,0.02554,0.03221,0.03989,0.04984,0.06469,0.08045,0.10029,0.12907,0.15525,0.17883,0.1969,0.21462,0.2311,0.24564,0.26415,0.28388,0.30539,0.32826,0.35209,0.37447,0.3968,0.41866
80,0.00705,0.01143,0.01887,0.02763,0.03492,0.04331,0.0553,0.07097,0.08905,0.11358,0.14922,0.17846,0.19657,0.21435,0.23088,0.24547,0.26403,0.2838,0.30534,0.32824,0.35209,0.37447,0.3968,0.41866,0.43965
81,0.00765,0.01244,0.02107,0.03096,0.03918,0.04919,0.06336,0.08027,0.10357,0.13401,0.17001,0.19625,0.21407,0.23066,0.24531,0.26392,0.28373,0.3053,0.32823,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936
82,0.0084,0.01379,0.02377,0.03509,0.04461,0.05587,0.07307,0.09508,0.12327,0.16294,0.19592,0.2138,0.23044,0.24514,0.2638,0.28365,0.30526,0.32821,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743
83,0.00956,0.01579,0.02776,0.0409,0.05253,0.06626,0.08728,0.11654,0.15526,0.1956,0.21352,0.23022,0.24497,0.26368,0.28357,0.30522,0.3282,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332
84,0.01107,0.01867,0.03379,0.05007,0.06464,0.08292,0.11024,0.15226,0.1956,0.21325,0.23,0.2448,0.26356,0.2835,0.30518,0.32819,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061
85,0.01289,0.02203,0.04067,0.06031,0.07914,0.10387,0.1412,0.18013,0.21325,0.22978,0.24464,0.26344,0.28342,0.30514,0.32817,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939
86,0.01524,0.02644,0.04995,0.07481,0.10024,0.13531,0.17512,0.21325,0.22978,0.24447,0.26332,0.28334,0.3051,0.32816,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972
87,0.01796,0.03172,0.06124,0.09344,0.12935,0.16978,0.21325,0.22978,0.24447,0.2632,0.28326,0.30506,0.32814,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217
88,0.02074,0.03758,0.07406,0.11631,0.16128,0.21325,0.22978,0.24447,0.2632,0.28319,0.30501,0.32813,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542
89,0.02364,0.0435,0.08807,0.14214,0.19648,0.22978,0.24447,0.2632,0.28319,0.30497,0.32811,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096
90,0.02692,0.05035,0.10526,0.17386,0.22978,0.24447,0.2632,0.28319,0.30497,0.3281,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843
91,0.03323,0.07556,0.15993,0.22978,0.24447,0.2632,0.28319,0.30497,0.3281,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794
92,0.04585,0.11312,0.22978,0.24447,0.2632,0.28319,0.30497,0.3281,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958
93,0.06631,0.16275,0.24447,0.2632,0.28319,0.30497,0.3281,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958,0.85348
94,0.09572,0.18962,0.2632,0.28319,0.30497,0.3281,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958,0.85348,0.89977
95,0.13477,0.2632,0.28319,0.30497,0.3281,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958,0.85348,0.89977,0.94856

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Composite, Male, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 0. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
