Table Name:,2017 Unloaded CSO Preferred Structure Nonsmoker Preferred Female ALB,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00017,0.0002,0.00021,0.00021,0.0002,0.0002,0.0002,0.00023,0.00025,0.00028,0.00029,0.0003,0.00032,0.00037,0.00044,0.00052,0.0006,0.00067,0.00075,0.00081,0.00085,0.00085,0.00085,0.00086,0.00088
22,0.00015,0.00019,0.00019,0.00018,0.00018,0.00018,0.0002,0.00023,0.00026,0.00028,0.00029,0.00031,0.00034,0.00039,0.00047,0.00055,0.00061,0.00068,0.00075,0.00082,0.00085,0.00085,0.00086,0.00088,0.00091
23,0.00013,0.00017,0.00017,0.00016,0.00017,0.00018,0.00021,0.00024,0.00027,0.00029,0.0003,0.00032,0.00036,0.00043,0.00051,0.00057,0.00062,0.00068,0.00075,0.00082,0.00085,0.00086,0.00088,0.00091,0.00096
24,0.00012,0.00015,0.00015,0.00015,0.00016,0.00019,0.00022,0.00025,0.00027,0.0003,0.00032,0.00035,0.0004,0.00047,0.00054,0.00059,0.00063,0.00069,0.00076,0.00082,0.00086,0.00088,0.00091,0.00096,0.00102
25,0.0001,0.00013,0.00014,0.00015,0.00017,0.00019,0.00022,0.00025,0.00028,0.00031,0.00034,0.00038,0.00045,0.00052,0.00057,0.0006,0.00065,0.00071,0.00077,0.00083,0.00088,0.00091,0.00096,0.00102,0.0011
26,8E-05,0.00012,0.00014,0.00015,0.00017,0.00019,0.00022,0.00026,0.0003,0.00034,0.00038,0.00043,0.0005,0.00056,0.0006,0.00062,0.00067,0.00073,0.00079,0.00086,0.00091,0.00096,0.00102,0.0011,0.00119
27,7E-05,0.00012,0.00014,0.00015,0.00017,0.0002,0.00023,0.00028,0.00032,0.00037,0.00042,0.00048,0.00055,0.00059,0.00062,0.00065,0.00069,0.00076,0.00083,0.0009,0.00096,0.00102,0.0011,0.00119,0.00131
28,7E-05,0.00012,0.00014,0.00015,0.00017,0.00021,0.00025,0.0003,0.00035,0.0004,0.00045,0.00052,0.00058,0.00062,0.00064,0.00068,0.00073,0.00079,0.00087,0.00095,0.00102,0.0011,0.00119,0.00131,0.00147
29,7E-05,0.00012,0.00014,0.00016,0.00018,0.00022,0.00027,0.00033,0.00038,0.00043,0.00049,0.00055,0.00061,0.00064,0.00067,0.00071,0.00077,0.00085,0.00093,0.00101,0.0011,0.00119,0.00131,0.00147,0.00165
30,7E-05,0.00013,0.00015,0.00017,0.0002,0.00024,0.0003,0.00036,0.00041,0.00046,0.00051,0.00057,0.00063,0.00066,0.0007,0.00076,0.00084,0.00092,0.001,0.00109,0.00119,0.00131,0.00147,0.00165,0.00185
31,7E-05,0.00013,0.00016,0.00018,0.00022,0.00027,0.00033,0.00038,0.00043,0.00048,0.00053,0.00059,0.00065,0.0007,0.00075,0.00082,0.00091,0.001,0.00108,0.00118,0.00131,0.00147,0.00165,0.00185,0.00204
32,8E-05,0.00014,0.00017,0.0002,0.00025,0.0003,0.00036,0.00041,0.00045,0.0005,0.00055,0.00061,0.00068,0.00075,0.00081,0.00089,0.00099,0.00108,0.00118,0.0013,0.00147,0.00165,0.00185,0.00204,0.00223
33,8E-05,0.00014,0.00019,0.00023,0.00028,0.00033,0.00039,0.00044,0.00047,0.00051,0.00057,0.00064,0.00073,0.00081,0.00089,0.00097,0.00107,0.00117,0.0013,0.00145,0.00165,0.00185,0.00204,0.00223,0.00242
34,8E-05,0.00015,0.00021,0.00027,0.00032,0.00036,0.00042,0.00046,0.00048,0.00053,0.0006,0.00069,0.0008,0.00089,0.00097,0.00106,0.00117,0.00129,0.00144,0.00163,0.00185,0.00204,0.00223,0.00242,0.00261
35,9E-05,0.00016,0.00024,0.0003,0.00035,0.0004,0.00045,0.00048,0.00051,0.00056,0.00064,0.00075,0.00088,0.00097,0.00106,0.00115,0.00127,0.00141,0.00159,0.00181,0.00204,0.00223,0.00242,0.00261,0.00282
36,0.0001,0.00017,0.00026,0.00033,0.00039,0.00044,0.00048,0.0005,0.00053,0.0006,0.00071,0.00083,0.00096,0.00105,0.00115,0.00125,0.00138,0.00154,0.00176,0.00199,0.00223,0.00242,0.00261,0.00282,0.00307
37,0.00011,0.00018,0.00028,0.00037,0.00043,0.00047,0.0005,0.00053,0.00057,0.00066,0.00078,0.00091,0.00104,0.00114,0.00124,0.00135,0.0015,0.00169,0.00192,0.00218,0.00242,0.00261,0.00282,0.00307,0.00336
38,0.00012,0.00019,0.0003,0.00039,0.00046,0.0005,0.00053,0.00057,0.00063,0.00074,0.00087,0.001,0.00113,0.00123,0.00133,0.00146,0.00163,0.00184,0.00209,0.00236,0.00261,0.00282,0.00307,0.00336,0.00369
39,0.00013,0.0002,0.00031,0.0004,0.00049,0.00052,0.00056,0.00062,0.00069,0.00082,0.00096,0.00109,0.00122,0.00132,0.00143,0.00158,0.00177,0.002,0.00226,0.00255,0.00282,0.00307,0.00336,0.00369,0.00406
40,0.00013,0.00021,0.00032,0.00042,0.00051,0.00056,0.00061,0.00067,0.00077,0.00091,0.00105,0.00118,0.00131,0.00143,0.00156,0.00173,0.00193,0.00217,0.00244,0.00276,0.00307,0.00336,0.00369,0.00406,0.00446
41,0.00014,0.00022,0.00033,0.00043,0.00055,0.00061,0.00067,0.00073,0.00085,0.001,0.00114,0.00127,0.0014,0.00155,0.0017,0.00189,0.00211,0.00236,0.00265,0.003,0.00336,0.00369,0.00406,0.00446,0.00491
42,0.00015,0.00024,0.00034,0.00047,0.00059,0.00066,0.00071,0.0008,0.00093,0.00108,0.00122,0.00136,0.00152,0.00169,0.00187,0.00208,0.00231,0.00258,0.0029,0.00329,0.00369,0.00406,0.00446,0.00491,0.00538
43,0.00016,0.00025,0.00036,0.00053,0.00063,0.00071,0.00076,0.00087,0.00101,0.00117,0.00131,0.00146,0.00165,0.00186,0.00206,0.00228,0.00253,0.00283,0.00318,0.00361,0.00406,0.00446,0.00491,0.00538,0.0059
44,0.00019,0.00025,0.00039,0.00059,0.00068,0.00075,0.00082,0.00094,0.0011,0.00125,0.00141,0.00159,0.00181,0.00204,0.00226,0.0025,0.00278,0.0031,0.00349,0.00397,0.00446,0.00491,0.00538,0.0059,0.00648
45,0.00021,0.00026,0.00043,0.00065,0.00074,0.00081,0.00089,0.00103,0.00118,0.00135,0.00152,0.00174,0.002,0.00226,0.00249,0.00275,0.00307,0.00343,0.00386,0.00436,0.00491,0.00538,0.0059,0.00648,0.00714
46,0.00022,0.00027,0.00049,0.00069,0.00079,0.00088,0.00097,0.00112,0.00127,0.00145,0.00165,0.00191,0.00222,0.00248,0.00274,0.00304,0.00339,0.00379,0.00425,0.00479,0.00538,0.0059,0.00648,0.00714,0.00792
47,0.00024,0.00028,0.00057,0.00075,0.00086,0.00096,0.00107,0.00122,0.00138,0.00156,0.0018,0.00211,0.00246,0.00274,0.00303,0.00336,0.00376,0.00419,0.00468,0.00525,0.0059,0.00648,0.00714,0.00792,0.00884
48,0.00025,0.00032,0.00068,0.00083,0.00095,0.00105,0.00118,0.00133,0.00149,0.0017,0.00197,0.00232,0.0027,0.00301,0.00332,0.0037,0.00414,0.00461,0.00514,0.00576,0.00648,0.00714,0.00792,0.00884,0.00993
49,0.00026,0.0004,0.0008,0.00093,0.00105,0.00116,0.0013,0.00145,0.00162,0.00186,0.00217,0.00254,0.00293,0.00327,0.00361,0.00405,0.00453,0.00504,0.00562,0.00631,0.00714,0.00792,0.00884,0.00993,0.01119
50,0.00026,0.00052,0.00091,0.00104,0.00115,0.00128,0.00143,0.00157,0.00177,0.00204,0.00238,0.00276,0.00315,0.00351,0.00391,0.00441,0.00494,0.00548,0.00612,0.00693,0.00792,0.00884,0.00993,0.01119,0.01266
51,0.00027,0.00066,0.001,0.00113,0.00126,0.00141,0.00155,0.00172,0.00195,0.00226,0.00261,0.00298,0.00338,0.00377,0.00424,0.00481,0.00536,0.00595,0.0067,0.00767,0.00884,0.00993,0.01119,0.01266,0.01435
52,0.00028,0.00077,0.00106,0.00121,0.00137,0.00153,0.0017,0.0019,0.00217,0.00251,0.00287,0.00322,0.00362,0.00408,0.00462,0.00525,0.00585,0.00655,0.00745,0.00857,0.00993,0.01119,0.01266,0.01435,0.01629
53,0.00029,0.00082,0.0011,0.00129,0.00149,0.00168,0.00188,0.00211,0.00242,0.00278,0.00314,0.00348,0.00391,0.00444,0.00507,0.00576,0.00648,0.00735,0.0084,0.00966,0.01119,0.01266,0.01435,0.01629,0.01856
54,0.0003,0.00084,0.00114,0.00135,0.00164,0.00186,0.00209,0.00237,0.0027,0.00307,0.00341,0.00376,0.00425,0.00487,0.0056,0.00641,0.00726,0.00828,0.00954,0.01107,0.01266,0.01435,0.01629,0.01856,0.02123
55,0.00031,0.00085,0.00117,0.00142,0.00181,0.00207,0.00235,0.00265,0.003,0.00335,0.00368,0.00407,0.00465,0.00539,0.00624,0.00719,0.00822,0.0094,0.01088,0.01266,0.01435,0.01629,0.01856,0.02123,0.02446
56,0.00032,0.00086,0.00118,0.00153,0.00203,0.00233,0.00264,0.00295,0.00329,0.00361,0.00394,0.0044,0.0051,0.00598,0.00699,0.00811,0.00932,0.01069,0.01235,0.01435,0.01629,0.01856,0.02123,0.02446,0.02827
57,0.00033,0.00088,0.0012,0.0017,0.00229,0.00262,0.00294,0.00324,0.00355,0.00385,0.00422,0.00479,0.00564,0.00668,0.00786,0.00917,0.01056,0.01212,0.01402,0.01629,0.01856,0.02123,0.02446,0.02827,0.03234
58,0.00035,0.0009,0.00125,0.00194,0.00259,0.00293,0.00323,0.00349,0.00377,0.00409,0.00455,0.00528,0.00633,0.00755,0.00892,0.01042,0.01203,0.0138,0.01597,0.01856,0.02123,0.02446,0.02827,0.03234,0.03657
59,0.00038,0.00093,0.00138,0.00222,0.00289,0.00322,0.00347,0.0037,0.00398,0.00437,0.00498,0.00593,0.00719,0.0086,0.01017,0.01189,0.01372,0.01569,0.01822,0.02123,0.02446,0.02827,0.03234,0.03657,0.04143
60,0.00045,0.00097,0.00161,0.00248,0.00318,0.00345,0.00367,0.00389,0.00422,0.00475,0.00557,0.00676,0.00824,0.00986,0.01164,0.01357,0.01561,0.01789,0.02091,0.02446,0.02827,0.03234,0.03657,0.04143,0.04815
61,0.00054,0.00105,0.0019,0.00269,0.00341,0.00364,0.00384,0.00412,0.00456,0.00528,0.00635,0.0078,0.00948,0.0113,0.01327,0.01543,0.01782,0.02073,0.02431,0.02827,0.03234,0.03657,0.04143,0.04815,0.05588
62,0.00064,0.00118,0.00224,0.00292,0.00358,0.00381,0.00406,0.00447,0.00508,0.00602,0.00736,0.00905,0.01092,0.01291,0.0151,0.01757,0.02057,0.02404,0.02827,0.03234,0.03657,0.04143,0.04815,0.05588,0.06356
63,0.00076,0.00141,0.00256,0.00318,0.00369,0.00401,0.00444,0.00502,0.00579,0.00699,0.00858,0.01046,0.01248,0.01467,0.01715,0.02024,0.02387,0.02801,0.03234,0.03657,0.04143,0.04815,0.05588,0.06356,0.0724
64,0.00086,0.00174,0.00283,0.00335,0.00383,0.00436,0.005,0.00572,0.0067,0.0082,0.01001,0.012,0.01418,0.01655,0.01942,0.02339,0.02757,0.03234,0.03657,0.04143,0.04815,0.05588,0.06356,0.0724,0.08248
65,0.00095,0.00198,0.00303,0.00347,0.00403,0.00483,0.00565,0.00655,0.00783,0.00966,0.01164,0.01371,0.01608,0.01887,0.02222,0.02679,0.03194,0.03657,0.04143,0.04815,0.05588,0.06356,0.0724,0.08248,0.09363
66,0.00105,0.00208,0.00318,0.00359,0.00433,0.00537,0.00639,0.00757,0.00919,0.01134,0.01351,0.01576,0.01822,0.02148,0.02527,0.03044,0.03657,0.04143,0.04815,0.05588,0.06356,0.0724,0.08248,0.09363,0.1057
67,0.00117,0.00216,0.00331,0.00378,0.00475,0.00602,0.00728,0.00877,0.01075,0.01324,0.01564,0.01809,0.021,0.02463,0.02845,0.03461,0.04143,0.04815,0.05588,0.06356,0.0724,0.08248,0.09363,0.1057,0.11871
68,0.0013,0.00225,0.00344,0.00412,0.00531,0.00678,0.0083,0.01013,0.01251,0.01538,0.01796,0.02088,0.02446,0.0283,0.03308,0.04034,0.04815,0.05588,0.06356,0.0724,0.08248,0.09363,0.1057,0.11871,0.13283
69,0.00144,0.00235,0.00359,0.00453,0.00599,0.00765,0.00942,0.01162,0.01446,0.01776,0.02076,0.02428,0.02818,0.03289,0.03978,0.04801,0.05588,0.06356,0.0724,0.08248,0.09363,0.1057,0.11871,0.13283,0.14761
70,0.00159,0.00247,0.00378,0.00501,0.00678,0.00859,0.01062,0.01324,0.01662,0.02041,0.02411,0.02789,0.03263,0.03895,0.04724,0.05588,0.06356,0.0724,0.08248,0.09363,0.1057,0.11871,0.13283,0.14761,0.16303
71,0.00177,0.00263,0.00403,0.00567,0.00763,0.00957,0.01191,0.01502,0.01901,0.02342,0.02767,0.03171,0.03775,0.04552,0.05472,0.06356,0.0724,0.08248,0.09363,0.1057,0.11871,0.13283,0.14761,0.16303,0.18074
72,0.00196,0.00284,0.00435,0.00645,0.00852,0.0106,0.01329,0.01697,0.02173,0.02682,0.03147,0.03639,0.04367,0.05285,0.06304,0.0724,0.08248,0.09363,0.1057,0.11871,0.13283,0.14761,0.16303,0.18074,0.20127
73,0.00222,0.00311,0.00477,0.00731,0.00944,0.01169,0.01478,0.01919,0.02482,0.03057,0.03564,0.04184,0.05043,0.06101,0.0724,0.08248,0.09363,0.1057,0.11871,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374
74,0.00255,0.00342,0.00531,0.00822,0.01041,0.01286,0.0165,0.02175,0.0283,0.03475,0.04027,0.04769,0.0576,0.0699,0.08248,0.09363,0.1057,0.11871,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802
75,0.00294,0.0038,0.006,0.0092,0.01144,0.0142,0.01849,0.02466,0.03224,0.03944,0.04602,0.05505,0.06655,0.08019,0.09363,0.1057,0.11871,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379
76,0.00335,0.00426,0.00683,0.01025,0.01259,0.01575,0.02077,0.02802,0.03676,0.04469,0.05355,0.06445,0.07768,0.09255,0.1057,0.11871,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921
77,0.00378,0.00482,0.00784,0.01141,0.0139,0.01753,0.02345,0.03199,0.04198,0.05105,0.0622,0.07518,0.09068,0.1057,0.11871,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314
78,0.00425,0.00551,0.00905,0.0127,0.01537,0.01963,0.02668,0.03671,0.04802,0.05934,0.07272,0.08837,0.10483,0.11871,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698
79,0.00457,0.00635,0.01049,0.01409,0.01706,0.02216,0.03062,0.04237,0.05567,0.07001,0.08611,0.10394,0.11871,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036
80,0.00484,0.00735,0.01213,0.01562,0.01905,0.02542,0.03547,0.04924,0.06483,0.08188,0.10108,0.11871,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292
81,0.0053,0.00851,0.01394,0.01731,0.02202,0.02983,0.04155,0.05781,0.07628,0.09657,0.11706,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143
82,0.00597,0.00985,0.01607,0.02009,0.02615,0.03542,0.04972,0.06982,0.09276,0.11538,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413
83,0.00699,0.01141,0.01861,0.02426,0.03134,0.04262,0.06235,0.08771,0.11388,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205
84,0.00811,0.01333,0.02204,0.0293,0.03787,0.05297,0.07988,0.10801,0.13283,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769
85,0.0091,0.0159,0.02662,0.0354,0.04679,0.07028,0.10008,0.12869,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068
86,0.01008,0.01921,0.03217,0.0428,0.06111,0.09413,0.12507,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065
87,0.01116,0.02321,0.03889,0.05412,0.08422,0.12314,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723
88,0.01236,0.02781,0.047,0.07165,0.1137,0.14761,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5
89,0.01369,0.03303,0.05952,0.09738,0.1419,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5
90,0.01639,0.04154,0.08579,0.13347,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5
91,0.0226,0.05988,0.12889,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5
92,0.03389,0.09018,0.16303,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5
93,0.05149,0.1196,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5
94,0.07688,0.15957,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.11185,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Preferred Structure Nonsmoker, Preferred, Female, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00025,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
28,0.0003,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00031,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00039,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00045,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00052,,,,,,,,,,,,,,,,,,,,,,,,
35,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00068,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00081,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00088,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00096,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00102,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00119,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00131,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00147,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00165,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00185,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00204,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00223,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00242,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00261,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00282,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00307,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00336,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00369,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00406,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00446,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00491,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00538,,,,,,,,,,,,,,,,,,,,,,,,
67,0.0059,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00648,,,,,,,,,,,,,,,,,,,,,,,,
69,0.00714,,,,,,,,,,,,,,,,,,,,,,,,
70,0.00792,,,,,,,,,,,,,,,,,,,,,,,,
71,0.00884,,,,,,,,,,,,,,,,,,,,,,,,
72,0.00993,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01119,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01266,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01435,,,,,,,,,,,,,,,,,,,,,,,,
76,0.01629,,,,,,,,,,,,,,,,,,,,,,,,
77,0.01856,,,,,,,,,,,,,,,,,,,,,,,,
78,0.02123,,,,,,,,,,,,,,,,,,,,,,,,
79,0.02446,,,,,,,,,,,,,,,,,,,,,,,,
80,0.02827,,,,,,,,,,,,,,,,,,,,,,,,
81,0.03234,,,,,,,,,,,,,,,,,,,,,,,,
82,0.03657,,,,,,,,,,,,,,,,,,,,,,,,
83,0.04143,,,,,,,,,,,,,,,,,,,,,,,,
84,0.04815,,,,,,,,,,,,,,,,,,,,,,,,
