Table Name:,2017 Loaded CSO Composite Gender-Blended 60% Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
12,0.00012,0.00016,0.00023,0.00034,0.00047,0.0006,0.00061,0.00064,0.00065,0.00067,0.00069,0.00072,0.00076,0.00077,0.00077,0.00076,0.00076,0.00077,0.0008,0.00084,0.00091,0.00097,0.00106,0.00115,0.00127
13,0.00016,0.00023,0.00034,0.00047,0.0006,0.00061,0.00064,0.00065,0.00067,0.00069,0.00072,0.00076,0.00077,0.00077,0.00076,0.00076,0.00077,0.0008,0.00084,0.00091,0.00097,0.00106,0.00115,0.00127,0.00139
14,0.00023,0.00034,0.00047,0.0006,0.00061,0.00064,0.00065,0.00067,0.00069,0.00072,0.00076,0.00077,0.00077,0.00076,0.00076,0.00077,0.0008,0.00084,0.00091,0.00097,0.00106,0.00115,0.00127,0.00139,0.00151
15,0.00034,0.00047,0.0006,0.00061,0.00064,0.00065,0.00067,0.00069,0.00072,0.00076,0.00077,0.00077,0.00076,0.00076,0.00077,0.0008,0.00084,0.00091,0.00097,0.00106,0.00115,0.00127,0.00139,0.00151,0.00163
16,0.00047,0.0006,0.00061,0.00064,0.00065,0.00067,0.00069,0.00072,0.00076,0.00077,0.00077,0.00076,0.00076,0.00077,0.0008,0.00084,0.00091,0.00097,0.00106,0.00115,0.00127,0.00139,0.00151,0.00163,0.00175
17,0.0006,0.00061,0.00064,0.00065,0.00067,0.00069,0.00072,0.00076,0.00077,0.00077,0.00076,0.00076,0.00077,0.0008,0.00084,0.00091,0.00097,0.00106,0.00115,0.00127,0.00139,0.00151,0.00163,0.00175,0.00185
18,0.00061,0.00063,0.00064,0.00065,0.00066,0.00067,0.00069,0.00068,0.00064,0.00063,0.00063,0.00063,0.00064,0.00067,0.00073,0.0008,0.0009,0.001,0.00112,0.00124,0.00137,0.00149,0.00162,0.00175,0.00187
19,0.00057,0.00058,0.0006,0.0006,0.00061,0.00062,0.00062,0.00061,0.00059,0.00059,0.0006,0.00061,0.00063,0.00068,0.00075,0.00084,0.00094,0.00106,0.00119,0.00133,0.00146,0.00158,0.00171,0.00182,0.00194
20,0.0005,0.00053,0.00054,0.00055,0.00056,0.00056,0.00056,0.00055,0.00054,0.00057,0.00058,0.0006,0.00064,0.00071,0.00079,0.00087,0.00099,0.00113,0.00128,0.00142,0.00155,0.00166,0.00177,0.00189,0.002
21,0.00044,0.00049,0.00049,0.00048,0.00049,0.0005,0.0005,0.0005,0.00052,0.00055,0.00058,0.00061,0.00066,0.00074,0.00083,0.00093,0.00105,0.0012,0.00134,0.00149,0.00162,0.00172,0.00181,0.00192,0.00205
22,0.0004,0.00043,0.00043,0.00043,0.00043,0.00044,0.00046,0.00048,0.0005,0.00054,0.00058,0.00064,0.00069,0.00078,0.00088,0.00099,0.00112,0.00126,0.00141,0.00156,0.00166,0.00175,0.00184,0.00197,0.00213
23,0.00036,0.00039,0.00037,0.00038,0.00039,0.00041,0.00043,0.00046,0.0005,0.00055,0.0006,0.00066,0.00073,0.00083,0.00094,0.00106,0.00118,0.00133,0.00148,0.0016,0.00169,0.00178,0.00187,0.00203,0.0022
24,0.00032,0.00034,0.00034,0.00035,0.00037,0.00039,0.00042,0.00046,0.00051,0.00057,0.00063,0.0007,0.00078,0.00089,0.00102,0.00112,0.00125,0.00139,0.00153,0.00163,0.00173,0.00182,0.00195,0.00212,0.0023
25,0.00028,0.00031,0.00031,0.00033,0.00035,0.00038,0.00042,0.00047,0.00052,0.0006,0.00067,0.00075,0.00084,0.00097,0.00108,0.00119,0.00133,0.00146,0.00158,0.00166,0.00177,0.00189,0.00205,0.00224,0.00244
26,0.00025,0.00028,0.0003,0.00032,0.00034,0.00038,0.00043,0.00049,0.00055,0.00063,0.00071,0.00079,0.00091,0.00104,0.00115,0.00126,0.0014,0.00152,0.00162,0.00172,0.00185,0.002,0.00218,0.00237,0.0026
27,0.00022,0.00027,0.00029,0.00032,0.00035,0.00039,0.00045,0.00051,0.00058,0.00067,0.00076,0.00086,0.00099,0.00111,0.00122,0.00133,0.00146,0.00157,0.00167,0.0018,0.00195,0.00212,0.00231,0.00253,0.00277
28,0.0002,0.00025,0.00029,0.00033,0.00037,0.00042,0.00047,0.00055,0.00062,0.00073,0.00083,0.00094,0.00105,0.00118,0.00129,0.00139,0.00151,0.00163,0.00176,0.00191,0.00208,0.00226,0.00248,0.00271,0.00297
29,0.0002,0.00025,0.0003,0.00035,0.00039,0.00045,0.00051,0.00058,0.00066,0.00079,0.00089,0.001,0.00111,0.00124,0.00134,0.00145,0.00159,0.00173,0.00187,0.00204,0.00223,0.00244,0.00267,0.00293,0.00322
30,0.00019,0.00025,0.00032,0.00037,0.00042,0.00048,0.00054,0.00063,0.00072,0.00085,0.00094,0.00104,0.00116,0.00128,0.00139,0.00153,0.0017,0.00186,0.00202,0.0022,0.00242,0.00265,0.00291,0.0032,0.00351
31,0.00019,0.00025,0.00034,0.00039,0.00045,0.00051,0.00059,0.00068,0.00079,0.00091,0.00101,0.0011,0.00123,0.00134,0.00147,0.00164,0.00183,0.00199,0.00218,0.00238,0.00263,0.00289,0.00318,0.0035,0.00382
32,0.00019,0.00027,0.00036,0.00043,0.00049,0.00056,0.00064,0.00074,0.00085,0.00098,0.00107,0.00116,0.00129,0.00142,0.00158,0.00177,0.00197,0.00215,0.00236,0.00259,0.00288,0.00317,0.00349,0.00381,0.00416
33,0.0002,0.00028,0.00039,0.00047,0.00053,0.00061,0.0007,0.00081,0.00092,0.00104,0.00112,0.00122,0.00137,0.00154,0.00171,0.00191,0.00212,0.00233,0.00256,0.00283,0.00315,0.00348,0.00381,0.00416,0.00455
34,0.0002,0.00029,0.00043,0.0005,0.00058,0.00067,0.00076,0.00088,0.00098,0.00109,0.00117,0.0013,0.00148,0.00167,0.00185,0.00206,0.00229,0.00252,0.00279,0.00309,0.00345,0.00381,0.00416,0.00455,0.00499
35,0.00021,0.00031,0.00046,0.00055,0.00064,0.00073,0.00083,0.00094,0.00104,0.00113,0.00126,0.00142,0.00162,0.00181,0.00201,0.00223,0.00248,0.00274,0.00304,0.00339,0.00379,0.00416,0.00455,0.00499,0.0055
36,0.00023,0.00033,0.0005,0.0006,0.0007,0.00079,0.0009,0.001,0.00108,0.00121,0.00138,0.00155,0.00176,0.00196,0.00218,0.00242,0.00268,0.00297,0.00332,0.00372,0.00415,0.00455,0.00499,0.0055,0.00608
37,0.00023,0.00036,0.00054,0.00065,0.00076,0.00086,0.00096,0.00104,0.00116,0.00134,0.00151,0.0017,0.00192,0.00214,0.00236,0.00263,0.00292,0.00325,0.00365,0.0041,0.00455,0.00499,0.0055,0.00608,0.00673
38,0.00025,0.0004,0.00058,0.0007,0.00082,0.00092,0.00102,0.00112,0.00128,0.00147,0.00167,0.00187,0.0021,0.00234,0.00258,0.00287,0.0032,0.00358,0.00403,0.00452,0.00499,0.0055,0.00608,0.00673,0.00748
39,0.00027,0.00044,0.00063,0.00076,0.00088,0.00098,0.00109,0.00124,0.00141,0.00162,0.00183,0.00205,0.0023,0.00256,0.00283,0.00315,0.00353,0.00395,0.00447,0.00498,0.0055,0.00608,0.00673,0.00746,0.00831
40,0.00029,0.00048,0.00068,0.00081,0.00094,0.00105,0.0012,0.00136,0.00155,0.00179,0.00201,0.00225,0.00253,0.00282,0.00312,0.00347,0.0039,0.0044,0.00494,0.00548,0.00608,0.00673,0.00743,0.00828,0.0092
41,0.00032,0.00053,0.00072,0.00086,0.00101,0.00116,0.00131,0.00149,0.00171,0.00197,0.00221,0.00246,0.00278,0.0031,0.00344,0.00384,0.00434,0.00489,0.00544,0.00606,0.00673,0.00743,0.00822,0.00914,0.01017
42,0.00036,0.00058,0.00076,0.00094,0.0011,0.00125,0.00143,0.00164,0.00188,0.00215,0.00241,0.0027,0.00305,0.00342,0.00381,0.00429,0.00485,0.00542,0.00602,0.0067,0.00742,0.00819,0.00908,0.0101,0.01122
43,0.00039,0.00061,0.00081,0.00102,0.00119,0.00137,0.00156,0.00179,0.00206,0.00235,0.00264,0.00296,0.00337,0.00378,0.00422,0.00478,0.00539,0.00599,0.00666,0.00739,0.00817,0.00904,0.01005,0.01118,0.01238
44,0.00043,0.00065,0.00088,0.00113,0.0013,0.00149,0.00171,0.00198,0.00226,0.00257,0.00289,0.00327,0.00372,0.00419,0.0047,0.00532,0.00597,0.00663,0.00735,0.00814,0.00901,0.01003,0.01116,0.01237,0.01368
45,0.00048,0.00069,0.00096,0.00123,0.00142,0.00164,0.00189,0.00217,0.00247,0.00282,0.00318,0.00362,0.00413,0.00465,0.00523,0.0059,0.00662,0.00733,0.00811,0.00897,0.00997,0.01114,0.01237,0.01368,0.01514
46,0.00052,0.00073,0.00105,0.00135,0.00156,0.00182,0.00209,0.00239,0.00271,0.0031,0.00352,0.00403,0.00459,0.00516,0.0058,0.00655,0.00731,0.00808,0.00893,0.00991,0.01106,0.01236,0.01368,0.01514,0.01678
47,0.00057,0.00079,0.00117,0.00148,0.00174,0.00202,0.00231,0.00263,0.00298,0.00342,0.00394,0.0045,0.00509,0.00572,0.00643,0.00726,0.00807,0.00891,0.00988,0.01097,0.01228,0.01368,0.01514,0.01678,0.01866
48,0.00061,0.00085,0.0013,0.00164,0.00193,0.00224,0.00256,0.00289,0.00329,0.00385,0.0044,0.00499,0.00564,0.00633,0.00711,0.00801,0.00889,0.00985,0.01092,0.01215,0.01364,0.01514,0.01678,0.01866,0.0208
49,0.00064,0.00095,0.00146,0.00182,0.00215,0.00249,0.00282,0.00318,0.00371,0.00433,0.00489,0.0055,0.00621,0.00698,0.00783,0.00882,0.00981,0.01088,0.01206,0.01344,0.01513,0.01678,0.01866,0.0208,0.02322
50,0.00068,0.00108,0.00163,0.00203,0.0024,0.00275,0.00309,0.00358,0.0042,0.00482,0.00541,0.00608,0.00682,0.00766,0.00862,0.00971,0.01081,0.01197,0.01327,0.01484,0.01678,0.01866,0.0208,0.02322,0.0259
51,0.00071,0.00124,0.00181,0.00227,0.00266,0.00302,0.00347,0.00404,0.00467,0.00535,0.00599,0.00671,0.0075,0.00844,0.00953,0.0107,0.01188,0.01314,0.01462,0.01646,0.01866,0.0208,0.02316,0.02587,0.02883
52,0.00075,0.00139,0.00201,0.00253,0.00295,0.00338,0.00389,0.00449,0.0052,0.00594,0.00662,0.00739,0.00827,0.00936,0.01056,0.01178,0.01304,0.0145,0.01625,0.01833,0.02078,0.02313,0.02575,0.02873,0.03202
53,0.00079,0.00153,0.00222,0.00282,0.00328,0.00378,0.00434,0.00502,0.00581,0.00659,0.00731,0.00815,0.00919,0.0104,0.01165,0.01294,0.0144,0.01614,0.01816,0.02051,0.0231,0.02573,0.02868,0.03195,0.03558
54,0.00083,0.00165,0.00246,0.00313,0.00366,0.00419,0.00483,0.00563,0.00649,0.00728,0.00807,0.00906,0.01026,0.01151,0.01281,0.0143,0.01602,0.01804,0.02038,0.02296,0.02572,0.02868,0.03195,0.03558,0.03958
55,0.0009,0.00176,0.0027,0.00343,0.00404,0.00463,0.00537,0.00627,0.00716,0.00801,0.00891,0.01004,0.01133,0.01264,0.01415,0.0159,0.01792,0.02023,0.02278,0.02562,0.02868,0.03195,0.03558,0.03958,0.04406
56,0.00099,0.00187,0.00293,0.00375,0.00444,0.00511,0.00596,0.00692,0.00783,0.00877,0.00977,0.01105,0.01242,0.01395,0.01572,0.01774,0.02009,0.0226,0.02539,0.02857,0.03195,0.03558,0.03958,0.04406,0.0492
57,0.00112,0.00198,0.00318,0.0041,0.00489,0.00565,0.0066,0.00759,0.00853,0.00954,0.01067,0.01207,0.01367,0.01545,0.01747,0.01982,0.02239,0.02518,0.02831,0.0318,0.03558,0.03958,0.04406,0.0492,0.05506
58,0.00127,0.0021,0.00341,0.0045,0.00536,0.00624,0.00725,0.00824,0.00924,0.01036,0.01159,0.01319,0.01511,0.01713,0.01944,0.02199,0.02495,0.02804,0.03144,0.03528,0.03958,0.04406,0.0492,0.05506,0.06183
59,0.00143,0.00226,0.00366,0.00489,0.00584,0.00684,0.00787,0.00886,0.00994,0.01116,0.01262,0.01454,0.01666,0.01898,0.02146,0.02441,0.02768,0.031,0.03478,0.03919,0.04406,0.0492,0.05506,0.06183,0.06977
60,0.0016,0.00246,0.00395,0.00525,0.00636,0.00741,0.00841,0.00944,0.01064,0.01206,0.01388,0.01602,0.01839,0.02085,0.02371,0.02698,0.03044,0.03417,0.03866,0.04372,0.0492,0.05506,0.06183,0.06977,0.07887
61,0.00175,0.0027,0.00427,0.00561,0.00686,0.00791,0.00888,0.00998,0.01134,0.01308,0.0151,0.01742,0.02013,0.02294,0.02613,0.0296,0.03353,0.03807,0.04336,0.04895,0.05506,0.06183,0.06977,0.07887,0.08931
62,0.00189,0.00301,0.00464,0.00602,0.00735,0.00841,0.00936,0.01055,0.01211,0.01404,0.01625,0.01879,0.02176,0.0252,0.02859,0.03254,0.03729,0.04259,0.04856,0.05482,0.06183,0.06977,0.07887,0.08931,0.10109
63,0.00203,0.00336,0.00503,0.00649,0.00785,0.00891,0.00995,0.01133,0.01309,0.01515,0.01754,0.02025,0.02344,0.02739,0.03126,0.03611,0.04173,0.04776,0.05435,0.06162,0.06977,0.07887,0.08931,0.10107,0.11415
64,0.00215,0.00376,0.00544,0.00697,0.00837,0.00948,0.01074,0.01232,0.01425,0.01658,0.01911,0.02192,0.02534,0.02974,0.03434,0.04016,0.04643,0.05336,0.06095,0.06945,0.07883,0.08925,0.10101,0.11408,0.12839
65,0.00228,0.00412,0.00586,0.00747,0.00898,0.01024,0.01168,0.01344,0.01561,0.0183,0.02096,0.02399,0.02757,0.03244,0.03789,0.04451,0.05199,0.05987,0.0687,0.07834,0.08912,0.10087,0.11395,0.12828,0.1436
66,0.00243,0.00442,0.0063,0.00803,0.00971,0.01111,0.01273,0.01474,0.01726,0.02019,0.02316,0.02648,0.03032,0.03578,0.04189,0.04953,0.05868,0.06774,0.07792,0.08872,0.10067,0.11378,0.12812,0.14346,0.15948
67,0.00259,0.00469,0.00676,0.00868,0.01051,0.0121,0.01395,0.01626,0.01911,0.0224,0.02574,0.0295,0.03415,0.03998,0.04666,0.0555,0.06613,0.0766,0.08826,0.10023,0.11356,0.12793,0.1433,0.15933,0.17572
68,0.00278,0.00497,0.00727,0.00947,0.01141,0.01324,0.01533,0.01794,0.02126,0.02497,0.02877,0.0334,0.03888,0.04518,0.05285,0.06301,0.07486,0.0868,0.09966,0.113,0.1277,0.14309,0.15916,0.17557,0.19218
69,0.00299,0.00525,0.0078,0.01032,0.01243,0.01443,0.01676,0.01987,0.02363,0.02783,0.03258,0.03796,0.04418,0.05158,0.06121,0.07237,0.08539,0.09854,0.11239,0.12711,0.14286,0.15896,0.17539,0.19204,0.20839
70,0.00321,0.00551,0.00833,0.01119,0.01345,0.01561,0.01833,0.02198,0.02613,0.03105,0.03697,0.04317,0.05035,0.05952,0.07025,0.08279,0.09716,0.11173,0.12647,0.14225,0.15873,0.1752,0.19188,0.20826,0.22385
71,0.00344,0.00579,0.00891,0.01214,0.01448,0.01698,0.02014,0.02416,0.02906,0.03498,0.04199,0.04909,0.05767,0.06808,0.07947,0.09396,0.10984,0.12578,0.1416,0.15811,0.17498,0.19171,0.20812,0.22374,0.2407
72,0.00371,0.00612,0.00956,0.01318,0.01571,0.01856,0.02212,0.02665,0.03263,0.03967,0.04787,0.05612,0.066,0.07726,0.09139,0.10756,0.12441,0.1409,0.15746,0.17438,0.19151,0.20797,0.22363,0.24062,0.26048
73,0.00404,0.00655,0.01035,0.01433,0.01717,0.02037,0.02445,0.02971,0.03686,0.0451,0.0548,0.06416,0.07503,0.08868,0.10534,0.12298,0.14016,0.15677,0.17374,0.19093,0.20781,0.2235,0.24053,0.26042,0.2819
74,0.00444,0.00707,0.0113,0.0156,0.01879,0.02249,0.02718,0.03336,0.04186,0.05141,0.06254,0.07287,0.08585,0.1023,0.1202,0.13887,0.15603,0.17306,0.19032,0.20727,0.22337,0.24043,0.26036,0.28186,0.30493
75,0.00488,0.00769,0.01243,0.01721,0.02079,0.02505,0.03055,0.03793,0.04787,0.05856,0.0712,0.08365,0.09948,0.11779,0.13731,0.15533,0.1724,0.18971,0.20671,0.2229,0.24033,0.2603,0.28182,0.30492,0.32917
76,0.00531,0.00831,0.01354,0.01891,0.02299,0.02784,0.03435,0.04353,0.05476,0.06658,0.08178,0.09709,0.11552,0.1359,0.15469,0.17179,0.18913,0.2062,0.22244,0.23994,0.26024,0.28178,0.3049,0.32916,0.35341
77,0.00573,0.00892,0.01462,0.02057,0.02515,0.03089,0.03844,0.04978,0.06243,0.07586,0.09429,0.11265,0.13376,0.15405,0.17118,0.18857,0.20567,0.22197,0.23954,0.25991,0.28175,0.30488,0.32916,0.35341,0.37674
78,0.00617,0.00962,0.01588,0.02239,0.02761,0.03422,0.04307,0.05628,0.07054,0.08659,0.10856,0.13033,0.15257,0.17057,0.18799,0.20515,0.22152,0.23916,0.25959,0.2815,0.30486,0.32915,0.35341,0.37674,0.39978
79,0.00655,0.01041,0.01727,0.02439,0.03029,0.03761,0.04823,0.06289,0.07919,0.09897,0.12537,0.15029,0.16996,0.18742,0.20463,0.22105,0.23876,0.25926,0.28126,0.30471,0.32915,0.35341,0.37674,0.39978,0.42211
80,0.00701,0.01143,0.01912,0.02693,0.03348,0.04208,0.05471,0.07083,0.09029,0.11436,0.1444,0.16935,0.18685,0.20411,0.22059,0.23836,0.25894,0.28102,0.30455,0.32909,0.35341,0.37674,0.39978,0.42211,0.44335
81,0.00768,0.01276,0.02151,0.03009,0.03788,0.04806,0.06295,0.08195,0.10566,0.13559,0.16544,0.18628,0.2036,0.22014,0.23797,0.25862,0.28077,0.30439,0.32903,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312
82,0.00862,0.01448,0.0246,0.03444,0.04385,0.05581,0.07381,0.09816,0.12829,0.1623,0.18571,0.20307,0.21967,0.23757,0.2583,0.28053,0.30424,0.32897,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422
83,0.00992,0.01676,0.02886,0.04088,0.05226,0.06715,0.09049,0.12302,0.15912,0.18553,0.20255,0.21921,0.23719,0.25797,0.28028,0.30408,0.32891,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034
84,0.01148,0.01962,0.03438,0.04902,0.06319,0.08302,0.11433,0.15137,0.18553,0.2024,0.21875,0.23679,0.25765,0.28004,0.30393,0.32885,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783
85,0.01325,0.02324,0.04135,0.05915,0.07778,0.10619,0.14281,0.17876,0.2024,0.21863,0.2364,0.25733,0.27979,0.30376,0.32879,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676
86,0.0153,0.02776,0.05005,0.0723,0.09899,0.13645,0.17543,0.2024,0.21863,0.23631,0.257,0.27955,0.3036,0.32873,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721
87,0.01754,0.03302,0.06028,0.08961,0.12738,0.17262,0.2024,0.21863,0.23631,0.25694,0.2793,0.30345,0.32867,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924
88,0.0199,0.03874,0.07187,0.1119,0.16074,0.2024,0.21863,0.23631,0.25694,0.27927,0.30329,0.32861,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292
89,0.02248,0.04501,0.08666,0.14039,0.19415,0.21863,0.23631,0.25694,0.27927,0.30327,0.32855,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833
90,0.02671,0.05824,0.11928,0.18248,0.21863,0.23631,0.25694,0.27927,0.30327,0.32854,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554
91,0.03533,0.08524,0.17583,0.21863,0.23631,0.25694,0.27927,0.30327,0.32854,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554,0.77462
92,0.05051,0.12515,0.21863,0.23631,0.25694,0.27927,0.30327,0.32854,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554,0.77462,0.81563
93,0.07351,0.16187,0.23631,0.25694,0.27927,0.30327,0.32854,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554,0.77462,0.81563,0.85864
94,0.10547,0.20848,0.25694,0.27927,0.30327,0.32854,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554,0.77462,0.81563,0.85864,0.90368
95,0.14754,0.25694,0.27927,0.30327,0.32854,0.35341,0.37674,0.39978,0.42211,0.44335,0.46312,0.48422,0.51034,0.53783,0.56676,0.59721,0.62924,0.66292,0.69833,0.73554,0.77462,0.81563,0.85864,0.90368,0.9508

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Composite Gender-Blended, Male, 60%, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 0. Maximum Ultimate Age: 120",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
