Table Name:,2017 Loaded CSO Nonsmoker Gender-Blended 80% Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00015,0.00019,0.00028,0.00033,0.00036,0.00041,0.00048,0.00057,0.00067,0.00076,0.00082,0.00089,0.00098,0.0011,0.00124,0.0014,0.00156,0.0017,0.00187,0.00208,0.00235,0.00267,0.003,0.00333,0.00363
34,0.00016,0.0002,0.0003,0.00035,0.00039,0.00046,0.00053,0.00062,0.00072,0.0008,0.00086,0.00093,0.00105,0.00119,0.00133,0.0015,0.00166,0.00182,0.00201,0.00226,0.00258,0.00292,0.00326,0.00359,0.00387
35,0.00017,0.00021,0.00032,0.00038,0.00044,0.0005,0.00056,0.00068,0.00076,0.00084,0.00089,0.001,0.00114,0.00128,0.00143,0.0016,0.00178,0.00195,0.00218,0.00247,0.00282,0.00318,0.00354,0.00386,0.00415
36,0.00017,0.00022,0.00035,0.00041,0.00048,0.00055,0.00063,0.00073,0.00081,0.00088,0.00097,0.00109,0.00124,0.00139,0.00155,0.00172,0.0019,0.0021,0.00237,0.00271,0.00309,0.00347,0.00383,0.00415,0.0045
37,0.00017,0.00023,0.00037,0.00046,0.00054,0.00059,0.00069,0.00077,0.00085,0.00095,0.00106,0.0012,0.00135,0.00151,0.00167,0.00184,0.00205,0.00229,0.0026,0.00299,0.0034,0.00379,0.00414,0.0045,0.00493
38,0.00017,0.00026,0.00041,0.00049,0.00057,0.00066,0.00075,0.00082,0.00091,0.00103,0.00117,0.00131,0.00147,0.00163,0.0018,0.002,0.00223,0.00251,0.00288,0.00331,0.00375,0.00414,0.0045,0.00493,0.00544
39,0.00017,0.0003,0.00044,0.00054,0.00062,0.00072,0.0008,0.00089,0.00099,0.00114,0.00129,0.00144,0.00161,0.00178,0.00196,0.00218,0.00244,0.00278,0.00321,0.00367,0.00412,0.0045,0.00493,0.00541,0.00606
40,0.00019,0.00034,0.00049,0.00058,0.00068,0.00077,0.00086,0.00096,0.00109,0.00126,0.00141,0.00157,0.00175,0.00195,0.00215,0.00239,0.00271,0.00311,0.00358,0.00407,0.0045,0.00493,0.00537,0.00598,0.00673
41,0.00022,0.00038,0.00052,0.00062,0.00073,0.00083,0.00092,0.00104,0.0012,0.00138,0.00154,0.00171,0.00191,0.00214,0.00236,0.00265,0.00304,0.0035,0.00401,0.00449,0.00493,0.00537,0.00591,0.00666,0.00742
42,0.00024,0.00042,0.00056,0.00067,0.00079,0.00088,0.00098,0.00111,0.00131,0.00149,0.00166,0.00185,0.00209,0.00234,0.00262,0.00297,0.00342,0.00393,0.00444,0.00492,0.00536,0.00585,0.0065,0.00729,0.00816
43,0.00029,0.00047,0.00059,0.00073,0.00085,0.00094,0.00104,0.00121,0.00141,0.00161,0.0018,0.00201,0.0023,0.00259,0.0029,0.00332,0.00384,0.00438,0.0049,0.00534,0.00582,0.00641,0.00717,0.00804,0.009
44,0.00033,0.00049,0.00063,0.0008,0.0009,0.00099,0.00113,0.00132,0.00153,0.00173,0.00194,0.0022,0.00252,0.00286,0.00323,0.00371,0.00428,0.00482,0.0053,0.00578,0.00633,0.00706,0.00793,0.0089,0.00994
45,0.00038,0.00052,0.00069,0.00087,0.00096,0.00107,0.00124,0.00145,0.00165,0.00186,0.00211,0.00242,0.00278,0.00315,0.00358,0.00411,0.00472,0.00527,0.00575,0.0063,0.00693,0.00784,0.00885,0.0099,0.01104
46,0.00044,0.00054,0.00075,0.00094,0.00103,0.00117,0.00137,0.00158,0.00178,0.00202,0.00232,0.00267,0.00306,0.00347,0.00394,0.00454,0.00517,0.00572,0.00626,0.00687,0.00765,0.00875,0.00984,0.011,0.01234
47,0.00048,0.00056,0.00082,0.00102,0.00114,0.00131,0.00153,0.00173,0.00194,0.00222,0.00256,0.00295,0.00336,0.00381,0.00434,0.00498,0.00564,0.00623,0.0068,0.0075,0.0085,0.00979,0.01099,0.01231,0.01382
48,0.00052,0.0006,0.0009,0.0011,0.00126,0.00148,0.0017,0.00189,0.00212,0.00246,0.00285,0.00326,0.00369,0.00417,0.00475,0.00545,0.00616,0.00678,0.00745,0.0083,0.0095,0.01097,0.0123,0.0138,0.01554
49,0.00054,0.00065,0.001,0.00121,0.00141,0.00165,0.00186,0.00206,0.00234,0.00274,0.00316,0.00357,0.004,0.00453,0.00517,0.00593,0.00668,0.00736,0.00814,0.00919,0.01063,0.01226,0.01378,0.0155,0.01752
50,0.00055,0.00074,0.0011,0.00132,0.00157,0.00183,0.00202,0.00224,0.00259,0.00306,0.00349,0.00387,0.00434,0.00491,0.00563,0.00645,0.00725,0.00802,0.00895,0.01021,0.01188,0.01363,0.01541,0.01751,0.01986
51,0.00055,0.00086,0.00123,0.00146,0.00174,0.00198,0.00216,0.00243,0.00287,0.0034,0.00382,0.00425,0.0047,0.00536,0.00616,0.00704,0.00789,0.00876,0.00989,0.01138,0.01321,0.0151,0.01717,0.01961,0.02238
52,0.00056,0.00099,0.00135,0.00161,0.0019,0.0021,0.00231,0.00266,0.0032,0.00376,0.00417,0.00464,0.00514,0.00591,0.00681,0.00775,0.00866,0.00968,0.01105,0.01276,0.01478,0.01682,0.01916,0.02195,0.02514
53,0.00057,0.00113,0.00149,0.0018,0.00207,0.00225,0.00252,0.00295,0.00356,0.00413,0.00459,0.00506,0.00569,0.00659,0.00758,0.00862,0.00965,0.01099,0.01242,0.01433,0.01652,0.01884,0.0215,0.02465,0.02823
54,0.00058,0.00123,0.00163,0.00201,0.00223,0.00245,0.00278,0.00329,0.00396,0.00454,0.00501,0.00556,0.00642,0.00747,0.00857,0.00964,0.01093,0.01234,0.01412,0.01622,0.01859,0.0214,0.02459,0.02816,0.03193
55,0.00059,0.00129,0.00179,0.00216,0.0024,0.00263,0.00304,0.0037,0.00439,0.00499,0.00554,0.00626,0.00731,0.00849,0.0096,0.01086,0.01224,0.01395,0.01607,0.01852,0.02112,0.02437,0.02793,0.03186,0.03636
56,0.00067,0.00134,0.00196,0.00232,0.00259,0.00291,0.00344,0.00417,0.00487,0.00549,0.00618,0.00713,0.00832,0.00953,0.01078,0.01219,0.01388,0.01591,0.01837,0.02107,0.02417,0.02779,0.03182,0.03636,0.04114
57,0.00079,0.00138,0.00212,0.0025,0.00286,0.00323,0.00392,0.00469,0.00537,0.00607,0.00693,0.00808,0.00943,0.01069,0.01204,0.01374,0.01578,0.01811,0.02083,0.02393,0.02735,0.0314,0.03623,0.04114,0.04672
58,0.00096,0.00143,0.00226,0.00273,0.00315,0.00366,0.00445,0.00521,0.00591,0.00673,0.00779,0.00915,0.01056,0.01196,0.01358,0.01553,0.01797,0.02067,0.02375,0.02722,0.03136,0.0361,0.04114,0.04672,0.05284
59,0.00116,0.00151,0.00238,0.00298,0.00342,0.00414,0.00498,0.00572,0.00648,0.00748,0.00876,0.01022,0.01182,0.01349,0.0153,0.01761,0.02047,0.02352,0.02687,0.03073,0.03538,0.04081,0.04672,0.05284,0.05989
60,0.00136,0.00165,0.00251,0.00313,0.00378,0.00463,0.00547,0.00622,0.00709,0.00832,0.00983,0.01151,0.01324,0.01502,0.01717,0.01994,0.02323,0.02668,0.0306,0.03527,0.04068,0.04672,0.05284,0.05989,0.06812
61,0.00153,0.00183,0.00267,0.0033,0.00415,0.00509,0.00592,0.00673,0.00779,0.00924,0.01093,0.01274,0.01462,0.0167,0.01929,0.02253,0.02626,0.03022,0.03476,0.04008,0.04622,0.05284,0.05989,0.06812,0.07813
62,0.00162,0.00209,0.00288,0.00352,0.00456,0.00552,0.00635,0.00728,0.00857,0.01023,0.01208,0.01402,0.01609,0.01854,0.02161,0.02534,0.02961,0.03435,0.03989,0.04605,0.05284,0.05989,0.06812,0.07813,0.08922
63,0.00171,0.0024,0.00317,0.0039,0.005,0.00596,0.00685,0.00796,0.00947,0.01133,0.01333,0.01544,0.0178,0.02069,0.02426,0.02851,0.03343,0.03875,0.0451,0.05191,0.05989,0.06812,0.07813,0.08922,0.10192
64,0.00179,0.00275,0.00352,0.00434,0.00549,0.00644,0.00745,0.00877,0.01049,0.01256,0.01467,0.01691,0.01961,0.02291,0.02696,0.03203,0.03792,0.04467,0.05186,0.05989,0.06812,0.07813,0.08922,0.10192,0.11636
65,0.00187,0.00314,0.00393,0.00482,0.00606,0.00705,0.0082,0.00972,0.01169,0.01399,0.01625,0.01869,0.02175,0.0255,0.03007,0.03597,0.04284,0.05034,0.05889,0.06812,0.07813,0.08922,0.10192,0.11636,0.13209
66,0.00198,0.00345,0.00439,0.00537,0.00673,0.00776,0.00907,0.01083,0.01307,0.01568,0.01816,0.02082,0.02428,0.02859,0.03371,0.04085,0.0497,0.05855,0.06812,0.07813,0.08922,0.10192,0.11636,0.13209,0.14894
67,0.00211,0.00374,0.00488,0.00598,0.00751,0.00861,0.01012,0.01213,0.0147,0.01772,0.02059,0.02368,0.02757,0.0324,0.03812,0.0462,0.05657,0.06665,0.07813,0.08922,0.10192,0.11636,0.13209,0.14894,0.16635
68,0.00227,0.00401,0.0054,0.0067,0.0082,0.00962,0.01133,0.01365,0.01666,0.0202,0.02356,0.02739,0.03169,0.03717,0.04333,0.05293,0.0648,0.07677,0.08922,0.10192,0.11636,0.13209,0.14894,0.16635,0.18401
69,0.00247,0.0043,0.00597,0.00754,0.00919,0.01075,0.01268,0.01538,0.01922,0.02316,0.02722,0.03165,0.03683,0.0432,0.05077,0.06162,0.07472,0.08775,0.10192,0.11636,0.13209,0.14894,0.16635,0.18401,0.20176
70,0.00267,0.00455,0.00652,0.00833,0.0101,0.01178,0.01404,0.01773,0.02162,0.02624,0.03148,0.03649,0.04309,0.05063,0.06101,0.07261,0.08738,0.10192,0.11636,0.13209,0.14894,0.16635,0.18401,0.20176,0.21865
71,0.00288,0.00476,0.00704,0.00915,0.01094,0.01294,0.01595,0.01985,0.02422,0.02956,0.03616,0.043,0.05029,0.06017,0.06954,0.08355,0.09993,0.11636,0.13209,0.14894,0.16635,0.18401,0.20176,0.21865,0.23434
72,0.0031,0.00501,0.00761,0.01007,0.01197,0.01466,0.01793,0.02213,0.02747,0.0343,0.04237,0.04972,0.05918,0.06884,0.0798,0.09578,0.11433,0.13209,0.14894,0.16635,0.18401,0.20176,0.21865,0.23434,0.25408
73,0.00338,0.00536,0.00833,0.01117,0.01364,0.01655,0.02023,0.02498,0.03176,0.03973,0.04944,0.05882,0.06837,0.07934,0.09523,0.11396,0.13209,0.14894,0.16635,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525
74,0.00376,0.00588,0.0093,0.0126,0.01538,0.01877,0.02318,0.0288,0.03675,0.0463,0.0583,0.06774,0.07854,0.09251,0.11043,0.1307,0.14894,0.16635,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829
75,0.00416,0.0065,0.01041,0.01421,0.01742,0.02146,0.02665,0.03325,0.04279,0.05373,0.06723,0.07775,0.09084,0.10883,0.12848,0.14894,0.16635,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271
76,0.00456,0.00709,0.01157,0.01609,0.01987,0.02461,0.03068,0.03866,0.04967,0.06191,0.07693,0.0897,0.10759,0.12736,0.14894,0.16635,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807
77,0.0048,0.00744,0.01229,0.01737,0.02187,0.02717,0.03426,0.04485,0.05731,0.07057,0.08855,0.10606,0.12648,0.14894,0.16635,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106
78,0.0051,0.0079,0.01322,0.01893,0.02388,0.03051,0.03852,0.0518,0.06552,0.0806,0.10344,0.12424,0.1474,0.16635,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396
79,0.00536,0.00836,0.01422,0.02045,0.02617,0.03352,0.04319,0.05765,0.07303,0.09226,0.11937,0.14385,0.16635,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633
80,0.00555,0.0089,0.0153,0.02226,0.02852,0.03656,0.04811,0.06365,0.08177,0.10576,0.1386,0.16635,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779
81,0.00601,0.00982,0.01731,0.02516,0.0323,0.04177,0.05561,0.07278,0.09591,0.12468,0.15856,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793
82,0.00661,0.01102,0.01976,0.0288,0.03746,0.04817,0.06499,0.08736,0.1147,0.15229,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636
83,0.00761,0.01282,0.02343,0.03437,0.04495,0.05812,0.07922,0.10815,0.14529,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228
84,0.00897,0.01543,0.02898,0.04311,0.05649,0.07428,0.10188,0.14233,0.18401,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296
85,0.01054,0.01853,0.03558,0.05302,0.07051,0.09468,0.13124,0.16898,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841
86,0.01252,0.02273,0.04451,0.06699,0.09099,0.12508,0.16376,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841,0.58878
87,0.0148,0.02784,0.05546,0.08501,0.11821,0.15938,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841,0.58878,0.62081
88,0.01713,0.03361,0.0681,0.10701,0.15151,0.20176,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841,0.58878,0.62081,0.65458
89,0.01959,0.03943,0.08215,0.1326,0.1869,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841,0.58878,0.62081,0.65458,0.69019
90,0.02239,0.04624,0.09988,0.16547,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841,0.58878,0.62081,0.65458,0.69019,0.72773
91,0.02833,0.07021,0.15132,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841,0.58878,0.62081,0.65458,0.69019,0.72773,0.76733
92,0.04054,0.10595,0.21865,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841,0.58878,0.62081,0.65458,0.69019,0.72773,0.76733,0.80906
93,0.06058,0.15419,0.23434,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841,0.58878,0.62081,0.65458,0.69019,0.72773,0.76733,0.80906,0.85307
94,0.0897,0.18164,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841,0.58878,0.62081,0.65458,0.69019,0.72773,0.76733,0.80906,0.85307,0.89948
95,0.12894,0.25408,0.27525,0.29829,0.32271,0.34807,0.37106,0.39396,0.41633,0.43779,0.45793,0.47636,0.50228,0.5296,0.55841,0.58878,0.62081,0.65458,0.69019,0.72773,0.76733,0.80906,0.85307,0.89948,0.94841

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Nonsmoker Gender-Blended, 80%, Male, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00078,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00081,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00078,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00062,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00052,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
36,0.001,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00112,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00124,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00135,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00142,,,,,,,,,,,,,,,,,,,,,,,,
42,0.0015,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00157,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00164,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00167,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00175,,,,,,,,,,,,,,,,,,,,,,,,
47,0.0018,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00188,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00197,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00208,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00224,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00244,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00268,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00294,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00319,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00343,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00366,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0039,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00417,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0045,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00494,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00548,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00608,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00676,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00749,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00828,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00913,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01006,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01112,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01236,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01383,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01559,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01764,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01997,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02259,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02548,,,,,,,,,,,,,,,,,,,,,,,,
77,0.02868,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03225,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03636,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04114,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04672,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05284,,,,,,,,,,,,,,,,,,,,,,,,
83,0.05989,,,,,,,,,,,,,,,,,,,,,,,,
