Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Table Description:,"2017 Loaded CSO Smoker Gender-Blended, 80%, Male, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00081,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00092,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00092,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00093,,,,,,,,,,,,,,,,,,,,,,,,
32,0.001,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00107,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00118,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00127,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00141,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00154,,,,,,,,,,,,,,,,,,,,,,,,
38,0.0017,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00191,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00213,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00237,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00261,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00282,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00299,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00312,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00334,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00356,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00382,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0041,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00442,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0048,,,,,,,,,,,,,,,,,,,,,,,,
52,0.0052,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00567,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00618,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00676,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00743,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00817,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00903,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00999,,,,,,,,,,,,,,,,,,,,,,,,
