Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
20,0.00054,0.00058,0.00059,0.00059,0.00059,0.00059,0.00059,0.00057,0.00055,0.00056,0.00057,0.00059,0.00063,0.00069,0.00075,0.00082,0.00091,0.00104,0.00119,0.00134,0.00149,0.00162,0.00175,0.00188,0.00201
21,0.00049,0.00053,0.00051,0.00051,0.00051,0.00052,0.00052,0.00051,0.00051,0.00054,0.00056,0.0006,0.00065,0.00071,0.00078,0.00085,0.00096,0.00111,0.00126,0.00142,0.00155,0.00167,0.00178,0.00191,0.00205
22,0.00044,0.00046,0.00044,0.00044,0.00045,0.00046,0.00046,0.00047,0.00048,0.00053,0.00057,0.00061,0.00066,0.00073,0.00081,0.0009,0.00103,0.00117,0.00133,0.00148,0.0016,0.0017,0.00179,0.00193,0.00209
23,0.00039,0.0004,0.00039,0.0004,0.0004,0.00041,0.00042,0.00044,0.00047,0.00053,0.00058,0.00063,0.00068,0.00076,0.00086,0.00096,0.00109,0.00125,0.0014,0.00152,0.00162,0.00171,0.0018,0.00195,0.00213
24,0.00034,0.00036,0.00035,0.00036,0.00037,0.00037,0.0004,0.00043,0.00047,0.00054,0.00059,0.00065,0.00071,0.00081,0.00092,0.00102,0.00117,0.00132,0.00145,0.00154,0.00163,0.00172,0.00184,0.00201,0.0022
25,0.0003,0.00033,0.00032,0.00033,0.00034,0.00036,0.00039,0.00044,0.00048,0.00056,0.00062,0.00068,0.00076,0.00088,0.00099,0.0011,0.00125,0.00139,0.00149,0.00156,0.00165,0.00176,0.00193,0.00211,0.00231
26,0.00027,0.00029,0.0003,0.00031,0.00033,0.00036,0.0004,0.00046,0.0005,0.00058,0.00065,0.00072,0.00082,0.00094,0.00106,0.00117,0.00132,0.00144,0.00152,0.00159,0.0017,0.00184,0.00202,0.00222,0.00243
27,0.00024,0.00027,0.00028,0.00031,0.00034,0.00037,0.00042,0.00047,0.00052,0.00062,0.00069,0.00078,0.00088,0.00101,0.00113,0.00124,0.00138,0.00147,0.00155,0.00165,0.00178,0.00194,0.00213,0.00235,0.00258
28,0.00021,0.00025,0.00028,0.00032,0.00036,0.0004,0.00045,0.0005,0.00056,0.00067,0.00075,0.00084,0.00095,0.00108,0.0012,0.0013,0.00142,0.00152,0.00163,0.00174,0.00188,0.00206,0.00227,0.0025,0.00276
29,0.0002,0.00024,0.0003,0.00034,0.00039,0.00043,0.00047,0.00053,0.0006,0.00072,0.00081,0.0009,0.00101,0.00114,0.00125,0.00136,0.00149,0.00161,0.00173,0.00185,0.00202,0.00222,0.00245,0.0027,0.00298
30,0.00019,0.00024,0.00032,0.00037,0.00041,0.00045,0.00049,0.00056,0.00065,0.00077,0.00086,0.00095,0.00106,0.00118,0.00129,0.00143,0.00159,0.00171,0.00185,0.002,0.00219,0.00242,0.00267,0.00294,0.00324
31,0.00019,0.00024,0.00033,0.00039,0.00043,0.00047,0.00052,0.0006,0.00071,0.00083,0.00092,0.001,0.00112,0.00123,0.00136,0.00153,0.0017,0.00184,0.002,0.00218,0.00239,0.00265,0.00293,0.00323,0.00353
32,0.00019,0.00025,0.00035,0.00042,0.00046,0.00051,0.00057,0.00066,0.00079,0.00091,0.00099,0.00107,0.00118,0.00131,0.00147,0.00165,0.00183,0.00199,0.00217,0.00238,0.00263,0.00291,0.00323,0.00353,0.00384
33,0.0002,0.00026,0.00038,0.00044,0.00049,0.00056,0.00063,0.00073,0.00086,0.00098,0.00104,0.00112,0.00125,0.00141,0.00158,0.00177,0.00197,0.00216,0.00237,0.0026,0.00289,0.00321,0.00353,0.00384,0.0042
34,0.0002,0.00028,0.0004,0.00046,0.00053,0.0006,0.00069,0.00081,0.00093,0.00103,0.00109,0.0012,0.00135,0.00153,0.00171,0.00192,0.00213,0.00234,0.00258,0.00285,0.00318,0.00352,0.00384,0.0042,0.0046
35,0.00021,0.00029,0.00043,0.0005,0.00058,0.00066,0.00075,0.00088,0.00098,0.00106,0.00116,0.0013,0.00147,0.00165,0.00185,0.00207,0.00231,0.00254,0.00281,0.00312,0.00349,0.00384,0.0042,0.0046,0.00507
36,0.00021,0.00031,0.00046,0.00054,0.00063,0.00072,0.00083,0.00094,0.00102,0.00113,0.00127,0.00141,0.0016,0.0018,0.002,0.00224,0.00249,0.00275,0.00307,0.00343,0.00383,0.0042,0.0046,0.00507,0.00562
37,0.00022,0.00033,0.0005,0.00059,0.00069,0.00078,0.0009,0.00098,0.00108,0.00124,0.00139,0.00155,0.00174,0.00195,0.00217,0.00243,0.00271,0.003,0.00337,0.00378,0.0042,0.0046,0.00507,0.00562,0.00623
38,0.00023,0.00037,0.00055,0.00064,0.00074,0.00085,0.00094,0.00105,0.00119,0.00136,0.00152,0.0017,0.00191,0.00214,0.00238,0.00265,0.00296,0.0033,0.00372,0.00418,0.0046,0.00507,0.00562,0.00622,0.00692
39,0.00025,0.00042,0.0006,0.0007,0.0008,0.0009,0.00101,0.00115,0.00131,0.0015,0.00168,0.00187,0.0021,0.00235,0.00261,0.00291,0.00326,0.00366,0.00415,0.0046,0.00507,0.00562,0.00621,0.00689,0.00769
40,0.00027,0.00047,0.00065,0.00076,0.00086,0.00097,0.00111,0.00126,0.00144,0.00165,0.00185,0.00205,0.00231,0.00259,0.00288,0.00321,0.00361,0.00409,0.0046,0.00507,0.00562,0.00621,0.00685,0.00764,0.00851
41,0.00031,0.00053,0.0007,0.00081,0.00093,0.00106,0.00121,0.00138,0.00159,0.00182,0.00203,0.00226,0.00256,0.00286,0.00318,0.00356,0.00405,0.00458,0.00507,0.00562,0.00621,0.00684,0.00756,0.00843,0.00938
42,0.00035,0.00058,0.00074,0.00088,0.00102,0.00116,0.00132,0.00152,0.00175,0.00199,0.00222,0.00249,0.00282,0.00317,0.00353,0.00398,0.00454,0.00507,0.00562,0.00621,0.00684,0.00752,0.00834,0.00929,0.01032
43,0.00039,0.00062,0.0008,0.00096,0.00111,0.00126,0.00145,0.00168,0.00192,0.00218,0.00244,0.00275,0.00313,0.00351,0.00393,0.00447,0.00506,0.00562,0.00621,0.00684,0.0075,0.00829,0.00922,0.01026,0.01136
44,0.00043,0.00066,0.00086,0.00105,0.00121,0.00139,0.0016,0.00185,0.0021,0.00239,0.00269,0.00305,0.00347,0.0039,0.00438,0.00498,0.00562,0.00621,0.00684,0.0075,0.00824,0.00918,0.01023,0.01133,0.01252
45,0.00048,0.00071,0.00093,0.00115,0.00133,0.00153,0.00178,0.00204,0.00231,0.00263,0.00299,0.00339,0.00386,0.00433,0.00488,0.00554,0.00621,0.00684,0.0075,0.00824,0.0091,0.01021,0.01133,0.01252,0.01385
46,0.00053,0.00076,0.00102,0.00126,0.00147,0.00171,0.00198,0.00225,0.00254,0.00292,0.00333,0.0038,0.00429,0.00482,0.00542,0.00614,0.00684,0.0075,0.00824,0.00908,0.01009,0.01132,0.01252,0.01385,0.01538
47,0.00058,0.00081,0.00111,0.00139,0.00163,0.00191,0.0022,0.00248,0.00281,0.00326,0.00376,0.00426,0.00477,0.00534,0.00601,0.00679,0.0075,0.00824,0.00908,0.01004,0.01121,0.01252,0.01385,0.01538,0.01716
48,0.00063,0.00087,0.00123,0.00154,0.00183,0.00214,0.00244,0.00274,0.00313,0.0037,0.00424,0.00473,0.00528,0.00591,0.00665,0.00748,0.00824,0.00908,0.01003,0.01111,0.01247,0.01385,0.01538,0.01716,0.01924
49,0.00067,0.00096,0.00136,0.00171,0.00205,0.00238,0.00268,0.00302,0.00358,0.00421,0.00473,0.00525,0.00584,0.00653,0.00733,0.00823,0.00908,0.01003,0.01107,0.0123,0.01384,0.01538,0.01716,0.01924,0.0216
50,0.0007,0.00106,0.00152,0.00192,0.00229,0.00262,0.00295,0.00344,0.0041,0.00471,0.00525,0.00582,0.00645,0.00721,0.00809,0.00908,0.01003,0.01106,0.01221,0.01362,0.01538,0.01716,0.01924,0.0216,0.02423
51,0.00073,0.00119,0.0017,0.00216,0.00255,0.00289,0.00334,0.00393,0.00458,0.00524,0.00582,0.00645,0.00713,0.00798,0.00899,0.01003,0.01106,0.01217,0.0135,0.01517,0.01716,0.01923,0.02151,0.02417,0.02704
52,0.00077,0.00133,0.00191,0.00244,0.00284,0.00326,0.00378,0.00439,0.00511,0.00582,0.00645,0.00713,0.0079,0.00891,0.01001,0.01106,0.01217,0.01348,0.01507,0.017,0.01921,0.02147,0.02402,0.02689,0.03003
53,0.00082,0.00147,0.00215,0.00277,0.00319,0.00367,0.00422,0.00492,0.00572,0.00645,0.00713,0.00789,0.00886,0.00998,0.01106,0.01217,0.01348,0.01507,0.01695,0.01912,0.02144,0.02398,0.02682,0.02994,0.03337
54,0.00087,0.00162,0.00243,0.00312,0.00358,0.00407,0.00471,0.00553,0.00639,0.00713,0.00789,0.00884,0.00997,0.01106,0.01217,0.01348,0.01507,0.01695,0.01912,0.02144,0.02397,0.02682,0.02994,0.03337,0.03713
55,0.00095,0.00174,0.00272,0.00345,0.00394,0.00449,0.00523,0.00617,0.00706,0.00786,0.00878,0.00987,0.01106,0.01217,0.01348,0.01507,0.01695,0.01912,0.02144,0.02397,0.02682,0.02994,0.03337,0.03713,0.04131
56,0.00107,0.00186,0.00301,0.00377,0.00431,0.00494,0.00581,0.00681,0.00771,0.00866,0.0097,0.01096,0.01217,0.01348,0.01507,0.01692,0.01912,0.02144,0.02397,0.02682,0.02994,0.03337,0.03713,0.04131,0.04606
57,0.00123,0.00198,0.00329,0.00412,0.00472,0.00544,0.00643,0.00747,0.00844,0.00948,0.01069,0.01202,0.01346,0.01503,0.01685,0.01901,0.02139,0.02397,0.02682,0.02992,0.03337,0.03713,0.04131,0.04606,0.05141
58,0.00142,0.00213,0.00356,0.00449,0.00513,0.006,0.00708,0.00813,0.00919,0.01037,0.01166,0.01317,0.01493,0.01674,0.01883,0.02114,0.02392,0.02677,0.02981,0.03318,0.03713,0.04131,0.04606,0.05141,0.05768
59,0.00162,0.00231,0.0038,0.00482,0.00555,0.00658,0.0077,0.00877,0.00992,0.01121,0.01274,0.01459,0.01651,0.01861,0.02081,0.02353,0.02662,0.02968,0.03302,0.03695,0.04131,0.04606,0.05141,0.05768,0.06513
60,0.00181,0.00254,0.00403,0.0051,0.00601,0.00715,0.00824,0.00935,0.01064,0.01214,0.01405,0.01607,0.01823,0.0204,0.023,0.02606,0.02929,0.03275,0.03683,0.04131,0.04606,0.05141,0.05768,0.06513,0.07369
61,0.00196,0.00281,0.00426,0.0054,0.00648,0.00764,0.00868,0.00986,0.01131,0.01314,0.0152,0.01734,0.01982,0.02235,0.02529,0.0285,0.03218,0.03641,0.04121,0.04606,0.05141,0.05768,0.06513,0.07369,0.08352
62,0.00208,0.00312,0.00452,0.00575,0.00696,0.00811,0.0091,0.01035,0.01198,0.01397,0.01615,0.0184,0.02112,0.0244,0.02748,0.03117,0.03562,0.04049,0.04572,0.0513,0.05768,0.06513,0.07369,0.08352,0.09471
63,0.00219,0.00345,0.00482,0.00617,0.00748,0.00858,0.0096,0.011,0.01285,0.01489,0.01715,0.01947,0.0224,0.02628,0.02984,0.03438,0.03958,0.04491,0.05082,0.05756,0.06513,0.07369,0.08352,0.09468,0.10723
64,0.0023,0.00379,0.00517,0.00665,0.00803,0.00909,0.01028,0.01189,0.01387,0.01607,0.01839,0.02079,0.02398,0.02839,0.03273,0.03799,0.04363,0.04975,0.05701,0.06511,0.07363,0.08342,0.0946,0.10714,0.12086
65,0.00241,0.00412,0.00558,0.00718,0.00866,0.00976,0.01112,0.01291,0.01502,0.01751,0.01991,0.02262,0.02595,0.03073,0.0359,0.04178,0.04846,0.05593,0.06455,0.07348,0.08324,0.09439,0.10695,0.1207,0.13531
66,0.00254,0.00444,0.00602,0.00778,0.00942,0.01058,0.0121,0.01404,0.0164,0.01907,0.02182,0.02484,0.02838,0.0336,0.03925,0.04608,0.0545,0.06347,0.07317,0.08295,0.09411,0.1067,0.12048,0.13511,0.15027
67,0.00268,0.00473,0.00651,0.00848,0.01019,0.01152,0.01319,0.01534,0.01797,0.02097,0.02415,0.02757,0.03185,0.0372,0.0434,0.05134,0.0615,0.07159,0.0826,0.09378,0.10639,0.1202,0.13486,0.15006,0.1653
68,0.00286,0.00504,0.00706,0.00928,0.01106,0.01257,0.0144,0.01678,0.01988,0.02327,0.02694,0.03118,0.0361,0.04179,0.04883,0.05808,0.06951,0.08093,0.09341,0.10604,0.11987,0.13457,0.1498,0.16508,0.18013
69,0.00305,0.00533,0.00763,0.01012,0.012,0.0136,0.01562,0.01854,0.02201,0.02579,0.03043,0.03526,0.04088,0.04761,0.05632,0.0665,0.07937,0.09229,0.10565,0.1195,0.13424,0.14951,0.16483,0.17993,0.19439
70,0.00325,0.00559,0.00817,0.01094,0.01283,0.0146,0.01706,0.02051,0.02416,0.02855,0.03436,0.04006,0.0465,0.05487,0.06439,0.07611,0.0908,0.10521,0.1191,0.13387,0.14918,0.16455,0.1797,0.19421,0.20742
71,0.00346,0.00585,0.00873,0.01176,0.01368,0.01589,0.01882,0.02244,0.02667,0.03204,0.03899,0.04575,0.05347,0.06279,0.07257,0.08674,0.10304,0.11866,0.13347,0.14883,0.16425,0.17944,0.19401,0.20726,0.22116
72,0.0037,0.00614,0.00935,0.01266,0.01486,0.01751,0.02072,0.02462,0.02987,0.03635,0.04472,0.05262,0.06145,0.07106,0.08398,0.10034,0.11727,0.13305,0.14845,0.16392,0.17917,0.19379,0.2071,0.22105,0.23742
73,0.004,0.00655,0.01012,0.01375,0.01638,0.01936,0.02297,0.02741,0.03372,0.04145,0.05179,0.0605,0.06987,0.08185,0.09774,0.1158,0.13259,0.14804,0.16356,0.17887,0.19355,0.20692,0.22092,0.23733,0.25506
74,0.00433,0.00707,0.01103,0.01503,0.01804,0.02151,0.02562,0.03079,0.03841,0.04762,0.0598,0.06904,0.08041,0.0954,0.11245,0.13136,0.1476,0.16319,0.17856,0.1933,0.20673,0.22078,0.23724,0.255,0.2742
75,0.0047,0.00765,0.01208,0.01664,0.02008,0.02411,0.0289,0.03515,0.04424,0.05468,0.06831,0.07941,0.09393,0.11088,0.12975,0.1472,0.16283,0.17825,0.19305,0.20653,0.22064,0.23715,0.25495,0.27417,0.29447
76,0.00503,0.00815,0.01301,0.01821,0.02224,0.02681,0.03252,0.04069,0.05095,0.06252,0.07824,0.09238,0.10971,0.12891,0.14686,0.16253,0.17799,0.19284,0.20636,0.22051,0.23706,0.25489,0.27414,0.29446,0.31552
77,0.00531,0.00859,0.01381,0.01962,0.02422,0.02966,0.03632,0.04685,0.0583,0.07131,0.09037,0.10773,0.12753,0.14653,0.16223,0.17773,0.19262,0.20619,0.22039,0.23697,0.25484,0.27412,0.29446,0.31552,0.33699
78,0.0056,0.00905,0.01472,0.02114,0.02641,0.03276,0.0406,0.05283,0.06567,0.08111,0.10402,0.12463,0.14549,0.16193,0.17747,0.1924,0.20602,0.22026,0.23689,0.25479,0.27409,0.29445,0.31552,0.33699,0.35854
79,0.00588,0.00954,0.01568,0.02279,0.0288,0.03572,0.04516,0.0583,0.07288,0.09194,0.11957,0.1434,0.16163,0.17721,0.19219,0.20585,0.22014,0.2368,0.25474,0.27407,0.29444,0.31552,0.33699,0.35854,0.37981
80,0.00629,0.01023,0.01712,0.02513,0.03181,0.03972,0.05098,0.06502,0.08279,0.10638,0.13725,0.16133,0.17695,0.19197,0.20568,0.22001,0.23671,0.25468,0.27404,0.29443,0.31552,0.33699,0.35854,0.37981,0.40044
81,0.00688,0.01124,0.01923,0.02835,0.03599,0.04515,0.05865,0.07537,0.09748,0.12748,0.15729,0.17669,0.19176,0.20551,0.21988,0.23663,0.25463,0.27401,0.29443,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009
82,0.0077,0.01269,0.02212,0.03264,0.04174,0.0525,0.06893,0.09092,0.11951,0.15391,0.17643,0.19154,0.20534,0.21976,0.23654,0.25458,0.27399,0.29442,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384
83,0.00886,0.0148,0.02643,0.03908,0.05035,0.0641,0.08485,0.11528,0.15041,0.17617,0.19133,0.20517,0.21963,0.23645,0.25452,0.27396,0.29441,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501
84,0.01029,0.01749,0.032,0.04745,0.06181,0.08027,0.10793,0.14283,0.17617,0.19111,0.205,0.21951,0.23636,0.25447,0.27394,0.2944,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956
85,0.01209,0.02084,0.03896,0.05809,0.07708,0.10266,0.13578,0.16898,0.19111,0.20483,0.21938,0.23628,0.25442,0.27391,0.2944,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817
86,0.01428,0.02503,0.04783,0.07233,0.09859,0.13096,0.16667,0.19111,0.20483,0.21925,0.23619,0.25436,0.27388,0.29439,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107
87,0.01666,0.02984,0.05823,0.09017,0.12481,0.16422,0.19111,0.20483,0.21925,0.2361,0.25431,0.27386,0.29438,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731
88,0.01912,0.03494,0.06982,0.11113,0.15364,0.19111,0.20483,0.21925,0.2361,0.25426,0.27383,0.29437,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5
89,0.0218,0.04048,0.08328,0.13582,0.18324,0.20483,0.21925,0.2361,0.25426,0.27381,0.29437,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5
90,0.02595,0.05419,0.11362,0.17282,0.20483,0.21925,0.2361,0.25426,0.27381,0.29436,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5
91,0.03411,0.08109,0.16651,0.20483,0.21925,0.2361,0.25426,0.27381,0.29436,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5
92,0.04835,0.11836,0.20483,0.21925,0.2361,0.25426,0.27381,0.29436,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5
93,0.06979,0.15184,0.21925,0.2361,0.25426,0.27381,0.29436,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5
94,0.09917,0.19358,0.2361,0.25426,0.27381,0.29436,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.13703,0.2361,0.25426,0.27381,0.29436,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Composite, Male, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 0. Maximum Ultimate Age: 120",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",0,,,,,,,,,,,,,,,,,,,,,,,,
