Table Name:,2017 Loaded CSO Preferred Structure Smoker Preferred Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00068,0.0007,0.00073,0.00075,0.00077,0.0008,0.00082,0.00082,0.00082,0.00084,0.00088,0.00095,0.00103,0.00112,0.00121,0.00132,0.00143,0.00168,0.00189,0.00214,0.00241,0.00267,0.00289,0.00309,0.00324
22,0.00063,0.00065,0.00067,0.00068,0.00073,0.00075,0.00076,0.00077,0.00079,0.00084,0.00091,0.00099,0.00107,0.00117,0.00128,0.00139,0.00166,0.00186,0.00211,0.00238,0.00264,0.00287,0.00306,0.00322,0.00345
23,0.00058,0.00058,0.0006,0.00065,0.00069,0.00071,0.00072,0.00075,0.00079,0.00086,0.00094,0.00103,0.00112,0.00124,0.00134,0.00164,0.00184,0.00208,0.00234,0.00261,0.00285,0.00304,0.00319,0.00342,0.00367
24,0.00053,0.00055,0.00058,0.00062,0.00065,0.00067,0.0007,0.00075,0.00082,0.0009,0.00098,0.00107,0.00119,0.00129,0.00159,0.0018,0.00204,0.0023,0.00257,0.00282,0.00301,0.00317,0.0034,0.00364,0.00391
25,0.00049,0.00053,0.00056,0.00059,0.00062,0.00065,0.0007,0.00077,0.00085,0.00094,0.00103,0.00114,0.00124,0.00153,0.00175,0.002,0.00226,0.00253,0.00278,0.00299,0.00315,0.00339,0.00363,0.00389,0.00417
26,0.00045,0.0005,0.00053,0.00057,0.0006,0.00066,0.00073,0.00081,0.0009,0.00099,0.0011,0.00119,0.00143,0.00168,0.00194,0.00221,0.00248,0.00274,0.00296,0.00314,0.00338,0.00361,0.00387,0.00416,0.00447
27,0.00041,0.00048,0.00052,0.00056,0.00061,0.00069,0.00077,0.00086,0.00095,0.00106,0.00116,0.00131,0.00158,0.00186,0.00214,0.00241,0.00268,0.00291,0.00311,0.00337,0.00359,0.00386,0.00414,0.00445,0.00482
28,0.00037,0.00046,0.00051,0.00057,0.00064,0.00073,0.00082,0.00091,0.00102,0.00113,0.00127,0.00145,0.00176,0.00205,0.00233,0.0026,0.00284,0.00305,0.00333,0.00357,0.00384,0.00412,0.00444,0.0048,0.00521
29,0.00036,0.00046,0.00055,0.00062,0.00071,0.0008,0.00088,0.00098,0.00108,0.00123,0.0014,0.0016,0.00192,0.00222,0.00248,0.00273,0.00297,0.00326,0.00355,0.00382,0.0041,0.00442,0.00478,0.00518,0.00564
30,0.00035,0.00048,0.0006,0.00069,0.00079,0.00087,0.00095,0.00104,0.00118,0.00136,0.00155,0.00176,0.00207,0.00235,0.00259,0.00284,0.00316,0.00348,0.0038,0.00408,0.0044,0.00476,0.00516,0.00561,0.00612
31,0.00036,0.00051,0.00066,0.00077,0.00086,0.00094,0.00102,0.00113,0.0013,0.00151,0.0017,0.0019,0.0022,0.00246,0.00268,0.00301,0.00337,0.00371,0.00406,0.00438,0.00473,0.00514,0.00559,0.0061,0.00666
32,0.00036,0.00054,0.00071,0.00083,0.00094,0.00101,0.0011,0.00125,0.00144,0.00166,0.00186,0.00204,0.00232,0.00256,0.00286,0.00322,0.00361,0.00398,0.00436,0.00471,0.00512,0.00557,0.00607,0.00664,0.00729
33,0.00037,0.00057,0.00076,0.00089,0.001,0.00109,0.0012,0.00138,0.00159,0.00181,0.002,0.00216,0.00242,0.00273,0.00306,0.00345,0.00387,0.00427,0.00469,0.00509,0.00554,0.00605,0.00661,0.00725,0.00799
34,0.00037,0.00058,0.00079,0.00092,0.00104,0.00117,0.00131,0.00151,0.00173,0.00195,0.00205,0.00227,0.00259,0.00293,0.00328,0.00371,0.00417,0.00461,0.00507,0.00552,0.00602,0.00658,0.00722,0.00795,0.0088
35,0.00038,0.00061,0.00084,0.00095,0.0011,0.00125,0.00144,0.00165,0.00186,0.002,0.00216,0.00245,0.00279,0.00315,0.00354,0.004,0.00451,0.00499,0.0055,0.006,0.00655,0.00719,0.00791,0.00878,0.00972
36,0.0004,0.00064,0.00089,0.00101,0.00117,0.00136,0.00157,0.00177,0.00192,0.00206,0.00234,0.00265,0.00302,0.00341,0.00384,0.00434,0.00489,0.00541,0.00598,0.00653,0.00716,0.00788,0.00875,0.00968,0.01078
37,0.00042,0.00067,0.00095,0.0011,0.00128,0.00148,0.00169,0.00184,0.00194,0.00225,0.00255,0.00288,0.00328,0.00371,0.00417,0.00472,0.00531,0.00588,0.0065,0.00713,0.00785,0.00873,0.00965,0.01075,0.01199
38,0.00045,0.00073,0.00104,0.00121,0.0014,0.0016,0.00176,0.00185,0.00214,0.00246,0.00279,0.00314,0.00357,0.00405,0.00456,0.00515,0.00579,0.00641,0.00711,0.00782,0.00871,0.00963,0.01073,0.01197,0.01338
39,0.00048,0.0008,0.00114,0.00131,0.00151,0.00168,0.00178,0.00206,0.00236,0.00271,0.00306,0.00345,0.00393,0.00445,0.00501,0.00565,0.00633,0.00701,0.00779,0.00869,0.0096,0.01071,0.01194,0.01335,0.01493
40,0.00053,0.00088,0.00123,0.00142,0.00159,0.00172,0.00199,0.00229,0.00262,0.00299,0.00337,0.0038,0.00434,0.00492,0.00553,0.00621,0.00694,0.00769,0.00867,0.00958,0.01069,0.01192,0.01334,0.01491,0.0166
41,0.00058,0.00097,0.00132,0.00151,0.00167,0.00192,0.00222,0.00255,0.0029,0.00331,0.00373,0.00422,0.00482,0.00546,0.00612,0.00684,0.00762,0.00866,0.00956,0.01067,0.01191,0.01332,0.01489,0.01658,0.01849
42,0.00064,0.00105,0.0014,0.0016,0.00184,0.00215,0.00248,0.00284,0.00322,0.00367,0.00414,0.00468,0.00535,0.00606,0.00677,0.00755,0.00865,0.00955,0.01066,0.01189,0.01331,0.01488,0.01656,0.01846,0.02053
43,0.00069,0.00113,0.00147,0.00174,0.00205,0.0024,0.00278,0.00316,0.00358,0.00407,0.0046,0.00522,0.00597,0.00674,0.00753,0.00854,0.00954,0.01066,0.01189,0.01331,0.01488,0.01655,0.01843,0.02052,0.02266
44,0.00074,0.0012,0.00159,0.00191,0.00228,0.00269,0.0031,0.00351,0.00397,0.00453,0.00513,0.00583,0.00667,0.00751,0.00844,0.00953,0.01066,0.01188,0.01331,0.01488,0.01654,0.01841,0.02052,0.02266,0.02492
45,0.00078,0.0013,0.00172,0.00211,0.00254,0.003,0.00344,0.0039,0.00441,0.00505,0.00575,0.00654,0.00747,0.00841,0.00944,0.01066,0.01188,0.01331,0.01488,0.01653,0.0184,0.02052,0.02266,0.02492,0.02738
46,0.00085,0.00141,0.00188,0.00234,0.00284,0.00334,0.00382,0.00433,0.00491,0.00564,0.00645,0.00734,0.00838,0.00943,0.0106,0.01188,0.01331,0.01488,0.01653,0.01839,0.02051,0.02265,0.02491,0.02737,0.0301
47,0.00092,0.00154,0.00207,0.00261,0.00318,0.00372,0.00424,0.0048,0.00548,0.00632,0.00724,0.00838,0.00942,0.0106,0.01188,0.0133,0.01488,0.01653,0.01838,0.02051,0.02265,0.02491,0.02736,0.03004,0.03328
48,0.00101,0.00167,0.00229,0.00293,0.00356,0.00414,0.0047,0.00533,0.00612,0.00711,0.00837,0.00942,0.0106,0.01188,0.0133,0.01488,0.01652,0.01837,0.02051,0.02265,0.02491,0.02735,0.02999,0.03324,0.03686
49,0.0011,0.00183,0.00256,0.00331,0.00399,0.0046,0.00521,0.00594,0.00686,0.00837,0.00942,0.01058,0.01188,0.0133,0.01488,0.01652,0.01836,0.02051,0.02265,0.0249,0.02734,0.02995,0.0332,0.03682,0.04085
50,0.0012,0.002,0.00287,0.00376,0.00448,0.00511,0.00579,0.00663,0.00837,0.00942,0.01056,0.01186,0.0133,0.01488,0.01651,0.01835,0.02051,0.02265,0.0249,0.02733,0.02991,0.03317,0.03679,0.04084,0.0449
51,0.00132,0.0022,0.00324,0.00427,0.00503,0.00569,0.00658,0.00825,0.00942,0.01054,0.01185,0.01329,0.01488,0.01651,0.01835,0.02051,0.02265,0.02489,0.02726,0.02987,0.03314,0.03676,0.04083,0.04482,0.04929
52,0.00145,0.00243,0.00368,0.00488,0.00566,0.00651,0.00808,0.00931,0.01052,0.01183,0.01328,0.01486,0.0165,0.01834,0.0205,0.02264,0.02489,0.02719,0.02984,0.03311,0.03673,0.04083,0.04474,0.04929,0.0534
53,0.0016,0.00269,0.0042,0.00557,0.00644,0.00785,0.00913,0.01051,0.01182,0.01327,0.01485,0.0165,0.01833,0.02049,0.02262,0.02488,0.02708,0.0298,0.03308,0.03669,0.04082,0.04466,0.04928,0.05329,0.05756
54,0.00177,0.00298,0.00479,0.00637,0.00758,0.0089,0.01032,0.0118,0.01325,0.01484,0.0165,0.01832,0.02048,0.02259,0.02487,0.02698,0.02976,0.03305,0.03666,0.04082,0.04458,0.04927,0.05318,0.05737,0.06172
55,0.00196,0.00332,0.00548,0.00727,0.00861,0.01006,0.01164,0.01324,0.01483,0.01649,0.01831,0.02048,0.02256,0.02486,0.02688,0.02973,0.03301,0.03663,0.04081,0.0445,0.04926,0.05306,0.05718,0.06145,0.06656
56,0.00217,0.00371,0.00625,0.00829,0.00975,0.01135,0.01309,0.01481,0.01649,0.0183,0.02047,0.02254,0.02486,0.02677,0.02968,0.03298,0.0366,0.0408,0.04442,0.04926,0.05295,0.05699,0.06117,0.06656,0.07138
57,0.0024,0.00415,0.0071,0.0094,0.011,0.01275,0.01465,0.01648,0.01829,0.02046,0.02251,0.02485,0.02666,0.02964,0.03295,0.03656,0.0408,0.04433,0.04925,0.05283,0.05679,0.06089,0.06649,0.07138,0.07663
58,0.00267,0.00465,0.00802,0.0106,0.01234,0.01424,0.01628,0.01828,0.02045,0.02248,0.02484,0.02655,0.02959,0.03292,0.03653,0.04079,0.04423,0.04924,0.0527,0.05659,0.06061,0.06644,0.07138,0.07663,0.08202
59,0.00296,0.0052,0.00898,0.01188,0.01375,0.01578,0.01796,0.0202,0.02246,0.02484,0.02643,0.02954,0.03289,0.0365,0.04079,0.04413,0.04924,0.05256,0.05638,0.06032,0.06638,0.07135,0.07663,0.08202,0.09027
60,0.00329,0.00583,0.00998,0.01321,0.01521,0.01736,0.01964,0.02203,0.02457,0.0263,0.02949,0.03285,0.03647,0.04078,0.04403,0.04923,0.05242,0.05617,0.06002,0.06631,0.07132,0.07663,0.08202,0.09027,0.09961
61,0.00365,0.00651,0.01098,0.01456,0.01668,0.01892,0.02092,0.02346,0.02618,0.02943,0.03282,0.03644,0.04078,0.04392,0.04922,0.05228,0.05595,0.05972,0.06624,0.0713,0.07653,0.08202,0.09027,0.09961,0.11023
62,0.00404,0.00725,0.01199,0.0159,0.01812,0.02009,0.02197,0.02457,0.02749,0.03103,0.03467,0.03845,0.0438,0.04922,0.05213,0.05572,0.05941,0.06616,0.07126,0.07649,0.08202,0.09027,0.09961,0.11023,0.12228
63,0.00446,0.00802,0.01298,0.0172,0.01957,0.02173,0.02314,0.02545,0.0286,0.03235,0.03609,0.03994,0.04528,0.05197,0.05549,0.0591,0.06608,0.07122,0.07623,0.08165,0.09027,0.09961,0.11023,0.12228,0.13572
64,0.00491,0.00881,0.01394,0.0185,0.02109,0.02278,0.02472,0.02764,0.0314,0.03438,0.03805,0.0416,0.04685,0.05525,0.05877,0.06599,0.07118,0.07597,0.08136,0.09027,0.09961,0.11023,0.12228,0.13572,0.15048
65,0.00537,0.0096,0.01489,0.01984,0.02242,0.02455,0.02713,0.03044,0.03348,0.03775,0.04128,0.04451,0.0498,0.05845,0.06589,0.07116,0.07575,0.08115,0.09,0.09961,0.11023,0.12228,0.13572,0.15048,0.16594
66,0.00584,0.0104,0.01588,0.02132,0.02434,0.02689,0.02985,0.03311,0.03676,0.04119,0.04418,0.04922,0.05267,0.06164,0.06941,0.07547,0.08084,0.08981,0.09961,0.11023,0.12228,0.13572,0.15048,0.16594,0.18191
67,0.00633,0.01122,0.01694,0.02304,0.02661,0.02957,0.03284,0.03636,0.04012,0.04385,0.04864,0.05229,0.0562,0.0657,0.07401,0.08054,0.0897,0.09923,0.11023,0.12228,0.13572,0.15048,0.16594,0.18191,0.19789
68,0.00684,0.01211,0.01816,0.02513,0.02924,0.03256,0.03611,0.03975,0.04352,0.04806,0.05192,0.05613,0.0647,0.07026,0.07923,0.08786,0.09887,0.10957,0.12228,0.13572,0.15048,0.16594,0.18191,0.19789,0.21339
69,0.00741,0.0131,0.0196,0.02758,0.03218,0.03579,0.03947,0.04311,0.04689,0.05153,0.05605,0.06369,0.06954,0.07618,0.08706,0.09708,0.10911,0.12135,0.13572,0.15048,0.16594,0.18191,0.19789,0.21339,0.22841
70,0.00806,0.01423,0.02125,0.03035,0.03537,0.03913,0.04281,0.0467,0.05142,0.05598,0.06268,0.06881,0.07459,0.08369,0.09616,0.10734,0.12066,0.13572,0.15048,0.16594,0.18191,0.19789,0.21339,0.22841,0.24217
71,0.00881,0.01551,0.0231,0.03335,0.03867,0.04245,0.04648,0.05127,0.05586,0.06166,0.06807,0.07363,0.08014,0.0924,0.10633,0.11916,0.13536,0.15048,0.16594,0.18191,0.19789,0.21339,0.22841,0.24217,0.2541
72,0.00967,0.01692,0.02511,0.03648,0.04195,0.04623,0.0511,0.05572,0.06148,0.06733,0.07307,0.07983,0.08931,0.10196,0.11687,0.13461,0.14985,0.16594,0.18191,0.19789,0.21339,0.22841,0.24217,0.2541,0.27009
73,0.01063,0.01844,0.02723,0.03958,0.04518,0.05004,0.05513,0.06004,0.06553,0.07183,0.07899,0.08706,0.09827,0.1117,0.13284,0.14847,0.16594,0.18191,0.19789,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762
74,0.01169,0.02004,0.02939,0.04265,0.0494,0.05455,0.05876,0.06399,0.06989,0.07763,0.08675,0.09509,0.10777,0.13132,0.14672,0.1644,0.18191,0.19789,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736
75,0.01283,0.02168,0.03161,0.04572,0.05275,0.05754,0.06062,0.06601,0.07553,0.08577,0.09474,0.10749,0.1294,0.14488,0.16284,0.18191,0.19789,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895
76,0.01402,0.02337,0.03392,0.04884,0.05508,0.06001,0.06457,0.07334,0.08388,0.09352,0.10685,0.12675,0.1425,0.16062,0.18191,0.19789,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209
77,0.01527,0.02513,0.03636,0.05204,0.05866,0.06392,0.07065,0.08144,0.09155,0.10536,0.12363,0.13927,0.15762,0.18191,0.19789,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447
78,0.01661,0.027,0.03897,0.0554,0.06245,0.06886,0.07844,0.08899,0.10304,0.12007,0.13567,0.15371,0.17935,0.19789,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968
79,0.01805,0.02902,0.04182,0.05895,0.06857,0.07486,0.08582,0.1,0.11594,0.13154,0.14918,0.17627,0.19789,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866
80,0.01966,0.03125,0.04496,0.06334,0.07385,0.08203,0.09621,0.11133,0.1267,0.14381,0.17198,0.19789,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965
81,0.02145,0.03373,0.04887,0.06801,0.07951,0.0917,0.10628,0.12134,0.13753,0.16585,0.1948,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936
82,0.02347,0.03683,0.05314,0.07297,0.08561,0.09984,0.11547,0.13048,0.15824,0.19091,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743
83,0.02599,0.04028,0.0578,0.07809,0.0921,0.10763,0.12269,0.14916,0.18521,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332
84,0.02884,0.04411,0.06276,0.08346,0.09875,0.11423,0.13862,0.17768,0.21339,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061
85,0.03206,0.04827,0.06808,0.08883,0.10467,0.12667,0.16836,0.20608,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939
86,0.03563,0.05286,0.07358,0.09407,0.11352,0.15754,0.19665,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972
87,0.03963,0.05775,0.07913,0.09899,0.1452,0.1829,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217
88,0.04397,0.06283,0.08451,0.11834,0.16479,0.22841,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542
89,0.0486,0.06897,0.08974,0.14258,0.19914,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096
90,0.05339,0.07551,0.10486,0.17205,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843
91,0.0599,0.08782,0.16858,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794
92,0.07069,0.12761,0.24217,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958
93,0.08657,0.17404,0.2541,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958,0.85348
94,0.108,0.19358,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958,0.85348,0.89977
95,0.13518,0.27009,0.28762,0.30736,0.32895,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958,0.85348,0.89977,0.94856

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Preferred Structure Smoker, Preferred, Male, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00081,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00088,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00094,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00097,,,,,,,,,,,,,,,,,,,,,,,,
24,0.001,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00099,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00098,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00098,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00102,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00108,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00116,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00125,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00135,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00147,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00159,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00173,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00195,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0022,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00247,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00273,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00297,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00314,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00327,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00348,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00369,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00393,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00419,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00449,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00484,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00523,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00566,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00615,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00669,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00732,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00803,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00883,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00975,,,,,,,,,,,,,,,,,,,,,,,,
60,0.01081,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01203,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01341,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01496,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01664,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01853,,,,,,,,,,,,,,,,,,,,,,,,
66,0.02055,,,,,,,,,,,,,,,,,,,,,,,,
67,0.02268,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02493,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0274,,,,,,,,,,,,,,,,,,,,,,,,
70,0.03016,,,,,,,,,,,,,,,,,,,,,,,,
71,0.03333,,,,,,,,,,,,,,,,,,,,,,,,
72,0.03692,,,,,,,,,,,,,,,,,,,,,,,,
73,0.04086,,,,,,,,,,,,,,,,,,,,,,,,
74,0.04503,,,,,,,,,,,,,,,,,,,,,,,,
75,0.04932,,,,,,,,,,,,,,,,,,,,,,,,
76,0.05359,,,,,,,,,,,,,,,,,,,,,,,,
77,0.05783,,,,,,,,,,,,,,,,,,,,,,,,
78,0.06208,,,,,,,,,,,,,,,,,,,,,,,,
79,0.06656,,,,,,,,,,,,,,,,,,,,,,,,
80,0.07138,,,,,,,,,,,,,,,,,,,,,,,,
81,0.07663,,,,,,,,,,,,,,,,,,,,,,,,
82,0.08202,,,,,,,,,,,,,,,,,,,,,,,,
83,0.09027,,,,,,,,,,,,,,,,,,,,,,,,
