Table Name:,2017 Unloaded CSO Preferred Structure Smoker Preferred Female ALB,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0002,0.00027,0.00035,0.00045,0.00055,0.00066,0.00077,0.00089,0.00101,0.00114,0.00126,0.00138,0.00152,0.00166,0.00182,0.00203,0.00226,0.0025,0.00275,0.00306,0.00341,0.00374,0.00411,0.00453,0.00501
33,0.00021,0.00029,0.0004,0.00051,0.00062,0.00073,0.00084,0.00095,0.00107,0.0012,0.00133,0.00146,0.00163,0.00181,0.002,0.00223,0.00248,0.00274,0.00302,0.00336,0.00374,0.00411,0.00453,0.00501,0.00555
34,0.00023,0.00033,0.00045,0.00057,0.00068,0.00079,0.0009,0.00101,0.00113,0.00127,0.0014,0.00159,0.00179,0.00199,0.0022,0.00245,0.00272,0.003,0.00333,0.00371,0.00411,0.00453,0.00501,0.00555,0.00616
35,0.00026,0.00037,0.0005,0.00063,0.00075,0.00085,0.00096,0.00107,0.00119,0.00133,0.00155,0.00176,0.00197,0.00219,0.00242,0.0027,0.00298,0.00331,0.00369,0.00409,0.00453,0.00501,0.00555,0.00616,0.00684
36,0.00028,0.00041,0.00056,0.00069,0.0008,0.00091,0.00102,0.00113,0.00125,0.0015,0.00174,0.00193,0.00217,0.00241,0.00267,0.00297,0.00329,0.00367,0.00408,0.00452,0.00501,0.00555,0.00616,0.00684,0.0076
37,0.00031,0.00045,0.00061,0.00075,0.00086,0.00096,0.00107,0.00119,0.00142,0.00171,0.00191,0.00213,0.00238,0.00266,0.00295,0.00328,0.00365,0.00406,0.0045,0.005,0.00555,0.00616,0.00684,0.0076,0.00845
38,0.00033,0.00048,0.00065,0.0008,0.00091,0.00102,0.00114,0.00135,0.00164,0.00188,0.00211,0.00234,0.00263,0.00293,0.00326,0.00364,0.00405,0.00449,0.00498,0.00554,0.00616,0.00684,0.0076,0.00845,0.00938
39,0.00035,0.00051,0.00069,0.00085,0.00097,0.00109,0.00128,0.00156,0.0018,0.00207,0.00232,0.00259,0.00291,0.00325,0.00361,0.00404,0.00448,0.00497,0.00553,0.00614,0.00684,0.0076,0.00845,0.00938,0.01042
40,0.00037,0.00054,0.00074,0.0009,0.00103,0.00121,0.00146,0.00172,0.00199,0.00228,0.00257,0.00287,0.00322,0.0036,0.00399,0.00447,0.00496,0.00552,0.00613,0.00682,0.0076,0.00845,0.00938,0.01042,0.01155
41,0.00038,0.00057,0.00078,0.00096,0.00112,0.00136,0.00161,0.00189,0.00219,0.00252,0.00284,0.00317,0.00357,0.00398,0.00442,0.00496,0.00551,0.00612,0.0068,0.00757,0.00845,0.00938,0.01042,0.01155,0.01279
42,0.0004,0.00059,0.00083,0.00105,0.00124,0.0015,0.00178,0.00209,0.00242,0.00279,0.00314,0.00351,0.00395,0.00439,0.00489,0.0055,0.00611,0.00679,0.00756,0.00842,0.00938,0.01042,0.01155,0.01279,0.01413
43,0.00041,0.00062,0.00089,0.00115,0.00137,0.00165,0.00197,0.00231,0.00268,0.00309,0.00348,0.00389,0.00434,0.00484,0.00543,0.00611,0.00678,0.00754,0.0084,0.00934,0.01042,0.01155,0.01279,0.01413,0.01556
44,0.00042,0.00066,0.00098,0.00127,0.00151,0.00183,0.00218,0.00256,0.00298,0.00342,0.00386,0.00427,0.00478,0.00538,0.00603,0.00678,0.00753,0.00839,0.00934,0.01039,0.01155,0.01279,0.01413,0.01556,0.01707
45,0.00045,0.00072,0.00108,0.00141,0.00167,0.00203,0.00242,0.00284,0.0033,0.0038,0.00423,0.00469,0.00531,0.00598,0.0067,0.00752,0.00839,0.00934,0.01039,0.01151,0.01279,0.01413,0.01556,0.01707,0.01872
46,0.00048,0.00078,0.00118,0.00156,0.00186,0.00225,0.00269,0.00316,0.00367,0.00416,0.00465,0.00522,0.00591,0.00665,0.00746,0.00837,0.00933,0.01038,0.0115,0.0127,0.01413,0.01556,0.01707,0.01872,0.02055
47,0.00051,0.00085,0.0013,0.00172,0.00207,0.00251,0.00299,0.00351,0.00402,0.00458,0.00517,0.00581,0.00657,0.0074,0.0083,0.00931,0.01038,0.0115,0.01268,0.01403,0.01556,0.01707,0.01872,0.02055,0.02247
48,0.00055,0.00092,0.00143,0.00191,0.0023,0.00279,0.00332,0.00386,0.00443,0.0051,0.00575,0.00645,0.00731,0.00823,0.00923,0.01033,0.0115,0.01268,0.01397,0.01544,0.01707,0.01872,0.02055,0.02247,0.02447
49,0.00059,0.00101,0.00158,0.00212,0.00257,0.00311,0.00367,0.00425,0.00493,0.00568,0.0064,0.00716,0.00811,0.00913,0.01022,0.01143,0.01268,0.01396,0.01539,0.01691,0.01872,0.02055,0.02247,0.02447,0.02666
50,0.00063,0.0011,0.00174,0.00236,0.00287,0.00345,0.00406,0.00474,0.0055,0.00634,0.00712,0.00795,0.009,0.01012,0.0113,0.01262,0.01396,0.01538,0.0169,0.0185,0.02055,0.02247,0.02447,0.02666,0.02908
51,0.00068,0.00121,0.00192,0.00262,0.0032,0.00383,0.00453,0.0053,0.00615,0.00708,0.00794,0.00889,0.01001,0.01123,0.01251,0.01391,0.01537,0.0169,0.01849,0.02025,0.02247,0.02447,0.02666,0.02908,0.03177
52,0.00074,0.00132,0.00213,0.00291,0.00358,0.00429,0.00507,0.00592,0.00687,0.00791,0.00887,0.00996,0.01113,0.01246,0.01386,0.01535,0.01689,0.01849,0.02023,0.02213,0.02447,0.02666,0.02908,0.03177,0.03476
53,0.0008,0.00145,0.00235,0.00324,0.00401,0.0048,0.00567,0.00663,0.00769,0.00885,0.00992,0.01111,0.0124,0.01382,0.01533,0.01688,0.01848,0.02022,0.02212,0.02427,0.02666,0.02908,0.03177,0.03476,0.03809
54,0.00087,0.0016,0.0026,0.00361,0.0045,0.00538,0.00636,0.00743,0.00861,0.00989,0.01109,0.01237,0.01381,0.01531,0.01688,0.01848,0.02021,0.0221,0.02423,0.02663,0.02908,0.03177,0.03476,0.03809,0.04177
55,0.00094,0.00176,0.00288,0.00403,0.00506,0.00605,0.00714,0.00833,0.00964,0.01104,0.01237,0.01377,0.0153,0.01687,0.01847,0.02019,0.02209,0.02422,0.02656,0.02908,0.03177,0.03476,0.03809,0.04177,0.04624
56,0.00103,0.00195,0.0032,0.0045,0.00569,0.00681,0.00803,0.00934,0.01077,0.01229,0.01374,0.01524,0.01683,0.01847,0.02018,0.02208,0.02421,0.02653,0.02899,0.03177,0.03476,0.03809,0.04177,0.04624,0.05184
57,0.00112,0.00215,0.00356,0.00504,0.00642,0.00766,0.00901,0.01046,0.01201,0.01365,0.01519,0.01674,0.0184,0.02016,0.02202,0.02415,0.02651,0.02897,0.03167,0.03476,0.03809,0.04177,0.04624,0.05184,0.05836
58,0.00122,0.00239,0.00397,0.00566,0.00725,0.00862,0.01011,0.01168,0.01335,0.0151,0.01671,0.01833,0.02013,0.02199,0.02403,0.0264,0.02894,0.03166,0.03467,0.03809,0.04177,0.04624,0.05184,0.05836,0.06572
59,0.00134,0.00265,0.00444,0.00636,0.00819,0.00969,0.01131,0.01301,0.01479,0.01663,0.0183,0.02008,0.02195,0.02399,0.02629,0.02887,0.03164,0.03465,0.03798,0.04177,0.04624,0.05184,0.05836,0.06572,0.0736
60,0.00147,0.00296,0.00497,0.00716,0.00924,0.01088,0.01263,0.01444,0.01632,0.01822,0.02005,0.02187,0.02388,0.02622,0.02878,0.03158,0.03463,0.03791,0.04166,0.04624,0.05184,0.05836,0.06572,0.0736,0.0813
61,0.00162,0.0033,0.00558,0.00806,0.01042,0.01218,0.01405,0.01596,0.01791,0.01996,0.02179,0.02371,0.02605,0.02867,0.03146,0.03448,0.03786,0.04156,0.04619,0.05184,0.05836,0.06572,0.0736,0.0813,0.0906
62,0.00179,0.00369,0.00626,0.00908,0.01171,0.01359,0.01556,0.01755,0.01965,0.02166,0.02354,0.02583,0.02847,0.03129,0.03426,0.03759,0.04143,0.04607,0.05184,0.05836,0.06572,0.0736,0.0813,0.0906,0.10141
63,0.00197,0.00412,0.00704,0.01023,0.01312,0.01511,0.01716,0.01928,0.02134,0.02336,0.02557,0.02827,0.03089,0.03383,0.03705,0.04098,0.04584,0.05176,0.05836,0.06572,0.0736,0.0813,0.0906,0.10141,0.11208
64,0.00218,0.0046,0.00791,0.0115,0.01463,0.01671,0.01888,0.02097,0.023,0.02545,0.02802,0.03077,0.03316,0.03629,0.04,0.04519,0.05139,0.05836,0.06572,0.0736,0.0813,0.0906,0.10141,0.11208,0.1236
65,0.0024,0.00513,0.00889,0.01292,0.01623,0.0184,0.02057,0.0226,0.02507,0.02791,0.03064,0.0331,0.03548,0.03915,0.04385,0.05057,0.05811,0.06572,0.0736,0.0813,0.0906,0.10141,0.11208,0.1236,0.13578
66,0.00265,0.00571,0.00999,0.0145,0.01789,0.0201,0.02219,0.02464,0.02753,0.0305,0.03304,0.03537,0.03864,0.04335,0.04964,0.05753,0.06572,0.0736,0.0813,0.0906,0.10141,0.11208,0.1236,0.13578,0.14831
67,0.00291,0.00634,0.01124,0.01624,0.0196,0.02172,0.02421,0.02713,0.03013,0.03297,0.03525,0.0385,0.04326,0.04947,0.05726,0.06545,0.0736,0.0813,0.0906,0.10141,0.11208,0.1236,0.13578,0.14831,0.16111
68,0.00321,0.00701,0.01264,0.01817,0.02123,0.02372,0.02672,0.02974,0.03252,0.03512,0.03835,0.04315,0.04929,0.05698,0.06511,0.0732,0.0813,0.0906,0.10141,0.11208,0.1236,0.13578,0.14831,0.16111,0.17431
69,0.00352,0.00774,0.01421,0.02027,0.02318,0.02623,0.0293,0.032,0.03474,0.03823,0.04304,0.0491,0.0567,0.06477,0.07274,0.08105,0.0906,0.10141,0.11208,0.1236,0.13578,0.14831,0.16111,0.17431,0.18729
70,0.00386,0.00851,0.01597,0.02258,0.02569,0.02878,0.03142,0.03401,0.03773,0.04284,0.0489,0.05641,0.06421,0.07228,0.08037,0.0906,0.10141,0.11208,0.1236,0.13578,0.14831,0.16111,0.17431,0.18729,0.19997
71,0.00424,0.00935,0.01792,0.02508,0.02821,0.03076,0.0332,0.03686,0.04197,0.04832,0.05592,0.06403,0.07159,0.07975,0.08938,0.10141,0.11208,0.1236,0.13578,0.14831,0.16111,0.17431,0.18729,0.19997,0.21401
72,0.00465,0.01027,0.02008,0.02757,0.03002,0.03227,0.03586,0.04095,0.04725,0.055,0.06226,0.07076,0.07913,0.0886,0.10057,0.11208,0.1236,0.13578,0.14831,0.16111,0.17431,0.18729,0.19997,0.21401,0.22982
73,0.0051,0.01128,0.02245,0.02921,0.03125,0.03475,0.03981,0.04601,0.05368,0.06115,0.06793,0.07733,0.08677,0.09982,0.11208,0.1236,0.13578,0.14831,0.16111,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627
74,0.00561,0.01241,0.02504,0.03017,0.03356,0.03857,0.04467,0.05221,0.05966,0.06693,0.0745,0.08575,0.09814,0.11132,0.1236,0.13578,0.14831,0.16111,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304
75,0.00619,0.01369,0.02738,0.0323,0.03722,0.04317,0.05053,0.05875,0.06545,0.07354,0.08281,0.09796,0.1109,0.12261,0.13578,0.14831,0.16111,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966
76,0.00684,0.01513,0.02941,0.0358,0.04155,0.04867,0.05634,0.06529,0.07212,0.08161,0.09626,0.11022,0.12189,0.1352,0.14831,0.16111,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921
77,0.00758,0.01674,0.03156,0.03983,0.04666,0.05374,0.06217,0.07196,0.08004,0.09257,0.10946,0.12068,0.13404,0.14831,0.16111,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314
78,0.00843,0.01855,0.03389,0.04449,0.05251,0.05824,0.06859,0.07987,0.09017,0.10353,0.11932,0.13253,0.14745,0.16111,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698
79,0.00939,0.02064,0.03645,0.05009,0.0578,0.06364,0.07607,0.08952,0.10009,0.11546,0.13062,0.14657,0.16111,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036
80,0.01052,0.02307,0.03945,0.05525,0.06233,0.07054,0.08474,0.09874,0.10914,0.12804,0.14405,0.16111,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292
81,0.01184,0.02579,0.04296,0.05938,0.06719,0.0779,0.09294,0.10703,0.12127,0.1408,0.15965,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143
82,0.01334,0.02884,0.04678,0.06372,0.07241,0.08449,0.09999,0.11757,0.13643,0.15789,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413
83,0.01506,0.03228,0.05091,0.06824,0.07787,0.0905,0.10977,0.13095,0.15535,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205
84,0.01702,0.03613,0.05532,0.07287,0.08312,0.10041,0.12325,0.14907,0.17431,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769
85,0.01927,0.04041,0.05999,0.07748,0.08925,0.11324,0.14133,0.17086,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068
86,0.02181,0.04513,0.06478,0.08194,0.09936,0.13007,0.16668,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065
87,0.02467,0.0503,0.06954,0.08831,0.11642,0.16068,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723
88,0.02786,0.05585,0.07419,0.1005,0.14407,0.18729,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5
89,0.03138,0.06156,0.08119,0.11842,0.17705,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5
90,0.03614,0.06594,0.09936,0.15935,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5
91,0.04387,0.08239,0.15156,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5
92,0.05576,0.11676,0.19997,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5
93,0.07227,0.14588,0.21401,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5
94,0.09406,0.18653,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.12216,0.22982,0.24627,0.26304,0.27966,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Preferred Structure Smoker, Preferred, Female, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00025,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00025,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00028,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00031,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00036,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00039,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00045,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00116,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00127,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00136,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00144,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00151,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00159,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00168,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00181,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00197,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00215,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00235,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00258,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00283,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0031,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00341,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00374,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00411,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00453,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00501,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00555,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00616,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00684,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0076,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00845,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00938,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01042,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01155,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01279,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01413,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01556,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01707,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01872,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02055,,,,,,,,,,,,,,,,,,,,,,,,
71,0.02247,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02447,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02666,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02908,,,,,,,,,,,,,,,,,,,,,,,,
75,0.03177,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03476,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03809,,,,,,,,,,,,,,,,,,,,,,,,
78,0.04177,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04624,,,,,,,,,,,,,,,,,,,,,,,,
80,0.05184,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05836,,,,,,,,,,,,,,,,,,,,,,,,
82,0.06572,,,,,,,,,,,,,,,,,,,,,,,,
83,0.0736,,,,,,,,,,,,,,,,,,,,,,,,
84,0.0813,,,,,,,,,,,,,,,,,,,,,,,,
