Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
40,0.00044,0.00064,0.00086,0.00106,0.00121,0.00135,0.00168,0.00196,0.00227,0.00261,0.00292,0.00326,0.00366,0.00408,0.00453,0.00507,0.00562,0.00624,0.00692,0.00769,0.00856,0.0095,0.01056,0.01172,0.01299
41,0.00046,0.00067,0.00091,0.00112,0.00129,0.00155,0.00185,0.00216,0.0025,0.00287,0.00323,0.00361,0.00405,0.00452,0.00501,0.00561,0.00623,0.00691,0.00767,0.00854,0.0095,0.01056,0.01172,0.01299,0.01439
42,0.00047,0.0007,0.00097,0.0012,0.00142,0.00171,0.00203,0.00238,0.00276,0.00317,0.00357,0.00399,0.00448,0.005,0.00553,0.00622,0.0069,0.00766,0.00852,0.00947,0.01056,0.01172,0.01299,0.01439,0.0159
43,0.00049,0.00073,0.00103,0.00132,0.00156,0.00189,0.00224,0.00263,0.00305,0.00351,0.00395,0.00441,0.00495,0.00548,0.00613,0.0069,0.00765,0.0085,0.00945,0.01052,0.01172,0.01299,0.01439,0.0159,0.01752
44,0.0005,0.00077,0.00112,0.00145,0.00172,0.00208,0.00248,0.00291,0.00338,0.00388,0.00437,0.00488,0.0054,0.00608,0.0068,0.00764,0.00849,0.00943,0.01051,0.01166,0.01299,0.01439,0.0159,0.01752,0.01925
45,0.00052,0.00083,0.00123,0.0016,0.00191,0.00231,0.00275,0.00323,0.00374,0.0043,0.00484,0.00531,0.006,0.00675,0.00755,0.00848,0.00942,0.01051,0.01166,0.01298,0.01439,0.0159,0.01752,0.01925,0.02107
46,0.00055,0.0009,0.00135,0.00177,0.00211,0.00256,0.00305,0.00358,0.00415,0.00477,0.00525,0.00589,0.00666,0.00749,0.0084,0.00941,0.0105,0.01166,0.01297,0.01428,0.0159,0.01752,0.01925,0.02107,0.02309
47,0.00059,0.00098,0.00148,0.00196,0.00234,0.00284,0.00338,0.00397,0.00461,0.00517,0.00584,0.00655,0.0074,0.00833,0.00933,0.01046,0.01165,0.01296,0.01428,0.01578,0.01752,0.01925,0.02107,0.02309,0.02535
48,0.00063,0.00106,0.00163,0.00217,0.00261,0.00316,0.00376,0.00441,0.005,0.00575,0.00649,0.00728,0.00824,0.00927,0.01039,0.01163,0.01296,0.01428,0.01574,0.0174,0.01925,0.02107,0.02309,0.02535,0.02756
49,0.00068,0.00115,0.0018,0.00241,0.0029,0.00351,0.00418,0.0048,0.00556,0.0064,0.00721,0.00807,0.00913,0.01028,0.01151,0.01287,0.01428,0.01574,0.01729,0.01909,0.02107,0.02309,0.02535,0.02756,0.03002
50,0.00073,0.00126,0.00198,0.00267,0.00324,0.00391,0.00458,0.00535,0.0062,0.00713,0.00801,0.00896,0.01013,0.01139,0.01273,0.01421,0.01574,0.01729,0.01907,0.02085,0.02309,0.02535,0.02756,0.03002,0.03268
51,0.00079,0.00138,0.00219,0.00297,0.00361,0.00432,0.0051,0.00596,0.00691,0.00796,0.00892,0.00994,0.01123,0.01261,0.01406,0.01566,0.01728,0.01906,0.02085,0.02279,0.02535,0.02756,0.03002,0.03268,0.03565
52,0.00085,0.00151,0.00241,0.00329,0.00403,0.00482,0.0057,0.00665,0.00771,0.00888,0.00994,0.01117,0.0125,0.014,0.01556,0.01724,0.01904,0.02085,0.02278,0.02494,0.02756,0.03002,0.03268,0.03565,0.03893
53,0.00092,0.00166,0.00267,0.00366,0.00451,0.00539,0.00637,0.00744,0.00862,0.00991,0.0111,0.01246,0.01388,0.0155,0.01722,0.01902,0.02084,0.02277,0.02492,0.02719,0.03002,0.03268,0.03565,0.03893,0.04262
54,0.001,0.00182,0.00295,0.00407,0.00505,0.00604,0.00713,0.00832,0.00965,0.01108,0.01242,0.01386,0.01548,0.01719,0.01901,0.02084,0.02276,0.02489,0.02718,0.02994,0.03268,0.03565,0.03893,0.04262,0.04667
55,0.00108,0.002,0.00326,0.00453,0.00566,0.00677,0.00799,0.00933,0.01079,0.01237,0.01385,0.01543,0.01718,0.01899,0.02084,0.02275,0.02487,0.02717,0.02986,0.03268,0.03565,0.03893,0.04262,0.04667,0.05116
56,0.00117,0.0022,0.00361,0.00506,0.00637,0.00761,0.00897,0.01045,0.01206,0.01378,0.01543,0.01714,0.01898,0.02084,0.02275,0.02485,0.02716,0.02983,0.0326,0.03565,0.03893,0.04262,0.04667,0.05116,0.05708
57,0.00128,0.00243,0.00401,0.00566,0.00717,0.00856,0.01008,0.0117,0.01346,0.01532,0.01708,0.01888,0.02076,0.02274,0.02482,0.02716,0.02982,0.03256,0.03551,0.03893,0.04262,0.04667,0.05116,0.05708,0.06418
58,0.00139,0.00269,0.00446,0.00633,0.00809,0.00963,0.0113,0.01308,0.01498,0.01697,0.01883,0.02066,0.02266,0.0248,0.02704,0.02967,0.03253,0.0355,0.03885,0.04262,0.04667,0.05116,0.05708,0.06418,0.07225
59,0.00152,0.00298,0.00498,0.00711,0.00913,0.01082,0.01265,0.01458,0.01661,0.01872,0.02063,0.02259,0.02479,0.02701,0.02952,0.03241,0.03548,0.03883,0.04249,0.04667,0.05116,0.05708,0.06418,0.07225,0.08128
60,0.00167,0.00332,0.00556,0.00799,0.0103,0.01215,0.01413,0.0162,0.01835,0.02055,0.02255,0.02474,0.02692,0.02944,0.03229,0.03542,0.03881,0.04246,0.04654,0.05116,0.05708,0.06418,0.07225,0.08128,0.09053
61,0.00183,0.0037,0.00623,0.00899,0.01161,0.01361,0.01574,0.01793,0.02018,0.02245,0.02471,0.02677,0.02929,0.03221,0.03533,0.03873,0.04242,0.04641,0.05104,0.05708,0.06418,0.07225,0.08128,0.09053,0.09907
62,0.00202,0.00413,0.00699,0.01012,0.01305,0.0152,0.01746,0.01975,0.02207,0.02461,0.0266,0.02902,0.03197,0.03516,0.03853,0.04216,0.04632,0.05094,0.05708,0.06418,0.07225,0.08128,0.09053,0.09907,0.11222
63,0.00222,0.00461,0.00785,0.01138,0.01464,0.01693,0.01929,0.02165,0.02424,0.02641,0.0288,0.03171,0.03492,0.03831,0.04184,0.04594,0.05071,0.05691,0.06418,0.07225,0.08128,0.09053,0.09907,0.11222,0.12402
64,0.00245,0.00515,0.00881,0.0128,0.01636,0.01876,0.0212,0.0238,0.02603,0.02856,0.03133,0.03471,0.03761,0.04103,0.04498,0.05004,0.05659,0.06418,0.07225,0.08128,0.09053,0.09907,0.11222,0.12402,0.13692
65,0.00271,0.00574,0.00989,0.01438,0.01819,0.02067,0.0233,0.0256,0.0281,0.03129,0.0345,0.03752,0.04017,0.04402,0.0487,0.05575,0.06362,0.07225,0.08128,0.09053,0.09907,0.11222,0.12402,0.13692,0.15066
66,0.00298,0.00639,0.01111,0.01614,0.0201,0.02271,0.02515,0.0276,0.03085,0.03428,0.03743,0.04012,0.04298,0.04766,0.05393,0.06253,0.07225,0.08128,0.09053,0.09907,0.11222,0.12402,0.13692,0.15066,0.16503
67,0.00328,0.0071,0.01248,0.01808,0.02206,0.02463,0.02707,0.03035,0.03384,0.03733,0.04006,0.04276,0.04754,0.05383,0.06223,0.072,0.08128,0.09053,0.09907,0.11222,0.12402,0.13692,0.15066,0.16503,0.17951
68,0.00361,0.00786,0.01403,0.02022,0.02411,0.02649,0.02986,0.0334,0.03691,0.03999,0.04253,0.04742,0.05372,0.06192,0.07167,0.0809,0.09053,0.09907,0.11222,0.12402,0.13692,0.15066,0.16503,0.17951,0.19447
69,0.00396,0.00868,0.01576,0.02257,0.02586,0.02929,0.03291,0.03642,0.03936,0.0423,0.04729,0.0536,0.0616,0.07133,0.08044,0.08997,0.09907,0.11222,0.12402,0.13692,0.15066,0.16503,0.17951,0.19447,0.20984
70,0.00434,0.00955,0.01771,0.02514,0.02866,0.03234,0.03587,0.03863,0.04206,0.04724,0.05347,0.06127,0.07099,0.07998,0.08936,0.09907,0.11222,0.12402,0.13692,0.15066,0.16503,0.17951,0.19447,0.20984,0.22413
71,0.00476,0.01049,0.01987,0.02795,0.0317,0.03523,0.03781,0.04107,0.0463,0.05303,0.06093,0.07062,0.079,0.08873,0.09807,0.11222,0.12402,0.13692,0.15066,0.16503,0.17951,0.19447,0.20984,0.22413,0.23885
72,0.00522,0.01151,0.02227,0.03099,0.03452,0.0369,0.03997,0.04525,0.05194,0.06001,0.06983,0.07895,0.08811,0.09725,0.11035,0.12402,0.13692,0.15066,0.16503,0.17951,0.19447,0.20984,0.22413,0.23885,0.25657
73,0.00572,0.01263,0.0249,0.03372,0.03587,0.03871,0.04401,0.05061,0.05859,0.06859,0.07553,0.08615,0.09641,0.10934,0.12402,0.13692,0.15066,0.16503,0.17951,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509
74,0.00627,0.01387,0.02779,0.03476,0.03735,0.04268,0.04915,0.05702,0.06691,0.07417,0.083,0.09415,0.10579,0.12329,0.13692,0.15066,0.16503,0.17951,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422
75,0.0069,0.01526,0.03094,0.03591,0.04125,0.04759,0.05531,0.06503,0.07237,0.08202,0.09072,0.10576,0.12307,0.13586,0.15066,0.16503,0.17951,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337
76,0.00761,0.01684,0.03322,0.03972,0.04587,0.05337,0.0628,0.07217,0.08038,0.08945,0.10233,0.12266,0.13508,0.14939,0.16503,0.17951,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199
77,0.00842,0.01861,0.03563,0.04404,0.05131,0.06037,0.06873,0.08019,0.08776,0.1008,0.12225,0.13385,0.14849,0.16503,0.17951,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742
78,0.00934,0.02059,0.0382,0.0491,0.05773,0.06507,0.07634,0.08758,0.09882,0.11494,0.13243,0.14688,0.16316,0.17951,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258
79,0.01039,0.0228,0.04101,0.05485,0.06489,0.07077,0.08357,0.09862,0.11126,0.12599,0.14511,0.16124,0.17951,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703
80,0.01157,0.02545,0.04411,0.06212,0.06992,0.07759,0.09373,0.1099,0.12164,0.1428,0.15851,0.17951,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037
81,0.01301,0.02843,0.04797,0.06674,0.07533,0.08678,0.10359,0.11984,0.13211,0.15472,0.17635,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219
82,0.01464,0.03175,0.0522,0.07164,0.08114,0.09452,0.11261,0.12893,0.15003,0.17257,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721
83,0.01648,0.0355,0.0568,0.07671,0.08734,0.10195,0.1197,0.14445,0.16704,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811
84,0.01861,0.03971,0.06171,0.08203,0.0937,0.10826,0.13555,0.15978,0.19447,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554
85,0.02103,0.04441,0.06698,0.08735,0.09936,0.12527,0.15079,0.1871,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448
86,0.0238,0.04958,0.07245,0.09259,0.10786,0.13763,0.17808,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448,0.58502
87,0.0269,0.05531,0.07798,0.09753,0.12294,0.16499,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448,0.58502,0.61724
88,0.0304,0.06151,0.08336,0.10739,0.14778,0.20984,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448,0.58502,0.61724,0.65123
89,0.03428,0.06811,0.08862,0.12602,0.18795,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448,0.58502,0.61724,0.65123,0.6871
90,0.03852,0.07462,0.09965,0.14901,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448,0.58502,0.61724,0.65123,0.6871,0.72494
91,0.04527,0.07803,0.13143,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448,0.58502,0.61724,0.65123,0.6871,0.72494,0.76487
92,0.05644,0.11364,0.22413,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448,0.58502,0.61724,0.65123,0.6871,0.72494,0.76487,0.80699
93,0.07284,0.1583,0.23885,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448,0.58502,0.61724,0.65123,0.6871,0.72494,0.76487,0.80699,0.85143
94,0.09477,0.17989,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448,0.58502,0.61724,0.65123,0.6871,0.72494,0.76487,0.80699,0.85143,0.89833
95,0.12347,0.25657,0.27509,0.29422,0.31337,0.33199,0.35742,0.38258,0.40703,0.43037,0.45219,0.4721,0.49811,0.52554,0.55448,0.58502,0.61724,0.65123,0.6871,0.72494,0.76487,0.80699,0.85143,0.89833,0.9478

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Preferred Structure Smoker, Preferred, Female, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00038,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00039,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
28,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00046,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00049,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00052,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00099,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00118,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00134,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00148,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00159,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00169,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00178,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00187,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00197,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00208,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00227,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00248,,,,,,,,,,,,,,,,,,,,,,,,
48,0.0027,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00295,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00323,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00355,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00389,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00426,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00468,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00515,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00568,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00628,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00696,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00771,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00856,,,,,,,,,,,,,,,,,,,,,,,,
61,0.0095,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01056,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01172,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01299,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01439,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0159,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01752,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01925,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02107,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02309,,,,,,,,,,,,,,,,,,,,,,,,
71,0.02535,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02756,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03002,,,,,,,,,,,,,,,,,,,,,,,,
74,0.03268,,,,,,,,,,,,,,,,,,,,,,,,
75,0.03565,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03893,,,,,,,,,,,,,,,,,,,,,,,,
77,0.04262,,,,,,,,,,,,,,,,,,,,,,,,
78,0.04667,,,,,,,,,,,,,,,,,,,,,,,,
79,0.05116,,,,,,,,,,,,,,,,,,,,,,,,
80,0.05708,,,,,,,,,,,,,,,,,,,,,,,,
81,0.06418,,,,,,,,,,,,,,,,,,,,,,,,
82,0.07225,,,,,,,,,,,,,,,,,,,,,,,,
83,0.08128,,,,,,,,,,,,,,,,,,,,,,,,
