Table Name:,2017 Unloaded CSO Preferred Structure Smoker Residual Standard Female ANB,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00034,0.00034,0.00032,0.00032,0.00033,0.00037,0.00039,0.00039,0.00039,0.00041,0.00043,0.00046,0.0005,0.00053,0.00058,0.00076,0.00084,0.00101,0.00119,0.00136,0.00151,0.00164,0.00174,0.00184,0.00195
20,0.0003,0.00029,0.0003,0.00031,0.00034,0.00037,0.00037,0.00038,0.0004,0.00043,0.00046,0.0005,0.00053,0.00058,0.00076,0.00084,0.001,0.00117,0.00133,0.00149,0.00164,0.00174,0.00184,0.00195,0.00206
21,0.00023,0.00026,0.00028,0.00031,0.00034,0.00035,0.00036,0.00039,0.00043,0.00046,0.00049,0.00053,0.00057,0.00076,0.00083,0.001,0.00116,0.00132,0.00147,0.00162,0.00174,0.00184,0.00195,0.00206,0.00218
22,0.0002,0.00025,0.00028,0.00031,0.00033,0.00035,0.00037,0.00041,0.00046,0.00049,0.00053,0.00057,0.00076,0.00083,0.001,0.00115,0.0013,0.00145,0.00159,0.00173,0.00184,0.00195,0.00206,0.00218,0.00239
23,0.00022,0.00025,0.00028,0.0003,0.00032,0.00035,0.0004,0.00045,0.00049,0.00053,0.00057,0.00076,0.00083,0.001,0.00114,0.00129,0.00144,0.00158,0.0017,0.00183,0.00195,0.00206,0.00218,0.00239,0.00262
24,0.00023,0.00025,0.00027,0.00029,0.00033,0.00038,0.00043,0.00048,0.00053,0.00057,0.00073,0.00083,0.00099,0.00113,0.00128,0.00143,0.00156,0.00169,0.00181,0.00193,0.00206,0.00218,0.00239,0.00262,0.00287
25,0.00023,0.00024,0.00026,0.0003,0.00035,0.0004,0.00046,0.00052,0.00057,0.00069,0.00082,0.00097,0.00112,0.00127,0.00141,0.00155,0.00167,0.00179,0.00191,0.00204,0.00218,0.00239,0.00262,0.00287,0.00315
26,0.00022,0.00023,0.00027,0.00032,0.00038,0.00043,0.00049,0.00056,0.00066,0.00078,0.00093,0.0011,0.00126,0.00141,0.00153,0.00166,0.00179,0.00191,0.00203,0.00217,0.00239,0.00262,0.00287,0.00315,0.00347
27,0.00021,0.00024,0.00029,0.00035,0.00041,0.00047,0.00054,0.00063,0.00074,0.00089,0.00106,0.00124,0.0014,0.00153,0.00165,0.00177,0.0019,0.00203,0.00216,0.00238,0.00262,0.00287,0.00315,0.00347,0.00382
28,0.00021,0.00025,0.00031,0.00037,0.00044,0.00051,0.00059,0.0007,0.00084,0.00101,0.00119,0.00137,0.00153,0.00164,0.00176,0.00189,0.00202,0.00216,0.00233,0.00261,0.00287,0.00315,0.00347,0.00382,0.0042
29,0.00022,0.00027,0.00033,0.0004,0.00048,0.00056,0.00067,0.0008,0.00096,0.00114,0.00131,0.00148,0.00163,0.00174,0.00186,0.002,0.00215,0.00233,0.00256,0.00286,0.00315,0.00347,0.00382,0.0042,0.00462
30,0.00023,0.00029,0.00036,0.00044,0.00053,0.00063,0.00076,0.00091,0.00107,0.00126,0.00142,0.00157,0.00172,0.00184,0.00197,0.00212,0.00233,0.00255,0.0028,0.00313,0.00347,0.00382,0.0042,0.00462,0.00508
31,0.00024,0.00031,0.00039,0.00049,0.00059,0.00072,0.00086,0.00102,0.00118,0.00136,0.00151,0.00166,0.00182,0.00195,0.00208,0.00229,0.00255,0.0028,0.00312,0.00344,0.00382,0.0042,0.00462,0.00508,0.00559
32,0.00025,0.00033,0.00044,0.00055,0.00067,0.00081,0.00096,0.00112,0.00128,0.00145,0.00161,0.00176,0.00193,0.00207,0.00227,0.00252,0.0028,0.0031,0.00343,0.00378,0.0042,0.00462,0.00508,0.00559,0.00617
33,0.00027,0.00036,0.00049,0.00063,0.00076,0.00091,0.00106,0.00121,0.00137,0.00154,0.0017,0.00186,0.00205,0.00226,0.00249,0.00277,0.00309,0.00342,0.00373,0.00416,0.00462,0.00508,0.00559,0.00617,0.00681
34,0.00029,0.00041,0.00056,0.00071,0.00086,0.001,0.00115,0.0013,0.00145,0.00163,0.0018,0.00197,0.00224,0.00249,0.00275,0.00305,0.0034,0.00373,0.00412,0.00458,0.00508,0.00559,0.00617,0.00681,0.00753
35,0.00032,0.00046,0.00063,0.0008,0.00095,0.00109,0.00123,0.00137,0.00153,0.00172,0.0019,0.00221,0.00247,0.00274,0.00303,0.00337,0.00372,0.00411,0.00457,0.00507,0.00559,0.00617,0.00681,0.00753,0.00832
36,0.00035,0.00051,0.0007,0.00088,0.00103,0.00117,0.00131,0.00145,0.00161,0.00181,0.00219,0.00243,0.00272,0.00302,0.00334,0.00371,0.0041,0.00455,0.00506,0.00558,0.00617,0.00681,0.00753,0.00832,0.0092
37,0.00039,0.00057,0.00077,0.00096,0.0011,0.00124,0.00138,0.00153,0.0017,0.00216,0.00241,0.00267,0.00299,0.00332,0.00367,0.00408,0.00453,0.00504,0.00557,0.00615,0.00681,0.00753,0.00832,0.0092,0.01016
38,0.00043,0.00062,0.00084,0.00102,0.00117,0.00132,0.00146,0.00162,0.00205,0.00236,0.00265,0.00294,0.00329,0.00366,0.00406,0.00451,0.00502,0.00556,0.00614,0.0068,0.00753,0.00832,0.0092,0.01016,0.01121
39,0.00046,0.00066,0.00089,0.00109,0.00125,0.0014,0.00155,0.00197,0.00227,0.0026,0.00291,0.00324,0.00363,0.00404,0.00448,0.005,0.00554,0.00612,0.00678,0.00751,0.00832,0.0092,0.01016,0.01121,0.01236
40,0.00048,0.0007,0.00095,0.00116,0.00133,0.00148,0.00184,0.00216,0.00249,0.00286,0.0032,0.00357,0.004,0.00446,0.00494,0.00552,0.0061,0.00676,0.00748,0.00829,0.0092,0.01016,0.01121,0.01236,0.0136
41,0.0005,0.00073,0.001,0.00123,0.00141,0.0017,0.00202,0.00237,0.00274,0.00314,0.00353,0.00394,0.00442,0.00492,0.00545,0.00608,0.00674,0.00746,0.00826,0.00915,0.01016,0.01121,0.01236,0.0136,0.01493
42,0.00052,0.00076,0.00106,0.00131,0.00155,0.00187,0.00222,0.0026,0.00301,0.00346,0.00389,0.00433,0.00486,0.00542,0.00598,0.00671,0.00743,0.00822,0.00911,0.0101,0.01121,0.01236,0.0136,0.01493,0.01635
43,0.00053,0.0008,0.00112,0.00144,0.0017,0.00205,0.00244,0.00286,0.00331,0.0038,0.00428,0.00477,0.00535,0.0059,0.00659,0.0074,0.00818,0.00906,0.01004,0.01113,0.01236,0.0136,0.01493,0.01635,0.01787
44,0.00054,0.00083,0.00122,0.00158,0.00187,0.00226,0.00268,0.00315,0.00365,0.00419,0.00471,0.00525,0.0058,0.0065,0.00727,0.00814,0.00901,0.00998,0.01109,0.01225,0.0136,0.01493,0.01635,0.01787,0.01947
45,0.00056,0.0009,0.00133,0.00173,0.00205,0.00248,0.00295,0.00347,0.00402,0.00461,0.00518,0.00566,0.00639,0.00717,0.00801,0.00896,0.00993,0.01103,0.0122,0.01353,0.01493,0.01635,0.01787,0.01947,0.02111
46,0.00059,0.00096,0.00145,0.0019,0.00226,0.00274,0.00326,0.00382,0.00443,0.00508,0.00558,0.00624,0.00704,0.0079,0.00883,0.00987,0.01098,0.01215,0.01346,0.01475,0.01635,0.01787,0.01947,0.02111,0.02293
47,0.00063,0.00104,0.00158,0.00209,0.00249,0.00302,0.00359,0.00421,0.00488,0.00546,0.00616,0.00689,0.00777,0.00872,0.00974,0.01088,0.0121,0.0134,0.0147,0.01616,0.01787,0.01947,0.02111,0.02293,0.02495
48,0.00067,0.00112,0.00173,0.0023,0.00276,0.00333,0.00396,0.00464,0.00526,0.00603,0.0068,0.00761,0.00858,0.00963,0.01076,0.01201,0.01333,0.01465,0.01606,0.01768,0.01947,0.02111,0.02293,0.02495,0.02689
49,0.00072,0.00121,0.00189,0.00253,0.00305,0.00369,0.00438,0.00502,0.00581,0.00667,0.00749,0.00837,0.00944,0.01059,0.01181,0.01317,0.0146,0.016,0.01748,0.01922,0.02111,0.02293,0.02495,0.02689,0.02905
50,0.00077,0.00132,0.00207,0.00279,0.00337,0.00408,0.00476,0.00555,0.00642,0.00737,0.00826,0.00921,0.01038,0.01164,0.01296,0.01442,0.01594,0.01742,0.01912,0.0208,0.02293,0.02495,0.02689,0.02905,0.03136
51,0.00082,0.00143,0.00227,0.00307,0.00374,0.00447,0.00527,0.00614,0.0071,0.00816,0.00912,0.01013,0.01142,0.01278,0.01419,0.01575,0.01736,0.01904,0.02074,0.02254,0.02495,0.02689,0.02905,0.03136,0.03394
52,0.00088,0.00156,0.00249,0.00339,0.00415,0.00495,0.00584,0.0068,0.00787,0.00904,0.0101,0.0113,0.0126,0.01407,0.01558,0.01723,0.01895,0.02068,0.02246,0.02445,0.02689,0.02905,0.03136,0.03394,0.03679
53,0.00094,0.0017,0.00273,0.00375,0.00461,0.00549,0.00648,0.00755,0.00873,0.01002,0.01118,0.01251,0.01388,0.01545,0.01713,0.01887,0.02062,0.02239,0.02435,0.02643,0.02905,0.03136,0.03394,0.03679,0.03998
54,0.00102,0.00185,0.003,0.00414,0.00512,0.00611,0.0072,0.00839,0.0097,0.01111,0.01241,0.01382,0.01537,0.01704,0.0188,0.02058,0.02232,0.02425,0.02636,0.02887,0.03136,0.03394,0.03679,0.03998,0.04348
55,0.0011,0.00203,0.0033,0.00458,0.00571,0.00681,0.00802,0.00934,0.01077,0.01231,0.01376,0.01526,0.01698,0.01873,0.02054,0.02226,0.02416,0.0263,0.0287,0.03136,0.03394,0.03679,0.03998,0.04348,0.04735
56,0.00118,0.00222,0.00363,0.00508,0.00638,0.0076,0.00895,0.01039,0.01196,0.01363,0.01523,0.01687,0.01868,0.0205,0.02221,0.02408,0.02625,0.02862,0.03112,0.03394,0.03679,0.03998,0.04348,0.04735,0.05253
57,0.00128,0.00244,0.00401,0.00564,0.00714,0.00851,0.00999,0.01157,0.01327,0.01505,0.01674,0.01846,0.02032,0.02216,0.024,0.0262,0.02855,0.03101,0.03365,0.03679,0.03998,0.04348,0.04735,0.05253,0.05876
58,0.00139,0.00268,0.00444,0.00629,0.00801,0.00951,0.01114,0.01285,0.01468,0.01657,0.01834,0.0201,0.02199,0.02393,0.02596,0.02832,0.03091,0.0336,0.03657,0.03998,0.04348,0.04735,0.05253,0.05876,0.06584
59,0.00151,0.00296,0.00493,0.00703,0.009,0.01064,0.0124,0.01425,0.01619,0.01818,0.02003,0.02184,0.02389,0.02587,0.02813,0.03075,0.03355,0.03651,0.03974,0.04348,0.04735,0.05253,0.05876,0.06584,0.07376
60,0.00165,0.00328,0.00549,0.00786,0.01011,0.01189,0.01379,0.01575,0.01779,0.01986,0.02176,0.0238,0.02572,0.02801,0.03059,0.03341,0.03645,0.03966,0.04325,0.04735,0.05253,0.05876,0.06584,0.07376,0.08184
61,0.00181,0.00364,0.00612,0.00881,0.01134,0.01326,0.01528,0.01736,0.01947,0.02158,0.02373,0.02554,0.02783,0.03048,0.03328,0.03631,0.03959,0.0431,0.04715,0.05253,0.05876,0.06584,0.07376,0.08184,0.08893
62,0.00198,0.00405,0.00684,0.00987,0.0127,0.01475,0.01688,0.01903,0.0212,0.02355,0.02535,0.02755,0.03023,0.03309,0.0361,0.03931,0.04299,0.04703,0.05253,0.05876,0.06584,0.07376,0.08184,0.08893,0.10044
63,0.00218,0.00451,0.00765,0.01107,0.01419,0.01636,0.01858,0.02078,0.02318,0.02515,0.02732,0.02996,0.03284,0.03587,0.03899,0.0426,0.0468,0.0523,0.05876,0.06584,0.07376,0.08184,0.08893,0.10044,0.11057
64,0.0024,0.00502,0.00856,0.0124,0.0158,0.01805,0.02033,0.02274,0.02477,0.02708,0.02959,0.03263,0.0352,0.03823,0.04171,0.04616,0.05199,0.05876,0.06584,0.07376,0.08184,0.08893,0.10044,0.11057,0.12167
65,0.00263,0.00558,0.00958,0.01388,0.0175,0.01982,0.02226,0.02436,0.02664,0.02954,0.03243,0.03511,0.03742,0.0408,0.04492,0.05116,0.0581,0.06584,0.07376,0.08184,0.08893,0.10044,0.11057,0.12167,0.13343
66,0.0029,0.00619,0.01073,0.01553,0.01927,0.0217,0.02394,0.02616,0.02912,0.03223,0.03503,0.03737,0.03984,0.04396,0.04951,0.05714,0.06584,0.07376,0.08184,0.08893,0.10044,0.11057,0.12167,0.13343,0.14572
67,0.00318,0.00685,0.01202,0.01734,0.02109,0.02345,0.02567,0.02866,0.03182,0.03495,0.03733,0.03965,0.04387,0.04943,0.05688,0.06552,0.07376,0.08184,0.08893,0.10044,0.11057,0.12167,0.13343,0.14572,0.15798
68,0.00349,0.00757,0.01347,0.01934,0.02297,0.02513,0.02822,0.03142,0.03457,0.03728,0.03946,0.04377,0.04934,0.05661,0.06524,0.07333,0.08184,0.08893,0.10044,0.11057,0.12167,0.13343,0.14572,0.15798,0.17064
69,0.00382,0.00834,0.01509,0.02152,0.02456,0.0277,0.03099,0.03414,0.03672,0.03927,0.04367,0.04927,0.05635,0.06496,0.07295,0.08126,0.08893,0.10044,0.11057,0.12167,0.13343,0.14572,0.15798,0.17064,0.18349
70,0.00418,0.00916,0.01691,0.02391,0.02714,0.03048,0.03365,0.03607,0.03908,0.04367,0.04918,0.05609,0.06469,0.07257,0.08074,0.08893,0.10044,0.11057,0.12167,0.13343,0.14572,0.15798,0.17064,0.18349,0.19527
71,0.00457,0.01003,0.01892,0.0265,0.02993,0.0331,0.03536,0.0382,0.04285,0.04883,0.05584,0.06442,0.07174,0.08023,0.08832,0.10044,0.11057,0.12167,0.13343,0.14572,0.15798,0.17064,0.18349,0.19527,0.20713
72,0.005,0.01098,0.02115,0.02931,0.03248,0.03455,0.03723,0.04192,0.04787,0.05504,0.06374,0.07174,0.07972,0.08763,0.09905,0.11057,0.12167,0.13343,0.14572,0.15798,0.17064,0.18349,0.19527,0.20713,0.22269
73,0.00547,0.01202,0.0236,0.0318,0.03365,0.03612,0.04085,0.04672,0.05382,0.0627,0.06872,0.07792,0.08696,0.09822,0.11057,0.12167,0.13343,0.14572,0.15798,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898
74,0.00599,0.01317,0.02627,0.03269,0.03493,0.03969,0.04546,0.05246,0.06125,0.06741,0.07527,0.08484,0.09495,0.11042,0.12167,0.13343,0.14572,0.15798,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583
75,0.00658,0.01447,0.02917,0.03367,0.03845,0.0441,0.05096,0.05958,0.0658,0.07423,0.08192,0.09493,0.11023,0.12125,0.13343,0.14572,0.15798,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273
76,0.00724,0.01593,0.03113,0.03714,0.04266,0.04938,0.05779,0.0658,0.07306,0.08093,0.09218,0.1102,0.12083,0.13308,0.14572,0.15798,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919
77,0.008,0.01757,0.03332,0.04111,0.04764,0.05577,0.06301,0.07306,0.07969,0.0911,0.11016,0.12003,0.13254,0.14572,0.15798,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133
78,0.00886,0.0194,0.0357,0.04577,0.05354,0.05989,0.06991,0.07969,0.08959,0.10368,0.11903,0.13135,0.14516,0.15798,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747
79,0.00984,0.02147,0.03832,0.0511,0.05989,0.06507,0.07642,0.08959,0.10066,0.11354,0.13005,0.14372,0.15798,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133
80,0.01095,0.02394,0.04118,0.0578,0.0647,0.07128,0.08563,0.09986,0.10991,0.124,0.14173,0.15798,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845
81,0.01229,0.02672,0.04475,0.06193,0.06952,0.07966,0.09456,0.10877,0.11919,0.13886,0.15725,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066
82,0.01382,0.0298,0.04867,0.06643,0.07484,0.08671,0.10271,0.11688,0.13523,0.15447,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726
83,0.01555,0.0333,0.05294,0.0711,0.08052,0.09348,0.10909,0.13085,0.1502,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611
84,0.01754,0.03722,0.05749,0.076,0.08634,0.09922,0.12349,0.14445,0.17064,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277
85,0.01982,0.04161,0.06238,0.08091,0.09153,0.11482,0.13719,0.16867,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686
86,0.02242,0.0464,0.06737,0.08555,0.09906,0.1256,0.16108,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488
87,0.02533,0.05168,0.07229,0.0897,0.11219,0.14939,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583
88,0.02863,0.05734,0.07693,0.09809,0.13363,0.18349,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5
89,0.03229,0.06332,0.0813,0.11409,0.16793,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5
90,0.0363,0.06917,0.09084,0.13359,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5
91,0.0427,0.07206,0.11885,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5
92,0.05327,0.10427,0.19527,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5
93,0.06882,0.14328,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5
94,0.08965,0.16299,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.11696,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Preferred Structure Smoker, Residual Standard, Female, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00038,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0005,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00121,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00138,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00151,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00164,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00174,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00184,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00195,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00206,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00218,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00239,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00262,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00287,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00315,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00347,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00382,,,,,,,,,,,,,,,,,,,,,,,,
52,0.0042,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00462,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00508,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00559,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00617,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00681,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00753,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00832,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0092,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01016,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01121,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01236,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0136,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01493,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01635,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01787,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01947,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02111,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02293,,,,,,,,,,,,,,,,,,,,,,,,
71,0.02495,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02689,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02905,,,,,,,,,,,,,,,,,,,,,,,,
74,0.03136,,,,,,,,,,,,,,,,,,,,,,,,
75,0.03394,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03679,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03998,,,,,,,,,,,,,,,,,,,,,,,,
78,0.04348,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04735,,,,,,,,,,,,,,,,,,,,,,,,
80,0.05253,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05876,,,,,,,,,,,,,,,,,,,,,,,,
82,0.06584,,,,,,,,,,,,,,,,,,,,,,,,
83,0.07376,,,,,,,,,,,,,,,,,,,,,,,,
84,0.08184,,,,,,,,,,,,,,,,,,,,,,,,
