Table Name:,2017 Loaded CSO Smoker Distinct Nonsmoker Male ANB ,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00019,0.0002,0.00026,0.0003,0.00033,0.00037,0.00041,0.00047,0.00053,0.00066,0.00075,0.00082,0.00088,0.001,0.00109,0.00122,0.00136,0.00147,0.00158,0.00173,0.00193,0.00218,0.00245,0.00275,0.00308
31,0.00016,0.00018,0.00026,0.00031,0.00034,0.00037,0.00041,0.00048,0.00058,0.00069,0.00077,0.00084,0.00092,0.00102,0.00113,0.00129,0.00144,0.00156,0.00169,0.00187,0.0021,0.00237,0.00267,0.003,0.00334
32,0.00016,0.00018,0.00027,0.00032,0.00035,0.00038,0.00045,0.00052,0.00064,0.00075,0.00082,0.00088,0.00097,0.00107,0.00121,0.00137,0.00153,0.00166,0.00182,0.00202,0.00228,0.00258,0.00291,0.00325,0.00359
33,0.00017,0.00019,0.00029,0.00034,0.00037,0.00042,0.00049,0.00058,0.0007,0.0008,0.00086,0.00092,0.00101,0.00114,0.00129,0.00146,0.00163,0.00178,0.00196,0.00218,0.00247,0.00281,0.00316,0.00351,0.00383
34,0.00017,0.0002,0.00031,0.00036,0.0004,0.00047,0.00054,0.00064,0.00076,0.00084,0.0009,0.00096,0.00108,0.00123,0.00138,0.00156,0.00173,0.0019,0.0021,0.00236,0.00269,0.00306,0.00343,0.00378,0.00408
35,0.00018,0.00021,0.00033,0.00039,0.00045,0.00051,0.00057,0.0007,0.0008,0.00088,0.00093,0.00103,0.00117,0.00132,0.00148,0.00166,0.00185,0.00203,0.00226,0.00257,0.00293,0.00333,0.00372,0.00406,0.00437
36,0.00018,0.00022,0.00036,0.00042,0.00049,0.00056,0.00064,0.00076,0.00085,0.00092,0.00101,0.00112,0.00127,0.00143,0.0016,0.00178,0.00197,0.00218,0.00246,0.00281,0.00322,0.00364,0.00403,0.00437,0.00474
37,0.00018,0.00024,0.00038,0.00047,0.00055,0.0006,0.00071,0.00081,0.00089,0.00099,0.0011,0.00123,0.00138,0.00155,0.00172,0.00191,0.00212,0.00237,0.00269,0.0031,0.00355,0.00398,0.00436,0.00474,0.0052
38,0.00018,0.00027,0.00042,0.0005,0.00058,0.00067,0.00078,0.00086,0.00096,0.00108,0.00121,0.00135,0.00151,0.00168,0.00186,0.00207,0.00231,0.0026,0.00299,0.00345,0.00393,0.00436,0.00474,0.0052,0.00574
39,0.00018,0.00031,0.00046,0.00055,0.00063,0.00074,0.00083,0.00093,0.00104,0.00119,0.00133,0.00148,0.00165,0.00184,0.00203,0.00226,0.00254,0.0029,0.00335,0.00385,0.00433,0.00474,0.0052,0.0057,0.00641
40,0.0002,0.00036,0.00051,0.0006,0.0007,0.0008,0.00089,0.001,0.00114,0.00131,0.00146,0.00162,0.00181,0.00202,0.00223,0.00249,0.00283,0.00326,0.00377,0.00429,0.00474,0.0052,0.00566,0.00631,0.00713
41,0.00023,0.00041,0.00055,0.00065,0.00075,0.00086,0.00095,0.00108,0.00125,0.00143,0.00159,0.00176,0.00198,0.00222,0.00246,0.00277,0.00319,0.00369,0.00424,0.00474,0.0052,0.00565,0.00622,0.00704,0.00787
42,0.00026,0.00046,0.0006,0.0007,0.00081,0.00091,0.00101,0.00116,0.00136,0.00155,0.00172,0.00192,0.00217,0.00244,0.00273,0.00311,0.00361,0.00417,0.00472,0.0052,0.00564,0.00615,0.00684,0.0077,0.00866
43,0.00031,0.00051,0.00063,0.00076,0.00087,0.00096,0.00108,0.00126,0.00147,0.00167,0.00186,0.00209,0.00239,0.0027,0.00303,0.00349,0.00407,0.00466,0.0052,0.00564,0.00611,0.00673,0.00755,0.00851,0.00956
44,0.00036,0.00054,0.00068,0.00083,0.00092,0.00102,0.00117,0.00138,0.00159,0.00179,0.00201,0.00229,0.00263,0.00298,0.00338,0.00391,0.00455,0.00514,0.00563,0.00608,0.00663,0.00742,0.00837,0.00944,0.01058
45,0.00042,0.00057,0.00074,0.0009,0.00098,0.0011,0.00129,0.00151,0.00171,0.00193,0.00219,0.00252,0.0029,0.00329,0.00375,0.00435,0.00502,0.00561,0.00608,0.00662,0.00726,0.00826,0.00937,0.01053,0.01177
46,0.00048,0.0006,0.0008,0.00097,0.00106,0.00121,0.00143,0.00165,0.00185,0.0021,0.00242,0.00278,0.00319,0.00362,0.00414,0.0048,0.00549,0.00606,0.00661,0.00721,0.00802,0.00925,0.01045,0.01172,0.01318
47,0.00053,0.00062,0.00086,0.00105,0.00117,0.00136,0.0016,0.00181,0.00202,0.00232,0.00268,0.00308,0.0035,0.00397,0.00455,0.00526,0.00598,0.00659,0.00716,0.00787,0.00894,0.01039,0.0117,0.01315,0.01478
48,0.00057,0.00066,0.00094,0.00114,0.0013,0.00154,0.00178,0.00198,0.00221,0.00258,0.00299,0.0034,0.00383,0.00434,0.00498,0.00574,0.00651,0.00715,0.00783,0.00872,0.01003,0.01168,0.01313,0.01476,0.01664
49,0.0006,0.00071,0.00102,0.00124,0.00146,0.00173,0.00195,0.00215,0.00245,0.00289,0.00332,0.00372,0.00415,0.00471,0.00541,0.00624,0.00704,0.00775,0.00856,0.00968,0.01126,0.01308,0.01473,0.01659,0.01877
50,0.00061,0.00079,0.00112,0.00135,0.00163,0.00191,0.00211,0.00234,0.00272,0.00323,0.00367,0.00404,0.0045,0.00512,0.0059,0.00679,0.00764,0.00844,0.00943,0.01079,0.01261,0.01454,0.01647,0.01875,0.02129
51,0.00061,0.0009,0.00124,0.00149,0.00181,0.00206,0.00225,0.00254,0.00303,0.0036,0.00402,0.00444,0.00489,0.0056,0.00647,0.00742,0.00832,0.00924,0.01045,0.01205,0.01402,0.01608,0.01833,0.02098,0.02398
52,0.00062,0.00102,0.00137,0.00166,0.00198,0.00218,0.00239,0.00278,0.00338,0.00398,0.00439,0.00486,0.00537,0.00621,0.00718,0.00818,0.00915,0.01024,0.01171,0.01354,0.01569,0.01789,0.02041,0.02344,0.0269
53,0.00062,0.00116,0.00153,0.00187,0.00215,0.00233,0.00261,0.00308,0.00376,0.00437,0.00483,0.00532,0.00598,0.00696,0.00802,0.00913,0.01023,0.01166,0.01317,0.01521,0.01752,0.02001,0.02288,0.02629,0.03015
54,0.00063,0.00128,0.0017,0.00211,0.00231,0.00253,0.00287,0.00344,0.00418,0.00479,0.00527,0.00586,0.0068,0.00794,0.00911,0.01023,0.01161,0.01309,0.01499,0.01721,0.0197,0.02275,0.02621,0.03006,0.03406
55,0.00064,0.00136,0.00189,0.00228,0.00248,0.00269,0.00313,0.00387,0.00463,0.00527,0.00585,0.00665,0.00781,0.00908,0.01023,0.01155,0.013,0.01481,0.01705,0.01961,0.0224,0.02593,0.02977,0.03397,0.03874
56,0.00074,0.00142,0.00209,0.00245,0.00266,0.00297,0.00355,0.00437,0.00513,0.00581,0.00658,0.00764,0.00894,0.01021,0.0115,0.01296,0.01473,0.0169,0.01951,0.02234,0.02568,0.02959,0.03392,0.03874,0.04368
57,0.00089,0.00146,0.00229,0.00264,0.00292,0.00329,0.00406,0.00492,0.00568,0.00646,0.00744,0.00873,0.01018,0.01148,0.01284,0.01461,0.01677,0.01925,0.02214,0.02539,0.02905,0.03339,0.03858,0.04368,0.04946
58,0.0011,0.00152,0.00245,0.00286,0.0032,0.00374,0.00463,0.00549,0.00628,0.00722,0.00843,0.00994,0.01142,0.01283,0.01448,0.01651,0.01911,0.022,0.02526,0.02888,0.03334,0.03841,0.04368,0.04946,0.05593
59,0.00134,0.00161,0.00258,0.0031,0.00345,0.00424,0.00521,0.00606,0.00693,0.00808,0.00953,0.01111,0.01276,0.01446,0.01629,0.0187,0.02177,0.02503,0.02854,0.03256,0.03752,0.04327,0.04946,0.05593,0.06346
60,0.00158,0.00177,0.00269,0.0032,0.0038,0.00478,0.00576,0.00663,0.00764,0.00904,0.01072,0.0125,0.01426,0.01604,0.01823,0.02115,0.02469,0.02841,0.0325,0.03738,0.04311,0.04946,0.05593,0.06346,0.07219
61,0.00176,0.00199,0.00281,0.00334,0.00419,0.00529,0.00627,0.00721,0.00842,0.01006,0.01189,0.01376,0.01564,0.01773,0.02041,0.02386,0.02789,0.03211,0.03683,0.04236,0.04884,0.05593,0.06346,0.07219,0.08234
62,0.00185,0.00228,0.00298,0.00356,0.00464,0.00578,0.00676,0.00783,0.00928,0.01111,0.01306,0.01502,0.01709,0.01959,0.02282,0.02681,0.03138,0.03632,0.04212,0.04862,0.05593,0.06346,0.07219,0.08234,0.09409
63,0.00193,0.00262,0.00323,0.00394,0.00515,0.00628,0.0073,0.00854,0.01022,0.01223,0.01429,0.0164,0.01877,0.02176,0.02554,0.03009,0.03524,0.04083,0.04743,0.05477,0.06346,0.07219,0.08234,0.09409,0.10761
64,0.00199,0.00296,0.00358,0.00443,0.00574,0.00681,0.00791,0.00936,0.01126,0.01345,0.01558,0.01781,0.02056,0.02402,0.02831,0.03359,0.03983,0.0469,0.0547,0.06346,0.07219,0.08234,0.09409,0.10761,0.1229
65,0.00207,0.00334,0.00403,0.005,0.0064,0.00743,0.00865,0.01032,0.01245,0.01484,0.0171,0.01955,0.02271,0.02667,0.03147,0.03756,0.04484,0.0528,0.06221,0.07219,0.08234,0.09409,0.10761,0.1229,0.13949
66,0.00217,0.0037,0.00455,0.00565,0.00716,0.00818,0.00955,0.01144,0.01381,0.01649,0.01898,0.02169,0.02529,0.02976,0.0351,0.04263,0.05201,0.06178,0.07219,0.08234,0.09409,0.10761,0.1229,0.13949,0.15718
67,0.0023,0.00403,0.00512,0.00638,0.00803,0.00907,0.01061,0.01273,0.01542,0.01851,0.02143,0.02458,0.02872,0.03377,0.03975,0.04822,0.05931,0.07036,0.08234,0.09409,0.10761,0.1229,0.13949,0.15718,0.17535
68,0.00247,0.00435,0.00573,0.0072,0.00875,0.01012,0.01184,0.01425,0.01737,0.02101,0.02447,0.02853,0.03292,0.03863,0.04528,0.0553,0.06805,0.08063,0.09409,0.10761,0.1229,0.13949,0.15718,0.17535,0.19352
69,0.00268,0.00469,0.00641,0.00813,0.0098,0.01128,0.01321,0.01599,0.02003,0.02405,0.02835,0.0329,0.03827,0.04513,0.05285,0.06414,0.07807,0.09226,0.10761,0.1229,0.13949,0.15718,0.17535,0.19352,0.21149
70,0.00288,0.00496,0.00704,0.009,0.01072,0.0123,0.01457,0.01847,0.02243,0.02716,0.03272,0.03791,0.04499,0.05277,0.06346,0.07544,0.09179,0.10761,0.1229,0.13949,0.15718,0.17535,0.19352,0.21149,0.22836
71,0.00309,0.00519,0.00763,0.00986,0.01153,0.01347,0.01659,0.02063,0.02501,0.0305,0.03756,0.04499,0.05249,0.06279,0.07196,0.08701,0.10512,0.1229,0.13949,0.15718,0.17535,0.19352,0.21149,0.22836,0.2434
72,0.00332,0.00544,0.00827,0.01078,0.01255,0.01532,0.01868,0.02293,0.02833,0.03547,0.04425,0.05222,0.06212,0.07171,0.0826,0.09993,0.12036,0.13949,0.15718,0.17535,0.19352,0.21149,0.22836,0.2434,0.26243
73,0.0036,0.00581,0.00906,0.01191,0.01438,0.01738,0.02113,0.02589,0.03285,0.04122,0.05194,0.06203,0.07164,0.08249,0.09925,0.11989,0.13949,0.15718,0.17535,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269
74,0.00399,0.00638,0.01013,0.01344,0.01628,0.01983,0.02436,0.02997,0.03812,0.04829,0.06174,0.07157,0.08239,0.09655,0.11548,0.13775,0.15718,0.17535,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471
75,0.00438,0.00705,0.01134,0.01518,0.01853,0.02283,0.02816,0.03473,0.04461,0.05628,0.0715,0.08229,0.09556,0.11418,0.13497,0.15718,0.17535,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328
76,0.00476,0.00767,0.01256,0.01723,0.02129,0.02634,0.03257,0.04059,0.05197,0.06507,0.08168,0.09473,0.11349,0.13415,0.15718,0.17535,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209
77,0.00494,0.00796,0.01319,0.01851,0.02343,0.02906,0.03633,0.04727,0.06011,0.07427,0.09375,0.11219,0.13364,0.15718,0.17535,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447
78,0.00518,0.00835,0.01403,0.0201,0.02553,0.03268,0.0408,0.0547,0.06874,0.08472,0.10978,0.13167,0.15569,0.17535,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968
79,0.00537,0.0087,0.01489,0.02161,0.02794,0.03577,0.04561,0.06051,0.07625,0.09656,0.12614,0.15174,0.17535,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866
80,0.00556,0.0091,0.01579,0.02344,0.03035,0.03876,0.05049,0.06621,0.08459,0.10995,0.14593,0.17535,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965
81,0.00602,0.00993,0.01779,0.0266,0.03444,0.04419,0.0583,0.07542,0.09951,0.13019,0.16645,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936
82,0.00662,0.01107,0.0203,0.03063,0.03978,0.0507,0.06805,0.09085,0.11907,0.15952,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743
83,0.00762,0.0129,0.0242,0.03649,0.04784,0.06135,0.08303,0.11259,0.15159,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332
84,0.00897,0.01567,0.03034,0.04607,0.06053,0.07912,0.10674,0.14907,0.19352,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061
85,0.01062,0.01891,0.03737,0.05684,0.07597,0.10098,0.13778,0.17684,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939
86,0.01282,0.02329,0.04706,0.07236,0.09843,0.13244,0.17231,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972
87,0.01538,0.02861,0.05898,0.09252,0.1272,0.16792,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217
88,0.01796,0.03454,0.07263,0.11576,0.16054,0.21149,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542
89,0.02066,0.04042,0.08762,0.14178,0.19589,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096
90,0.02375,0.04729,0.10504,0.17377,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843
91,0.03001,0.07392,0.15862,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794
92,0.04279,0.11115,0.22836,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958
93,0.06368,0.16113,0.2434,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958,0.85348
94,0.09388,0.18877,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958,0.85348,0.89977
95,0.13414,0.26243,0.28269,0.30471,0.328,0.35209,0.37447,0.3968,0.41866,0.43965,0.45936,0.47743,0.50332,0.53061,0.55939,0.58972,0.6217,0.65542,0.69096,0.72843,0.76794,0.80958,0.85348,0.89977,0.94856

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Smoker Distinct Nonsmoker, Male, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00093,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00059,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00078,,,,,,,,,,,,,,,,,,,,,,,,
35,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00105,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00118,,,,,,,,,,,,,,,,,,,,,,,,
38,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00137,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00143,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00151,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00161,,,,,,,,,,,,,,,,,,,,,,,,
43,0.0017,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00179,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00183,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00191,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00197,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00205,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00214,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00225,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00242,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00263,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00288,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00314,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0034,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00364,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00387,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00411,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00439,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00474,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00521,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00579,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00644,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00717,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00796,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00881,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00972,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01073,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01187,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01321,,,,,,,,,,,,,,,,,,,,,,,,
71,0.0148,,,,,,,,,,,,,,,,,,,,,,,,
72,0.0167,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01891,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02143,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02424,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02732,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03071,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03446,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03874,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04368,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04946,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05593,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06346,,,,,,,,,,,,,,,,,,,,,,,,
