Table Name:,2017 Loaded CSO Smoker Gender-Blended 40% Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00052,0.00053,0.00054,0.00055,0.00057,0.0006,0.00064,0.00064,0.00065,0.00065,0.00065,0.00067,0.00069,0.00074,0.00079,0.00089,0.00101,0.00113,0.00129,0.00146,0.00163,0.00181,0.00198,0.00215,0.00232
19,0.00049,0.0005,0.00051,0.00052,0.00056,0.00059,0.00061,0.00061,0.00062,0.00063,0.00065,0.00067,0.00072,0.00077,0.00088,0.001,0.00111,0.00126,0.00143,0.00161,0.0018,0.00198,0.00214,0.00231,0.00246
20,0.00045,0.00046,0.00048,0.00051,0.00054,0.00056,0.00058,0.00058,0.00061,0.00063,0.00066,0.0007,0.00075,0.00086,0.00097,0.00109,0.00124,0.00141,0.00159,0.00178,0.00197,0.00214,0.0023,0.00246,0.00259
21,0.0004,0.00043,0.00046,0.00049,0.00052,0.00054,0.00055,0.00057,0.00061,0.00064,0.00068,0.00073,0.00084,0.00095,0.00108,0.00122,0.00139,0.00157,0.00176,0.00195,0.00213,0.00229,0.00245,0.00259,0.00277
22,0.00038,0.0004,0.00043,0.00047,0.0005,0.00052,0.00054,0.00058,0.00062,0.00066,0.00072,0.00082,0.00094,0.00106,0.00119,0.00137,0.00156,0.00174,0.00192,0.00211,0.00229,0.00244,0.00258,0.00276,0.00299
23,0.00037,0.00039,0.00041,0.00045,0.00048,0.00051,0.00054,0.0006,0.00064,0.0007,0.00079,0.00092,0.00103,0.00118,0.00135,0.00155,0.00172,0.0019,0.00208,0.00227,0.00243,0.00257,0.00275,0.00298,0.00324
24,0.00036,0.00037,0.0004,0.00044,0.00047,0.00051,0.00057,0.00062,0.00068,0.00077,0.00089,0.00101,0.00115,0.00132,0.00151,0.0017,0.00188,0.00206,0.00224,0.00242,0.00257,0.00275,0.00298,0.00323,0.00351
25,0.00033,0.00036,0.00039,0.00043,0.00048,0.00053,0.00059,0.00066,0.00074,0.00086,0.00098,0.00111,0.00129,0.00148,0.00166,0.00186,0.00204,0.00222,0.00239,0.00256,0.00275,0.00298,0.00323,0.00351,0.00381
26,0.00031,0.00035,0.00039,0.00044,0.00049,0.00056,0.00063,0.00071,0.00082,0.00094,0.00108,0.00123,0.00144,0.00164,0.00182,0.00201,0.0022,0.00238,0.00254,0.00274,0.00298,0.00323,0.0035,0.00381,0.00415
27,0.00029,0.00035,0.0004,0.00046,0.00052,0.0006,0.00068,0.00078,0.0009,0.00104,0.0012,0.00137,0.00159,0.00179,0.00198,0.00216,0.00236,0.00253,0.00271,0.00297,0.00323,0.0035,0.0038,0.00415,0.00453
28,0.00028,0.00035,0.00042,0.00049,0.00057,0.00065,0.00075,0.00086,0.00099,0.00116,0.00133,0.00151,0.00174,0.00193,0.00211,0.0023,0.00249,0.00269,0.00293,0.00321,0.0035,0.0038,0.00414,0.00453,0.00495
29,0.00029,0.00037,0.00046,0.00053,0.00062,0.00072,0.00083,0.00095,0.0011,0.00128,0.00145,0.00164,0.00186,0.00205,0.00223,0.00243,0.00265,0.0029,0.00318,0.00348,0.0038,0.00414,0.00453,0.00495,0.00543
30,0.00029,0.00039,0.0005,0.0006,0.00069,0.0008,0.00091,0.00105,0.00121,0.0014,0.00158,0.00176,0.00198,0.00217,0.00235,0.00258,0.00286,0.00315,0.00346,0.00378,0.00414,0.00453,0.00495,0.00542,0.00595
31,0.0003,0.00042,0.00054,0.00066,0.00077,0.00088,0.00101,0.00116,0.00134,0.00153,0.00171,0.00187,0.0021,0.00229,0.0025,0.00278,0.00311,0.00342,0.00377,0.00412,0.00453,0.00495,0.00542,0.00595,0.00654
32,0.00032,0.00045,0.00059,0.00072,0.00085,0.00098,0.00111,0.00127,0.00145,0.00165,0.00183,0.00199,0.00222,0.00244,0.0027,0.00302,0.00338,0.00373,0.0041,0.0045,0.00494,0.00542,0.00594,0.00653,0.00721
33,0.00033,0.00048,0.00065,0.00079,0.00093,0.00107,0.00121,0.00138,0.00157,0.00177,0.00193,0.00211,0.00238,0.00265,0.00295,0.00329,0.00369,0.00406,0.00447,0.00492,0.00542,0.00594,0.00653,0.0072,0.00797
34,0.00035,0.00052,0.00071,0.00086,0.00101,0.00116,0.00131,0.00149,0.00168,0.00186,0.00203,0.00228,0.00259,0.00289,0.00322,0.0036,0.00402,0.00444,0.0049,0.0054,0.00594,0.00653,0.0072,0.00797,0.00883
35,0.00038,0.00057,0.00078,0.00094,0.00109,0.00125,0.00142,0.0016,0.00177,0.00195,0.00222,0.00251,0.00283,0.00317,0.00352,0.00395,0.00439,0.00486,0.00539,0.00593,0.00652,0.00719,0.00796,0.00882,0.00978
36,0.0004,0.00061,0.00085,0.00102,0.00118,0.00135,0.00152,0.00169,0.00185,0.00214,0.00246,0.00275,0.00309,0.00347,0.00386,0.00433,0.00482,0.00535,0.00593,0.00652,0.00719,0.00796,0.00882,0.00978,0.01086
37,0.00044,0.00067,0.00093,0.00111,0.00128,0.00145,0.00161,0.00176,0.00203,0.0024,0.0027,0.00301,0.0034,0.00381,0.00425,0.00475,0.00531,0.00589,0.00651,0.00718,0.00796,0.00882,0.00977,0.01086,0.01208
38,0.00047,0.00073,0.00101,0.0012,0.00137,0.00154,0.00169,0.00194,0.0023,0.00264,0.00297,0.00332,0.00374,0.0042,0.00469,0.00524,0.00586,0.00648,0.00717,0.00795,0.00882,0.00977,0.01086,0.01208,0.01343
39,0.00051,0.00078,0.00109,0.00129,0.00146,0.00162,0.00186,0.00221,0.00254,0.00292,0.00328,0.00366,0.00413,0.00464,0.00517,0.0058,0.00645,0.00714,0.00794,0.00881,0.00977,0.01086,0.01208,0.01343,0.01491
40,0.00055,0.00085,0.00116,0.00137,0.00155,0.00178,0.00211,0.00245,0.00281,0.00321,0.00362,0.00405,0.00458,0.00514,0.00573,0.0064,0.00711,0.00792,0.0088,0.00976,0.01086,0.01208,0.01343,0.01491,0.01653
41,0.00058,0.0009,0.00123,0.00146,0.00168,0.00199,0.00234,0.0027,0.00311,0.00355,0.004,0.00449,0.00507,0.00569,0.00633,0.00708,0.00791,0.0088,0.00975,0.01085,0.01208,0.01343,0.01491,0.01652,0.01828
42,0.00061,0.00096,0.0013,0.00158,0.00185,0.00221,0.00259,0.003,0.00344,0.00393,0.00443,0.00498,0.00562,0.00629,0.00701,0.00787,0.00879,0.00975,0.01083,0.01206,0.01343,0.01491,0.01651,0.01828,0.02016
43,0.00065,0.00102,0.0014,0.00173,0.00205,0.00245,0.00287,0.00332,0.00381,0.00436,0.00492,0.00552,0.00621,0.00696,0.00778,0.00876,0.00974,0.01083,0.01205,0.0134,0.0149,0.01651,0.01828,0.02016,0.02214
44,0.00068,0.00108,0.00152,0.00191,0.00228,0.00272,0.00318,0.00368,0.00422,0.00483,0.00545,0.0061,0.00688,0.00773,0.00866,0.00973,0.01081,0.01204,0.0134,0.01488,0.0165,0.01827,0.02016,0.02213,0.02423
45,0.00072,0.00118,0.00166,0.0021,0.00252,0.00302,0.00353,0.00407,0.00467,0.00537,0.00602,0.00675,0.00766,0.0086,0.00963,0.0108,0.01203,0.0134,0.01487,0.01646,0.01827,0.02016,0.02213,0.02422,0.02649
46,0.00077,0.00128,0.00182,0.00233,0.00281,0.00335,0.00391,0.00451,0.00519,0.00592,0.00667,0.00755,0.00853,0.00958,0.01073,0.012,0.01339,0.01486,0.01644,0.01819,0.02015,0.02213,0.02422,0.02647,0.02902
47,0.00083,0.00139,0.00199,0.00259,0.00312,0.00371,0.00433,0.005,0.00572,0.00655,0.00749,0.00845,0.00951,0.01068,0.01195,0.01336,0.01485,0.01643,0.01816,0.02007,0.02213,0.02421,0.02645,0.029,0.03178
48,0.0009,0.0015,0.00221,0.00289,0.00349,0.00412,0.0048,0.00551,0.00633,0.00738,0.00839,0.0094,0.0106,0.01188,0.01328,0.0148,0.01642,0.01816,0.02001,0.02202,0.0242,0.02643,0.02897,0.03175,0.03474
49,0.00097,0.00164,0.00244,0.00323,0.00388,0.00457,0.0053,0.00609,0.0072,0.00833,0.00934,0.01046,0.01178,0.01319,0.01469,0.01634,0.01815,0.02,0.02197,0.02405,0.02641,0.02894,0.03173,0.03473,0.03792
50,0.00105,0.00179,0.00271,0.00361,0.00433,0.00507,0.00588,0.00695,0.00818,0.00928,0.0104,0.01163,0.01308,0.01461,0.01622,0.01806,0.02,0.02195,0.02402,0.0262,0.02891,0.0317,0.03471,0.0379,0.04133
51,0.00114,0.00196,0.00302,0.00405,0.00484,0.00565,0.00672,0.00793,0.00911,0.01035,0.0116,0.01298,0.01451,0.01614,0.01795,0.01993,0.02194,0.02397,0.02615,0.02863,0.03167,0.0347,0.03787,0.0413,0.04492
52,0.00124,0.00215,0.00338,0.00455,0.00543,0.00645,0.00767,0.00888,0.01016,0.01156,0.01294,0.01445,0.01605,0.01789,0.01985,0.0219,0.02393,0.0261,0.02858,0.03136,0.03468,0.03784,0.04127,0.04488,0.04866
53,0.00136,0.00236,0.00379,0.00511,0.00615,0.00734,0.00859,0.00995,0.01136,0.0129,0.0144,0.01601,0.01782,0.0198,0.02185,0.02389,0.02605,0.02853,0.03132,0.03449,0.03781,0.04124,0.04485,0.04858,0.05262
54,0.00149,0.00261,0.00424,0.00575,0.00698,0.00825,0.00963,0.01113,0.01269,0.01435,0.01598,0.01778,0.01976,0.02181,0.02385,0.026,0.02848,0.03128,0.03443,0.03775,0.04121,0.04481,0.04849,0.05251,0.05694
55,0.00162,0.00288,0.00476,0.00646,0.00785,0.00925,0.01079,0.01245,0.01414,0.01591,0.01776,0.01969,0.02178,0.02381,0.02595,0.02843,0.03122,0.03439,0.03763,0.04118,0.04478,0.04841,0.05239,0.05687,0.06194
56,0.00178,0.00319,0.00533,0.00726,0.00883,0.01038,0.01207,0.01389,0.01569,0.01767,0.01964,0.02168,0.02372,0.0259,0.02838,0.03118,0.03436,0.03757,0.04103,0.04474,0.04833,0.05228,0.05679,0.06194,0.06784
57,0.00195,0.00354,0.00597,0.00815,0.00991,0.01161,0.01346,0.01543,0.01743,0.01953,0.0216,0.02356,0.02576,0.02833,0.03107,0.03428,0.0375,0.04097,0.04458,0.04825,0.05217,0.0567,0.06192,0.06784,0.0745
58,0.00215,0.00394,0.00667,0.00912,0.01109,0.01296,0.01495,0.01705,0.01927,0.02149,0.02347,0.0256,0.02825,0.031,0.03413,0.03736,0.04091,0.04453,0.04805,0.05205,0.05661,0.06189,0.06784,0.0745,0.08233
59,0.00236,0.00438,0.00743,0.01019,0.01239,0.01439,0.01653,0.01877,0.02112,0.02335,0.02551,0.02815,0.03092,0.03406,0.03722,0.04079,0.04447,0.04794,0.05181,0.05653,0.06187,0.06783,0.0745,0.08233,0.09132
60,0.0026,0.00488,0.00824,0.01134,0.01377,0.01592,0.0181,0.02047,0.02296,0.02537,0.02808,0.03082,0.03394,0.03713,0.04068,0.04435,0.04783,0.05163,0.05632,0.06184,0.0678,0.0745,0.08233,0.09132,0.10058
61,0.00287,0.00543,0.00911,0.01256,0.01524,0.01743,0.01962,0.02209,0.02469,0.02758,0.03036,0.03323,0.03696,0.04055,0.0442,0.04761,0.05146,0.05615,0.06175,0.06778,0.07448,0.08233,0.09132,0.10058,0.11146
62,0.00316,0.00603,0.01003,0.01386,0.01679,0.01904,0.02118,0.02364,0.02643,0.02938,0.03224,0.03543,0.03951,0.04404,0.04736,0.05113,0.05596,0.06162,0.06772,0.0744,0.08233,0.09132,0.10058,0.11146,0.12399
63,0.00348,0.00668,0.011,0.01524,0.01843,0.0207,0.0229,0.02552,0.02843,0.03125,0.03435,0.03779,0.04181,0.04695,0.05062,0.05553,0.06142,0.06758,0.07429,0.08226,0.09132,0.10058,0.11146,0.12399,0.13691
64,0.00382,0.00736,0.01204,0.01672,0.02013,0.02244,0.02495,0.02775,0.0306,0.03383,0.03713,0.04046,0.04428,0.04995,0.05473,0.0609,0.06722,0.07418,0.08214,0.09132,0.10058,0.11146,0.12399,0.13691,0.1508
65,0.00418,0.00808,0.01316,0.01835,0.02196,0.02451,0.02722,0.03003,0.03317,0.03697,0.04023,0.04363,0.04705,0.0532,0.05957,0.06656,0.07386,0.08205,0.09126,0.10058,0.11146,0.12399,0.13691,0.1508,0.16534
66,0.00456,0.00885,0.0144,0.02017,0.02403,0.02677,0.02955,0.0327,0.03628,0.04006,0.0434,0.04677,0.05053,0.05758,0.06525,0.07332,0.08198,0.09116,0.10058,0.11146,0.12399,0.13691,0.1508,0.16534,0.18016
67,0.00496,0.00966,0.01579,0.02223,0.02628,0.0291,0.03228,0.03583,0.03951,0.04318,0.04651,0.05035,0.05618,0.06362,0.07258,0.08134,0.09108,0.1004,0.11146,0.12399,0.13691,0.1508,0.16534,0.18016,0.19501
68,0.0054,0.01055,0.01737,0.02457,0.02861,0.03181,0.03545,0.03908,0.04257,0.04624,0.05017,0.05592,0.06316,0.07102,0.0807,0.09006,0.10024,0.11118,0.12399,0.13691,0.1508,0.16534,0.18016,0.19501,0.20987
69,0.00589,0.01152,0.01916,0.02718,0.03127,0.03497,0.03866,0.0421,0.04572,0.05001,0.05565,0.0627,0.07038,0.07918,0.08941,0.09935,0.11097,0.12382,0.13691,0.1508,0.16534,0.18016,0.19501,0.20987,0.22418
70,0.00643,0.01259,0.02118,0.03006,0.03443,0.03817,0.04159,0.04515,0.04965,0.05532,0.06224,0.06987,0.07779,0.08768,0.09857,0.11032,0.12366,0.13691,0.1508,0.16534,0.18016,0.19501,0.20987,0.22418,0.23755
71,0.00704,0.01376,0.0234,0.03314,0.03759,0.04103,0.04452,0.04899,0.05468,0.06151,0.06931,0.07745,0.08588,0.09654,0.10897,0.12321,0.13681,0.1508,0.16534,0.18016,0.19501,0.20987,0.22418,0.23755,0.25228
72,0.00772,0.01504,0.02583,0.03622,0.04022,0.04362,0.04816,0.05367,0.06039,0.0683,0.07595,0.08484,0.09478,0.10655,0.12188,0.13642,0.15072,0.16534,0.18016,0.19501,0.20987,0.22418,0.23755,0.25228,0.26967
73,0.00848,0.01643,0.02844,0.03866,0.04259,0.04707,0.05252,0.05894,0.06664,0.07469,0.08264,0.09246,0.10377,0.12013,0.13573,0.15021,0.16534,0.18016,0.19501,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821
74,0.00931,0.01793,0.03123,0.04057,0.04577,0.05132,0.05708,0.06454,0.07285,0.08149,0.09036,0.10236,0.11778,0.13481,0.14957,0.16508,0.18016,0.19501,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776
75,0.01022,0.01955,0.03385,0.04335,0.04956,0.05572,0.06244,0.07104,0.07973,0.08934,0.10017,0.1172,0.13375,0.14841,0.16476,0.18016,0.19501,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787
76,0.0112,0.0213,0.03628,0.04716,0.05387,0.06096,0.06863,0.07885,0.08772,0.09896,0.11545,0.13228,0.147,0.16408,0.18016,0.19501,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966
77,0.01228,0.02323,0.03886,0.05143,0.05905,0.06639,0.07559,0.08676,0.09715,0.11202,0.13058,0.14489,0.1626,0.18016,0.19501,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358
78,0.01348,0.02534,0.04168,0.05621,0.06528,0.07181,0.08324,0.09608,0.1092,0.12499,0.14247,0.16028,0.17942,0.19501,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715
79,0.01481,0.02775,0.04475,0.06188,0.07141,0.07834,0.09213,0.10741,0.12095,0.13804,0.15738,0.1782,0.19501,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998
80,0.01634,0.03049,0.04835,0.06745,0.07686,0.08665,0.10244,0.11824,0.13161,0.15355,0.17572,0.19501,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167
81,0.01809,0.03361,0.05255,0.07237,0.08271,0.09553,0.11214,0.12792,0.14625,0.1717,0.19404,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182
82,0.02013,0.03717,0.05713,0.07751,0.08898,0.10345,0.12044,0.14074,0.16627,0.19213,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318
83,0.02248,0.04115,0.06206,0.08286,0.09552,0.11061,0.13185,0.15944,0.18926,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931
84,0.02517,0.04558,0.06732,0.08834,0.1018,0.1214,0.15039,0.18342,0.20987,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683
85,0.02821,0.05046,0.07286,0.09372,0.10901,0.13894,0.17458,0.20739,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658
86,0.03161,0.05577,0.07844,0.09876,0.12387,0.1618,0.20244,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629
87,0.03541,0.06148,0.0839,0.10774,0.14595,0.19513,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837
88,0.03958,0.06768,0.08912,0.12467,0.17518,0.22418,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212
89,0.04407,0.07424,0.09782,0.14742,0.2117,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976
90,0.04984,0.08103,0.12571,0.19333,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488
91,0.05899,0.10285,0.18739,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488,0.77404
92,0.07307,0.14397,0.23755,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488,0.77404,0.81515
93,0.09268,0.17783,0.25228,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488,0.77404,0.81515,0.85826
94,0.11839,0.2219,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488,0.77404,0.81515,0.85826,0.90342
95,0.15161,0.26967,0.28821,0.30776,0.32787,0.34966,0.37358,0.39715,0.41998,0.44167,0.46182,0.48318,0.50931,0.53683,0.5658,0.59629,0.62837,0.66212,0.6976,0.73488,0.77404,0.81515,0.85826,0.90342,0.95067

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Smoker Gender-Blended, 40%, Male, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00052,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00113,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00129,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00146,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00163,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00181,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00198,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00215,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00232,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00247,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0026,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00278,,,,,,,,,,,,,,,,,,,,,,,,
46,0.003,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00324,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00351,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00381,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00415,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00453,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00495,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00543,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00595,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00654,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00721,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00797,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00883,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00978,,,,,,,,,,,,,,,,,,,,,,,,
60,0.01086,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01208,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01343,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01491,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01653,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01829,,,,,,,,,,,,,,,,,,,,,,,,
66,0.02016,,,,,,,,,,,,,,,,,,,,,,,,
67,0.02214,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02423,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02651,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02905,,,,,,,,,,,,,,,,,,,,,,,,
71,0.03181,,,,,,,,,,,,,,,,,,,,,,,,
72,0.03476,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03795,,,,,,,,,,,,,,,,,,,,,,,,
74,0.04136,,,,,,,,,,,,,,,,,,,,,,,,
75,0.04496,,,,,,,,,,,,,,,,,,,,,,,,
76,0.04874,,,,,,,,,,,,,,,,,,,,,,,,
77,0.05273,,,,,,,,,,,,,,,,,,,,,,,,
78,0.05701,,,,,,,,,,,,,,,,,,,,,,,,
79,0.06194,,,,,,,,,,,,,,,,,,,,,,,,
80,0.06784,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0745,,,,,,,,,,,,,,,,,,,,,,,,
82,0.08233,,,,,,,,,,,,,,,,,,,,,,,,
83,0.09132,,,,,,,,,,,,,,,,,,,,,,,,
