Table Name:,2017 Loaded CSO Smoker Gender-Blended 50% Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00034,0.00038,0.00042,0.00047,0.00052,0.00058,0.00066,0.00074,0.00084,0.00097,0.0011,0.00125,0.00147,0.00168,0.00187,0.00208,0.00229,0.00247,0.00265,0.00285,0.00309,0.00334,0.00362,0.00392,0.00426
27,0.00031,0.00037,0.00043,0.00048,0.00055,0.00062,0.00071,0.0008,0.00092,0.00106,0.00121,0.00139,0.00162,0.00184,0.00204,0.00224,0.00245,0.00263,0.00282,0.00308,0.00334,0.00361,0.00392,0.00426,0.00465
28,0.0003,0.00038,0.00044,0.00051,0.00059,0.00068,0.00077,0.00088,0.00101,0.00117,0.00134,0.00153,0.00177,0.00198,0.00218,0.00238,0.00259,0.0028,0.00305,0.00332,0.00361,0.00392,0.00426,0.00465,0.00507
29,0.0003,0.0004,0.00048,0.00056,0.00065,0.00075,0.00085,0.00097,0.00112,0.00129,0.00147,0.00166,0.0019,0.00211,0.00231,0.00251,0.00275,0.00301,0.00329,0.0036,0.00391,0.00426,0.00465,0.00507,0.00555
30,0.00031,0.00042,0.00053,0.00063,0.00072,0.00083,0.00094,0.00107,0.00123,0.00142,0.00161,0.00179,0.00203,0.00223,0.00242,0.00267,0.00296,0.00326,0.00357,0.0039,0.00425,0.00464,0.00507,0.00555,0.00608
31,0.00032,0.00045,0.00058,0.00069,0.0008,0.00091,0.00103,0.00118,0.00136,0.00156,0.00174,0.00191,0.00215,0.00235,0.00257,0.00287,0.00321,0.00353,0.00389,0.00424,0.00464,0.00507,0.00555,0.00608,0.00668
32,0.00033,0.00048,0.00063,0.00076,0.00088,0.001,0.00113,0.00129,0.00148,0.00169,0.00187,0.00204,0.00227,0.00251,0.00278,0.00311,0.00348,0.00384,0.00422,0.00462,0.00506,0.00554,0.00607,0.00667,0.00736
33,0.00035,0.00051,0.00068,0.00082,0.00096,0.0011,0.00124,0.00141,0.0016,0.00181,0.00197,0.00216,0.00243,0.00272,0.00302,0.00338,0.00379,0.00418,0.0046,0.00505,0.00554,0.00607,0.00667,0.00735,0.00813
34,0.00036,0.00054,0.00074,0.00089,0.00103,0.00119,0.00134,0.00153,0.00172,0.00191,0.00207,0.00232,0.00264,0.00295,0.00329,0.00369,0.00413,0.00455,0.00503,0.00552,0.00607,0.00666,0.00734,0.00812,0.009
35,0.00039,0.00059,0.00081,0.00096,0.00112,0.00128,0.00145,0.00164,0.00182,0.00199,0.00225,0.00255,0.00288,0.00323,0.00359,0.00404,0.0045,0.00498,0.00552,0.00606,0.00666,0.00734,0.00812,0.00899,0.00997
36,0.00041,0.00063,0.00088,0.00104,0.00121,0.00138,0.00156,0.00174,0.00189,0.00217,0.00249,0.00279,0.00314,0.00353,0.00394,0.00442,0.00493,0.00547,0.00606,0.00665,0.00733,0.00812,0.00899,0.00997,0.01108
37,0.00044,0.00069,0.00096,0.00113,0.00131,0.00149,0.00166,0.0018,0.00206,0.00243,0.00273,0.00305,0.00345,0.00387,0.00433,0.00485,0.00542,0.00601,0.00665,0.00732,0.00811,0.00899,0.00996,0.01108,0.01233
38,0.00048,0.00075,0.00104,0.00123,0.00141,0.00158,0.00173,0.00197,0.00233,0.00267,0.003,0.00336,0.0038,0.00427,0.00477,0.00534,0.00597,0.0066,0.00731,0.0081,0.00899,0.00996,0.01107,0.01232,0.01371
39,0.00052,0.00081,0.00112,0.00132,0.0015,0.00166,0.00189,0.00223,0.00257,0.00295,0.00331,0.00371,0.00419,0.00471,0.00526,0.0059,0.00657,0.00727,0.0081,0.00898,0.00996,0.01107,0.01232,0.01371,0.01523
40,0.00056,0.00088,0.0012,0.00141,0.00159,0.00181,0.00214,0.00248,0.00284,0.00325,0.00366,0.0041,0.00464,0.00522,0.00582,0.00651,0.00723,0.00807,0.00897,0.00995,0.01107,0.01232,0.01371,0.01523,0.01689
41,0.0006,0.00094,0.00127,0.0015,0.00172,0.00203,0.00238,0.00274,0.00315,0.00359,0.00405,0.00455,0.00515,0.00578,0.00644,0.00719,0.00805,0.00897,0.00994,0.01106,0.01232,0.01371,0.01523,0.01689,0.0187
42,0.00063,0.001,0.00135,0.00162,0.0019,0.00225,0.00264,0.00305,0.00349,0.00398,0.00448,0.00504,0.00571,0.00639,0.00713,0.00801,0.00896,0.00994,0.01105,0.0123,0.01371,0.01523,0.01688,0.0187,0.02063
43,0.00067,0.00106,0.00144,0.00178,0.0021,0.0025,0.00293,0.00337,0.00386,0.00441,0.00498,0.0056,0.00632,0.00708,0.00792,0.00892,0.00993,0.01104,0.01229,0.01369,0.01522,0.01687,0.01869,0.02063,0.02266
44,0.00071,0.00113,0.00157,0.00196,0.00234,0.00278,0.00325,0.00374,0.00428,0.00489,0.00553,0.0062,0.00701,0.00787,0.00882,0.00992,0.01103,0.01229,0.01369,0.0152,0.01686,0.01869,0.02063,0.02266,0.02481
45,0.00075,0.00123,0.00171,0.00216,0.00259,0.00309,0.0036,0.00414,0.00474,0.00544,0.00612,0.00688,0.00781,0.00877,0.00982,0.01102,0.01228,0.01368,0.01519,0.01682,0.01868,0.02063,0.02266,0.0248,0.02714
46,0.00081,0.00133,0.00187,0.00239,0.00289,0.00343,0.00399,0.00458,0.00526,0.00601,0.00679,0.00771,0.0087,0.00978,0.01096,0.01226,0.01368,0.01519,0.01681,0.01861,0.02062,0.02265,0.0248,0.02712,0.02976
47,0.00087,0.00145,0.00206,0.00266,0.00321,0.0038,0.00442,0.00508,0.00581,0.00667,0.00764,0.00864,0.00972,0.01091,0.01221,0.01365,0.01518,0.0168,0.01859,0.02055,0.02265,0.02479,0.02709,0.02972,0.03263
48,0.00094,0.00157,0.00228,0.00297,0.00359,0.00422,0.00489,0.00561,0.00644,0.00754,0.00859,0.00963,0.01084,0.01216,0.01358,0.01513,0.01679,0.01858,0.0205,0.02256,0.02478,0.02707,0.02969,0.0326,0.03574
49,0.00102,0.00171,0.00253,0.00333,0.004,0.00468,0.0054,0.0062,0.00736,0.00854,0.00957,0.01072,0.01207,0.01351,0.01504,0.01672,0.01858,0.02049,0.02252,0.02465,0.02704,0.02965,0.03256,0.03572,0.03907
50,0.00111,0.00187,0.00281,0.00373,0.00446,0.00519,0.00601,0.00712,0.00841,0.00952,0.01067,0.01194,0.01342,0.01497,0.01662,0.0185,0.02049,0.0225,0.02461,0.02686,0.02961,0.03253,0.0357,0.03904,0.04262
51,0.0012,0.00205,0.00314,0.0042,0.00499,0.0058,0.00691,0.00818,0.00937,0.01062,0.01191,0.01333,0.01489,0.01655,0.0184,0.02043,0.02249,0.02456,0.0268,0.02937,0.0325,0.03568,0.039,0.04258,0.04632
52,0.00131,0.00225,0.00352,0.00472,0.0056,0.00666,0.00792,0.00916,0.01046,0.01187,0.01329,0.01484,0.01647,0.01835,0.02036,0.02245,0.02451,0.02674,0.02931,0.03223,0.03566,0.03897,0.04255,0.04628,0.05012
53,0.00143,0.00248,0.00396,0.00532,0.00637,0.00761,0.00889,0.01027,0.0117,0.01325,0.01479,0.01643,0.01829,0.02031,0.02241,0.02447,0.02668,0.02926,0.03218,0.0355,0.03893,0.04251,0.04623,0.05002,0.05411
54,0.00157,0.00274,0.00445,0.006,0.00725,0.00855,0.00997,0.01151,0.01308,0.01475,0.0164,0.01825,0.02027,0.02237,0.02442,0.02662,0.02921,0.03213,0.03544,0.03887,0.04247,0.04619,0.04992,0.05397,0.05844
55,0.00172,0.00303,0.00501,0.00676,0.00817,0.0096,0.01118,0.01287,0.01457,0.01634,0.01824,0.02021,0.02234,0.02437,0.02656,0.02916,0.03208,0.0354,0.03876,0.04244,0.04614,0.04982,0.05382,0.05836,0.0634
56,0.00189,0.00336,0.00563,0.00762,0.00919,0.01078,0.0125,0.01436,0.01616,0.01815,0.02017,0.02225,0.02429,0.0265,0.0291,0.03203,0.03537,0.03869,0.0423,0.0461,0.04971,0.05368,0.05825,0.0634,0.06914
57,0.00208,0.00373,0.00631,0.00855,0.01031,0.01205,0.01394,0.01594,0.01795,0.02006,0.02217,0.02414,0.02636,0.02905,0.03193,0.03529,0.03863,0.04224,0.04595,0.04961,0.05354,0.05814,0.06337,0.06914,0.07557
58,0.00229,0.00415,0.00706,0.00958,0.01154,0.01343,0.01546,0.01759,0.01984,0.02208,0.02405,0.02621,0.02897,0.03186,0.03516,0.0385,0.04217,0.04589,0.04941,0.0534,0.05804,0.06334,0.06914,0.07557,0.08321
59,0.00252,0.00462,0.00786,0.01069,0.01287,0.0149,0.01707,0.01933,0.02172,0.02394,0.02612,0.02887,0.03178,0.0351,0.03837,0.04206,0.04583,0.04928,0.05315,0.05793,0.06331,0.06913,0.07557,0.08321,0.09216
60,0.00278,0.00515,0.00871,0.01188,0.01427,0.01644,0.01863,0.02103,0.02355,0.02598,0.0288,0.03168,0.03499,0.03828,0.04195,0.04572,0.04916,0.05295,0.05772,0.06327,0.06909,0.07557,0.08321,0.09216,0.10152
61,0.00307,0.00573,0.0096,0.01313,0.01574,0.01793,0.02009,0.02259,0.02524,0.02823,0.03114,0.03417,0.03813,0.04183,0.04558,0.04894,0.05277,0.05754,0.06319,0.06907,0.07554,0.08321,0.09216,0.10152,0.11247
62,0.00338,0.00637,0.01054,0.01444,0.01728,0.01951,0.02157,0.02405,0.02689,0.02997,0.03298,0.03629,0.0406,0.04542,0.0487,0.05244,0.05735,0.06306,0.06899,0.07544,0.08321,0.09216,0.10152,0.11247,0.12502
63,0.00372,0.00704,0.01152,0.01582,0.0189,0.02112,0.02324,0.02587,0.02888,0.03181,0.03502,0.03851,0.04277,0.04833,0.05197,0.05696,0.06289,0.06885,0.0753,0.08312,0.09216,0.10152,0.11247,0.12502,0.13811
64,0.00408,0.00775,0.01255,0.01728,0.02056,0.02281,0.02529,0.02815,0.03111,0.03442,0.03778,0.04112,0.04519,0.05136,0.05625,0.06245,0.06852,0.07517,0.08297,0.09216,0.10152,0.11247,0.12502,0.13811,0.15218
65,0.00447,0.00848,0.01365,0.01887,0.02237,0.02489,0.02762,0.03052,0.0337,0.03761,0.04088,0.0444,0.04799,0.0546,0.06118,0.06795,0.07486,0.08286,0.09208,0.10152,0.11247,0.12502,0.13811,0.15218,0.16689
66,0.00486,0.00926,0.01486,0.02066,0.02444,0.0272,0.03004,0.03325,0.03686,0.0407,0.04414,0.04768,0.05142,0.05885,0.06659,0.07436,0.08277,0.09196,0.10152,0.11247,0.12502,0.13811,0.15218,0.16689,0.18187
67,0.00529,0.01009,0.01621,0.02271,0.02674,0.02963,0.03286,0.03642,0.04012,0.04388,0.04738,0.05123,0.05713,0.0646,0.07351,0.08207,0.09186,0.1013,0.11247,0.12502,0.13811,0.15218,0.16689,0.18187,0.19682
68,0.00575,0.01099,0.01776,0.02505,0.02916,0.03242,0.03606,0.0397,0.04324,0.04707,0.05105,0.05682,0.06407,0.07164,0.08135,0.0907,0.10111,0.11212,0.12502,0.13811,0.15218,0.16689,0.18187,0.19682,0.2117
69,0.00626,0.01198,0.01952,0.02767,0.0319,0.03561,0.03931,0.0428,0.04654,0.05088,0.05651,0.06355,0.07091,0.07955,0.09003,0.10007,0.11185,0.1248,0.13811,0.15218,0.16689,0.18187,0.19682,0.2117,0.22597
70,0.00683,0.01308,0.0215,0.03056,0.03509,0.03884,0.04234,0.04604,0.05056,0.05615,0.06302,0.07035,0.07797,0.08799,0.09926,0.11104,0.1246,0.13811,0.15218,0.16689,0.18187,0.19682,0.2117,0.22597,0.23921
71,0.00748,0.01429,0.02368,0.03366,0.03829,0.04183,0.04548,0.05,0.0556,0.06227,0.06978,0.07758,0.08593,0.09689,0.10966,0.12404,0.13799,0.15218,0.16689,0.18187,0.19682,0.2117,0.22597,0.23921,0.25372
72,0.0082,0.01561,0.02606,0.03676,0.04103,0.04463,0.04925,0.05464,0.06118,0.06878,0.07622,0.08486,0.09486,0.10684,0.1226,0.13749,0.15208,0.16689,0.18187,0.19682,0.2117,0.22597,0.23921,0.25372,0.27098
73,0.00901,0.01703,0.0286,0.03931,0.04363,0.04821,0.05353,0.05973,0.06709,0.07496,0.08294,0.09249,0.10389,0.12057,0.13663,0.15145,0.16689,0.18187,0.19682,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948
74,0.00989,0.01856,0.0313,0.04143,0.04693,0.05239,0.05779,0.06489,0.0731,0.08179,0.09069,0.10242,0.11811,0.13559,0.15064,0.16657,0.18187,0.19682,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917
75,0.01085,0.02019,0.03387,0.04427,0.05057,0.05651,0.06274,0.07108,0.08,0.08967,0.10053,0.11741,0.13437,0.14935,0.16616,0.18187,0.19682,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296
76,0.01188,0.02195,0.0363,0.04799,0.05466,0.06142,0.06874,0.07889,0.08802,0.09932,0.11567,0.13268,0.14775,0.1654,0.18187,0.19682,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154
77,0.013,0.02387,0.03889,0.0521,0.0596,0.06669,0.07572,0.08681,0.09748,0.11242,0.13072,0.14542,0.16377,0.18187,0.19682,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516
78,0.01424,0.02597,0.0417,0.05668,0.06564,0.07214,0.08338,0.09613,0.10956,0.12544,0.14275,0.16127,0.18108,0.19682,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847
79,0.01562,0.02834,0.04477,0.06208,0.07172,0.07869,0.09228,0.10746,0.12136,0.1383,0.15814,0.1798,0.19682,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105
80,0.01718,0.03103,0.04838,0.0675,0.0772,0.08705,0.10261,0.1183,0.13205,0.15403,0.17722,0.19682,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251
81,0.01897,0.0341,0.05258,0.07242,0.08307,0.09597,0.11233,0.12798,0.14684,0.17307,0.19585,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247
82,0.02106,0.03764,0.05717,0.07756,0.08937,0.10392,0.12064,0.14095,0.16747,0.19392,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837
83,0.02349,0.04158,0.0621,0.08292,0.09594,0.11111,0.13206,0.16043,0.19104,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983
84,0.02625,0.04596,0.06736,0.0884,0.10224,0.12169,0.15128,0.18518,0.2117,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733
85,0.02937,0.05077,0.0729,0.09378,0.10948,0.13986,0.1763,0.2092,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628
86,0.03286,0.05601,0.07848,0.09883,0.12516,0.16363,0.20423,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628,0.59675
87,0.03674,0.06162,0.08395,0.10827,0.14788,0.19687,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628,0.59675,0.62881
88,0.04099,0.06773,0.08917,0.12598,0.17654,0.22597,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628,0.59675,0.62881,0.66252
89,0.04554,0.07427,0.09807,0.14934,0.21307,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628,0.59675,0.62881,0.66252,0.69797
90,0.05133,0.0815,0.12771,0.19534,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628,0.59675,0.62881,0.66252,0.69797,0.73521
91,0.06044,0.10399,0.19013,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628,0.59675,0.62881,0.66252,0.69797,0.73521,0.77433
92,0.07445,0.14539,0.23921,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628,0.59675,0.62881,0.66252,0.69797,0.73521,0.77433,0.81539
93,0.09399,0.17925,0.25372,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628,0.59675,0.62881,0.66252,0.69797,0.73521,0.77433,0.81539,0.85845
94,0.11957,0.2232,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628,0.59675,0.62881,0.66252,0.69797,0.73521,0.77433,0.81539,0.85845,0.90355
95,0.15265,0.27098,0.28948,0.30917,0.3296,0.35154,0.37516,0.39847,0.42105,0.44251,0.46247,0.4837,0.50983,0.53733,0.56628,0.59675,0.62881,0.66252,0.69797,0.73521,0.77433,0.81539,0.85845,0.90355,0.95074

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Smoker Gender-Blended, 50%, Male, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00059,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00061,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00066,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0007,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00106,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00118,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00133,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0015,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00167,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00186,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00205,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00224,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00242,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00258,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00272,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00289,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00311,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00336,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00363,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00393,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00427,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00465,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00508,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00555,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00608,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00668,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00736,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00813,,,,,,,,,,,,,,,,,,,,,,,,
58,0.009,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00997,,,,,,,,,,,,,,,,,,,,,,,,
60,0.01108,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01233,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01371,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01523,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0169,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01871,,,,,,,,,,,,,,,,,,,,,,,,
66,0.02063,,,,,,,,,,,,,,,,,,,,,,,,
67,0.02266,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02482,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02716,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02979,,,,,,,,,,,,,,,,,,,,,,,,
71,0.03267,,,,,,,,,,,,,,,,,,,,,,,,
72,0.03576,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03911,,,,,,,,,,,,,,,,,,,,,,,,
74,0.04266,,,,,,,,,,,,,,,,,,,,,,,,
75,0.04637,,,,,,,,,,,,,,,,,,,,,,,,
76,0.05022,,,,,,,,,,,,,,,,,,,,,,,,
77,0.05425,,,,,,,,,,,,,,,,,,,,,,,,
78,0.05853,,,,,,,,,,,,,,,,,,,,,,,,
79,0.0634,,,,,,,,,,,,,,,,,,,,,,,,
80,0.06914,,,,,,,,,,,,,,,,,,,,,,,,
81,0.07557,,,,,,,,,,,,,,,,,,,,,,,,
82,0.08321,,,,,,,,,,,,,,,,,,,,,,,,
83,0.09216,,,,,,,,,,,,,,,,,,,,,,,,
