Table Name:,2015 VBT Male Non-Smoker RR110 ALB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,3243,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"Society of Actuaries website, 2015 Valuation Basic Tables. Accessed: March, 2016 from https://www.soa.org/resources/experience-studies/2015/2015-valuation-basic-tables/",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 Valuation Basic Table (VBT) Relative Risk Table - Male 110%, Non-Smoker, Age Last Birthday. Minimum Age: 18. Maximum Age: 95.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The 2015 VBT was developed based on the mortality experience from the SOA Individual Life Experience Committee studies from the 2002-2009 study period. Additional data from other sources was used to supplement the 2002-2009 experience at younger and older ages where industry experience was sparse.To develop the 2015 VBT table, the mortality was projected from March 1st, 2006 to July 1st, 2015, using recent mortality improvement trends. Data Certified: 07/2018.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Male 110% Non-Smoker, Age Last Birthday, Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.0007,0.00073,0.00075,0.00075,0.00073,0.00072,0.00072,0.00069,0.0006,0.00055,0.00053,0.0005,0.00048,0.00051,0.00055,0.00061,0.0007,0.00081,0.00094,0.00107,0.00117,0.00124,0.0013,0.00138,0.00147
19,0.00063,0.00065,0.00069,0.00066,0.00065,0.00065,0.00064,0.00059,0.00052,0.00049,0.00049,0.00048,0.00048,0.00052,0.00058,0.00063,0.00072,0.00084,0.00097,0.00109,0.0012,0.00127,0.00134,0.00143,0.00152
20,0.00054,0.0006,0.0006,0.00058,0.00056,0.00055,0.00054,0.0005,0.00045,0.00047,0.00046,0.00047,0.00049,0.00054,0.0006,0.00065,0.00075,0.00086,0.00099,0.00112,0.00122,0.00129,0.00136,0.00146,0.00157
21,0.00048,0.00055,0.00049,0.00047,0.00046,0.00045,0.00045,0.00042,0.0004,0.00044,0.00045,0.00047,0.0005,0.00056,0.00062,0.00068,0.00077,0.00089,0.00103,0.00115,0.00123,0.00129,0.00137,0.00148,0.00161
22,0.00043,0.00046,0.00041,0.00039,0.00038,0.00038,0.00037,0.00037,0.00037,0.00042,0.00045,0.00048,0.00052,0.00059,0.00065,0.0007,0.0008,0.00092,0.00106,0.00117,0.00124,0.0013,0.00137,0.0015,0.00166
23,0.00037,0.00038,0.00034,0.00033,0.00033,0.00032,0.00033,0.00034,0.00036,0.00042,0.00046,0.0005,0.00055,0.00062,0.00068,0.00073,0.00084,0.00097,0.0011,0.00118,0.00125,0.0013,0.00138,0.00153,0.00171
24,0.00031,0.00033,0.00029,0.00029,0.00029,0.00029,0.0003,0.00033,0.00036,0.00043,0.00047,0.00052,0.00058,0.00065,0.00071,0.00077,0.00089,0.00102,0.00112,0.00118,0.00125,0.0013,0.00142,0.0016,0.00179
25,0.00027,0.00029,0.00026,0.00026,0.00026,0.00027,0.0003,0.00034,0.00037,0.00044,0.0005,0.00056,0.00061,0.00068,0.00075,0.00083,0.00095,0.00107,0.00115,0.00119,0.00126,0.00135,0.00151,0.0017,0.0019
26,0.00024,0.00025,0.00024,0.00025,0.00026,0.00027,0.00031,0.00035,0.00038,0.00047,0.00054,0.0006,0.00065,0.00073,0.00081,0.00089,0.00102,0.00112,0.00117,0.00122,0.00131,0.00145,0.00163,0.00183,0.00205
