Table Name:,2017 Loaded CSO Composite Gender-Blended 60% Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
5,9E-05,0.0001,0.0001,9E-05,9E-05,9E-05,0.0001,0.00011,0.00013,0.00018,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078
6,0.0001,0.0001,9E-05,9E-05,9E-05,0.0001,0.00011,0.00013,0.00018,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079
7,0.0001,9E-05,9E-05,9E-05,0.0001,0.00011,0.00013,0.00018,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083
8,9E-05,9E-05,9E-05,0.0001,0.00011,0.00013,0.00018,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083,0.00088
9,9E-05,9E-05,0.0001,0.00011,0.00013,0.00018,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083,0.00088,0.00095
10,9E-05,0.0001,0.00011,0.00013,0.00018,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083,0.00088,0.00095,0.00103
11,0.0001,0.00011,0.00013,0.00018,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083,0.00088,0.00095,0.00103,0.00111
12,0.00011,0.00013,0.00018,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083,0.00088,0.00095,0.00103,0.00111,0.00122
13,0.00013,0.00018,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083,0.00088,0.00095,0.00103,0.00111,0.00122,0.00134
14,0.00018,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083,0.00088,0.00095,0.00103,0.00111,0.00122,0.00134,0.00146
15,0.00029,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083,0.00088,0.00095,0.00103,0.00111,0.00122,0.00134,0.00146,0.00157
16,0.00041,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083,0.00088,0.00095,0.00103,0.00111,0.00122,0.00134,0.00146,0.00157,0.00169
17,0.00054,0.00063,0.00065,0.00067,0.00069,0.00071,0.00073,0.00077,0.00079,0.00079,0.00078,0.00077,0.00078,0.00079,0.00083,0.00088,0.00095,0.00103,0.00111,0.00122,0.00134,0.00146,0.00157,0.00169,0.00181
18,0.00063,0.00065,0.00067,0.00069,0.00069,0.00069,0.00071,0.00071,0.00068,0.00066,0.00065,0.00064,0.00064,0.00067,0.00071,0.00078,0.00088,0.00097,0.00109,0.00121,0.00132,0.00145,0.00157,0.0017,0.00183
19,0.00059,0.00062,0.00062,0.00062,0.00063,0.00065,0.00066,0.00064,0.00061,0.00059,0.00061,0.00061,0.00063,0.00067,0.00073,0.00082,0.00091,0.00103,0.00115,0.00128,0.00142,0.00154,0.00167,0.00179,0.0019
20,0.00054,0.00054,0.00058,0.00059,0.00059,0.0006,0.00059,0.00058,0.00056,0.00058,0.00059,0.0006,0.00063,0.00069,0.00078,0.00085,0.00097,0.00109,0.00124,0.00138,0.00151,0.00163,0.00175,0.00186,0.00197
21,0.00046,0.00052,0.00051,0.00051,0.00052,0.00052,0.00053,0.00052,0.00053,0.00055,0.00057,0.00061,0.00065,0.00073,0.00081,0.0009,0.00101,0.00116,0.00131,0.00146,0.00158,0.00169,0.0018,0.00191,0.00201
22,0.00043,0.00046,0.00046,0.00046,0.00046,0.00046,0.00048,0.00049,0.0005,0.00054,0.00058,0.00062,0.00068,0.00075,0.00085,0.00094,0.00109,0.00123,0.00138,0.00153,0.00164,0.00174,0.00183,0.00194,0.00209
23,0.00038,0.00041,0.0004,0.0004,0.00041,0.00043,0.00044,0.00047,0.00049,0.00055,0.00059,0.00065,0.00071,0.00081,0.0009,0.00103,0.00115,0.0013,0.00145,0.00158,0.00168,0.00176,0.00185,0.002,0.00216
24,0.00034,0.00036,0.00036,0.00036,0.00038,0.00039,0.00042,0.00046,0.0005,0.00056,0.00062,0.00067,0.00076,0.00085,0.00099,0.00109,0.00122,0.00136,0.0015,0.00161,0.00171,0.00179,0.0019,0.00206,0.00225
25,0.0003,0.00033,0.00032,0.00033,0.00036,0.00038,0.00042,0.00047,0.00051,0.00058,0.00065,0.00072,0.0008,0.00093,0.00105,0.00115,0.00129,0.00143,0.00156,0.00165,0.00174,0.00184,0.002,0.00217,0.00237
26,0.00027,0.0003,0.0003,0.00032,0.00035,0.00037,0.00042,0.00048,0.00053,0.00061,0.00069,0.00077,0.00088,0.001,0.00111,0.00123,0.00137,0.0015,0.0016,0.00168,0.0018,0.00194,0.00211,0.00231,0.00251
27,0.00023,0.00027,0.00029,0.00031,0.00034,0.00038,0.00044,0.0005,0.00056,0.00065,0.00073,0.00083,0.00095,0.00108,0.00119,0.0013,0.00143,0.00155,0.00164,0.00176,0.00189,0.00205,0.00224,0.00245,0.00268
28,0.00021,0.00025,0.00028,0.00032,0.00036,0.0004,0.00046,0.00053,0.00059,0.0007,0.00079,0.0009,0.00102,0.00114,0.00125,0.00136,0.00149,0.00159,0.00171,0.00185,0.00201,0.00218,0.00239,0.00261,0.00287
29,0.00019,0.00025,0.00029,0.00034,0.00038,0.00043,0.00049,0.00057,0.00064,0.00076,0.00086,0.00097,0.00109,0.00121,0.00132,0.00143,0.00154,0.00168,0.00181,0.00197,0.00215,0.00234,0.00257,0.00281,0.00309
30,0.0002,0.00025,0.00031,0.00036,0.0004,0.00046,0.00053,0.0006,0.00069,0.00081,0.00092,0.00102,0.00113,0.00126,0.00136,0.00148,0.00165,0.00179,0.00194,0.00211,0.00232,0.00254,0.00278,0.00305,0.00335
31,0.00018,0.00025,0.00033,0.00038,0.00043,0.0005,0.00056,0.00065,0.00076,0.00087,0.00097,0.00107,0.00119,0.00131,0.00142,0.00158,0.00176,0.00192,0.00209,0.00228,0.00252,0.00276,0.00303,0.00334,0.00366
32,0.00019,0.00026,0.00035,0.00041,0.00047,0.00053,0.00061,0.0007,0.00083,0.00095,0.00104,0.00113,0.00126,0.00137,0.00152,0.00171,0.0019,0.00207,0.00226,0.00248,0.00275,0.00303,0.00333,0.00366,0.00398
33,0.0002,0.00027,0.00038,0.00045,0.00052,0.00058,0.00067,0.00077,0.00089,0.00101,0.0011,0.00119,0.00132,0.00147,0.00164,0.00183,0.00204,0.00223,0.00245,0.0027,0.00301,0.00332,0.00366,0.00398,0.00434
34,0.0002,0.00029,0.00041,0.00048,0.00055,0.00064,0.00073,0.00084,0.00095,0.00107,0.00114,0.00125,0.00142,0.00159,0.00177,0.00198,0.0022,0.00241,0.00267,0.00296,0.0033,0.00364,0.00398,0.00434,0.00475
35,0.00021,0.0003,0.00044,0.00052,0.00061,0.00069,0.00079,0.00091,0.00102,0.00111,0.0012,0.00136,0.00154,0.00173,0.00193,0.00215,0.00237,0.00261,0.00291,0.00323,0.00361,0.00398,0.00434,0.00475,0.00523
36,0.00022,0.00032,0.00048,0.00057,0.00066,0.00076,0.00086,0.00097,0.00106,0.00115,0.00132,0.00149,0.00168,0.00189,0.00208,0.00232,0.00258,0.00285,0.00317,0.00355,0.00397,0.00434,0.00475,0.00523,0.00577
37,0.00023,0.00034,0.00052,0.00063,0.00073,0.00082,0.00093,0.00103,0.0011,0.00127,0.00144,0.00162,0.00184,0.00204,0.00226,0.00251,0.0028,0.0031,0.00347,0.0039,0.00434,0.00475,0.00523,0.00577,0.0064
38,0.00024,0.00038,0.00056,0.00068,0.00078,0.00089,0.00099,0.00106,0.00122,0.0014,0.00158,0.00178,0.002,0.00223,0.00246,0.00274,0.00305,0.00341,0.00383,0.0043,0.00475,0.00523,0.00577,0.0064,0.00708
39,0.00026,0.00042,0.00061,0.00073,0.00085,0.00095,0.00104,0.00118,0.00134,0.00154,0.00175,0.00195,0.0022,0.00244,0.0027,0.003,0.00336,0.00375,0.00423,0.00474,0.00523,0.00577,0.0064,0.00708,0.00788
40,0.00028,0.00046,0.00066,0.00078,0.00091,0.001,0.00114,0.0013,0.00148,0.00171,0.00192,0.00214,0.00241,0.00268,0.00297,0.0033,0.0037,0.00416,0.0047,0.00521,0.00577,0.0064,0.00706,0.00784,0.00874
41,0.00031,0.0005,0.0007,0.00084,0.00096,0.0011,0.00125,0.00142,0.00163,0.00188,0.00211,0.00235,0.00265,0.00295,0.00327,0.00364,0.0041,0.00465,0.00518,0.00575,0.0064,0.00706,0.00781,0.0087,0.00967
42,0.00033,0.00056,0.00074,0.00089,0.00105,0.0012,0.00136,0.00156,0.0018,0.00206,0.00231,0.00257,0.00291,0.00325,0.00361,0.00405,0.0046,0.00514,0.00571,0.00637,0.00706,0.00779,0.00862,0.00959,0.01067
43,0.00037,0.00059,0.00078,0.00098,0.00115,0.00131,0.00149,0.00171,0.00197,0.00225,0.00252,0.00282,0.0032,0.00359,0.00401,0.00453,0.00511,0.00569,0.00634,0.00704,0.00778,0.00859,0.00954,0.01062,0.01178
44,0.00041,0.00063,0.00084,0.00107,0.00125,0.00143,0.00163,0.00188,0.00216,0.00246,0.00275,0.00311,0.00353,0.00397,0.00445,0.00503,0.00566,0.0063,0.00699,0.00775,0.00856,0.0095,0.01058,0.01175,0.01299
45,0.00045,0.00067,0.00092,0.00118,0.00136,0.00156,0.00179,0.00207,0.00236,0.00269,0.00303,0.00343,0.00391,0.00441,0.00495,0.0056,0.00628,0.00697,0.00771,0.00853,0.00946,0.01056,0.01175,0.01299,0.01437
46,0.0005,0.00071,0.001,0.00128,0.00149,0.00172,0.00198,0.00228,0.00259,0.00295,0.00333,0.00381,0.00434,0.00489,0.00549,0.0062,0.00695,0.00769,0.0085,0.00941,0.01049,0.01173,0.01299,0.01437,0.01591
47,0.00055,0.00076,0.00111,0.00141,0.00164,0.00191,0.0022,0.0025,0.00284,0.00325,0.00371,0.00425,0.00483,0.00543,0.0061,0.00689,0.00767,0.00847,0.00938,0.01042,0.01164,0.01299,0.01437,0.01591,0.01767
48,0.00059,0.00081,0.00123,0.00155,0.00182,0.00213,0.00244,0.00276,0.00312,0.00361,0.00417,0.00473,0.00536,0.00601,0.00677,0.00763,0.00846,0.00936,0.01038,0.01154,0.01293,0.01437,0.01591,0.01767,0.01967
49,0.00063,0.00089,0.00137,0.00172,0.00203,0.00236,0.00269,0.00302,0.00346,0.00409,0.00464,0.00524,0.00591,0.00665,0.00747,0.0084,0.00933,0.01035,0.01148,0.01277,0.01436,0.01591,0.01767,0.01967,0.02195
50,0.00066,0.00101,0.00154,0.00192,0.00227,0.00262,0.00294,0.00332,0.00397,0.00457,0.00514,0.00578,0.0065,0.00731,0.00821,0.00925,0.01029,0.01142,0.01265,0.01411,0.01591,0.01767,0.01967,0.02195,0.02451
51,0.00069,0.00116,0.00172,0.00214,0.00253,0.00287,0.00325,0.00383,0.00443,0.00507,0.00568,0.00638,0.00715,0.00802,0.00903,0.01018,0.01133,0.01253,0.0139,0.01557,0.01767,0.01967,0.02195,0.02451,0.02734
52,0.00072,0.00132,0.00191,0.00239,0.0028,0.00317,0.00369,0.00425,0.00491,0.00563,0.0063,0.00704,0.00786,0.00886,0.01003,0.01124,0.01244,0.01375,0.01536,0.01736,0.01967,0.02195,0.02438,0.02726,0.03037
53,0.00077,0.00147,0.0021,0.00267,0.0031,0.00358,0.0041,0.00473,0.0055,0.00625,0.00695,0.00775,0.00868,0.00986,0.0111,0.01233,0.01367,0.01526,0.01714,0.01932,0.02191,0.02433,0.02717,0.03024,0.03371
54,0.00081,0.0016,0.00233,0.00298,0.00348,0.00398,0.00457,0.0053,0.00614,0.00692,0.00767,0.00856,0.00971,0.01096,0.01221,0.01357,0.01515,0.01702,0.0192,0.02172,0.02432,0.02717,0.03024,0.03371,0.03751
55,0.00086,0.00171,0.00258,0.00328,0.00385,0.00441,0.00509,0.00595,0.00684,0.00764,0.00847,0.00956,0.01081,0.01205,0.01343,0.01505,0.0169,0.01906,0.02158,0.02423,0.02717,0.03024,0.03371,0.03751,0.04174
56,0.00094,0.00181,0.00282,0.00358,0.00423,0.00486,0.00566,0.00659,0.00749,0.00838,0.00935,0.01052,0.01187,0.01325,0.01488,0.01677,0.01895,0.02142,0.02401,0.02706,0.03024,0.03371,0.03751,0.04174,0.04649
57,0.00105,0.00192,0.00305,0.00391,0.00466,0.00536,0.00627,0.00725,0.00816,0.00916,0.01019,0.01159,0.013,0.01466,0.01656,0.01874,0.02126,0.0238,0.02681,0.03012,0.03371,0.03751,0.04174,0.04649,0.05205
58,0.00118,0.00203,0.00329,0.00429,0.00512,0.00594,0.00693,0.00792,0.0089,0.00992,0.01117,0.01256,0.01436,0.01626,0.01839,0.02093,0.02355,0.02659,0.02985,0.03354,0.03751,0.04174,0.04649,0.05205,0.05824
59,0.00135,0.00217,0.00353,0.00471,0.00559,0.00654,0.00757,0.00856,0.00958,0.0108,0.01201,0.01382,0.01586,0.01803,0.0205,0.02308,0.0264,0.02954,0.03308,0.03709,0.04174,0.04649,0.05205,0.05824,0.06565
60,0.00152,0.00235,0.0038,0.00507,0.0061,0.00714,0.00816,0.00917,0.01029,0.01152,0.01323,0.01528,0.01749,0.01996,0.02244,0.02577,0.029,0.03253,0.03654,0.04137,0.04649,0.05205,0.05824,0.06565,0.07417
61,0.00169,0.00257,0.0041,0.00543,0.00661,0.00769,0.00866,0.00972,0.01098,0.0126,0.01454,0.01677,0.01931,0.02176,0.025,0.02822,0.03192,0.03587,0.04086,0.04616,0.05205,0.05824,0.06565,0.07417,0.08395
62,0.00183,0.00285,0.00445,0.00578,0.0071,0.00814,0.0091,0.01024,0.0117,0.01355,0.01566,0.01809,0.02095,0.02415,0.02728,0.03102,0.03519,0.04035,0.04596,0.05188,0.05824,0.06565,0.07417,0.08395,0.09517
63,0.00196,0.00317,0.00483,0.00626,0.00759,0.00867,0.00961,0.01086,0.01253,0.01454,0.01685,0.0195,0.02259,0.02628,0.02994,0.03412,0.03946,0.04494,0.05128,0.05792,0.06565,0.07417,0.08395,0.09517,0.10764
64,0.00209,0.00355,0.00523,0.00672,0.0081,0.00914,0.01029,0.01179,0.01366,0.01578,0.01823,0.02101,0.0243,0.02854,0.03262,0.03817,0.0441,0.05072,0.0576,0.06554,0.07417,0.08395,0.09516,0.1076,0.12145
65,0.00221,0.00397,0.00565,0.00721,0.00865,0.00983,0.01119,0.01285,0.01485,0.01739,0.02,0.02285,0.0264,0.03098,0.03612,0.04222,0.04887,0.05614,0.06453,0.07365,0.08388,0.09503,0.10748,0.12135,0.1363
66,0.00235,0.00428,0.00608,0.00773,0.00932,0.01065,0.01217,0.01403,0.01639,0.01921,0.02194,0.02516,0.02878,0.03395,0.03971,0.0469,0.05527,0.06383,0.07317,0.08342,0.09485,0.10732,0.1212,0.13618,0.15207
67,0.0025,0.00456,0.00652,0.00832,0.01011,0.01158,0.0133,0.01546,0.01813,0.02119,0.02441,0.02783,0.0319,0.03766,0.04415,0.05229,0.06229,0.07191,0.08305,0.09451,0.10712,0.12102,0.13601,0.15193,0.16825
68,0.00268,0.00483,0.007,0.00905,0.01091,0.01264,0.01462,0.01707,0.0201,0.02364,0.02711,0.03121,0.03648,0.04239,0.04928,0.05888,0.07024,0.08166,0.09395,0.10657,0.12079,0.1358,0.15175,0.16809,0.1847
69,0.00289,0.00512,0.00754,0.0099,0.01192,0.01385,0.01605,0.01882,0.02244,0.02632,0.03047,0.03566,0.04138,0.04809,0.0566,0.06739,0.07984,0.09241,0.10597,0.12021,0.13558,0.15154,0.16792,0.18456,0.20136
70,0.00309,0.00538,0.00806,0.01075,0.01295,0.01501,0.01747,0.02094,0.02484,0.02938,0.03476,0.04034,0.04711,0.05525,0.06611,0.07772,0.09144,0.10532,0.11958,0.13496,0.15131,0.16772,0.18439,0.20122,0.2172
71,0.00332,0.00565,0.00861,0.01165,0.01395,0.01622,0.01921,0.02304,0.02746,0.03278,0.03926,0.04612,0.05376,0.06403,0.07469,0.0883,0.10347,0.1189,0.13431,0.15069,0.16749,0.1842,0.20107,0.21708,0.23232
72,0.00357,0.00594,0.00921,0.01264,0.01502,0.01775,0.02107,0.02532,0.0307,0.03724,0.04483,0.0522,0.06182,0.07241,0.08464,0.10017,0.11695,0.13361,0.15003,0.16688,0.184,0.2009,0.21695,0.23223,0.25158
73,0.00385,0.0063,0.00991,0.01372,0.01643,0.01939,0.02318,0.02802,0.03462,0.0422,0.05108,0.06026,0.07045,0.0825,0.09878,0.11578,0.13288,0.14933,0.16622,0.1834,0.20073,0.21682,0.23213,0.25151,0.27236
74,0.00423,0.0068,0.0108,0.01494,0.01793,0.02138,0.02575,0.03146,0.03918,0.04814,0.05874,0.0683,0.07995,0.09544,0.11262,0.13113,0.14859,0.16553,0.18277,0.20016,0.21667,0.23202,0.25144,0.27231,0.29499
75,0.00464,0.00735,0.01181,0.01627,0.01966,0.02362,0.02867,0.03534,0.04465,0.05486,0.06659,0.07778,0.09226,0.10991,0.12877,0.14781,0.1648,0.1821,0.19956,0.21615,0.23191,0.25135,0.27227,0.29496,0.31903
76,0.00513,0.00803,0.01305,0.01816,0.02194,0.02651,0.03249,0.04061,0.05125,0.06247,0.07616,0.09003,0.10744,0.12666,0.14715,0.16417,0.18151,0.19901,0.21566,0.23148,0.25128,0.27222,0.29494,0.31902,0.34405
77,0.00551,0.00858,0.01403,0.01967,0.02406,0.02921,0.03626,0.04657,0.05845,0.07098,0.08788,0.10487,0.1246,0.14651,0.16355,0.18091,0.19846,0.21517,0.23105,0.25093,0.27217,0.29491,0.31901,0.34405,0.36765
78,0.00595,0.00926,0.01522,0.02148,0.02627,0.03263,0.0407,0.05316,0.06664,0.08112,0.10134,0.12136,0.14426,0.16292,0.18032,0.19791,0.21468,0.23063,0.25057,0.27189,0.29489,0.319,0.34405,0.36765,0.39111
79,0.00639,0.00999,0.01655,0.02332,0.02897,0.03587,0.04553,0.05958,0.07471,0.09256,0.11659,0.14055,0.16229,0.17973,0.19736,0.21418,0.2302,0.25021,0.27161,0.29469,0.31899,0.34405,0.36765,0.39111,0.41401
80,0.00671,0.01084,0.01802,0.02549,0.03166,0.03939,0.05106,0.06641,0.08402,0.10604,0.13533,0.16166,0.17913,0.19682,0.21369,0.22978,0.24985,0.27132,0.29449,0.31888,0.34405,0.36765,0.39111,0.41401,0.43594
81,0.00731,0.01203,0.02023,0.02841,0.03537,0.04489,0.05856,0.07557,0.09713,0.12368,0.15491,0.17854,0.19627,0.2132,0.22935,0.2495,0.27105,0.29429,0.31879,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649
82,0.00806,0.0135,0.02283,0.03183,0.04048,0.05137,0.06761,0.08884,0.11511,0.14921,0.17794,0.19572,0.2127,0.22893,0.24914,0.27076,0.2941,0.31868,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753
83,0.00918,0.01547,0.02641,0.03713,0.04738,0.06049,0.08046,0.10839,0.14322,0.17775,0.19517,0.21222,0.2285,0.24878,0.27047,0.2939,0.31858,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124
84,0.01066,0.01808,0.03138,0.04477,0.0574,0.07425,0.1014,0.13944,0.17775,0.19501,0.21172,0.22807,0.24842,0.2702,0.2937,0.31848,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858
85,0.0123,0.0212,0.03747,0.05347,0.06935,0.09251,0.12875,0.16524,0.19501,0.21159,0.22765,0.24806,0.26991,0.2935,0.31837,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743
86,0.01422,0.02532,0.04539,0.06519,0.08688,0.1213,0.15901,0.19501,0.21159,0.22755,0.2477,0.26963,0.29331,0.31827,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784
87,0.0164,0.03026,0.05494,0.07995,0.11229,0.15372,0.19501,0.21159,0.22755,0.24763,0.26934,0.29311,0.31816,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992
88,0.0187,0.03588,0.06593,0.10015,0.14437,0.19501,0.21159,0.22755,0.24763,0.2693,0.29291,0.31806,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374
89,0.02113,0.04171,0.07824,0.12497,0.17987,0.21159,0.22755,0.24763,0.2693,0.29288,0.31796,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942
90,0.02386,0.04847,0.09579,0.15801,0.21159,0.22755,0.24763,0.2693,0.29288,0.31795,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703
91,0.02963,0.06851,0.14531,0.21159,0.22755,0.24763,0.2693,0.29288,0.31795,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703,0.76671
92,0.04123,0.10322,0.21159,0.22755,0.24763,0.2693,0.29288,0.31795,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703,0.76671,0.80854
93,0.06019,0.14964,0.22755,0.24763,0.2693,0.29288,0.31795,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703,0.76671,0.80854,0.85266
94,0.08768,0.17626,0.24763,0.2693,0.29288,0.31795,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703,0.76671,0.80854,0.85266,0.89919
95,0.12497,0.24763,0.2693,0.29288,0.31795,0.34405,0.36765,0.39111,0.41401,0.43594,0.45649,0.4753,0.50124,0.52858,0.55743,0.58784,0.61992,0.65374,0.68942,0.72703,0.76671,0.80854,0.85266,0.89919,0.94826

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Composite Gender-Blended, Male, 60%, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 0. Maximum Ultimate Age: 120",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
