Table Name:,2017 Unloaded CSO Preferred Structure Nonsmoker Super Preferred Female ALB,,,,,,,,,,,,,,,,,,,,,,,,
32,6E-05,0.00011,0.00014,0.00017,0.00021,0.00025,0.0003,0.00034,0.00038,0.00041,0.00046,0.00051,0.00057,0.00062,0.00068,0.00075,0.00083,0.0009,0.00099,0.00109,0.00123,0.00138,0.00154,0.0017,0.00185
33,7E-05,0.00012,0.00016,0.00019,0.00024,0.00027,0.00032,0.00036,0.00039,0.00042,0.00047,0.00053,0.0006,0.00067,0.00074,0.00081,0.00089,0.00098,0.00108,0.00121,0.00138,0.00154,0.0017,0.00185,0.002
34,7E-05,0.00012,0.00018,0.00022,0.00026,0.0003,0.00035,0.00038,0.0004,0.00044,0.00049,0.00057,0.00066,0.00073,0.0008,0.00088,0.00097,0.00107,0.0012,0.00135,0.00154,0.0017,0.00185,0.002,0.00216
35,8E-05,0.00013,0.0002,0.00024,0.00029,0.00033,0.00037,0.0004,0.00041,0.00046,0.00052,0.00062,0.00072,0.0008,0.00087,0.00095,0.00105,0.00117,0.00132,0.0015,0.0017,0.00185,0.002,0.00216,0.00234
36,8E-05,0.00014,0.00021,0.00027,0.00031,0.00036,0.00039,0.00041,0.00043,0.00049,0.00058,0.00068,0.00079,0.00086,0.00094,0.00103,0.00114,0.00127,0.00145,0.00165,0.00185,0.002,0.00216,0.00234,0.00255
37,9E-05,0.00014,0.00023,0.00029,0.00034,0.00038,0.00041,0.00043,0.00046,0.00054,0.00064,0.00075,0.00085,0.00093,0.00101,0.00111,0.00123,0.00139,0.00159,0.0018,0.002,0.00216,0.00234,0.00255,0.00279
38,0.0001,0.00015,0.00024,0.00031,0.00037,0.0004,0.00043,0.00046,0.00051,0.0006,0.00071,0.00082,0.00092,0.001,0.00109,0.00119,0.00134,0.00151,0.00172,0.00195,0.00216,0.00234,0.00255,0.00279,0.00307
39,0.0001,0.00016,0.00025,0.00033,0.00039,0.00042,0.00045,0.0005,0.00056,0.00066,0.00078,0.00089,0.00099,0.00108,0.00117,0.00129,0.00145,0.00164,0.00186,0.0021,0.00234,0.00255,0.00279,0.00307,0.00339
40,0.00011,0.00017,0.00025,0.00033,0.00041,0.00045,0.00049,0.00054,0.00062,0.00073,0.00085,0.00095,0.00106,0.00116,0.00127,0.00141,0.00158,0.00178,0.00201,0.00228,0.00255,0.00279,0.00307,0.00339,0.00374
41,0.00011,0.00018,0.00026,0.00035,0.00044,0.00049,0.00053,0.00059,0.00068,0.0008,0.00092,0.00102,0.00114,0.00126,0.00139,0.00154,0.00173,0.00194,0.00218,0.00248,0.00279,0.00307,0.00339,0.00374,0.00412
42,0.00012,0.00019,0.00027,0.00038,0.00047,0.00053,0.00057,0.00064,0.00075,0.00087,0.00099,0.0011,0.00123,0.00137,0.00152,0.0017,0.00189,0.00212,0.0024,0.00272,0.00307,0.00339,0.00374,0.00412,0.00454
43,0.00013,0.0002,0.00028,0.00042,0.00051,0.00056,0.00061,0.00069,0.00081,0.00094,0.00106,0.00118,0.00134,0.00151,0.00168,0.00187,0.00208,0.00233,0.00263,0.003,0.00339,0.00374,0.00412,0.00454,0.005
44,0.00015,0.0002,0.00031,0.00047,0.00055,0.0006,0.00066,0.00076,0.00088,0.00101,0.00113,0.00128,0.00147,0.00166,0.00185,0.00205,0.00229,0.00256,0.0029,0.00331,0.00374,0.00412,0.00454,0.005,0.00551
45,0.00016,0.00021,0.00034,0.00051,0.00059,0.00065,0.00071,0.00082,0.00095,0.00108,0.00123,0.00141,0.00163,0.00184,0.00204,0.00226,0.00253,0.00284,0.00321,0.00365,0.00412,0.00454,0.005,0.00551,0.0061
46,0.00018,0.00021,0.00039,0.00055,0.00063,0.0007,0.00078,0.0009,0.00103,0.00117,0.00133,0.00155,0.0018,0.00203,0.00225,0.0025,0.00281,0.00315,0.00355,0.00402,0.00454,0.005,0.00551,0.0061,0.0068
47,0.00019,0.00022,0.00046,0.0006,0.00069,0.00077,0.00086,0.00098,0.00111,0.00126,0.00146,0.00172,0.002,0.00224,0.00249,0.00278,0.00312,0.00349,0.00392,0.00442,0.005,0.00551,0.0061,0.0068,0.00763
48,0.0002,0.00026,0.00054,0.00066,0.00076,0.00084,0.00094,0.00107,0.0012,0.00137,0.0016,0.00189,0.00221,0.00247,0.00274,0.00306,0.00345,0.00386,0.00433,0.00487,0.00551,0.0061,0.0068,0.00763,0.00862
49,0.0002,0.00032,0.00063,0.00074,0.00084,0.00093,0.00104,0.00116,0.00131,0.0015,0.00176,0.00207,0.0024,0.00269,0.00299,0.00336,0.00379,0.00423,0.00474,0.00536,0.0061,0.0068,0.00763,0.00862,0.00978
50,0.00021,0.00041,0.00071,0.00083,0.00092,0.00103,0.00114,0.00127,0.00143,0.00166,0.00194,0.00226,0.00259,0.0029,0.00324,0.00368,0.00414,0.00462,0.00519,0.00591,0.0068,0.00763,0.00862,0.00978,0.01113
51,0.00022,0.00052,0.00079,0.0009,0.00101,0.00113,0.00125,0.00139,0.00158,0.00184,0.00214,0.00245,0.00279,0.00313,0.00354,0.00403,0.00452,0.00504,0.00571,0.00658,0.00763,0.00862,0.00978,0.01113,0.01269
52,0.00022,0.00061,0.00084,0.00097,0.0011,0.00123,0.00137,0.00154,0.00176,0.00205,0.00235,0.00265,0.003,0.00339,0.00387,0.00442,0.00495,0.00558,0.00638,0.00739,0.00862,0.00978,0.01113,0.01269,0.0145
53,0.00023,0.00065,0.00088,0.00103,0.0012,0.00135,0.00152,0.00171,0.00197,0.00228,0.00258,0.00288,0.00325,0.00371,0.00426,0.00487,0.00551,0.0063,0.00724,0.00838,0.00978,0.01113,0.01269,0.0145,0.01663
54,0.00024,0.00067,0.00091,0.00108,0.00132,0.0015,0.00169,0.00192,0.00221,0.00252,0.00282,0.00312,0.00354,0.00409,0.00473,0.00545,0.00621,0.00713,0.00827,0.00966,0.01113,0.01269,0.0145,0.01663,0.01916
55,0.00025,0.00068,0.00093,0.00114,0.00146,0.00168,0.00191,0.00216,0.00246,0.00276,0.00305,0.00339,0.00389,0.00454,0.0053,0.00614,0.00706,0.00814,0.00948,0.01113,0.01269,0.0145,0.01663,0.01916,0.02223
56,0.00025,0.00069,0.00094,0.00123,0.00164,0.00189,0.00215,0.00241,0.00271,0.00299,0.00328,0.00368,0.00429,0.00507,0.00596,0.00696,0.00806,0.0093,0.01083,0.01269,0.0145,0.01663,0.01916,0.02223,0.02585
57,0.00026,0.0007,0.00096,0.00137,0.00185,0.00213,0.0024,0.00266,0.00293,0.0032,0.00352,0.00402,0.00477,0.00569,0.00674,0.00791,0.00918,0.01061,0.01236,0.0145,0.01663,0.01916,0.02223,0.02585,0.02975
58,0.00028,0.00072,0.00101,0.00156,0.00208,0.00239,0.00264,0.00287,0.00312,0.00341,0.00381,0.00446,0.00538,0.00646,0.00768,0.00905,0.01052,0.01216,0.01418,0.01663,0.01916,0.02223,0.02585,0.02975,0.03385
59,0.00031,0.00075,0.00111,0.00179,0.00231,0.00263,0.00285,0.00306,0.00331,0.00366,0.0042,0.00503,0.00614,0.0074,0.00882,0.01039,0.01208,0.01391,0.0163,0.01916,0.02223,0.02585,0.02975,0.03385,0.03857
60,0.00036,0.00078,0.0013,0.00201,0.00256,0.00283,0.00302,0.00323,0.00353,0.00399,0.00472,0.00577,0.00708,0.00853,0.01015,0.01193,0.01383,0.01597,0.01883,0.02223,0.02585,0.02975,0.03385,0.03857,0.04519
61,0.00043,0.00084,0.00154,0.00219,0.00279,0.00299,0.00318,0.00343,0.00383,0.00446,0.00541,0.00669,0.00819,0.00984,0.01164,0.01365,0.01589,0.01865,0.02207,0.02585,0.02975,0.03385,0.03857,0.04519,0.05282
62,0.00052,0.00096,0.00182,0.00239,0.00294,0.00315,0.00338,0.00374,0.00429,0.00512,0.0063,0.00781,0.00949,0.01132,0.01335,0.01565,0.01848,0.02177,0.02585,0.02975,0.03385,0.03857,0.04519,0.05282,0.06043
63,0.00061,0.00115,0.00209,0.00261,0.00305,0.00333,0.00372,0.00423,0.00492,0.00597,0.00739,0.00908,0.01092,0.01295,0.01526,0.01817,0.0216,0.02558,0.02975,0.03385,0.03857,0.04519,0.05282,0.06043,0.06923
64,0.00069,0.00142,0.00231,0.00276,0.00317,0.00364,0.00421,0.00485,0.00572,0.00705,0.00867,0.01049,0.0125,0.01471,0.01741,0.02116,0.02514,0.02975,0.03385,0.03857,0.04519,0.05282,0.06043,0.06923,0.07931
65,0.00077,0.00162,0.00249,0.00287,0.00336,0.00406,0.00478,0.00558,0.00673,0.00836,0.01016,0.01206,0.01427,0.0169,0.02007,0.02441,0.02936,0.03385,0.03857,0.04519,0.05282,0.06043,0.06923,0.07931,0.09053
66,0.00086,0.0017,0.00262,0.00298,0.00362,0.00453,0.00543,0.00649,0.00794,0.00988,0.01187,0.01397,0.01629,0.01937,0.02299,0.02791,0.03385,0.03857,0.04519,0.05282,0.06043,0.06923,0.07931,0.09053,0.10276
67,0.00096,0.00178,0.00274,0.00316,0.004,0.0051,0.00622,0.00756,0.00935,0.01161,0.01384,0.01615,0.01892,0.02238,0.02605,0.03194,0.03857,0.04519,0.05282,0.06043,0.06923,0.07931,0.09053,0.10276,0.11605
68,0.00106,0.00186,0.00286,0.00346,0.00449,0.00579,0.00714,0.00879,0.01095,0.01358,0.016,0.01878,0.02219,0.02589,0.0305,0.03747,0.04519,0.05282,0.06043,0.06923,0.07931,0.09053,0.10276,0.11605,0.13057
69,0.00118,0.00195,0.003,0.00382,0.0051,0.00656,0.00815,0.01014,0.01274,0.0158,0.01863,0.02199,0.02573,0.03028,0.0369,0.04502,0.05282,0.06043,0.06923,0.07931,0.09053,0.10276,0.11605,0.13057,0.14599
70,0.00132,0.00206,0.00318,0.00425,0.0058,0.00741,0.00925,0.01164,0.01474,0.01828,0.02179,0.02542,0.02999,0.03608,0.04409,0.05282,0.06043,0.06923,0.07931,0.09053,0.10276,0.11605,0.13057,0.14599,0.16239
71,0.00147,0.0022,0.0034,0.00483,0.00656,0.00831,0.01043,0.01329,0.01698,0.02112,0.02517,0.02908,0.03491,0.04242,0.05135,0.06043,0.06923,0.07931,0.09053,0.10276,0.11605,0.13057,0.14599,0.16239,0.18074
72,0.00163,0.00239,0.00369,0.00552,0.00736,0.00925,0.01171,0.01512,0.01953,0.02434,0.0288,0.03358,0.04062,0.04953,0.05974,0.06923,0.07931,0.09053,0.10276,0.11605,0.13057,0.14599,0.16239,0.18074,0.20127
73,0.00185,0.00262,0.00406,0.00628,0.0082,0.01026,0.01311,0.01719,0.02245,0.0279,0.03281,0.03883,0.04716,0.05747,0.06923,0.07931,0.09053,0.10276,0.11605,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374
74,0.00214,0.00289,0.00454,0.0071,0.00909,0.01136,0.01473,0.01962,0.02576,0.03193,0.03731,0.04454,0.0542,0.06624,0.07931,0.09053,0.10276,0.11605,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802
75,0.00247,0.00323,0.00515,0.00799,0.01004,0.0126,0.01658,0.02233,0.02947,0.03638,0.04282,0.05164,0.06291,0.07635,0.09053,0.10276,0.11605,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379
76,0.00282,0.00363,0.00589,0.00893,0.01108,0.01401,0.01866,0.02542,0.03366,0.04131,0.04994,0.06063,0.07368,0.08902,0.10276,0.11605,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921
77,0.00319,0.00411,0.00677,0.00996,0.01227,0.01563,0.02112,0.02909,0.03856,0.04734,0.05822,0.07102,0.08643,0.10276,0.11605,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314
78,0.00355,0.00471,0.00783,0.0111,0.01358,0.01754,0.02409,0.03349,0.04427,0.05526,0.06839,0.08394,0.10122,0.11605,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698
79,0.00378,0.00543,0.00908,0.01234,0.0151,0.01984,0.02771,0.03877,0.05149,0.06545,0.08137,0.10021,0.11605,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036
80,0.00401,0.0063,0.01051,0.0137,0.01689,0.02279,0.03217,0.04516,0.06015,0.07684,0.09596,0.11605,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292
81,0.00438,0.0073,0.0121,0.0152,0.01956,0.02679,0.03775,0.05316,0.07102,0.09104,0.11311,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143
82,0.00493,0.00845,0.01396,0.01765,0.02325,0.03185,0.04527,0.06439,0.08673,0.11114,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413
83,0.00574,0.0098,0.01618,0.02134,0.0279,0.03837,0.05689,0.08119,0.1093,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205
84,0.00677,0.01145,0.01917,0.02579,0.03374,0.04775,0.07306,0.10043,0.13057,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769
85,0.00773,0.01368,0.0232,0.03126,0.04185,0.0637,0.09218,0.12356,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068
86,0.00855,0.01656,0.02818,0.03807,0.05523,0.08633,0.11983,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065
87,0.00947,0.0201,0.03434,0.04873,0.07731,0.11791,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723
88,0.01049,0.0242,0.04194,0.06554,0.10649,0.14599,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5
89,0.01161,0.02893,0.05382,0.09078,0.13764,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5
90,0.01389,0.03668,0.07882,0.12935,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5
91,0.01915,0.05352,0.12425,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5
92,0.0287,0.08241,0.16239,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5
93,0.04359,0.11051,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5
94,0.06505,0.15437,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.09462,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Unloaded CSO Preferred Structure Nonsmoker, Super Preferred, Female, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00022,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00022,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00022,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00022,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00022,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00022,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00022,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00024,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00025,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00028,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0003,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00039,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00045,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00052,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00078,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00087,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00093,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00111,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00123,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00138,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00154,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0017,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00185,,,,,,,,,,,,,,,,,,,,,,,,
57,0.002,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00216,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00234,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00255,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00279,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00307,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00339,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00374,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00412,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00454,,,,,,,,,,,,,,,,,,,,,,,,
67,0.005,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00551,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0061,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0068,,,,,,,,,,,,,,,,,,,,,,,,
71,0.00763,,,,,,,,,,,,,,,,,,,,,,,,
72,0.00862,,,,,,,,,,,,,,,,,,,,,,,,
73,0.00978,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01113,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01269,,,,,,,,,,,,,,,,,,,,,,,,
76,0.0145,,,,,,,,,,,,,,,,,,,,,,,,
77,0.01663,,,,,,,,,,,,,,,,,,,,,,,,
78,0.01916,,,,,,,,,,,,,,,,,,,,,,,,
79,0.02223,,,,,,,,,,,,,,,,,,,,,,,,
80,0.02585,,,,,,,,,,,,,,,,,,,,,,,,
81,0.02975,,,,,,,,,,,,,,,,,,,,,,,,
82,0.03385,,,,,,,,,,,,,,,,,,,,,,,,
83,0.03857,,,,,,,,,,,,,,,,,,,,,,,,
84,0.04519,,,,,,,,,,,,,,,,,,,,,,,,
